event_id,mother_decision_time,baseline_net_bp,baseline_exit_time,baseline_exit_reason,baseline_mfe_r,baseline_hold_minutes,candidate_net_bp,candidate_exit_time,candidate_exit_reason,candidate_mfe_r,candidate_hold_minutes,delta_net_bp,exit_delay_minutes,outcome_transition,failed_launch_executed,baseline_partial_executed,baseline_partial_exit_time,candidate_partial_executed,candidate_partial_exit_time,sacrificed_recovery,prior_partial_path_cut
2023-02-05T11:00:00+00:00_S::control1,2023-02-09 15:00:00+00:00,194.2212040443203,2023-02-10 06:45:00+00:00,transition_colour_exit,12.485161998337889,945.0,194.2212040443203,2023-02-10 06:45:00+00:00,transition_colour_exit,12.485161998337889,945.0,0.0,0.0,win_to_win,False,True,2023-02-09 18:25:00+00:00,True,2023-02-09 18:25:00+00:00,False,False
2023-02-05T11:00:00+00:00_S::control2,2023-02-13 14:00:00+00:00,-56.50916817645511,2023-02-13 14:40:00+00:00,hard_stop,0.17646314129487556,40.0,-56.50916817645511,2023-02-13 14:40:00+00:00,hard_stop,0.17646314129487556,40.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-02-14T08:00:00+00:00_S::control0,2023-02-06 10:00:00+00:00,-27.442039644183218,2023-02-06 12:15:00+00:00,transition_colour_exit,1.1700678250890075,135.0,-30.725292428381316,2023-02-06 10:25:00+00:00,fast_failed_launch,0.18944980424626448,25.0,-3.2832527841980976,-110.0,loss_to_loss,True,False,,False,,False,False
2023-02-14T08:00:00+00:00_S::control1,2023-02-11 11:00:00+00:00,-23.553102735427416,2023-02-11 11:30:00+00:00,transition_colour_exit,0.05478343223018535,30.0,-23.553102735427416,2023-02-11 11:30:00+00:00,transition_colour_exit,0.05478343223018535,30.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-02-14T08:00:00+00:00_S::control2,2023-02-11 06:00:00+00:00,-21.199466698653673,2023-02-11 11:30:00+00:00,transition_colour_exit,0.359112414801369,330.0,-21.199466698653673,2023-02-11 11:30:00+00:00,transition_colour_exit,0.359112414801369,330.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-02-23T02:00:00+00:00_L::control0,2023-02-23 05:00:00+00:00,-115.18022665454207,2023-02-23 10:00:00+00:00,transition_colour_exit,0.000288499301852999,300.0,-59.67881770988382,2023-02-23 05:35:00+00:00,fast_failed_launch,0.000288499301852999,35.0,55.501408944658245,-265.0,loss_to_loss,True,False,,False,,False,False
2023-02-23T02:00:00+00:00_L::control1,2023-02-18 04:00:00+00:00,-17.7651815282087,2023-02-18 05:30:00+00:00,transition_colour_exit,0.07971684833997239,90.0,-17.7651815282087,2023-02-18 05:30:00+00:00,transition_colour_exit,0.07971684833997239,90.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-02-23T02:00:00+00:00_L::control2,2023-02-18 01:00:00+00:00,-41.15306536743744,2023-02-18 02:45:00+00:00,transition_colour_exit,0.09514835691241207,105.0,-36.07795371498173,2023-02-18 01:45:00+00:00,fast_failed_launch,0.0579086441882642,45.0,5.0751116524557105,-60.0,loss_to_loss,True,False,,False,,False,False
2023-02-23T11:00:00+00:00_S::control0,2023-02-22 17:00:00+00:00,-164.61306804723685,2023-02-22 22:30:00+00:00,transition_colour_exit,0.08229973256954093,330.0,-71.8982844381281,2023-02-22 18:05:00+00:00,fast_failed_launch,0.08229973256954093,65.0,92.71478360910875,-265.0,loss_to_loss,True,False,,False,,False,False
2023-02-23T11:00:00+00:00_S::control1,2023-02-17 15:00:00+00:00,-259.27141309643577,2023-02-17 17:20:00+00:00,hard_stop,0.018745584134239934,140.0,-259.27141309643577,2023-02-17 17:20:00+00:00,hard_stop,0.018745584134239934,140.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-02-23T11:00:00+00:00_S::control2,2023-02-23 16:00:00+00:00,-15.387088021038814,2023-02-23 19:30:00+00:00,transition_colour_exit,0.40552975447384887,210.0,-21.46110334175207,2023-02-23 17:50:00+00:00,fast_failed_launch,0.38574346755227024,110.0,-6.074015320713258,-100.0,loss_to_loss,True,True,2023-02-23 18:55:00+00:00,False,,False,True
2023-02-28T19:00:00+00:00_S::control0,2023-02-10 18:00:00+00:00,-46.319428439731674,2023-02-10 19:45:00+00:00,transition_colour_exit,0.1319726348516071,105.0,-31.15464392717216,2023-02-10 18:20:00+00:00,fast_failed_launch,0.08949394300874906,20.0,15.164784512559514,-85.0,loss_to_loss,True,False,,False,,False,False
2023-02-28T19:00:00+00:00_S::control1,2023-02-10 23:00:00+00:00,-59.824752544102004,2023-02-11 01:15:00+00:00,transition_colour_exit,0.09216371448434237,135.0,-48.92973875147778,2023-02-10 23:45:00+00:00,fast_failed_launch,0.09216371448434237,45.0,10.895013792624226,-90.0,loss_to_loss,True,False,,False,,False,False
2023-02-28T19:00:00+00:00_S::control2,2023-02-03 18:00:00+00:00,17.414546367237065,2023-02-03 23:45:00+00:00,transition_colour_exit,1.099347376039054,345.0,17.414546367237065,2023-02-03 23:45:00+00:00,transition_colour_exit,1.099347376039054,345.0,0.0,0.0,win_to_win,False,True,2023-02-03 21:25:00+00:00,True,2023-02-03 21:25:00+00:00,False,False
2023-03-07T01:00:00+00:00_L::control0,2023-03-06 01:00:00+00:00,-48.15245086684626,2023-03-06 01:15:00+00:00,transition_colour_exit,0.2589741597304677,15.0,-48.15245086684626,2023-03-06 01:15:00+00:00,transition_colour_exit,0.2589741597304677,15.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-03-07T01:00:00+00:00_L::control1,2023-03-27 05:00:00+00:00,-42.828595593399335,2023-03-27 05:15:00+00:00,transition_colour_exit,0.08019766944236126,15.0,-42.828595593399335,2023-03-27 05:15:00+00:00,transition_colour_exit,0.08019766944236126,15.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-03-07T01:00:00+00:00_L::control2,2023-03-27 04:00:00+00:00,-36.603194411572986,2023-03-27 05:15:00+00:00,transition_colour_exit,0.31905902829210075,75.0,-36.603194411572986,2023-03-27 05:15:00+00:00,transition_colour_exit,0.31905902829210075,75.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-03-11T07:00:00+00:00_S::control0,2023-03-10 06:00:00+00:00,31.71068036945503,2023-03-10 13:00:00+00:00,transition_colour_exit,1.0939334639891007,420.0,-36.761565480181325,2023-03-10 06:05:00+00:00,fast_failed_launch,0.0,5.0,-68.47224584963635,-415.0,win_to_loss,True,True,2023-03-10 12:20:00+00:00,False,,True,True
2023-03-11T07:00:00+00:00_S::control1,2023-03-03 10:00:00+00:00,-12.623753302546374,2023-03-03 11:45:00+00:00,transition_colour_exit,0.1762371360286092,105.0,-25.677474730767,2023-03-03 10:25:00+00:00,fast_failed_launch,0.03324673851624755,25.0,-13.053721428220625,-80.0,loss_to_loss,True,False,,False,,False,False
2023-03-11T07:00:00+00:00_S::control2,2023-03-10 07:00:00+00:00,-21.584530953686603,2023-03-10 13:00:00+00:00,transition_colour_exit,0.8534266787588449,360.0,-76.94250919279466,2023-03-10 07:35:00+00:00,fast_failed_launch,0.263462704606973,35.0,-55.35797823910806,-325.0,loss_to_loss,True,True,2023-03-10 12:20:00+00:00,False,,False,True
2023-03-19T14:00:00+00:00_L::control0,2023-03-29 16:00:00+00:00,-78.46371143904072,2023-03-29 16:45:00+00:00,hard_stop,0.05472018352856487,45.0,-53.81953306544889,2023-03-29 16:10:00+00:00,fast_failed_launch,0.05472018352856487,10.0,24.644178373591835,-35.0,loss_to_loss,True,False,,False,,False,False
2023-03-19T14:00:00+00:00_L::control1,2023-03-22 15:00:00+00:00,-71.20757499293194,2023-03-22 17:25:00+00:00,hard_stop,1.1691827768534786,145.0,-45.488946620263704,2023-03-22 17:20:00+00:00,fast_failed_launch,1.1691827768534786,140.0,25.718628372668235,-5.0,loss_to_loss,True,False,,False,,False,False
2023-03-19T14:00:00+00:00_L::control2,2023-03-22 16:00:00+00:00,-72.6652990832488,2023-03-22 17:20:00+00:00,hard_stop,0.7563763238555186,80.0,-72.6652990832488,2023-03-22 17:20:00+00:00,hard_stop,0.7563763238555186,80.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-03-20T18:00:00+00:00_L::control0,2023-03-19 19:00:00+00:00,-141.28465351073814,2023-03-19 20:20:00+00:00,hard_stop,0.24313140027902141,80.0,-141.28465351073814,2023-03-19 20:20:00+00:00,hard_stop,0.24313140027902141,80.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-03-20T18:00:00+00:00_L::control1,2023-03-17 20:00:00+00:00,130.62979801744092,2023-03-18 08:00:00+00:00,transition_colour_exit,2.4669544751843477,720.0,130.62979801744092,2023-03-18 08:00:00+00:00,transition_colour_exit,2.4669544751843477,720.0,0.0,0.0,win_to_win,False,True,2023-03-18 00:20:00+00:00,True,2023-03-18 00:20:00+00:00,False,False
2023-03-20T18:00:00+00:00_L::control2,2023-03-17 18:00:00+00:00,-69.00073236842051,2023-03-17 18:15:00+00:00,transition_colour_exit,0.08901519010589398,15.0,-75.1918880759851,2023-03-17 18:10:00+00:00,fast_failed_launch,0.08901519010589398,10.0,-6.19115570756459,-5.0,loss_to_loss,True,False,,False,,False,False
2023-04-02T04:00:00+00:00_S::control0,2023-04-15 03:00:00+00:00,-33.03291799135131,2023-04-15 06:00:00+00:00,transition_colour_exit,0.2330091650274326,180.0,-25.594939541741542,2023-04-15 04:05:00+00:00,fast_failed_launch,0.10842333979599664,65.0,7.437978449609769,-115.0,loss_to_loss,True,False,,False,,False,False
2023-04-02T04:00:00+00:00_S::control1,2023-04-02 03:00:00+00:00,-52.3907165389814,2023-04-02 03:30:00+00:00,transition_colour_exit,0.019645416319823264,30.0,-32.63942091031997,2023-04-02 03:20:00+00:00,fast_failed_launch,0.019645416319823264,20.0,19.75129562866143,-10.0,loss_to_loss,True,False,,False,,False,False
2023-04-02T04:00:00+00:00_S::control2,2023-04-15 02:00:00+00:00,-37.186882655078065,2023-04-15 06:00:00+00:00,transition_colour_exit,0.14318075272866598,240.0,-29.74581851705518,2023-04-15 04:05:00+00:00,fast_failed_launch,0.12365610462930243,125.0,7.441064138022885,-115.0,loss_to_loss,True,False,,False,,False,False
2023-04-03T08:00:00+00:00_L::control0,2023-04-03 11:00:00+00:00,-127.9835763199366,2023-04-03 15:00:00+00:00,transition_colour_exit,0.23215218689506026,240.0,-21.766746994763363,2023-04-03 11:05:00+00:00,fast_failed_launch,0.056842755143644674,5.0,106.21682932517324,-235.0,loss_to_loss,True,False,,False,,False,False
2023-04-03T08:00:00+00:00_L::control1,2023-04-23 09:00:00+00:00,-74.84988452655881,2023-04-23 10:30:00+00:00,transition_colour_exit,0.06730071903110187,90.0,-48.43533487297921,2023-04-23 09:35:00+00:00,fast_failed_launch,0.06730071903110187,35.0,26.4145496535796,-55.0,loss_to_loss,True,False,,False,,False,False
2023-04-03T08:00:00+00:00_L::control2,2023-04-13 06:00:00+00:00,15.774312913962047,2023-04-13 20:15:00+00:00,transition_colour_exit,1.5181011368251203,855.0,-32.12407076471331,2023-04-13 06:30:00+00:00,fast_failed_launch,0.04605889371435458,30.0,-47.89838367867536,-825.0,win_to_loss,True,True,2023-04-13 11:35:00+00:00,False,,True,True
2023-04-03T14:00:00+00:00_S::control0,2023-04-22 14:00:00+00:00,-36.91364501891446,2023-04-22 14:30:00+00:00,transition_colour_exit,0.06350585092389935,30.0,-40.36241428524257,2023-04-22 14:25:00+00:00,fast_failed_launch,0.06350585092389935,25.0,-3.4487692663281138,-5.0,loss_to_loss,True,False,,False,,False,False
2023-04-03T14:00:00+00:00_S::control1,2023-04-02 17:00:00+00:00,-11.539251828124302,2023-04-02 23:45:00+00:00,transition_colour_exit,1.4694484577322295,405.0,-40.227587015950995,2023-04-02 17:35:00+00:00,fast_failed_launch,0.08861519610304283,35.0,-28.688335187826695,-370.0,loss_to_loss,True,True,2023-04-02 22:55:00+00:00,False,,False,True
2023-04-03T14:00:00+00:00_S::control2,2023-04-15 17:00:00+00:00,-27.94702860270835,2023-04-15 22:30:00+00:00,transition_colour_exit,0.6590824388704818,330.0,-15.44941930633322,2023-04-15 18:55:00+00:00,fast_failed_launch,0.6590824388704818,115.0,12.49760929637513,-215.0,loss_to_loss,True,False,,False,,False,False
2023-04-09T06:00:00+00:00_S::control0,2023-04-29 08:00:00+00:00,-13.967876385769777,2023-04-29 12:15:00+00:00,transition_colour_exit,0.4449619844883757,255.0,-3.7098582621349636,2023-04-29 11:45:00+00:00,fast_failed_launch,0.4449619844883757,225.0,10.258018123634814,-30.0,loss_to_loss,True,False,,False,,False,False
2023-04-09T06:00:00+00:00_S::control1,2023-04-29 07:00:00+00:00,-24.8427966809772,2023-04-29 07:15:00+00:00,transition_colour_exit,0.0,15.0,-24.8427966809772,2023-04-29 07:15:00+00:00,transition_colour_exit,0.0,15.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-04-09T06:00:00+00:00_S::control2,2023-04-16 11:00:00+00:00,-18.811983130161398,2023-04-16 11:15:00+00:00,transition_colour_exit,0.10508008404706452,15.0,-26.930098407397388,2023-04-16 11:05:00+00:00,fast_failed_launch,0.0008339689209964091,5.0,-8.11811527723599,-10.0,loss_to_loss,True,False,,False,,False,False
2023-04-09T18:00:00+00:00_L::control0,2023-04-11 19:00:00+00:00,-60.316979434702475,2023-04-11 20:15:00+00:00,transition_colour_exit,1.1226070088396007,75.0,-28.433822605290487,2023-04-11 19:50:00+00:00,fast_failed_launch,1.1226070088396007,50.0,31.883156829411988,-25.0,loss_to_loss,True,False,,False,,False,False
2023-04-09T18:00:00+00:00_L::control1,2023-04-01 23:00:00+00:00,-72.2230756550679,2023-04-02 01:00:00+00:00,transition_colour_exit,0.19371674590091675,120.0,-28.31220210225061,2023-04-01 23:35:00+00:00,fast_failed_launch,0.19371674590091675,35.0,43.91087355281729,-85.0,loss_to_loss,True,False,,False,,False,False
2023-04-09T18:00:00+00:00_L::control2,2023-04-10 23:00:00+00:00,137.51225283082593,2023-04-11 12:00:00+00:00,transition_colour_exit,2.779847801960626,780.0,137.51225283082593,2023-04-11 12:00:00+00:00,transition_colour_exit,2.779847801960626,780.0,0.0,0.0,win_to_win,False,True,2023-04-11 04:40:00+00:00,True,2023-04-11 04:40:00+00:00,False,False
2023-04-16T18:00:00+00:00_L::control0,2023-04-22 23:00:00+00:00,-143.35434909981348,2023-04-23 00:35:00+00:00,hard_stop,0.10160702572420127,95.0,-63.63440474052793,2023-04-23 00:30:00+00:00,fast_failed_launch,0.10160702572420127,90.0,79.71994435928555,-5.0,loss_to_loss,True,False,,False,,False,False
2023-04-16T18:00:00+00:00_L::control1,2023-04-22 22:00:00+00:00,-76.96069856369502,2023-04-23 00:45:00+00:00,transition_colour_exit,0.6705907169474674,165.0,-0.01315589738400038,2023-04-23 00:30:00+00:00,fast_failed_launch,0.6705907169474674,150.0,76.94754266631102,-15.0,loss_to_loss,True,False,,False,,False,False
2023-04-16T18:00:00+00:00_L::control2,2023-04-22 21:00:00+00:00,-23.56536564001142,2023-04-23 00:45:00+00:00,transition_colour_exit,0.7802126680484177,225.0,-28.97675815961979,2023-04-22 21:05:00+00:00,fast_failed_launch,0.0002976774773128838,5.0,-5.41139251960837,-220.0,loss_to_loss,True,True,2023-04-23 00:30:00+00:00,False,,False,True
2023-04-18T08:00:00+00:00_S::control0,2023-04-18 06:00:00+00:00,-64.46315766436283,2023-04-18 06:20:00+00:00,hard_stop,0.0,20.0,-64.46315766436283,2023-04-18 06:20:00+00:00,hard_stop,0.0,20.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-04-18T08:00:00+00:00_S::control1,2023-04-16 06:00:00+00:00,-48.26945216884314,2023-04-16 07:40:00+00:00,hard_stop,0.15755176600266452,100.0,-48.26945216884314,2023-04-16 07:40:00+00:00,hard_stop,0.15755176600266452,100.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-04-18T08:00:00+00:00_S::control2,2023-04-07 11:00:00+00:00,-20.537022318647384,2023-04-07 14:15:00+00:00,transition_colour_exit,1.2147833320146488,195.0,-5.034978053687911,2023-04-07 12:15:00+00:00,fast_failed_launch,1.0777132804474099,75.0,15.502044264959473,-120.0,loss_to_loss,True,False,,False,,False,False
2023-04-18T09:00:00+00:00_L::control0,2023-04-16 08:00:00+00:00,-38.71967939253372,2023-04-16 09:45:00+00:00,transition_colour_exit,0.12999070329016083,105.0,-28.07450959713141,2023-04-16 09:05:00+00:00,fast_failed_launch,0.12999070329016083,65.0,10.64516979540231,-40.0,loss_to_loss,True,False,,False,,False,False
2023-04-18T09:00:00+00:00_L::control1,2023-04-01 06:00:00+00:00,-67.84789479763573,2023-04-01 06:30:00+00:00,transition_colour_exit,0.013982899225468071,30.0,-29.10055058331029,2023-04-01 06:05:00+00:00,fast_failed_launch,0.013982899225468071,5.0,38.74734421432544,-25.0,loss_to_loss,True,False,,False,,False,False
2023-04-18T09:00:00+00:00_L::control2,2023-04-23 08:00:00+00:00,-79.5489285881745,2023-04-23 10:30:00+00:00,transition_colour_exit,0.24900712416932966,150.0,-53.14685970474408,2023-04-23 09:35:00+00:00,fast_failed_launch,0.24900712416932966,95.0,26.402068883430424,-55.0,loss_to_loss,True,False,,False,,False,False
2023-04-25T17:00:00+00:00_L::control0,2023-04-30 23:00:00+00:00,-116.84404705653904,2023-05-01 01:40:00+00:00,hard_stop,0.14792467112404376,160.0,-116.84404705653904,2023-05-01 01:40:00+00:00,hard_stop,0.14792467112404376,160.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-04-25T17:00:00+00:00_L::control1,2023-04-25 21:00:00+00:00,233.32179893688075,2023-04-26 19:30:00+00:00,transition_colour_exit,6.125570933365628,1350.0,233.32179893688075,2023-04-26 19:30:00+00:00,transition_colour_exit,6.125570933365628,1350.0,0.0,0.0,win_to_win,False,True,2023-04-26 01:20:00+00:00,True,2023-04-26 01:20:00+00:00,False,False
2023-04-25T17:00:00+00:00_L::control2,2023-04-25 20:00:00+00:00,367.81910828948105,2023-04-26 19:30:00+00:00,transition_colour_exit,7.908163768964645,1410.0,367.81910828948105,2023-04-26 19:30:00+00:00,transition_colour_exit,7.908163768964645,1410.0,0.0,0.0,win_to_win,False,True,2023-04-26 01:20:00+00:00,True,2023-04-26 01:20:00+00:00,False,False
2023-04-29T13:00:00+00:00_L::control0,2023-04-18 12:00:00+00:00,-66.849160571385,2023-04-18 14:05:00+00:00,hard_stop,0.8205843693617977,125.0,-66.849160571385,2023-04-18 14:05:00+00:00,hard_stop,0.8205843693617977,125.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-04-29T13:00:00+00:00_L::control1,2023-04-18 14:00:00+00:00,-67.0910051246476,2023-04-18 14:30:00+00:00,hard_stop,0.10346969947123477,30.0,-61.02111632745781,2023-04-18 14:25:00+00:00,fast_failed_launch,0.10346969947123477,25.0,6.069888797189783,-5.0,loss_to_loss,True,False,,False,,False,False
2023-04-29T13:00:00+00:00_L::control2,2023-04-16 16:00:00+00:00,-42.39649417445144,2023-04-16 16:40:00+00:00,hard_stop,0.030910242501350087,40.0,-39.548698676424536,2023-04-16 16:35:00+00:00,fast_failed_launch,0.030910242501350087,35.0,2.8477954980269047,-5.0,loss_to_loss,True,False,,False,,False,False
2023-05-01T01:00:00+00:00_S::control0,2023-05-11 03:00:00+00:00,-30.035414833506895,2023-05-11 07:30:00+00:00,transition_colour_exit,0.1434866843491641,270.0,-17.454786092951213,2023-05-11 05:00:00+00:00,fast_failed_launch,0.1434866843491641,120.0,12.580628740555682,-150.0,loss_to_loss,True,False,,False,,False,False
2023-05-01T01:00:00+00:00_S::control1,2023-05-09 01:00:00+00:00,-41.247896965828076,2023-05-09 01:15:00+00:00,transition_colour_exit,0.01951410461106772,15.0,-44.94633636943784,2023-05-09 01:10:00+00:00,fast_failed_launch,0.01951410461106772,10.0,-3.698439403609761,-5.0,loss_to_loss,True,False,,False,,False,False
2023-05-01T01:00:00+00:00_S::control2,2023-05-08 04:00:00+00:00,74.77983987064786,2023-05-08 15:15:00+00:00,transition_colour_exit,0.8779122690816574,675.0,-25.566941586117395,2023-05-08 05:35:00+00:00,fast_failed_launch,0.16919862095534877,95.0,-100.34678145676526,-580.0,win_to_loss,True,True,2023-05-08 10:35:00+00:00,False,,True,True
2023-05-03T20:00:00+00:00_L::control0,2023-05-02 20:00:00+00:00,-41.22846217394891,2023-05-03 00:30:00+00:00,transition_colour_exit,0.595401014779571,270.0,-26.204706513896102,2023-05-02 20:55:00+00:00,fast_failed_launch,0.4423106489104616,55.0,15.02375566005281,-215.0,loss_to_loss,True,False,,False,,False,False
2023-05-03T20:00:00+00:00_L::control1,2023-05-05 21:00:00+00:00,-28.68002576882576,2023-05-06 02:15:00+00:00,transition_colour_exit,1.6928655310082583,315.0,-24.814701793645952,2023-05-05 21:10:00+00:00,fast_failed_launch,0.08303536627854147,10.0,3.865323975179809,-305.0,loss_to_loss,True,False,,False,,False,False
2023-05-03T20:00:00+00:00_L::control2,2023-05-05 20:00:00+00:00,-52.00054123536966,2023-05-06 02:15:00+00:00,transition_colour_exit,1.3213734073137544,375.0,-45.67485285163386,2023-05-05 20:25:00+00:00,fast_failed_launch,0.11364649678694905,25.0,6.325688383735802,-350.0,loss_to_loss,True,False,,False,,False,False
2023-05-05T13:00:00+00:00_L::control0,2023-05-04 12:00:00+00:00,-54.18516219950818,2023-05-04 13:00:00+00:00,transition_colour_exit,0.2929774926827932,60.0,-12.730938428991212,2023-05-04 12:20:00+00:00,fast_failed_launch,0.09679710350932492,20.0,41.45422377051696,-40.0,loss_to_loss,True,False,,False,,False,False
2023-05-05T13:00:00+00:00_L::control1,2023-05-10 15:00:00+00:00,-101.81249280376556,2023-05-10 17:15:00+00:00,hard_stop,0.8892481177423794,135.0,-14.839049530887399,2023-05-10 17:10:00+00:00,fast_failed_launch,0.8892481177423794,130.0,86.97344327287817,-5.0,loss_to_loss,True,False,,False,,False,False
2023-05-05T13:00:00+00:00_L::control2,2023-05-29 14:00:00+00:00,-92.11449027868522,2023-05-29 15:00:00+00:00,hard_stop,0.1689272275753979,60.0,-92.11449027868522,2023-05-29 15:00:00+00:00,hard_stop,0.1689272275753979,60.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-05-15T01:00:00+00:00_L::control0,2023-05-27 05:00:00+00:00,-32.481315396114525,2023-05-27 08:00:00+00:00,transition_colour_exit,0.0296398466336056,180.0,-29.043348281016442,2023-05-27 05:35:00+00:00,fast_failed_launch,0.0296398466336056,35.0,3.4379671150980826,-145.0,loss_to_loss,True,False,,False,,False,False
2023-05-15T01:00:00+00:00_L::control1,2023-05-23 05:00:00+00:00,-56.30466701242563,2023-05-23 13:00:00+00:00,transition_colour_exit,0.2839897814146873,480.0,-29.05790484817052,2023-05-23 06:30:00+00:00,fast_failed_launch,0.2839897814146873,90.0,27.246762164255113,-390.0,loss_to_loss,True,False,,False,,False,False
2023-05-15T01:00:00+00:00_L::control2,2023-05-21 03:00:00+00:00,-45.837035292213265,2023-05-21 06:00:00+00:00,transition_colour_exit,0.0865928215667531,180.0,-24.453392123016673,2023-05-21 03:10:00+00:00,fast_failed_launch,0.020180530449877037,10.0,21.383643169196592,-170.0,loss_to_loss,True,False,,False,,False,False
2023-06-12T08:00:00+00:00_L::control0,2023-06-09 09:00:00+00:00,-38.42816393934799,2023-06-09 15:00:00+00:00,transition_colour_exit,1.0247493632773812,360.0,-42.14382224891157,2023-06-09 11:20:00+00:00,fast_failed_launch,0.3472761731106629,140.0,-3.7156583095635796,-220.0,loss_to_loss,True,False,,False,,False,False
2023-06-12T08:00:00+00:00_L::control1,2023-06-13 11:00:00+00:00,-71.72885522296333,2023-06-13 13:00:00+00:00,hard_stop,2.105732484836062,120.0,-25.735019174080772,2023-06-13 11:25:00+00:00,fast_failed_launch,0.46933665421933757,25.0,45.99383604888256,-95.0,loss_to_loss,True,False,,False,,False,False
