bank_total_fraction,runner_fraction,step_atr,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,mean_net_delta_bp,p95_net_retention
0.2,0.8,2.0,182,-4.279463472042041,-24.279463472042046,-39.595827718691396,0.45054945054945056,0.5081687208401183,-0.458235854602258,-0.4645184127999108,11.0,49.87561744819582,731.4539820013267,0.23714245716071036,90,8,0.08888888888888889,59,1,0.01694915254237288,90,0.08888888888888889,4.755070197692619,177.52471992006397,6.099669768229932,9,41,True,-27.472114568879903,-39.90495162333932,-1.8484328002935442,0.6220861971633878
0.3,0.7,2.0,182,-3.7328214645882993,-23.7328214645883,-39.595827718691396,0.45604395604395603,0.5190476871602517,-0.4529361652457762,-0.45925258687882875,11.0,58.511290055804615,655.9862704126514,0.2472733449557328,90,7,0.07777777777777778,59,1,0.01694915254237288,90,0.07777777777777778,4.6706740650192184,172.66718542447288,9.149504652344895,9,41,True,-26.25511607904694,-38.22272375382124,-1.3017907928397996,0.6050643133191947
0.4,0.6,2.0,182,-3.1875584562373787,-23.187558456237383,-39.595827718691396,0.45604395604395603,0.5299187476360159,-0.44773533995001236,-0.45408395103262844,11.0,76.5285975448404,580.5185588239755,0.2573294343291371,90,7,0.07777777777777778,59,1,0.01694915254237288,90,0.07777777777777778,4.611505286419713,167.80965092888175,12.199339536459863,10,41,True,-25.064282342835238,-36.540495884303226,-0.7565277844888811,0.5880424294750015
0.5,0.5,2.0,182,-3.2854016882060177,-23.285401688206026,-39.595827718691396,0.45604395604395603,0.5277554328622881,-0.4584756320187299,-0.4646734565705334,11.0,66.22660762855358,505.0508472352996,0.2639973516311968,90,7,0.07777777777777778,58,1,0.017241379310344827,90,0.07777777777777778,4.5635072067329,169.61444913820495,15.009318012841218,10,41,True,-24.774495860511824,-34.858268014784855,-0.8543710164575238,0.5943668447744072
0.6,0.4,2.0,182,-2.7452606427855466,-22.745260642785553,-39.595827718691396,0.45604395604395603,0.5385341749589466,-0.4536288960254823,-0.45985462435467617,11.0,79.47192915426395,429.58313564662376,0.2729213710431855,90,7,0.07777777777777778,58,1,0.017241379310344827,90,0.07777777777777778,4.4391411148761915,172.77706539039616,17.932252811118182,11,41,True,-24.856357490320693,-33.17604014526664,-0.31422997103705086,0.6054493572171737
