event_id,symbol,review_group,semantic_status,geometry_status,win_len,box_bars,box_center_ratio,position_band,post_bars,image_path,anchor_time
b1bd3858922a0326,INJ_USDT_SWAP,delay_3,unreviewed,unreviewed,28,7,0.7777777777777778,right_band,3,datasets/dense_owner_w20_midbox/images/train/INJ_USDT_SWAP_006730_w20.png,2025-08-10 05:45:00+00:00
fe443f9102b0662c,FLOKI_USDT_SWAP,delay_3,unreviewed,unreviewed,20,5,0.7368421052631579,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_FLOKI_USDT_SWAP_027460_w20.png,2026-03-18 11:00:00+00:00
1a91f75472be0ead,SKY_USDT_SWAP,delay_3,unreviewed,unreviewed,27,5,0.8076923076923077,far_right_band,3,datasets/dense_owner_w20_midbox/images/train/SKY_USDT_SWAP_000730_w20.png,2025-09-17 05:00:00+00:00
2f9c698a13187747,THETA_USDT_SWAP,delay_3,unreviewed,unreviewed,21,7,0.7,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_THETA_USDT_SWAP_011360_w20.png,2025-10-01 02:45:00+00:00
b66f8b60591ba774,BOME_USDT_SWAP,delay_3,unreviewed,unreviewed,25,5,0.7916666666666666,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_BOME_USDT_SWAP_014160_w20.png,2025-10-30 02:45:00+00:00
063ef51a5ff40743,AT_USDT_SWAP,delay_3,unreviewed,unreviewed,26,5,0.8,far_right_band,3,datasets/dense_owner_w20_midbox/images/val/AT_USDT_SWAP_001530_w20.png,2025-11-14 07:15:00+00:00
afb5d24dd8537a0e,PNUT_USDT_SWAP,delay_3,unreviewed,unreviewed,30,7,0.7931034482758621,right_band,3,datasets/dense_owner_w20_midbox/images/train/PNUT_USDT_SWAP_012930_w20.png,2025-10-15 10:30:00+00:00
edbd7578debbb66a,ANIME_USDT_SWAP,delay_3,unreviewed,unreviewed,25,5,0.7916666666666666,right_band,3,datasets/dense_owner_w20_midbox/images/val/ANIME_USDT_SWAP_015530_w20.png,2025-11-11 18:30:00+00:00
f88e8bdd496f7045,PI_USDT_SWAP,delay_3,unreviewed,unreviewed,29,5,0.8214285714285714,far_right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_PI_USDT_SWAP_025560_w20.png,2026-02-24 23:45:00+00:00
24b77936dd103271,BAND_USDT_SWAP,delay_3,unreviewed,unreviewed,25,7,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/BAND_USDT_SWAP_025895_w20.png,2026-02-28 05:15:00+00:00
1d775f5e44ca7038,SNX_USDT_SWAP,delay_3,unreviewed,unreviewed,21,5,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_SNX_USDT_SWAP_014360_w20.png,2025-11-02 04:30:00+00:00
b95cb2fbf9836536,W_USDT_SWAP,delay_3,unreviewed,unreviewed,26,5,0.8,far_right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_W_USDT_SWAP_020660_w20.png,2026-01-05 15:15:00+00:00
503ba79a3c6f9f1e,H_USDT_SWAP,delay_3,unreviewed,unreviewed,20,7,0.6842105263157895,right_band,3,datasets/dense_owner_w20_midbox/images/train/H_USDT_SWAP_005530_w20.png,2025-08-29 06:15:00+00:00
2738735b061dc56c,TRB_USDT_SWAP,delay_3,unreviewed,unreviewed,20,5,0.7368421052631579,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_TRB_USDT_SWAP_004960_w20.png,2025-07-25 20:15:00+00:00
ed2d11ab1e9002b8,F_USDT_SWAP,delay_3,unreviewed,unreviewed,28,5,0.8148148148148148,far_right_band,3,datasets/dense_owner_w20_midbox/images/val/okx_F_USDT_SWAP_005360_w20.png,2025-12-21 02:15:00+00:00
0599f5f14e758143,RSR_USDT_SWAP,delay_3,unreviewed,unreviewed,21,7,0.7,right_band,3,datasets/dense_owner_w20_midbox/images/val/RSR_USDT_SWAP_027283_w20.png,2026-03-13 19:45:00+00:00
cbd3486f181978d7,PI_USDT_SWAP,delay_3,unreviewed,unreviewed,20,5,0.7368421052631579,right_band,3,datasets/dense_owner_w20_midbox/images/train/PI_USDT_SWAP_015930_w20.png,2025-11-13 15:15:00+00:00
37214cb73b0111fd,GALA_USDT_SWAP,delay_3,unreviewed,unreviewed,26,5,0.8,far_right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_GALA_USDT_SWAP_010560_w20.png,2025-09-21 15:00:00+00:00
5a1f1c131fde43ef,APT_USDT_SWAP,delay_3,unreviewed,unreviewed,20,7,0.6842105263157895,right_band,3,datasets/dense_owner_w20_midbox/images/train/APT_USDT_SWAP_017130_w20.png,2025-11-27 12:45:00+00:00
ef10f6a6a97d56ca,ETC_USDT_SWAP,delay_3,unreviewed,unreviewed,20,5,0.7368421052631579,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_ETC_USDT_SWAP_018060_w20.png,2025-12-09 14:45:00+00:00
001bb08081cf0aae,OL_USDT_SWAP,delay_3,unreviewed,unreviewed,30,5,0.8275862068965517,far_right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_OL_USDT_SWAP_004960_w20.png,2025-12-21 10:30:00+00:00
2866ed91422d30e9,UMA_USDT_SWAP,delay_3,unreviewed,unreviewed,24,7,0.7391304347826086,right_band,3,datasets/dense_owner_w20_midbox/images/train/UMA_USDT_SWAP_007330_w20.png,2025-08-17 22:15:00+00:00
09d0410612322c7f,KSM_USDT_SWAP,delay_3,unreviewed,unreviewed,24,5,0.782608695652174,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_KSM_USDT_SWAP_017060_w20.png,2025-11-29 17:00:00+00:00
fdbe9a2618f5984d,BONK_USDT_SWAP,delay_3,unreviewed,unreviewed,26,5,0.8,far_right_band,3,datasets/dense_owner_w20_midbox/images/val/BONK_USDT_SWAP_003730_w20.png,2025-07-11 20:15:00+00:00
7354ccce672a6db4,LUNA_USDT_SWAP,delay_3,unreviewed,unreviewed,27,7,0.7692307692307693,right_band,3,datasets/dense_owner_w20_midbox/images/train/LUNA_USDT_SWAP_002930_w20.png,2025-07-02 08:15:00+00:00
0f00e5a5fa65f9b3,TAO_USDT_SWAP,delay_3,unreviewed,unreviewed,22,5,0.7619047619047619,right_band,3,datasets/dense_owner_w20_midbox/images/train/TAO_USDT_SWAP_006130_w20.png,2025-08-05 03:15:00+00:00
a0a9727f1ce5935f,RESOLV_USDT_SWAP,delay_3,unreviewed,unreviewed,28,5,0.8148148148148148,far_right_band,3,datasets/dense_owner_w20_midbox/images/val/okx_RESOLV_USDT_SWAP_007760_w20.png,2025-08-31 23:15:00+00:00
1a18b76866fc6be4,MASK_USDT_SWAP,delay_3,unreviewed,unreviewed,23,7,0.7272727272727273,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_MASK_USDT_SWAP_007860_w20.png,2025-08-25 04:15:00+00:00
539bd8cbb19d32ca,APT_USDT_SWAP,delay_3,unreviewed,unreviewed,25,5,0.7916666666666666,right_band,3,datasets/dense_owner_w20_midbox/images/train/APT_USDT_SWAP_020589_w20.png,2026-01-01 11:15:00+00:00
c25ab753aa7414f1,AUCTION_USDT_SWAP,delay_3,unreviewed,unreviewed,30,5,0.8275862068965517,far_right_band,3,datasets/dense_owner_w20_midbox/images/train/AUCTION_USDT_SWAP_008930_w20.png,2025-09-04 02:00:00+00:00
00a32a267b17bcd2,SPX_USDT_SWAP,delay_3,unreviewed,unreviewed,26,7,0.76,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_SPX_USDT_SWAP_021660_w20.png,2026-02-28 18:45:00+00:00
2b870a4993d9f8e6,ENA_USDT_SWAP,delay_3,unreviewed,unreviewed,22,5,0.7619047619047619,right_band,3,datasets/dense_owner_w20_midbox/images/train/ENA_USDT_SWAP_005530_w20.png,2025-11-13 14:30:00+00:00
4ac3b4434e64f8f4,SNX_USDT_SWAP,delay_3,unreviewed,unreviewed,27,5,0.8076923076923077,far_right_band,3,datasets/dense_owner_w20_midbox/images/train/SNX_USDT_SWAP_005330_w20.png,2025-07-28 14:15:00+00:00
0bcd2027b727cc44,AVAX_USDT_SWAP,delay_3,unreviewed,unreviewed,26,7,0.76,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_AVAX_USDT_SWAP_017160_w20.png,2025-11-29 15:45:00+00:00
bab4a791afb4593d,SNX_USDT_SWAP,delay_3,unreviewed,unreviewed,25,5,0.7916666666666666,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_SNX_USDT_SWAP_004660_w20.png,2025-07-23 09:15:00+00:00
af9b694a5e49fcda,PARTI_USDT_SWAP,delay_3,unreviewed,unreviewed,26,7,0.76,right_band,3,datasets/dense_owner_w20_midbox/images/val/PARTI_USDT_SWAP_001730_w20.png,2025-06-20 14:45:00+00:00
bc2630ea8635fc00,BAT_USDT_SWAP,delay_3,unreviewed,unreviewed,22,5,0.7619047619047619,right_band,3,datasets/dense_owner_w20_midbox/images/train/BAT_USDT_SWAP_012330_w20.png,2025-10-08 09:15:00+00:00
9aed7ab07252cae1,ZETA_USDT_SWAP,delay_3,unreviewed,unreviewed,20,7,0.6842105263157895,right_band,3,datasets/dense_owner_w20_midbox/images/train/ZETA_USDT_SWAP_008330_w20.png,2025-08-28 13:00:00+00:00
a067ef36c0229378,LINK_USDT_SWAP,delay_3,unreviewed,unreviewed,24,5,0.782608695652174,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_LINK_USDT_SWAP_018660_w20.png,2025-12-15 14:30:00+00:00
59158fce9fcec0e4,SHELL_USDT_SWAP,delay_3,unreviewed,unreviewed,22,7,0.7142857142857143,right_band,3,datasets/dense_owner_w20_midbox/images/train/SHELL_USDT_SWAP_000930_w20.png,2025-06-11 20:30:00+00:00
a63bf882d4cf8d5a,ZETA_USDT_SWAP,delay_3,unreviewed,unreviewed,20,5,0.7368421052631579,right_band,3,datasets/dense_owner_w20_midbox/images/train/ZETA_USDT_SWAP_003930_w20.png,2025-07-12 23:30:00+00:00
7125580f0cfaeead,SAHARA_USDT_SWAP,delay_3,unreviewed,unreviewed,23,7,0.7272727272727273,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_SAHARA_USDT_SWAP_007660_w20.png,2025-09-15 06:15:00+00:00
12e33755faaafe1a,CORE_USDT_SWAP,delay_3,unreviewed,unreviewed,21,5,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/CORE_USDT_SWAP_006730_w20.png,2025-08-11 07:15:00+00:00
39b560c1701b4346,HUMA_USDT_SWAP,delay_3,unreviewed,unreviewed,24,7,0.7391304347826086,right_band,3,datasets/dense_owner_w20_midbox/images/train/HUMA_USDT_SWAP_002530_w20.png,2025-06-29 17:30:00+00:00
d0668459475d2172,SNX_USDT_SWAP,delay_3,unreviewed,unreviewed,21,5,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_SNX_USDT_SWAP_027560_w20.png,2026-03-18 11:00:00+00:00
0a3d4188c94c81a0,LINK_USDT_SWAP,delay_3,unreviewed,unreviewed,28,7,0.7777777777777778,right_band,3,datasets/dense_owner_w20_midbox/images/train/LINK_USDT_SWAP_014330_w20.png,2025-10-28 19:00:00+00:00
7b7f776da055550c,SOL_USDT_SWAP,delay_3,unreviewed,unreviewed,25,5,0.7916666666666666,right_band,3,datasets/dense_owner_w20_midbox/images/train/SOL_USDT_SWAP_014130_w20.png,2025-10-26 07:45:00+00:00
e89b57039d35c251,PLUME_USDT_SWAP,delay_3,unreviewed,unreviewed,22,7,0.7142857142857143,right_band,3,datasets/dense_owner_w20_midbox/images/train/PLUME_USDT_SWAP_012130_w20.png,2025-10-06 13:30:00+00:00
7ab92f8c79538daa,SEI_USDT_SWAP,delay_3,unreviewed,unreviewed,21,5,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_SEI_USDT_SWAP_004560_w20.png,2026-01-01 12:15:00+00:00
6952191e2336c262,ETH_USDT_SWAP,delay_3,unreviewed,unreviewed,25,7,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_ETH_USDT_SWAP_016260_w20.png,2025-11-19 12:45:00+00:00
6676d070028abab7,LINEA_USDT_SWAP,delay_3,unreviewed,unreviewed,23,5,0.7727272727272727,right_band,3,datasets/dense_owner_w20_midbox/images/train/LINEA_USDT_SWAP_005930_w20.png,2025-11-01 03:00:00+00:00
9187fd3f934dc1d9,ONE_USDT_SWAP,delay_3,unreviewed,unreviewed,26,7,0.76,right_band,3,datasets/dense_owner_w20_midbox/images/train/ONE_USDT_SWAP_012130_w20.png,2025-10-06 13:15:00+00:00
012b7ac8ea69ebaa,KSM_USDT_SWAP,delay_3,unreviewed,unreviewed,21,5,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/KSM_USDT_SWAP_010530_w20.png,2025-09-19 09:45:00+00:00
76b8cd001e891467,RESOLV_USDT_SWAP,delay_3,unreviewed,unreviewed,21,7,0.7,right_band,3,datasets/dense_owner_w20_midbox/images/val/okx_RESOLV_USDT_SWAP_020060_w20.png,2026-01-06 14:00:00+00:00
e06871352d93cb49,CELO_USDT_SWAP,delay_3,unreviewed,unreviewed,25,5,0.7916666666666666,right_band,3,datasets/dense_owner_w20_midbox/images/train/CELO_USDT_SWAP_021493_w20.png,2026-01-13 06:00:00+00:00
669ee2e1eb46ca18,WCT_USDT_SWAP,delay_3,unreviewed,unreviewed,29,7,0.7857142857142857,right_band,3,datasets/dense_owner_w20_midbox/images/train/WCT_USDT_SWAP_014130_w20.png,2025-10-27 08:00:00+00:00
7a04c46a23f5d43b,TIA_USDT_SWAP,delay_3,unreviewed,unreviewed,20,5,0.7368421052631579,right_band,3,datasets/dense_owner_w20_midbox/images/train/TIA_USDT_SWAP_002730_w20.png,2025-06-29 18:45:00+00:00
499b90005665e71e,CRO_USDT_SWAP,delay_3,unreviewed,unreviewed,30,7,0.7931034482758621,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_CRO_USDT_SWAP_006660_w20.png,2025-08-12 18:45:00+00:00
465b358e18d855dd,OKB_USDT_SWAP,delay_3,unreviewed,unreviewed,23,5,0.7727272727272727,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_OKB_USDT_SWAP_001360_w20.png,2025-09-19 03:45:00+00:00
77f135a4283c7c31,PYTH_USDT_SWAP,delay_3,unreviewed,unreviewed,25,7,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/val/PYTH_USDT_SWAP_010930_w20.png,2025-09-24 23:45:00+00:00
7c7ebdf40eb36304,KMNO_USDT_SWAP,delay_3,unreviewed,unreviewed,23,5,0.7727272727272727,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_KMNO_USDT_SWAP_015460_w20.png,2025-11-13 16:30:00+00:00
b61499c5691b0cc5,SHELL_USDT_SWAP,delay_3,unreviewed,unreviewed,29,7,0.7857142857142857,right_band,3,datasets/dense_owner_w20_midbox/images/train/SHELL_USDT_SWAP_000530_w20.png,2025-06-09 00:00:00+00:00
1a253c02b2ef7d32,WLD_USDT_SWAP,delay_3,unreviewed,unreviewed,20,5,0.7368421052631579,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_WLD_USDT_SWAP_006760_w20.png,2025-08-12 15:00:00+00:00
7c66427b5e4070b6,A_USDT_SWAP,delay_3,unreviewed,unreviewed,20,7,0.6842105263157895,right_band,3,datasets/dense_owner_w20_midbox/images/val/A_USDT_SWAP_007330_w20.png,2025-08-18 00:00:00+00:00
4f4f7dc8ba34ce7c,ONE_USDT_SWAP,delay_3,unreviewed,unreviewed,22,5,0.7619047619047619,right_band,3,datasets/dense_owner_w20_midbox/images/train/ONE_USDT_SWAP_008330_w20.png,2025-08-29 06:30:00+00:00
9692addcdfe61a42,RVN_USDT_SWAP,delay_3,unreviewed,unreviewed,29,7,0.7857142857142857,right_band,3,datasets/dense_owner_w20_midbox/images/train/RVN_USDT_SWAP_004330_w20.png,2025-07-18 00:30:00+00:00
88ab961cfd66966e,OP_USDT_SWAP,delay_3,unreviewed,unreviewed,22,5,0.7619047619047619,right_band,3,datasets/dense_owner_w20_midbox/images/train/OP_USDT_SWAP_009930_w20.png,2025-09-12 16:30:00+00:00
b8323fffdf4b0986,BREV_USDT_SWAP,delay_3,unreviewed,unreviewed,21,7,0.7,right_band,3,datasets/dense_owner_w20_midbox/images/train/BREV_USDT_SWAP_004730_w20.png,2026-02-17 06:15:00+00:00
e5fcff2b9544dc2a,OKB_USDT_SWAP,delay_3,unreviewed,unreviewed,22,7,0.7142857142857143,right_band,3,datasets/dense_owner_w20_midbox/images/train/OKB_USDT_SWAP_001730_w20.png,2025-09-21 23:00:00+00:00
392ae7bff7cbe53c,LAYER_USDT_SWAP,delay_4,unreviewed,unreviewed,22,5,0.7142857142857143,right_band,4,datasets/dense_owner_w20_midbox/images/train/LAYER_USDT_SWAP_007330_w20.png,2025-08-18 00:15:00+00:00
3947fb8fe7cca341,MASK_USDT_SWAP,delay_4,unreviewed,unreviewed,27,7,0.7307692307692307,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_MASK_USDT_SWAP_015860_w20.png,2025-11-16 11:00:00+00:00
209526184e9b5d07,PEOPLE_USDT_SWAP,delay_4,unreviewed,unreviewed,20,7,0.631578947368421,middle_band,4,datasets/dense_owner_w20_midbox/images/train/PEOPLE_USDT_SWAP_010130_w20.png,2025-09-15 07:00:00+00:00
c69b228fd9827a72,0G_USDT_SWAP,delay_4,unreviewed,unreviewed,24,5,0.7391304347826086,right_band,4,datasets/dense_owner_w20_midbox/images/train/0G_USDT_SWAP_011454_w20.png,2026-01-18 23:00:00+00:00
b2211caa6180b782,RSR_USDT_SWAP,delay_4,unreviewed,unreviewed,23,7,0.6818181818181818,right_band,4,datasets/dense_owner_w20_midbox/images/val/RSR_USDT_SWAP_005330_w20.png,2025-07-28 13:15:00+00:00
b397423f467e8b64,HOME_USDT_SWAP,delay_4,unreviewed,unreviewed,20,7,0.631578947368421,middle_band,4,datasets/dense_owner_w20_midbox/images/train/HOME_USDT_SWAP_012530_w20.png,2025-10-20 14:15:00+00:00
b01ff505408c1a17,AIXBT_USDT_SWAP,delay_4,unreviewed,unreviewed,27,5,0.7692307692307693,right_band,4,datasets/dense_owner_w20_midbox/images/train/AIXBT_USDT_SWAP_009330_w20.png,2025-09-06 22:30:00+00:00
757052cbc4959824,GAS_USDT_SWAP,delay_4,unreviewed,unreviewed,26,7,0.72,right_band,4,datasets/dense_owner_w20_midbox/images/train/GAS_USDT_SWAP_026090_w20.png,2026-02-28 19:15:00+00:00
a6582e6dba24a26f,BNB_USDT_SWAP,delay_4,unreviewed,unreviewed,20,7,0.631578947368421,middle_band,4,datasets/dense_owner_w20_midbox/images/train/okx_BNB_USDT_SWAP_006660_w20.png,2025-08-12 13:15:00+00:00
fc1d5ef66198fec3,CELO_USDT_SWAP,delay_4,unreviewed,unreviewed,25,5,0.75,right_band,4,datasets/dense_owner_w20_midbox/images/train/CELO_USDT_SWAP_003730_w20.png,2025-07-10 20:15:00+00:00
e802bc5712dd02de,S_USDT_SWAP,delay_4,unreviewed,unreviewed,27,7,0.7307692307692307,right_band,4,datasets/dense_owner_w20_midbox/images/train/S_USDT_SWAP_010730_w20.png,2025-09-21 23:15:00+00:00
36a3510662baf55b,THETA_USDT_SWAP,delay_4,unreviewed,unreviewed,20,7,0.631578947368421,middle_band,4,datasets/dense_owner_w20_midbox/images/train/THETA_USDT_SWAP_004330_w20.png,2025-07-17 22:45:00+00:00
1f7c90353768c21c,ATOM_USDT_SWAP,delay_4,unreviewed,unreviewed,30,5,0.7931034482758621,right_band,4,datasets/dense_owner_w20_midbox/images/train/ATOM_USDT_SWAP_007530_w20.png,2025-08-18 00:45:00+00:00
f13dd5dd29d23ffd,GAS_USDT_SWAP,delay_4,unreviewed,unreviewed,26,7,0.72,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_GAS_USDT_SWAP_013960_w20.png,2025-10-28 18:30:00+00:00
9c98dc0a9f87fc05,SUSHI_USDT_SWAP,delay_4,unreviewed,unreviewed,20,7,0.631578947368421,middle_band,4,datasets/dense_owner_w20_midbox/images/train/SUSHI_USDT_SWAP_011530_w20.png,2025-09-29 19:00:00+00:00
25eebce705b7a95a,PNUT_USDT_SWAP,delay_4,unreviewed,unreviewed,22,5,0.7142857142857143,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_PNUT_USDT_SWAP_003160_w20.png,2025-07-07 11:30:00+00:00
3b2e5a344df460e0,CELO_USDT_SWAP,delay_4,unreviewed,unreviewed,30,7,0.7586206896551724,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_CELO_USDT_SWAP_004760_w20.png,2025-07-23 11:15:00+00:00
ab7ddc654a07521d,SOL_USDT_SWAP,delay_4,unreviewed,unreviewed,24,5,0.7391304347826086,right_band,4,datasets/dense_owner_w20_midbox/images/train/SOL_USDT_SWAP_013530_w20.png,2025-10-21 00:30:00+00:00
637daf883d7a87d4,WCT_USDT_SWAP,delay_4,unreviewed,unreviewed,23,7,0.6818181818181818,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_WCT_USDT_SWAP_014560_w20.png,2025-11-02 13:45:00+00:00
c76ab8536d148cce,WCT_USDT_SWAP,delay_4,unreviewed,unreviewed,27,5,0.7692307692307693,right_band,4,datasets/dense_owner_w20_midbox/images/train/WCT_USDT_SWAP_012730_w20.png,2025-10-12 14:45:00+00:00
fbc547a316fa1438,LUNA_USDT_SWAP,delay_4,unreviewed,unreviewed,30,7,0.7586206896551724,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_LUNA_USDT_SWAP_024360_w20.png,2026-02-13 11:15:00+00:00
15b24df52ae735d0,LTC_USDT_SWAP,delay_4,unreviewed,unreviewed,30,5,0.7931034482758621,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_LTC_USDT_SWAP_001560_w20.png,2025-06-20 15:30:00+00:00
b9a226c7109bac8e,BIO_USDT_SWAP,delay_4,unreviewed,unreviewed,28,7,0.7407407407407407,right_band,4,datasets/dense_owner_w20_midbox/images/train/BIO_USDT_SWAP_007930_w20.png,2025-08-24 07:15:00+00:00
0490b28abb448c11,DASH_USDT_SWAP,delay_4,unreviewed,unreviewed,21,5,0.7,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_DASH_USDT_SWAP_012660_w20.png,2026-03-18 11:00:00+00:00
0332df075005eb12,SUSHI_USDT_SWAP,delay_4,unreviewed,unreviewed,23,7,0.6818181818181818,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_SUSHI_USDT_SWAP_004760_w20.png,2025-07-23 12:15:00+00:00
de0fa309c5971807,IOTA_USDT_SWAP,delay_4,unreviewed,unreviewed,23,5,0.7272727272727273,right_band,4,datasets/dense_owner_w20_midbox/images/train/IOTA_USDT_SWAP_014330_w20.png,2025-10-29 22:45:00+00:00
0ca433bcba3dce7c,AAVE_USDT_SWAP,delay_4,unreviewed,unreviewed,27,7,0.7307692307692307,right_band,4,datasets/dense_owner_w20_midbox/images/train/AAVE_USDT_SWAP_007330_w20.png,2025-08-17 04:00:00+00:00
c4f94b0f0f196823,ZRO_USDT_SWAP,delay_4,unreviewed,unreviewed,20,5,0.6842105263157895,right_band,4,datasets/dense_owner_w20_midbox/images/train/ZRO_USDT_SWAP_025984_w20.png,2026-02-26 19:30:00+00:00
6d4569fbc3696d41,NOT_USDT_SWAP,delay_4,unreviewed,unreviewed,23,7,0.6818181818181818,right_band,4,datasets/dense_owner_w20_midbox/images/train/NOT_USDT_SWAP_006130_w20.png,2025-08-05 02:15:00+00:00
2b53dd026629ae7b,KSM_USDT_SWAP,delay_4,unreviewed,unreviewed,26,5,0.76,right_band,4,datasets/dense_owner_w20_midbox/images/train/KSM_USDT_SWAP_011530_w20.png,2025-10-01 07:15:00+00:00
e706f627825b98b2,JUP_USDT_SWAP,delay_4,unreviewed,unreviewed,21,7,0.65,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_JUP_USDT_SWAP_020260_w20.png,2026-01-01 11:00:00+00:00
f61bf03ee8a2ec94,0G_USDT_SWAP,delay_4,unreviewed,unreviewed,22,5,0.7142857142857143,right_band,4,datasets/dense_owner_w20_midbox/images/train/0G_USDT_SWAP_016054_w20.png,2026-03-07 21:15:00+00:00
f85a417df35454bc,TURBO_USDT_SWAP,delay_4,unreviewed,unreviewed,26,7,0.72,right_band,4,datasets/dense_owner_w20_midbox/images/train/TURBO_USDT_SWAP_003530_w20.png,2025-07-09 19:45:00+00:00
0873457bfe050cc4,BICO_USDT_SWAP,delay_4,unreviewed,unreviewed,25,5,0.75,right_band,4,datasets/dense_owner_w20_midbox/images/val/BICO_USDT_SWAP_010330_w20.png,2025-09-17 19:00:00+00:00
c608067c889a9870,BERA_USDT_SWAP,delay_4,unreviewed,unreviewed,26,7,0.72,right_band,4,datasets/dense_owner_w20_midbox/images/train/BERA_USDT_SWAP_015730_w20.png,2025-11-13 15:45:00+00:00
