venue,symbol,asset,instrument,minutes,bars,status
binance,SYNUSDT,SYN,binance:SYNUSDT:segment0,60,18083,included
binance,SYNUSDT,SYN,binance:SYNUSDT:segment0,240,4520,included
binance,SYRUPUSDT,SYRUP,binance:SYRUPUSDT:segment0,60,11751,included
binance,SYRUPUSDT,SYRUP,binance:SYRUPUSDT:segment0,240,2937,included
binance,SYSUSDT,SYS,binance:SYSUSDT:segment0,60,15308,included
binance,SYSUSDT,SYS,binance:SYSUSDT:segment0,240,3826,included
binance,TACUSDT,TAC,binance:TACUSDT:segment0,60,10093,included
binance,TACUSDT,TAC,binance:TACUSDT:segment0,240,2523,included
binance,TAGUSDT,TAG,binance:TAGUSDT:segment0,60,9852,included
binance,TAGUSDT,TAG,binance:TAGUSDT:segment0,240,2463,included
binance,TAIKOUSDT,TAIKO,binance:TAIKOUSDT:segment0,60,10907,included
binance,TAIKOUSDT,TAIKO,binance:TAIKOUSDT:segment0,240,2726,included
binance,TAKEUSDT,TAKE,binance:TAKEUSDT:segment0,60,8892,included
binance,TAKEUSDT,TAKE,binance:TAKEUSDT:segment0,240,2223,included
binance,TANSSIUSDT,TANSSI,binance:TANSSIUSDT:segment0,60,4701,included
binance,TANSSIUSDT,TANSSI,binance:TANSSIUSDT:segment0,240,1175,included
binance,TAOUSDT,TAO,binance:TAOUSDT:segment0,60,21129,included
binance,TAOUSDT,TAO,binance:TAOUSDT:segment0,240,5282,included
binance,TAUSDT,TA,binance:TAUSDT:segment0,60,9952,included
binance,TAUSDT,TA,binance:TAUSDT:segment0,240,2488,included
binance,THETAUSDT,THETA,binance:THETAUSDT:segment0,60,29448,included
binance,THETAUSDT,THETA,binance:THETAUSDT:segment0,240,7362,included
binance,THEUSDT,THE,binance:THEUSDT:segment0,60,15611,included
binance,THEUSDT,THE,binance:THEUSDT:segment0,240,3902,included
binance,TIAUSDT,TIA,binance:TIAUSDT:segment0,60,25038,included
binance,TIAUSDT,TIA,binance:TIAUSDT:segment0,240,6259,included
binance,TLMUSDT,TLM,binance:TLMUSDT:segment0,60,29448,included
binance,TLMUSDT,TLM,binance:TLMUSDT:segment0,240,7362,included
binance,TNSRUSDT,TNSR,binance:TNSRUSDT:segment0,60,21199,included
binance,TNSRUSDT,TNSR,binance:TNSRUSDT:segment0,240,5299,included
binance,TOKENUSDT,TOKEN,binance:TOKENUSDT:segment0,60,18306,included
binance,TOKENUSDT,TOKEN,binance:TOKENUSDT:segment0,240,4576,included
binance,TONUSDT,TON,binance:TONUSDT:segment0,60,20252,included
binance,TONUSDT,TON,binance:TONUSDT:segment0,240,5062,included
binance,TOSHIUSDT,TOSHI,binance:TOSHIUSDT:segment0,60,8562,included
binance,TOSHIUSDT,TOSHI,binance:TOSHIUSDT:segment0,240,2140,included
binance,TOWNSUSDT,TOWNS,binance:TOWNSUSDT:segment0,60,9585,included
binance,TOWNSUSDT,TOWNS,binance:TOWNSUSDT:segment0,240,2396,included
binance,TRADOORUSDT,TRADOOR,binance:TRADOORUSDT:segment0,60,8507,included
binance,TRADOORUSDT,TRADOOR,binance:TRADOORUSDT:segment0,240,2126,included
binance,TRBUSDT,TRB,binance:TRBUSDT:segment0,60,29448,included
binance,TRBUSDT,TRB,binance:TRBUSDT:segment0,240,7362,included
binance,TREEUSDT,TREE,binance:TREEUSDT:segment0,60,9754,included
binance,TREEUSDT,TREE,binance:TREEUSDT:segment0,240,2438,included
binance,TRIAUSDT,TRIA,binance:TRIAUSDT:segment0,60,5147,included
binance,TRIAUSDT,TRIA,binance:TRIAUSDT:segment0,240,1286,included
binance,TROYUSDT,TROY,binance:TROYUSDT:segment0,60,3956,included
binance,TROYUSDT,TROY,binance:TROYUSDT:segment0,240,988,included
binance,TRUMPUSDT,TRUMP,binance:TRUMPUSDT:segment0,60,14363,included
binance,TRUMPUSDT,TRUMP,binance:TRUMPUSDT:segment0,240,3590,included
binance,TRUSTUSDT,TRUST,binance:TRUSTUSDT:segment0,60,7382,included
binance,TRUSTUSDT,TRUST,binance:TRUSTUSDT:segment0,240,1845,included
binance,TRUTHUSDT,TRUTH,binance:TRUTHUSDT:segment0,60,8220,included
binance,TRUTHUSDT,TRUTH,binance:TRUTHUSDT:segment0,240,2055,included
binance,TRUUSDT,TRU,binance:TRUUSDT:segment0,60,26073,included
binance,TRUUSDT,TRU,binance:TRUUSDT:segment0,240,6518,included
binance,TRXUSDT,TRX,binance:TRXUSDT:segment0,60,29448,included
binance,TRXUSDT,TRX,binance:TRXUSDT:segment0,240,7362,included
binance,TSTUSDT,TST,binance:TSTUSDT:segment0,60,13835,included
binance,TSTUSDT,TST,binance:TSTUSDT:segment0,240,3458,included
binance,TURBOUSDT,TURBO,binance:TURBOUSDT:segment0,60,19952,included
binance,TURBOUSDT,TURBO,binance:TURBOUSDT:segment0,240,4988,included
binance,TURTLEUSDT,TURTLE,binance:TURTLEUSDT:segment0,60,7713,included
binance,TURTLEUSDT,TURTLE,binance:TURTLEUSDT:segment0,240,1928,included
binance,TUSDT,T,binance:TUSDT:segment0,60,29448,included
binance,TUSDT,T,binance:TUSDT:segment0,240,7362,included
binance,TUTUSDT,TUT,binance:TUTUSDT:segment0,60,12903,included
binance,TUTUSDT,TUT,binance:TUTUSDT:segment0,240,3225,included
binance,TWTUSDT,TWT,binance:TWTUSDT:segment0,60,24969,included
binance,TWTUSDT,TWT,binance:TWTUSDT:segment0,240,6242,included
binance,UAIUSDT,UAI,binance:UAIUSDT:segment0,60,7356,included
binance,UAIUSDT,UAI,binance:UAIUSDT:segment0,240,1839,included
binance,UBUSDT,UB,binance:UBUSDT:segment0,60,8677,included
binance,UBUSDT,UB,binance:UBUSDT:segment0,240,2169,included
binance,UMAUSDT,UMA,binance:UMAUSDT:segment0,60,29219,included
binance,UMAUSDT,UMA,binance:UMAUSDT:segment0,240,7304,included
binance,UNFIUSDT,UNFI,binance:UNFIUSDT:segment0,60,13161,included
binance,UNFIUSDT,UNFI,binance:UNFIUSDT:segment0,240,3290,included
binance,UNIUSDT,UNI,binance:UNIUSDT:segment0,60,29448,included
binance,UNIUSDT,UNI,binance:UNIUSDT:segment0,240,7362,included
binance,USELESSUSDT,USELESS,binance:USELESSUSDT:segment0,60,9347,included
binance,USELESSUSDT,USELESS,binance:USELESSUSDT:segment0,240,2336,included
binance,USTCUSDT,USTC,binance:USTCUSDT:segment0,60,24395,included
binance,USTCUSDT,USTC,binance:USTCUSDT:segment0,240,6098,included
binance,USUALUSDT,USUAL,binance:USUALUSDT:segment0,60,15107,included
binance,USUALUSDT,USUAL,binance:USUALUSDT:segment0,240,3776,included
binance,USUSDT,US,binance:USUSDT:segment0,60,6493,included
binance,USUSDT,US,binance:USUSDT:segment0,240,1623,included
binance,UXLINKUSDT,UXLINK,binance:UXLINKUSDT:segment0,60,9018,included
binance,UXLINKUSDT,UXLINK,binance:UXLINKUSDT:segment0,240,2254,included
binance,VANAUSDT,VANA,binance:VANAUSDT:segment0,60,15154,included
binance,VANAUSDT,VANA,binance:VANAUSDT:segment0,240,3788,included
binance,VANRYUSDT,VANRY,binance:VANRYUSDT:segment0,60,21039,included
binance,VANRYUSDT,VANRY,binance:VANRYUSDT:segment0,240,5259,included
binance,VELODROMEUSDT,VELODROME,binance:VELODROMEUSDT:segment0,60,15223,included
binance,VELODROMEUSDT,VELODROME,binance:VELODROMEUSDT:segment0,240,3805,included
binance,VELVETUSDT,VELVET,binance:VELVETUSDT:segment0,60,10094,included
binance,VELVETUSDT,VELVET,binance:VELVETUSDT:segment0,240,2523,included
binance,VETUSDT,VET,binance:VETUSDT:segment0,60,29448,included
binance,VETUSDT,VET,binance:VETUSDT:segment0,240,7362,included
binance,VFYUSDT,VFY,binance:VFYUSDT:segment0,60,4029,included
binance,VFYUSDT,VFY,binance:VFYUSDT:segment0,240,1007,included
binance,VICUSDT,VIC,binance:VICUSDT:segment0,60,12304,included
binance,VICUSDT,VIC,binance:VICUSDT:segment0,240,3075,included
binance,VIDTUSDT,VIDT,binance:VIDTUSDT:segment0,60,5615,included
binance,VIDTUSDT,VIDT,binance:VIDTUSDT:segment0,240,1403,included
binance,VINEUSDT,VINE,binance:VINEUSDT:segment0,60,11016,included
binance,VINEUSDT,VINE,binance:VINEUSDT:segment0,240,2753,included
binance,VIRTUALUSDT,VIRTUAL,binance:VIRTUALUSDT:segment0,60,15299,included
binance,VIRTUALUSDT,VIRTUAL,binance:VIRTUALUSDT:segment0,240,3824,included
binance,VOXELUSDT,VOXEL,binance:VOXELUSDT:segment0,60,11446,included
binance,VOXELUSDT,VOXEL,binance:VOXELUSDT:segment0,240,2861,included
binance,VTHOUSDT,VTHO,binance:VTHOUSDT:segment0,60,14270,included
binance,VTHOUSDT,VTHO,binance:VTHOUSDT:segment0,240,3567,included
binance,VVVUSDT,VVV,binance:VVVUSDT:segment0,60,14103,included
binance,VVVUSDT,VVV,binance:VVVUSDT:segment0,240,3525,included
binance,WALUSDT,WAL,binance:WALUSDT:segment0,60,12728,included
binance,WALUSDT,WAL,binance:WALUSDT:segment0,240,3182,included
binance,WAVESUSDT,WAVES,binance:WAVESUSDT:segment0,60,9777,included
binance,WAVESUSDT,WAVES,binance:WAVESUSDT:segment0,240,2444,included
binance,WAXPUSDT,WAXP,binance:WAXPUSDT:segment0,60,25353,included
binance,WAXPUSDT,WAXP,binance:WAXPUSDT:segment0,240,6338,included
binance,WCTUSDT,WCT,binance:WCTUSDT:segment0,60,12277,included
binance,WCTUSDT,WCT,binance:WCTUSDT:segment0,240,3069,included
binance,WETUSDT,WET,binance:WETUSDT:segment0,60,6545,included
binance,WETUSDT,WET,binance:WETUSDT:segment0,240,1636,included
binance,WIFUSDT,WIF,binance:WIFUSDT:segment0,60,23145,included
binance,WIFUSDT,WIF,binance:WIFUSDT:segment0,240,5786,included
binance,WLDUSDT,WLD,binance:WLDUSDT:segment0,60,27420,included
binance,WLDUSDT,WLD,binance:WLDUSDT:segment0,240,6855,included
binance,WLFIUSDT,WLFI,binance:WLFIUSDT:segment0,60,9159,included
binance,WLFIUSDT,WLFI,binance:WLFIUSDT:segment0,240,2289,included
binance,WOOUSDT,WOO,binance:WOOUSDT:segment0,60,29448,included
binance,WOOUSDT,WOO,binance:WOOUSDT:segment0,240,7362,included
binance,WUSDT,W,binance:WUSDT:segment0,60,21320,included
binance,WUSDT,W,binance:WUSDT:segment0,240,5330,included
binance,XAIUSDT,XAI,binance:XAIUSDT:segment0,60,23362,included
binance,XAIUSDT,XAI,binance:XAIUSDT:segment0,240,5840,included
binance,XANUSDT,XAN,binance:XANUSDT:segment0,60,8269,included
binance,XANUSDT,XAN,binance:XANUSDT:segment0,240,2067,included
binance,XAUTUSDT,XAUT,binance:XAUTUSDT:segment0,60,3994,included
binance,XAUTUSDT,XAUT,binance:XAUTUSDT:segment0,240,998,included
binance,XCNUSDT,XCN,binance:XCNUSDT:segment0,60,5369,included
binance,XCNUSDT,XCN,binance:XCNUSDT:segment0,240,1342,included
binance,XEMUSDT,XEM,binance:XEMUSDT:segment0,60,14121,included
binance,XEMUSDT,XEM,binance:XEMUSDT:segment0,240,3530,included
binance,XLMUSDT,XLM,binance:XLMUSDT:segment0,60,29448,included
binance,XLMUSDT,XLM,binance:XLMUSDT:segment0,240,7362,included
binance,XMRUSDT,XMR,binance:XMRUSDT:segment0,60,29448,included
binance,XMRUSDT,XMR,binance:XMRUSDT:segment0,240,7362,included
binance,XNYUSDT,XNY,binance:XNYUSDT:segment0,60,9396,included
binance,XNYUSDT,XNY,binance:XNYUSDT:segment0,240,2349,included
binance,XPINUSDT,XPIN,binance:XPINUSDT:segment0,60,8680,included
binance,XPINUSDT,XPIN,binance:XPINUSDT:segment0,240,2170,included
binance,XPLUSDT,XPL,binance:XPLUSDT:segment0,60,9182,included
binance,XPLUSDT,XPL,binance:XPLUSDT:segment0,240,2295,included
binance,XRPUSDT,XRP,binance:XRPUSDT:segment0,60,29448,included
binance,XRPUSDT,XRP,binance:XRPUSDT:segment0,240,7362,included
binance,XTZUSDT,XTZ,binance:XTZUSDT:segment0,60,29448,included
binance,XTZUSDT,XTZ,binance:XTZUSDT:segment0,240,7362,included
binance,XVGUSDT,XVG,binance:XVGUSDT:segment0,60,27876,included
binance,XVGUSDT,XVG,binance:XVGUSDT:segment0,240,6969,included
binance,XVSUSDT,XVS,binance:XVSUSDT:segment0,60,29448,included
binance,XVSUSDT,XVS,binance:XVSUSDT:segment0,240,7362,included
binance,YALAUSDT,YALA,binance:YALAUSDT:segment0,60,4480,included
binance,YALAUSDT,YALA,binance:YALAUSDT:segment0,240,1119,included
binance,YBUSDT,YB,binance:YBUSDT:segment0,60,8001,included
binance,YBUSDT,YB,binance:YBUSDT:segment0,240,2000,included
binance,YFIUSDT,YFI,binance:YFIUSDT:segment0,60,29448,included
binance,YFIUSDT,YFI,binance:YFIUSDT:segment0,240,7362,included
binance,YGGUSDT,YGG,binance:YGGUSDT:segment0,60,27140,included
binance,YGGUSDT,YGG,binance:YGGUSDT:segment0,240,6785,included
binance,ZAMAUSDT,ZAMA,binance:ZAMAUSDT:segment0,60,5823,included
binance,ZAMAUSDT,ZAMA,binance:ZAMAUSDT:segment0,240,1455,included
binance,ZBTUSDT,ZBT,binance:ZBTUSDT:segment0,60,7836,included
binance,ZBTUSDT,ZBT,binance:ZBTUSDT:segment0,240,1959,included
binance,ZECUSDT,ZEC,binance:ZECUSDT:segment0,60,29448,included
binance,ZECUSDT,ZEC,binance:ZECUSDT:segment0,240,7362,included
binance,ZENUSDT,ZEN,binance:ZENUSDT:segment0,60,29448,included
binance,ZENUSDT,ZEN,binance:ZENUSDT:segment0,240,7362,included
binance,ZEREBROUSDT,ZEREBRO,binance:ZEREBROUSDT:segment0,60,14746,included
binance,ZEREBROUSDT,ZEREBRO,binance:ZEREBROUSDT:segment0,240,3686,included
binance,ZESTUSDT,ZEST,binance:ZESTUSDT:segment0,60,2314,included
binance,ZESTUSDT,ZEST,binance:ZESTUSDT:segment0,240,578,included
binance,ZETAUSDT,ZETA,binance:ZETAUSDT:segment0,60,22791,included
binance,ZETAUSDT,ZETA,binance:ZETAUSDT:segment0,240,5697,included
binance,ZILUSDT,ZIL,binance:ZILUSDT:segment0,60,29448,included
binance,ZILUSDT,ZIL,binance:ZILUSDT:segment0,240,7362,included
binance,ZKCUSDT,ZKC,binance:ZKCUSDT:segment0,60,8602,included
binance,ZKCUSDT,ZKC,binance:ZKCUSDT:segment0,240,2150,included
binance,ZKJUSDT,ZKJ,binance:ZKJUSDT:segment0,60,8423,included
binance,ZKJUSDT,ZKJ,binance:ZKJUSDT:segment0,240,2105,included
binance,ZKPUSDT,ZKP,binance:ZKPUSDT:segment0,60,6278,included
binance,ZKPUSDT,ZKP,binance:ZKPUSDT:segment0,240,1569,included
binance,ZKUSDT,ZK,binance:ZKUSDT:segment0,60,19525,included
binance,ZKUSDT,ZK,binance:ZKUSDT:segment0,240,4881,included
binance,ZORAUSDT,ZORA,binance:ZORAUSDT:segment0,60,9853,included
binance,ZORAUSDT,ZORA,binance:ZORAUSDT:segment0,240,2463,included
binance,ZRCUSDT,ZRC,binance:ZRCUSDT:segment0,60,4223,included
binance,ZRCUSDT,ZRC,binance:ZRCUSDT:segment0,240,1055,included
binance,ZROUSDT,ZRO,binance:ZROUSDT:segment0,60,19449,included
binance,ZROUSDT,ZRO,binance:ZROUSDT:segment0,240,4862,included
binance,ZRXUSDT,ZRX,binance:ZRXUSDT:segment0,60,29448,included
binance,ZRXUSDT,ZRX,binance:ZRXUSDT:segment0,240,7362,included
binance,哈基米USDT,哈基米,binance:哈基米USDT:segment0,60,65,included
binance,哈基米USDT,哈基米,binance:哈基米USDT:segment0,240,16,included
binance,币安人生USDT,币安人生,binance:币安人生USDT:segment0,60,7765,included
binance,币安人生USDT,币安人生,binance:币安人生USDT:segment0,240,1941,included
binance,我踏马来了USDT,我踏马来了,binance:我踏马来了USDT:segment0,60,5529,included
binance,我踏马来了USDT,我踏马来了,binance:我踏马来了USDT:segment0,240,1382,included
binance,牛来USDT,牛来,binance:牛来USDT:segment0,60,229,included
binance,牛来USDT,牛来,binance:牛来USDT:segment0,240,57,included
binance,龙虾USDT,龙虾,binance:龙虾USDT:segment0,60,4356,included
binance,龙虾USDT,龙虾,binance:龙虾USDT:segment0,240,1089,included
