minutes,cohort,arm,account,period,start,end,opening_equity,ending_equity,return_pct,max_drawdown_pct,exits,win_rate,natural_exits,natural_win_rate
60,altcoins,burst_trail,full,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,103882.12299846346,3.8821229984634664,15.729135566656183,262,0.3282442748091603,262,0.3282442748091603
60,altcoins,burst_trail,full,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,103882.12299846346,67103.63529435743,-35.404058602701085,42.03964273738245,314,0.2070063694267516,314,0.2070063694267516
60,altcoins,burst_trail,full,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,67103.63529435743,107732.0074616448,60.545709616277236,25.513258744902434,565,0.2991150442477876,557,0.29443447037701975
60,altcoins,burst_trail,paired_actual,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,104877.72271827931,4.877722718279309,15.7127616190893,259,0.33204633204633205,259,0.33204633204633205
60,altcoins,burst_trail,paired_actual,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,104877.72271827931,68179.01940951958,-34.9918956643816,41.637348738718494,313,0.20766773162939298,313,0.20766773162939298
60,altcoins,burst_trail,paired_actual,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,68179.01940951958,108082.47266437259,58.52746724791036,25.042510247185923,561,0.29411764705882354,554,0.2888086642599278
60,altcoins,burst_trail,paired_random,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,135277.72320978995,35.27772320978995,7.082332800456792,278,0.4028776978417266,278,0.4028776978417266
60,altcoins,burst_trail,paired_random,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,135277.72320978995,157680.19511594364,16.560355522403135,10.474656850915476,396,0.3661616161616162,396,0.3661616161616162
60,altcoins,burst_trail,paired_random,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,157680.19511594364,267395.1232252965,69.58066485691401,8.301051514042134,750,0.42133333333333334,746,0.4195710455764075
60,altcoins,focus_trail,full,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,65037.63788541356,-34.96236211458644,48.65518204185404,941,0.2763018065887354,941,0.2763018065887354
60,altcoins,focus_trail,full,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,65037.63788541356,35972.19501147309,-44.690188357008545,56.52785065717711,1060,0.2528301886792453,1060,0.2528301886792453
60,altcoins,focus_trail,full,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,35972.19501147309,18669.717998912434,-48.099586380653584,62.63720460826112,1329,0.2505643340857788,1319,0.24715693707354056
60,altcoins,focus_trail,paired_actual,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,65670.33007043268,-34.329669929567316,48.3944490422265,940,0.275531914893617,940,0.275531914893617
60,altcoins,focus_trail,paired_actual,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,65670.33007043268,35887.82916338844,-45.35153222939788,56.83376756061445,1063,0.25117591721542804,1063,0.25117591721542804
60,altcoins,focus_trail,paired_actual,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,35887.82916338844,18448.846918262345,-48.59302624778642,63.01107684494376,1332,0.25075075075075076,1322,0.24735249621785174
60,altcoins,focus_trail,paired_random,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,160590.80971785466,60.59080971785467,19.06435127998526,1266,0.3499210110584518,1266,0.3499210110584518
60,altcoins,focus_trail,paired_random,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,160590.80971785466,230719.42094958638,43.66913110092796,23.75297259771324,1510,0.32847682119205296,1510,0.32847682119205296
60,altcoins,focus_trail,paired_random,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,230719.42094958638,254417.1529434639,10.27123416673954,15.502228055700428,1332,0.36036036036036034,1321,0.35654806964420893
60,BTC,burst_trail,full,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,100010.96507865304,0.010965078653035754,0.6414855448120371,4,0.5,4,0.5
60,BTC,burst_trail,full,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,100010.96507865304,99285.05581431597,-0.7258296765421446,0.916867284660472,3,0.0,3,0.0
60,BTC,burst_trail,full,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,99285.05581431597,98015.26550523652,-1.278933973159302,2.1781648699485734,6,0.16666666666666666,6,0.16666666666666666
60,BTC,burst_trail,paired_actual,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,100010.96507865304,0.010965078653035754,0.6414855448120371,4,0.5,4,0.5
60,BTC,burst_trail,paired_actual,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,100010.96507865304,99285.05581431597,-0.7258296765421446,0.916867284660472,3,0.0,3,0.0
60,BTC,burst_trail,paired_actual,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,99285.05581431597,98015.26550523652,-1.278933973159302,2.1781648699485734,6,0.16666666666666666,6,0.16666666666666666
60,BTC,burst_trail,paired_random,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,99942.17707454125,-0.05782292545875034,0.442006911056958,4,0.5,4,0.5
60,BTC,burst_trail,paired_random,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,99942.17707454125,99388.47831346617,-0.5540191111327419,1.2170179978971185,3,0.3333333333333333,3,0.3333333333333333
60,BTC,burst_trail,paired_random,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,99388.47831346617,99412.78731082019,0.024458566794183234,0.7108845532333818,6,0.3333333333333333,6,0.3333333333333333
60,BTC,focus_trail,full,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,104007.4751905768,4.007475190576804,1.659803830997697,25,0.4,25,0.4
60,BTC,focus_trail,full,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,104007.4751905768,103667.20698955665,-0.3271574474783323,2.21682861681175,18,0.2777777777777778,18,0.2777777777777778
60,BTC,focus_trail,full,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,103667.20698955665,100875.44084580697,-2.693007967341998,2.8156254470771747,19,0.10526315789473684,19,0.10526315789473684
60,BTC,focus_trail,paired_actual,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,104007.4751905768,4.007475190576804,1.659803830997697,25,0.4,25,0.4
60,BTC,focus_trail,paired_actual,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,104007.4751905768,103667.20698955665,-0.3271574474783323,2.21682861681175,18,0.2777777777777778,18,0.2777777777777778
60,BTC,focus_trail,paired_actual,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,103667.20698955665,100875.44084580697,-2.693007967341998,2.8156254470771747,19,0.10526315789473684,19,0.10526315789473684
60,BTC,focus_trail,paired_random,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,99945.08960498251,-0.054910395017493396,1.2662521634321133,22,0.36363636363636365,22,0.36363636363636365
60,BTC,focus_trail,paired_random,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,99945.08960498251,99892.77732080704,-0.05234102483896441,1.5914729723141008,18,0.3333333333333333,18,0.3333333333333333
60,BTC,focus_trail,paired_random,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,99892.77732080704,97745.76306828714,-2.1493188097320926,2.2348477040868175,19,0.15789473684210525,19,0.15789473684210525
60,ETH,burst_trail,full,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,100022.72883681899,0.022728836818997067,0.6515437559750148,3,0.3333333333333333,3,0.3333333333333333
60,ETH,burst_trail,full,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,100022.72883681899,99321.39024168381,-0.7011792252532678,1.0724842433316395,1,0.0,1,0.0
60,ETH,burst_trail,full,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,99321.39024168381,98672.08292053643,-0.6537436896195126,1.186648542348545,2,0.0,2,0.0
60,ETH,burst_trail,paired_actual,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,100022.72883681899,0.022728836818997067,0.6515437559750148,3,0.3333333333333333,3,0.3333333333333333
60,ETH,burst_trail,paired_actual,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,100022.72883681899,99650.25243765951,-0.37239175884428155,0.8061635720688409,0,,0,
60,ETH,burst_trail,paired_actual,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,99650.25243765951,98998.7952006584,-0.6537436896195126,1.186648542348545,2,0.0,2,0.0
60,ETH,burst_trail,paired_random,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,99738.53848194299,-0.2614615180570157,0.45131906987050385,3,0.3333333333333333,3,0.3333333333333333
60,ETH,burst_trail,paired_random,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,99738.53848194299,99440.68713737666,-0.29863215272625254,0.3129817699589643,1,0.0,1,0.0
60,ETH,burst_trail,paired_random,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,99440.68713737666,99736.13110227814,0.29710571538321684,0.6865392691876693,1,1.0,1,1.0
60,ETH,focus_trail,full,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,101623.09583693904,1.623095836939048,1.5785231640298547,24,0.375,24,0.375
60,ETH,focus_trail,full,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,101623.09583693904,98067.09966375498,-3.499200790822088,3.9182161323931486,18,0.16666666666666666,18,0.16666666666666666
60,ETH,focus_trail,full,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,98067.09966375498,99035.1283899616,0.9871085507022315,2.9624372288214795,20,0.25,20,0.25
60,ETH,focus_trail,paired_actual,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,101623.09583693904,1.623095836939048,1.5785231640298547,24,0.375,24,0.375
60,ETH,focus_trail,paired_actual,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,101623.09583693904,98067.09966375498,-3.499200790822088,3.9182161323931486,18,0.16666666666666666,18,0.16666666666666666
60,ETH,focus_trail,paired_actual,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,98067.09966375498,99035.1283899616,0.9871085507022315,2.9624372288214795,20,0.25,20,0.25
60,ETH,focus_trail,paired_random,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,103738.5291190525,3.7385291190525027,1.0350805005665986,22,0.5454545454545454,22,0.5454545454545454
60,ETH,focus_trail,paired_random,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,103738.5291190525,102271.32831936862,-1.4143258171706807,1.987081088088738,19,0.3684210526315789,19,0.3684210526315789
60,ETH,focus_trail,paired_random,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,102271.32831936862,104476.4714813776,2.156169474129488,1.445874290782101,19,0.42105263157894735,19,0.42105263157894735
240,altcoins,burst_trail,full,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,94559.67944001767,-5.440320559982325,18.456609253078028,73,0.273972602739726,72,0.2777777777777778
240,altcoins,burst_trail,full,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,94559.67944001767,100188.39391605461,5.9525524085637604,11.33199692651231,60,0.3333333333333333,60,0.3333333333333333
240,altcoins,burst_trail,full,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,100188.39391605461,101090.78040648512,0.9006896459350378,18.30205745024719,156,0.27564102564102566,146,0.2602739726027397
240,altcoins,burst_trail,paired_actual,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,91308.56625906058,-8.691433740939425,15.652539024925815,60,0.25,59,0.2542372881355932
240,altcoins,burst_trail,paired_actual,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,91308.56625906058,94534.04374571488,3.532502610437427,10.791130942997018,54,0.2777777777777778,54,0.2777777777777778
240,altcoins,burst_trail,paired_actual,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,94534.04374571488,89674.38782480755,-5.140641115468647,19.146937551110156,143,0.26573426573426573,133,0.24060150375939848
240,altcoins,burst_trail,paired_random,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,122646.92320052696,22.64692320052697,7.421684558140862,60,0.4666666666666667,59,0.4576271186440678
240,altcoins,burst_trail,paired_random,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,122646.92320052696,166195.141211163,35.506979607988185,8.891118607988268,59,0.6271186440677966,59,0.6271186440677966
240,altcoins,burst_trail,paired_random,year3,2025-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,166195.141211163,234778.98075105017,41.267054524022704,7.248550088084416,176,0.5340909090909091,168,0.5178571428571429
240,altcoins,focus_trail,full,year1,2023-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,100000.0,109888.68855157382,9.888688551573832,29.449096328029622,243,0.3045267489711934,243,0.3045267489711934
240,altcoins,focus_trail,full,year2,2024-09-09T00:00:00+00:00,2025-09-09T00:00:00+00:00,109888.68855157382,90688.12819391183,-17.472735920995753,35.68634655728599,256,0.2109375,256,0.2109375
