fold,minutes,policy,score,n,auc,top_n,top_gross_bp,top_net_bp,top_win_pct,top_matched_n,top_matched_case_net_bp,top_control_net_bp,top_excess_bp,top_p,top_months,top_p_resolution,top_ci_low,top_ci_high
validation,60,P00,htf_score,1857,0.5012569610182975,186,-42.83189017568875,-62.831890175688756,30.64516129032258,186,-62.831890175688756,34.47085632577409,-97.30274650146289,0.81640625,12,0.000244140625,-288.19246534080656,109.48030001689102
validation,60,S01,strength_score,549,0.5343538676634234,55,279.26119662732606,259.26119662732606,41.81818181818181,55,259.26119662732606,-126.5141835051465,385.77538013247255,0.129638671875,12,0.000244140625,-61.462878343799346,1055.8478719410057
validation,60,S01,breakout_score,549,0.5134818957400062,55,61.69572798475019,41.695727984750214,43.63636363636363,55,41.695727984750214,-222.1301816127687,263.82590959751883,0.075439453125,12,0.000244140625,-35.79355146328186,669.5274081766762
validation,60,S01,htf_score,539,0.48710184937809836,54,-19.612043300018904,-39.612043300018904,33.33333333333333,54,-39.612043300018904,108.21004012263128,-147.82208342265017,0.700927734375,12,0.000244140625,-538.3476799515694,284.6421376891808
validation,60,H00,strength_score,1857,0.5565605940068947,186,110.67923049935675,90.67923049935675,41.935483870967744,186,90.67923049935675,-110.72273555542567,201.40196605478238,0.059814453125,12,0.000244140625,-4.4064412099714065,435.74771765112746
validation,60,H00,breakout_score,1857,0.5352028639618138,186,121.80037345795007,101.80037345795006,37.634408602150536,186,101.80037345795006,-81.08685354933435,182.8872270072844,0.036865234375,12,0.000244140625,23.831644669810533,385.14236822776627
validation,60,H00,htf_score,1857,0.5012569610182975,186,-42.83189017568875,-62.831890175688756,30.64516129032258,186,-62.831890175688756,34.47085632577409,-97.30274650146289,0.81640625,12,0.000244140625,-288.19246534080656,109.48030001689102
validation,60,H01,strength_score,754,0.5490700160778265,76,167.48989972657876,147.48989972657876,39.473684210526315,76,147.48989972657876,-43.43085044044558,190.92075016702427,0.283203125,12,0.000244140625,-211.71822502341874,658.7557248087295
validation,60,H01,breakout_score,754,0.5324453802773221,76,177.5892605506557,157.58926055065572,42.10526315789473,76,157.58926055065572,-104.9900016752888,262.5792622259446,0.16162109375,12,0.000244140625,-100.71419674062811,744.9768498337842
validation,60,H01,htf_score,754,0.48517493817790075,76,-198.35370175326184,-218.35370175326184,21.052631578947366,76,-218.35370175326184,122.66511498416003,-341.0188167374219,1.0,11,0.00048828125,-469.03461403615785,-202.2722765362337
development,240,P00,strength_score,736,0.5415725916803503,74,78.72892454393114,58.72892454393114,35.13513513513514,73,75.46518403108111,-180.16878248296968,255.63396651405083,0.064,22,0.0001,-26.607790025402473,575.8379030391853
development,240,P00,breakout_score,736,0.5259133825944171,74,413.72920735798704,393.7292073579871,44.5945945945946,70,349.21149558102195,-67.60819895346197,416.8196945344839,0.0032,24,0.0001,150.02895879179573,725.1741175453651
development,240,P00,htf_score,643,0.49167517875383043,65,3.3050128413451727,-16.694987158654826,26.153846153846157,63,2.2415508329286564,-10.732379298138525,12.973930131067151,0.4699,18,0.0001,-210.7886278896785,251.03126375939289
development,240,S01,strength_score,185,0.502948717948718,19,197.3410966671207,177.3410966671207,31.57894736842105,19,177.3410966671207,-234.75975715065132,412.100853817772,0.2720947265625,13,0.0001220703125,-161.91650949925233,1431.6329777626552
development,240,S01,breakout_score,185,0.6043589743589743,19,851.4731236934348,831.4731236934348,57.89473684210527,19,831.4731236934348,16.414828180494442,815.0582955129403,0.04736328125,12,0.000244140625,24.273811309380747,1516.6499926426484
development,240,S01,htf_score,157,0.5378359264497878,16,-123.24763959836599,-143.24763959836596,25.0,16,-143.24763959836596,82.15499127035321,-225.40263086871917,0.8349609375,10,0.0009765625,-656.9820365836852,130.39097553644248
development,240,H00,strength_score,643,0.5351832936102598,65,79.45682586146307,59.45682586146307,33.84615384615385,64,78.55799529707991,-210.83564828415732,289.3936435812372,0.0507,22,0.0001,-4.19278624614468,612.7573271939364
development,240,H00,breakout_score,643,0.5390534559073885,65,433.73576730997405,413.73576730997405,44.61538461538462,62,352.15176636872803,-152.1094084602647,504.26117482899264,0.0011,24,0.0001,223.42446089142874,803.2298665948508
development,240,H00,htf_score,643,0.49167517875383043,65,3.3050128413451727,-16.694987158654826,26.153846153846157,63,2.2415508329286564,-10.732379298138525,12.973930131067151,0.4699,18,0.0001,-210.7886278896785,251.03126375939289
development,240,H01,strength_score,250,0.5785472972972973,25,125.5793317646744,105.57933176467441,32.0,25,105.57933176467441,226.64840134130182,-121.06906957662741,0.7162,18,0.0001,-451.6139607564639,208.1306894884455
development,240,H01,breakout_score,250,0.5762438574938575,25,333.31439299329884,313.3143929932988,44.0,24,55.20215243509457,-176.85881689533167,232.06096933042627,0.125732421875,14,6.103515625e-05,-124.58650699739084,619.5590000365023
development,240,H01,htf_score,250,0.515279484029484,25,296.1225862898609,276.1225862898609,20.0,25,276.1225862898609,156.16742095292338,119.95516533693748,0.384765625,13,0.0001220703125,-325.3555823093594,515.1433372573667
validation,240,P00,strength_score,472,0.5205400746911807,48,67.60667258441839,47.60667258441839,37.5,48,47.60667258441839,-86.52711348904306,134.13378607346144,0.081298828125,12,0.000244140625,-39.12498567500429,283.370665157625
validation,240,P00,breakout_score,472,0.5515273388872929,48,270.8511788955617,250.85117889556173,39.58333333333333,47,276.52028068253884,44.03312645818406,232.48715422435475,0.10498046875,12,0.000244140625,-46.317441671376294,561.6204184035868
validation,240,P00,htf_score,420,0.5263157894736842,42,-64.48332482791955,-84.48332482791955,38.095238095238095,42,-84.48332482791955,-60.72853550438665,-23.754789323532922,0.603515625,9,0.001953125,-254.60288958426366,177.26089768246038
validation,240,S01,strength_score,140,0.5025,14,-543.0873798127349,-563.0873798127349,14.285714285714285,14,-563.0873798127349,-338.89975697232654,-224.1876228404083,0.72265625,8,0.00390625,-740.7970642011194,275.26650803615956
validation,240,S01,breakout_score,140,0.41020833333333334,14,304.54408338272384,284.54408338272384,42.857142857142854,14,284.54408338272384,61.139285494566586,223.4047978881572,0.255859375,9,0.001953125,-315.55985350963385,829.8921996186931
validation,240,S01,htf_score,128,0.4727227227227227,13,168.68379162392642,148.68379162392642,46.15384615384615,13,148.68379162392642,-35.89121995319468,184.57501157712107,0.28125,5,0.03125,-136.02068375215117,901.1678998534635
validation,240,H00,strength_score,420,0.5156967093057319,42,8.423491225082548,-11.576508774917452,38.095238095238095,42,-11.576508774917452,-100.88545973821857,89.30895096330111,0.139404296875,12,0.000244140625,-64.77270842862973,230.01548384397822
validation,240,H00,breakout_score,420,0.5463699834000586,42,371.1103265966337,351.1103265966337,42.857142857142854,42,351.1103265966337,87.28223888818026,263.8280877084535,0.10400390625,11,0.00048828125,-32.95670279227714,662.6850814047046
validation,240,H00,htf_score,420,0.5263157894736842,42,-64.48332482791955,-84.48332482791955,38.095238095238095,42,-84.48332482791955,-60.72853550438665,-23.754789323532922,0.603515625,9,0.001953125,-254.60288958426366,177.26089768246038
validation,240,H01,strength_score,188,0.501676245210728,19,-271.862256610875,-291.862256610875,26.31578947368421,19,-291.862256610875,-283.6490271631723,-8.213229447702654,0.515625,8,0.00390625,-353.0251863620097,411.72449274309275
validation,240,H01,breakout_score,188,0.47988505747126436,19,231.6851389779082,211.68513897790817,31.57894736842105,19,211.68513897790817,-72.41706359032239,284.1022025682305,0.2265625,7,0.0078125,-202.54775476737507,1033.5970392176434
validation,240,H01,htf_score,188,0.5306513409961686,19,97.55386433526273,77.55386433526273,42.10526315789473,19,77.55386433526273,-53.2830683872036,130.83693272246637,0.375,5,0.03125,-331.12449811677277,541.951664270342
