fold,minutes,policy,score,n,auc,top_n,top_gross_bp,top_net_bp,top_win_pct,top_matched_n,top_matched_case_net_bp,top_control_net_bp,top_excess_bp,top_p,top_months,top_p_resolution,top_ci_low,top_ci_high
development,15,P00,strength_score,13062,0.5310949004633906,1307,-5.667448339247061,-25.667448339247063,30.527926549349655,1307,-25.667448339247063,-31.59945056586444,5.9320022266173815,0.3602,24,0.0001,-26.311354298124083,38.02531308240503
development,15,P00,breakout_score,13062,0.5398880610291362,1307,16.953925223876578,-3.0460747761234246,32.28768171384851,1307,-3.0460747761234246,-24.53786660614973,21.491791830026305,0.1288,24,0.0001,-12.702148147987097,57.86942598725126
development,15,P00,htf_score,12995,0.5022212854241357,1300,16.500844342785737,-3.4991556572142675,24.69230769230769,1300,-3.4991556572142675,2.554626174867114,-6.053781832081387,0.5856,24,0.0001,-55.844800254607016,38.67814669833735
development,15,S01,strength_score,3457,0.4978464426088137,346,7.9521493074015535,-12.047850692598441,29.190751445086704,346,-12.047850692598441,-13.575066514531436,1.5272158219330003,0.4763,24,0.0001,-57.24187518391686,55.09457857893949
development,15,S01,breakout_score,3457,0.511566984697933,346,2.437083388805813,-17.56291661119418,32.65895953757225,346,-17.56291661119418,-25.6301326822636,8.06721607106942,0.4291,24,0.0001,-73.49786459837266,93.23735952828585
development,15,S01,htf_score,3437,0.5109892287171862,344,62.076877295812984,42.076877295812984,30.23255813953488,344,42.076877295812984,27.876786376008344,14.200090919804627,0.4062,24,0.0001,-86.93239052221071,127.83091224735125
development,15,H00,strength_score,12995,0.5310271629009616,1300,-5.920670226612148,-25.920670226612145,30.461538461538463,1300,-25.920670226612145,-31.70749484181217,5.786824615200024,0.365,24,0.0001,-26.55261880912563,38.28339452039786
development,15,H00,breakout_score,12995,0.5401719855097569,1300,18.32837687044724,-1.6716231295527622,32.46153846153847,1300,-1.6716231295527622,-22.613752877322376,20.942129747769616,0.1355,24,0.0001,-13.232232340880767,57.23196119884729
development,15,H00,htf_score,12995,0.5022212854241357,1300,16.500844342785737,-3.4991556572142675,24.69230769230769,1300,-3.4991556572142675,2.554626174867114,-6.053781832081387,0.5856,24,0.0001,-55.844800254607016,38.67814669833735
development,15,H01,strength_score,5123,0.526869702314981,513,46.26819271266462,26.268192712664625,29.434697855750485,513,26.268192712664625,-10.590169828199487,36.8583625408641,0.1628,24,0.0001,-28.68572055444319,103.92695783791189
development,15,H01,breakout_score,5123,0.5526234760618786,513,56.96916780308538,36.96916780308537,34.50292397660819,513,36.96916780308537,-2.140504749731749,39.10967255281712,0.1593,24,0.0001,-30.78425026674845,112.04706051044323
development,15,H01,htf_score,5123,0.4773563478559498,513,14.391999241693211,-5.608000758306789,24.171539961013643,513,-5.608000758306789,22.22266547877886,-27.83066623708565,0.7726,24,0.0001,-96.28845686594954,38.189304991055025
validation,15,P00,strength_score,7529,0.5252893288798908,753,36.143957526022476,16.143957526022472,33.46613545816733,753,16.143957526022472,2.3886468140426955,13.755310711979778,0.291748046875,12,0.000244140625,-29.46385262577031,62.57646817749261
validation,15,P00,breakout_score,7529,0.5375098933387238,753,-20.490738670352368,-40.490738670352364,30.810092961487385,753,-40.490738670352364,-20.592481595121075,-19.89825707523129,0.775634765625,12,0.000244140625,-65.59228936472468,28.044128085181594
validation,15,P00,htf_score,7499,0.48536213187918187,750,-26.180853379152744,-46.18085337915274,23.200000000000003,750,-46.18085337915274,7.147076419602742,-53.32792979875549,0.97802734375,12,0.000244140625,-90.3399097765568,-9.71620020106918
validation,15,S01,strength_score,2233,0.5160244267478891,224,14.98219443809543,-5.0178055619045745,36.607142857142854,224,-5.0178055619045745,2.860480447614362,-7.878286009518943,0.581787109375,12,0.000244140625,-69.70022297937197,58.77236464110218
validation,15,S01,breakout_score,2233,0.5150472818116004,224,-41.09398780550078,-61.09398780550079,33.92857142857143,224,-61.09398780550079,16.20774785523423,-77.30173566073503,0.912353515625,12,0.000244140625,-201.1601809715772,24.46551740149011
validation,15,S01,htf_score,2228,0.4827071672226306,223,-36.615553175758585,-56.615553175758585,24.2152466367713,223,-56.615553175758585,18.862374464892344,-75.47792764065093,0.9619140625,12,0.000244140625,-140.7170409004438,-8.161774223195188
validation,15,H00,strength_score,7499,0.5251268732598277,750,26.572302518473123,6.572302518473127,33.33333333333333,750,6.572302518473127,-1.0397959392473302,7.612098457720459,0.362548828125,12,0.000244140625,-31.4360236052852,49.64930537821228
validation,15,H00,breakout_score,7499,0.5373994889861266,750,-21.91647037149495,-41.916470371494945,30.8,750,-41.916470371494945,-21.85359563762065,-20.062874733874292,0.7763671875,12,0.000244140625,-65.22206339587797,28.062023020746658
validation,15,H00,htf_score,7499,0.48536213187918187,750,-26.180853379152744,-46.18085337915274,23.200000000000003,750,-46.18085337915274,7.147076419602742,-53.32792979875549,0.97802734375,12,0.000244140625,-90.3399097765568,-9.71620020106918
validation,15,H01,strength_score,2960,0.5258798411590979,296,-14.042112801545745,-34.04211280154574,30.405405405405407,296,-34.04211280154574,0.21544502149140807,-34.257557823037146,0.87548828125,12,0.000244140625,-95.21477532078468,18.590511174504737
validation,15,H01,breakout_score,2960,0.5286804816052421,296,-23.327118850989105,-43.3271188509891,32.432432432432435,296,-43.3271188509891,-31.33346091199887,-11.99365793899024,0.603759765625,12,0.000244140625,-85.09122280184828,67.56477141928717
validation,15,H01,htf_score,2960,0.4684238718315023,296,-14.11830164629632,-34.11830164629632,23.64864864864865,296,-34.11830164629632,35.459383143886825,-69.57768479018316,0.958740234375,12,0.000244140625,-128.65805775141519,1.011892166871038
development,60,P00,strength_score,3090,0.5261190070041113,309,120.56684741711884,100.56684741711882,33.33333333333333,309,100.56684741711882,14.072524504011108,86.49432291310771,0.0946,24,0.0001,-19.767683886754774,218.64618072756963
development,60,P00,breakout_score,3090,0.5385651103285093,309,100.49092889947471,80.49092889947471,34.95145631067961,309,80.49092889947471,14.00401129852639,66.48691760094832,0.1721,24,0.0001,-42.99942166065239,199.47175418542577
development,60,P00,htf_score,3027,0.4964353358860619,303,75.70870374701319,55.70870374701318,26.4026402640264,303,55.70870374701318,183.8796968745038,-128.17099312749056,0.9813,24,0.0001,-248.0950441025911,-17.38808071821085
development,60,S01,strength_score,704,0.5211286693952782,71,207.7463473327161,187.74634733271608,30.985915492957744,71,187.74634733271608,88.4006257213522,99.34572161136379,0.4256,22,0.0001,-258.3488807812156,657.2401791842284
development,60,S01,breakout_score,704,0.5124097615627174,71,85.93352055321103,65.93352055321103,43.66197183098591,71,65.93352055321103,2.5046839213463192,63.42883663186469,0.304,20,0.0001,-180.35202618077173,274.7111113582569
development,60,S01,htf_score,686,0.4984568048694256,69,47.34342611977211,27.343426119772108,28.985507246376812,69,27.343426119772108,363.9327360065803,-336.58930988680805,0.9973,21,0.0001,-599.3114956119688,-132.1359515903099
development,60,H00,strength_score,3027,0.5294643369601758,303,129.04972089023187,109.04972089023187,33.663366336633665,303,109.04972089023187,16.577814508934296,92.47190638129757,0.0785,24,0.0001,-13.998336535845112,224.28154526027652
development,60,H00,breakout_score,3027,0.5389968412033355,303,89.28335685261672,69.28335685261672,33.663366336633665,303,69.28335685261672,17.68868954405363,51.59466730856308,0.2478,24,0.0001,-62.88295702569152,188.64297886463294
development,60,H00,htf_score,3027,0.4964353358860619,303,75.70870374701319,55.70870374701318,26.4026402640264,303,55.70870374701318,183.8796968745038,-128.17099312749056,0.9813,24,0.0001,-248.0950441025911,-17.38808071821085
development,60,H01,strength_score,1222,0.5314697790589583,123,309.29546524400837,289.29546524400837,37.39837398373984,123,289.29546524400837,176.2315789823937,113.06388626161457,0.2921,24,0.0001,-120.15952358003854,458.8918048394035
development,60,H01,breakout_score,1222,0.55696297617818,123,244.14035560885938,224.14035560885935,34.146341463414636,123,224.14035560885935,161.88363258224524,62.25672302661403,0.4049,24,0.0001,-177.50511739936735,358.20872933065164
development,60,H01,htf_score,1222,0.4618666215958209,123,-100.3141841088364,-120.3141841088364,18.69918699186992,123,-120.3141841088364,235.40328856841566,-355.717472677252,0.9996,20,0.0001,-544.8628738692024,-202.2105424278911
validation,60,P00,strength_score,1884,0.557124842370744,189,99.74752776935631,79.74752776935631,41.7989417989418,189,79.74752776935631,-122.4770700450574,202.22459781441373,0.056396484375,12,0.000244140625,5.063283609405904,435.0077686277122
validation,60,P00,breakout_score,1884,0.5357239364850606,189,116.19134171301015,96.19134171301015,37.56613756613756,189,96.19134171301015,-77.99134949326263,174.1826912062728,0.041748046875,12,0.000244140625,15.574674809754024,378.6863741960226
