symbol,minutes,fold,policy,initial_equity,ending_equity,net_return_pct,max_drawdown_pct,trades,blocked,overlap_blocked,insolvency_blocked,insolvent,first_insolvent_time,first_insolvent_phase,cost_bp,sampled_drawdown_only,liquidation_model
AAVE,15,development,P00,1.0,0.7067528533668369,-29.32471466331631,77.70157282456485,325,0,0,0,False,,,20.0,True,False
AAVE,15,development,S01,1.0,0.4592534930998531,-54.07465069001469,62.3484249152915,89,0,0,0,False,,,20.0,True,False
AAVE,15,development,H00,1.0,0.7067528533668369,-29.32471466331631,77.70157282456485,325,0,0,0,False,,,20.0,True,False
AAVE,15,development,H01,1.0,0.7594240376834024,-24.057596231659762,49.9313200210169,137,0,0,0,False,,,20.0,True,False
AAVE,15,validation,P00,1.0,0.49746247504768115,-50.253752495231886,57.87744798878883,137,0,0,0,False,,,20.0,True,False
AAVE,15,validation,S01,1.0,0.749287435177411,-25.071256482258896,36.291131721813294,48,0,0,0,False,,,20.0,True,False
AAVE,15,validation,H00,1.0,0.49746247504768115,-50.253752495231886,57.87744798878883,137,0,0,0,False,,,20.0,True,False
AAVE,15,validation,H01,1.0,0.8022637039280784,-19.773629607192156,31.718900624660918,54,0,0,0,False,,,20.0,True,False
AAVE,60,development,P00,1.0,0.7262123861152949,-27.378761388470508,53.166523218174945,74,0,0,0,False,,,20.0,True,False
AAVE,60,development,S01,1.0,0.6566087463946084,-34.33912536053916,40.486679556203505,18,0,0,0,False,,,20.0,True,False
AAVE,60,development,H00,1.0,0.7262123861152949,-27.378761388470508,53.166523218174945,74,0,0,0,False,,,20.0,True,False
AAVE,60,development,H01,1.0,0.7019876280980519,-29.801237190194808,47.31400058457652,19,0,0,0,False,,,20.0,True,False
AAVE,60,validation,P00,1.0,0.7256553954409026,-27.434460455909736,50.88751302407294,42,0,0,0,False,,,20.0,True,False
AAVE,60,validation,S01,1.0,0.7785935589542069,-22.14064410457931,26.309533115391293,10,0,0,0,False,,,20.0,True,False
AAVE,60,validation,H00,1.0,0.7256553954409026,-27.434460455909736,50.88751302407294,42,0,0,0,False,,,20.0,True,False
AAVE,60,validation,H01,1.0,1.0179807595787096,1.7980759578709593,25.881827819583325,15,0,0,0,False,,,20.0,True,False
AAVE,240,development,P00,1.0,0.6345670168700472,-36.543298312995276,61.46004508346411,19,0,0,0,False,,,20.0,True,False
AAVE,240,development,S01,1.0,1.3190018898641598,31.900188986415976,31.014459511516428,5,0,0,0,False,,,20.0,True,False
AAVE,240,development,H00,1.0,0.6345670168700472,-36.543298312995276,61.46004508346411,19,0,0,0,False,,,20.0,True,False
AAVE,240,development,H01,1.0,1.123306742965432,12.330674296543197,35.467642408501526,6,0,0,0,False,,,20.0,True,False
AAVE,240,validation,P00,1.0,1.5267229764370795,52.67229764370796,24.88279452492249,9,0,0,0,False,,,20.0,True,False
AAVE,240,validation,S01,1.0,1.6156344032647736,61.56344032647736,22.299505627011126,5,0,0,0,False,,,20.0,True,False
AAVE,240,validation,H00,1.0,1.5267229764370795,52.67229764370796,24.88279452492249,9,0,0,0,False,,,20.0,True,False
AAVE,240,validation,H01,1.0,1.116729301171786,11.672930117178604,28.889554709940946,5,0,0,0,False,,,20.0,True,False
ADA,15,development,P00,1.0,0.5542057413081045,-44.57942586918955,67.46353381648717,339,0,0,0,False,,,20.0,True,False
ADA,15,development,S01,1.0,0.7225203942998702,-27.747960570012975,39.68123289397834,98,0,0,0,False,,,20.0,True,False
ADA,15,development,H00,1.0,0.5542057413081045,-44.57942586918955,67.46353381648717,339,0,0,0,False,,,20.0,True,False
ADA,15,development,H01,1.0,0.9881088738595158,-1.1891126140484154,47.21355397162272,152,0,0,0,False,,,20.0,True,False
ADA,15,validation,P00,1.0,0.3445942999135608,-65.54057000864393,67.32217814690479,140,0,0,0,False,,,20.0,True,False
ADA,15,validation,S01,1.0,0.5111482828329349,-48.88517171670651,49.01713021159793,42,0,0,0,False,,,20.0,True,False
ADA,15,validation,H00,1.0,0.3445942999135608,-65.54057000864393,67.32217814690479,140,0,0,0,False,,,20.0,True,False
ADA,15,validation,H01,1.0,0.470496676869043,-52.95033231309569,55.37269220896981,57,0,0,0,False,,,20.0,True,False
ADA,60,development,P00,1.0,1.2336176805833234,23.361768058332345,61.24460831349789,74,0,0,0,False,,,20.0,True,False
ADA,60,development,S01,1.0,1.2550857948986505,25.508579489865046,21.99350053645412,17,0,0,0,False,,,20.0,True,False
ADA,60,development,H00,1.0,1.2336176805833234,23.361768058332345,61.24460831349789,74,0,0,0,False,,,20.0,True,False
ADA,60,development,H01,1.0,1.1708798423412003,17.087984234120036,38.64301099280846,24,0,0,0,False,,,20.0,True,False
ADA,60,validation,P00,1.0,1.12754451864022,12.754451864021998,23.945186646497696,31,0,0,0,False,,,20.0,True,False
ADA,60,validation,S01,1.0,1.1313370929981894,13.13370929981894,18.030325518072335,7,0,0,0,False,,,20.0,True,False
ADA,60,validation,H00,1.0,1.12754451864022,12.754451864021998,23.945186646497696,31,0,0,0,False,,,20.0,True,False
ADA,60,validation,H01,1.0,0.9887513879354495,-1.1248612064550523,21.210277915266254,12,0,0,0,False,,,20.0,True,False
ADA,240,development,P00,1.0,1.4011611202624217,40.11611202624217,37.18401422228497,20,0,0,0,False,,,20.0,True,False
ADA,240,development,S01,1.0,1.460643182079398,46.06431820793979,20.259102016502204,6,0,0,0,False,,,20.0,True,False
ADA,240,development,H00,1.0,1.4011611202624217,40.11611202624217,37.18401422228497,20,0,0,0,False,,,20.0,True,False
ADA,240,development,H01,1.0,1.739158911538784,73.9158911538784,19.893751876544464,7,0,0,0,False,,,20.0,True,False
ADA,240,validation,P00,1.0,0.6525317340496258,-34.74682659503742,54.93852097753393,9,0,0,0,False,,,20.0,True,False
ADA,240,validation,S01,1.0,0.6439412786612377,-35.605872133876225,54.93852097753393,6,0,0,0,False,,,20.0,True,False
ADA,240,validation,H00,1.0,0.6525317340496258,-34.74682659503742,54.93852097753393,9,0,0,0,False,,,20.0,True,False
ADA,240,validation,H01,1.0,0.5572958705494592,-44.27041294505408,55.054069854460806,4,0,0,0,False,,,20.0,True,False
APE,15,development,P00,1.0,0.6623138980021285,-33.768610199787155,67.34978595214842,342,0,0,0,False,,,20.0,True,False
APE,15,development,S01,1.0,0.5238385379037465,-47.616146209625356,54.72049760488537,98,0,0,0,False,,,20.0,True,False
APE,15,development,H00,1.0,0.6623138980021285,-33.768610199787155,67.34978595214842,342,0,0,0,False,,,20.0,True,False
APE,15,development,H01,1.0,1.3060910155224499,30.609101552244987,40.29540180501555,124,0,0,0,False,,,20.0,True,False
APE,15,validation,P00,1.0,0.44097225529414974,-55.90277447058503,64.97018197335545,139,0,0,0,False,,,20.0,True,False
APE,15,validation,S01,1.0,0.67120538870036,-32.87946112996401,34.36328971334899,44,0,0,0,False,,,20.0,True,False
APE,15,validation,H00,1.0,0.44097225529414974,-55.90277447058503,64.97018197335545,139,0,0,0,False,,,20.0,True,False
APE,15,validation,H01,1.0,0.5936434945190421,-40.63565054809579,46.484039923891714,59,0,0,0,False,,,20.0,True,False
APE,60,development,P00,1.0,0.7793758867561257,-22.062411324387433,57.675347671179225,89,0,0,0,False,,,20.0,True,False
APE,60,development,S01,1.0,1.3988326620323768,39.883266203237675,32.891991266836676,17,0,0,0,False,,,20.0,True,False
APE,60,development,H00,1.0,0.7793758867561257,-22.062411324387433,57.675347671179225,89,0,0,0,False,,,20.0,True,False
APE,60,development,H01,1.0,0.7005781851482726,-29.942181485172735,49.94433713430916,41,0,0,0,False,,,20.0,True,False
APE,60,validation,P00,1.0,1.096064428539102,9.606442853910192,26.89454820483418,39,0,0,0,False,,,20.0,True,False
APE,60,validation,S01,1.0,0.7770856063784131,-22.291439362158695,27.16050465215168,10,0,0,0,False,,,20.0,True,False
APE,60,validation,H00,1.0,1.096064428539102,9.606442853910192,26.89454820483418,39,0,0,0,False,,,20.0,True,False
APE,60,validation,H01,1.0,1.0204797594027584,2.047975940275837,22.06945588777856,22,0,0,0,False,,,20.0,True,False
APE,240,development,P00,1.0,0.7339909161198807,-26.600908388011934,55.55477192808552,23,0,0,0,False,,,20.0,True,False
