event_id,entry_time,fold,match_status,event_net_return,available,control_mean_return,excess
2023-01-02T02:00:00+00:00_L,2023-01-02 03:00:00+00:00,2023H1,matched,-0.0017166711878711,,-0.002046088919789115,0.00032941773191801473
2023-01-06T00:00:00+00:00_L,2023-01-06 01:00:00+00:00,2023H1,matched,-0.0037910624796133,,0.0007538715316455242,-0.004544934011258824
2023-01-08T14:00:00+00:00_L,2023-01-08 15:00:00+00:00,2023H1,matched,-0.0033978424861543,,-0.0012539656616367488,-0.002143876824517551
2023-01-08T20:00:00+00:00_L,2023-01-08 21:00:00+00:00,2023H1,matched,0.0124137561211319,,-0.0021089693147863593,0.014522725435918258
2023-01-18T15:00:00+00:00_S,2023-01-18 16:00:00+00:00,2023H1,matched,0.0083835840480764,,-0.005002773296032268,0.013386357344108668
2023-01-23T10:00:00+00:00_L,2023-01-23 11:00:00+00:00,2023H1,matched,-0.0082063276609301,,-0.0018082964312625665,-0.0063980312296675335
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,2023H1,matched,-0.0077103650725411,,0.020580072210912587,-0.028290437283453686
2023-01-25T20:00:00+00:00_L,2023-01-25 21:00:00+00:00,2023H1,matched,0.0064792682979994,,-0.00036420864592793455,0.006843476943927335
2023-01-27T16:00:00+00:00_L,2023-01-27 17:00:00+00:00,2023H1,matched,-0.0043643625298247,,0.0006243956483879745,-0.004988758178212674
2023-01-28T20:00:00+00:00_S,2023-01-28 21:00:00+00:00,2023H1,matched,-0.0037243030941662,,0.0008460742313862012,-0.0045703773255524015
2023-01-30T09:00:00+00:00_S,2023-01-30 10:00:00+00:00,2023H1,matched,0.0116332475326926,,0.007079501431530282,0.004553746101162317
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,2023H1,matched,-0.002342520005309,,-0.0019181921765627108,-0.0004243278287462892
2023-02-07T09:00:00+00:00_L,2023-02-07 10:00:00+00:00,2023H1,matched,-0.0048372923627738,,-0.0024155735606563203,-0.0024217188021174794
2023-02-11T21:00:00+00:00_L,2023-02-11 22:00:00+00:00,2023H1,matched,-0.0031866689880781,,0.0028570304119584704,-0.00604369940003657
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,2023H1,matched,-0.0076925734024178,,-0.005506942012351096,-0.002185631390066704
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,2023H1,matched,0.0022443297687713,,-0.0006014290651449669,0.0028457588339162667
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,2023H1,matched,-0.0034656876979024,,0.0007828358210382949,-0.004248523518940695
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,2023H1,matched,-0.014651602195838,,-0.00368910340701689,-0.01096249878882111
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,2023H1,matched,-0.0050253646241693,,-0.0028818840614399637,-0.002143480562729336
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,2023H1,matched,-0.007821123971059,,-0.004115698169294171,-0.003705425801764829
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,2023H1,matched,-0.0080334530511743,,-0.004830918479190814,-0.0032025345719834866
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,2023H1,matched,-0.0109830936159474,,-0.004043356787330919,-0.006939736828616481
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,2023H1,matched,-0.0026232966806227,,-0.004877483995985604,0.002254187315362904
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,2023H1,matched,-0.0043174507152514,,-0.0031805039293469877,-0.0011369467859044125
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,2023H1,matched,-0.0195315840621962,,0.01707484773637739,-0.03660643179857359
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,2023H1,matched,-0.0182021414829214,,-0.0033547966921014046,-0.014847344790819995
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,2023H1,matched,0.0203858206060782,,-0.005417234074767979,0.02580305468084618
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,2023H1,matched,-0.0048126630594053,,-0.009471662263221452,0.004658999203816152
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,2023H1,matched,-0.0047796273396958,,-0.0018687973839645398,-0.00291082995573126
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,2023H1,matched,-0.0119883528041506,,-2.4184386384997505e-05,-0.011964168417765602
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,2023H1,matched,-0.0082975531344882,,0.0010573198029663444,-0.009354872937454543
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,2023H1,matched,-0.0045316455696202,,0.0010011230983944352,-0.005532768668014635
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,2023H1,matched,0.0063157338965151,,0.003757486428457229,0.0025582474680578707
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,2023H1,matched,-0.0103485762105268,,-0.0054061585707635765,-0.004942417639763224
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,2023H1,matched,-0.0089233416924816,,-0.00534436474031848,-0.0035789769521631194
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,2023H1,matched,-0.002484952986502,,-0.0034165569658935638,0.000931603979391564
2023-04-18T09:00:00+00:00_L,2023-04-18 10:00:00+00:00,2023H1,matched,0.0028310794986918,,0.00035797878418449637,0.0024731007145073034
2023-04-19T08:00:00+00:00_S,2023-04-19 09:00:00+00:00,2023H1,matched,-0.0071696771694305,,-0.0037557787727747374,-0.0034138983966557628
2023-04-25T17:00:00+00:00_L,2023-04-25 18:00:00+00:00,2023H1,matched,0.0232509347841036,,-0.0011149065331559332,0.02436584131725953
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,2023H1,matched,-0.0045486593167279,,-0.003924083040171405,-0.0006245762765564947
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,2023H1,matched,-0.0033784588619472,,-0.003641802550475043,0.00026334368852784333
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,2023H1,matched,0.0171031210881205,,-0.0015074958224579032,0.0186106169105784
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,2023H1,matched,0.0101546165948565,,-0.006004695168143353,0.016159311762999853
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,2023H1,matched,0.0040454381748289,,-0.0031343361492652435,0.007179774324094144
2023-05-22T13:00:00+00:00_L,2023-05-22 14:00:00+00:00,2023H1,matched,-0.0087177720993963,,-0.00462000363824962,-0.004097768461146681
2023-05-24T03:00:00+00:00_S,2023-05-24 04:00:00+00:00,2023H1,matched,0.0113310436740071,,-0.003256709278480687,0.014587752952487787
2023-06-06T16:00:00+00:00_L,2023-06-06 17:00:00+00:00,2023H1,matched,0.0194437963180691,,0.016522631026797074,0.002921165291272027
2023-06-12T08:00:00+00:00_L,2023-06-12 09:00:00+00:00,2023H1,matched,-0.0049378426519235,,-0.004766674529303977,-0.00017116812261952323
2023-06-12T13:00:00+00:00_S,2023-06-12 14:00:00+00:00,2023H1,matched,-0.0073763232461054,,-0.005280302216339902,-0.0020960210297654974
2023-06-13T15:00:00+00:00_S,2023-06-13 16:00:00+00:00,2023H1,matched,-0.0071201826030247,,-0.0021396430341437847,-0.0049805395688809154
2023-06-14T05:00:00+00:00_S,2023-06-14 06:00:00+00:00,2023H1,matched,-0.0067928513403736,,-0.0013080500406287999,-0.0054848012997448
2023-06-18T14:00:00+00:00_L,2023-06-18 15:00:00+00:00,2023H1,matched,-0.0026140030361131,,-0.0008697774148489473,-0.0017442256212641528
2023-06-25T03:00:00+00:00_L,,,no_causal_vol_bucket,,,,
2023-06-25T11:00:00+00:00_L,,,no_causal_vol_bucket,,,,
2023-06-25T14:00:00+00:00_S,,,no_causal_vol_bucket,,,,
2023-07-02T17:00:00+00:00_S,2023-07-02 18:00:00+00:00,2023H2,matched,-0.0050187960292484,,-0.0035399626608324133,-0.001478833368415987
2023-07-10T12:00:00+00:00_S,2023-07-10 13:00:00+00:00,2023H2,matched,-0.0019602141803292,,-0.0019717183134780494,1.150413314884944e-05
2023-07-13T13:00:00+00:00_L,2023-07-13 14:00:00+00:00,2023H2,matched,-0.007136567468406,,-0.0026721657027098185,-0.004464401765696182
2023-07-14T17:00:00+00:00_S,2023-07-14 18:00:00+00:00,2023H2,matched,0.0107507284733674,,-0.0012667792498770945,0.012017507723244494
2023-07-17T22:00:00+00:00_S,2023-07-17 23:00:00+00:00,2023H2,matched,-0.0014619263038322,,-0.0040109980668855015,0.0025490717630533015
2023-07-18T02:00:00+00:00_S,2023-07-18 03:00:00+00:00,2023H2,matched,-0.0030555946516537,,-0.0017570005803913345,-0.0012985940712623657
