symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars
AAVE_USDT_SWAP,379,2026-05-03T02:00:00+00:00,368,2026-05-02T23:15:00+00:00,12,0.2884409725666046,0.43317586183547974,0.4423006772994995,0.7526897192001343,0.6011009812355042,373,376,374.5,2026-05-03T00:30:00+00:00,2026-05-03T01:15:00+00:00,2026-05-03T00:45:00+00:00,4,3
AAVE_USDT_SWAP,380,2026-05-03T02:15:00+00:00,368,2026-05-02T23:15:00+00:00,13,0.28044286370277405,0.3901360332965851,0.4415322542190552,0.7720605731010437,0.6065673828125,373,377,375.0,2026-05-03T00:30:00+00:00,2026-05-03T01:30:00+00:00,2026-05-03T01:00:00+00:00,5,3
AAVE_USDT_SWAP,381,2026-05-03T02:30:00+00:00,368,2026-05-02T23:15:00+00:00,14,0.4015340209007263,0.35116907954216003,0.4372864365577698,0.787604808807373,0.6115063428878784,373,378,375.5,2026-05-03T00:30:00+00:00,2026-05-03T01:45:00+00:00,2026-05-03T01:15:00+00:00,6,3
AAVE_USDT_SWAP,381,2026-05-03T02:30:00+00:00,367,2026-05-02T23:00:00+00:00,15,0.3169389069080353,0.3536078631877899,0.45931529998779297,0.80438631772995,0.643069326877594,372,378,375.0,2026-05-03T00:15:00+00:00,2026-05-03T01:45:00+00:00,2026-05-03T01:00:00+00:00,7,3
AAVE_USDT_SWAP,388,2026-05-03T04:15:00+00:00,374,2026-05-03T00:45:00+00:00,15,0.28035134077072144,0.3431738615036011,0.5234856605529785,0.8003954887390137,0.6023434996604919,379,385,382.0,2026-05-03T02:00:00+00:00,2026-05-03T03:30:00+00:00,2026-05-03T02:45:00+00:00,7,3
AAVE_USDT_SWAP,388,2026-05-03T04:15:00+00:00,373,2026-05-03T00:30:00+00:00,16,0.31236499547958374,0.3109853267669678,0.5264003872871399,0.7498737573623657,0.6086066961288452,378,384,381.0,2026-05-03T01:45:00+00:00,2026-05-03T03:15:00+00:00,2026-05-03T02:30:00+00:00,7,4
AAVE_USDT_SWAP,388,2026-05-03T04:15:00+00:00,372,2026-05-03T00:15:00+00:00,17,0.3703610301017761,0.35834822058677673,0.528614342212677,0.7632827758789062,0.6068738102912903,378,384,381.0,2026-05-03T01:45:00+00:00,2026-05-03T03:15:00+00:00,2026-05-03T02:30:00+00:00,7,4
AAVE_USDT_SWAP,388,2026-05-03T04:15:00+00:00,371,2026-05-03T00:00:00+00:00,18,0.336191326379776,0.39195314049720764,0.5399279594421387,0.7769851088523865,0.6231452226638794,378,384,381.0,2026-05-03T01:45:00+00:00,2026-05-03T03:15:00+00:00,2026-05-03T02:30:00+00:00,7,4
AAVE_USDT_SWAP,389,2026-05-03T04:30:00+00:00,376,2026-05-03T01:15:00+00:00,14,0.35514456033706665,0.34504422545433044,0.5212002992630005,0.78595370054245,0.5941845774650574,380,386,383.0,2026-05-03T02:15:00+00:00,2026-05-03T03:45:00+00:00,2026-05-03T03:00:00+00:00,7,3
AAVE_USDT_SWAP,389,2026-05-03T04:30:00+00:00,374,2026-05-03T00:45:00+00:00,16,0.2862672507762909,0.3099747598171234,0.5266616344451904,0.7527570128440857,0.603102445602417,379,385,382.0,2026-05-03T02:00:00+00:00,2026-05-03T03:30:00+00:00,2026-05-03T02:45:00+00:00,7,4
AAVE_USDT_SWAP,389,2026-05-03T04:30:00+00:00,373,2026-05-03T00:30:00+00:00,17,0.3676844835281372,0.3579133450984955,0.5304641723632812,0.7680339813232422,0.6015446186065674,379,385,382.0,2026-05-03T02:00:00+00:00,2026-05-03T03:30:00+00:00,2026-05-03T02:45:00+00:00,7,4
AAVE_USDT_SWAP,389,2026-05-03T04:30:00+00:00,372,2026-05-03T00:15:00+00:00,18,0.3932366669178009,0.3355182111263275,0.5244271755218506,0.7164499163627625,0.6087427735328674,378,384,381.0,2026-05-03T01:45:00+00:00,2026-05-03T03:15:00+00:00,2026-05-03T02:30:00+00:00,7,5
AAVE_USDT_SWAP,390,2026-05-03T04:45:00+00:00,374,2026-05-03T00:45:00+00:00,17,0.25552940368652344,0.3518466651439667,0.5153192281723022,0.7708138823509216,0.5986328125,380,386,383.0,2026-05-03T02:15:00+00:00,2026-05-03T03:45:00+00:00,2026-05-03T03:00:00+00:00,7,4
AAVE_USDT_SWAP,390,2026-05-03T04:45:00+00:00,373,2026-05-03T00:30:00+00:00,18,0.3303964138031006,0.3931158781051636,0.5239270329475403,0.7746673822402954,0.6011508703231812,380,386,383.0,2026-05-03T02:15:00+00:00,2026-05-03T03:45:00+00:00,2026-05-03T03:00:00+00:00,7,4
AAVE_USDT_SWAP,390,2026-05-03T04:45:00+00:00,373,2026-05-03T00:30:00+00:00,18,0.297739177942276,0.3338237702846527,0.5293388962745667,0.7207092642784119,0.6033284068107605,379,385,382.0,2026-05-03T02:00:00+00:00,2026-05-03T03:30:00+00:00,2026-05-03T02:45:00+00:00,7,5
AAVE_USDT_SWAP,390,2026-05-03T04:45:00+00:00,372,2026-05-03T00:15:00+00:00,19,0.283578485250473,0.368767648935318,0.5298313498497009,0.7360938191413879,0.6106079816818237,379,385,382.0,2026-05-03T02:00:00+00:00,2026-05-03T03:30:00+00:00,2026-05-03T02:45:00+00:00,7,5
AAVE_USDT_SWAP,391,2026-05-03T05:00:00+00:00,375,2026-05-03T01:00:00+00:00,17,0.2980228066444397,0.36107099056243896,0.5154677033424377,0.7648298144340515,0.599160373210907,381,387,384.0,2026-05-03T02:30:00+00:00,2026-05-03T04:00:00+00:00,2026-05-03T03:15:00+00:00,7,4
AAVE_USDT_SWAP,391,2026-05-03T05:00:00+00:00,373,2026-05-03T00:30:00+00:00,19,0.4067237079143524,0.3727594316005707,0.5241994261741638,0.7348484396934509,0.602547287940979,380,386,383.0,2026-05-03T02:15:00+00:00,2026-05-03T03:45:00+00:00,2026-05-03T03:00:00+00:00,7,5
