trade_id,policy,signal_i,entry_i,entry_time,side,entry_price,entry_equity,entry_atr,initial_stop,initial_risk,exit_i,exit_time,exit_timing,exit_price_weighted,exit_reason,gross_return,net_return,cost_return,gross_r,net_r
48,baseline,25722,25723,2026-03-19 17:35:00+00:00,-1,2120.32,962.4910842826421,8.555212808188898,,0.0,25736,2026-03-19 18:40:00+00:00,open,2116.2,reverse_arrow,0.001943102927860152,-5.689707213984811e-05,0.002,,
49,baseline,25742,25743,2026-03-19 19:15:00+00:00,-1,2140.87,962.4363213579857,7.348995172892708,,0.0,25829,2026-03-20 02:25:00+00:00,open,2137.96,reverse_arrow,0.0013592604875587444,-0.0006407395124412556,0.002,,
50,baseline,25828,25829,2026-03-20 02:25:00+00:00,1,2137.96,961.819650378683,4.951138439505554,,0.0,25895,2026-03-20 07:55:00+00:00,open,2149.63,reverse_arrow,0.005458474433572169,0.003458474433572169,0.002,,
51,baseline,25914,25915,2026-03-20 09:35:00+00:00,1,2144.39,965.146079049225,6.202954575434732,,0.0,25931,2026-03-20 10:55:00+00:00,open,2146.8,reverse_arrow,0.0011238627301937143,-0.0008761372698062857,0.002,,
52,baseline,25930,25931,2026-03-20 10:55:00+00:00,-1,2146.8,964.3004785985626,5.487614127451581,,0.0,25941,2026-03-20 11:45:00+00:00,open,2138.36,reverse_arrow,0.003931432830258985,0.0019314328302589851,0.002,,
53,baseline,26042,26043,2026-03-20 20:15:00+00:00,-1,2134.11,966.1629602011624,5.818737507369251,,0.0,26073,2026-03-20 22:45:00+00:00,open,2153.31,reverse_arrow,-0.00899672462993939,-0.010996724629939392,0.002,,
54,baseline,26072,26073,2026-03-20 22:45:00+00:00,1,2153.31,955.5383321801831,5.397962623061945,,0.0,26119,2026-03-21 02:35:00+00:00,open,2150.7,reverse_arrow,-0.001212087437480025,-0.003212087437480025,0.002,,
55,baseline,26131,26132,2026-03-21 03:40:00+00:00,1,2150.85,952.4690595073565,2.449457753132698,,0.0,26197,2026-03-21 09:05:00+00:00,open,2155.68,reverse_arrow,0.002245623823139642,0.0002456238231396419,0.002,,
56,baseline,26383,26384,2026-03-22 00:40:00+00:00,-1,2086.0,952.703008599175,10.502475835069246,,0.0,26448,2026-03-22 06:00:00+00:00,open,2111.71,reverse_arrow,-0.012325023969319338,-0.01432502396931934,0.002,,
57,baseline,26525,26526,2026-03-22 12:30:00+00:00,-1,2083.44,939.0555151653491,5.028891629315264,,0.0,26665,2026-03-23 00:05:00+00:00,open,2052.61,reverse_arrow,0.014797642360711127,0.012797642360711126,0.002,,
58,baseline,26764,26765,2026-03-23 08:25:00+00:00,-1,2054.15,951.0732118052887,6.802813362592819,,0.0,26772,2026-03-23 09:00:00+00:00,open,2046.66,reverse_arrow,0.00364627704890097,0.0016462770489009699,0.002,,
59,baseline,26786,26787,2026-03-23 10:15:00+00:00,-1,2048.84,952.6389418057082,5.952759274432653,,0.0,26853,2026-03-23 15:45:00+00:00,open,2149.0,reverse_arrow,-0.048886199019933185,-0.05088619901993319,0.002,,
60,baseline,26852,26853,2026-03-23 15:45:00+00:00,1,2149.0,904.1627670188444,9.718102476087713,,0.0,26910,2026-03-23 20:30:00+00:00,open,2159.02,reverse_arrow,0.004662633783155012,0.0026626337831550124,0.002,,
61,baseline,26919,26920,2026-03-23 21:20:00+00:00,1,2154.51,906.5702213477797,4.317488120990467,,0.0,27001,2026-03-24 04:05:00+00:00,open,2142.9,reverse_arrow,-0.005388696269685522,-0.007388696269685522,0.002,,
62,baseline,27000,27001,2026-03-24 04:05:00+00:00,-1,2142.9,899.8718493350993,4.537000179763304,,0.0,27008,2026-03-24 04:40:00+00:00,open,2134.18,reverse_arrow,0.004069251948294439,0.002069251948294439,0.002,,
63,baseline,27174,27175,2026-03-24 18:35:00+00:00,-1,2118.98,901.7339109125514,6.563676880525832,,0.0,27268,2026-03-25 02:20:00+00:00,open,2154.47,reverse_arrow,-0.01674862433812474,-0.018748624338124742,0.002,,
64,baseline,27267,27268,2026-03-25 02:20:00+00:00,1,2154.47,884.827640563904,4.315148883548262,,0.0,27320,2026-03-25 06:40:00+00:00,open,2168.74,reverse_arrow,0.006623438711144791,0.004623438711144791,0.002,,
65,baseline,27473,27474,2026-03-25 19:30:00+00:00,-1,2169.85,888.918586929978,4.945409385543237,,0.0,27484,2026-03-25 20:20:00+00:00,open,2167.0,reverse_arrow,0.0013134548471092078,-0.0006865451528907923,0.002,,
66,baseline,27492,27493,2026-03-25 21:05:00+00:00,-1,2165.37,888.3083041828068,3.5921130895019453,,0.0,27559,2026-03-26 02:35:00+00:00,open,2147.46,reverse_arrow,0.008271103783648925,0.006271103783648925,0.002,,
67,baseline,27624,27625,2026-03-26 08:05:00+00:00,-1,2122.75,893.8789777502143,3.820854512470308,,0.0,27647,2026-03-26 09:55:00+00:00,open,2082.12,reverse_arrow,0.019140266164173858,0.017140266164173856,0.002,,
68,baseline,27739,27740,2026-03-26 17:40:00+00:00,-1,2066.62,909.2003013474125,4.569140133323197,,0.0,27813,2026-03-26 23:45:00+00:00,open,2058.63,reverse_arrow,0.0038662163339171496,0.0018662163339171495,0.002,,
69,baseline,27872,27873,2026-03-27 04:45:00+00:00,-1,2051.5,910.8970658005894,4.031421209781259,,0.0,27919,2026-03-27 08:35:00+00:00,open,2055.48,reverse_arrow,-0.001940043870338748,-0.003940043870338748,0.002,,
70,baseline,28051,28052,2026-03-27 19:40:00+00:00,-1,1992.34,907.3080913999722,5.022230561877662,,0.0,28136,2026-03-28 02:40:00+00:00,open,1983.91,reverse_arrow,0.004231205517130521,0.0022312055171305207,0.002,,
71,baseline,28135,28136,2026-03-28 02:40:00+00:00,1,1983.91,909.332482219241,2.813311067112728,,0.0,28141,2026-03-28 03:05:00+00:00,open,1986.09,reverse_arrow,0.0010988401691607308,-0.0009011598308392692,0.002,,
72,baseline,28140,28141,2026-03-28 03:05:00+00:00,-1,1986.09,908.5130283133876,2.443639938049398,,0.0,28210,2026-03-28 08:50:00+00:00,open,2001.24,reverse_arrow,-0.007628053109375754,-0.009628053109375756,0.002,,
73,baseline,28209,28210,2026-03-28 08:50:00+00:00,1,2001.24,899.7658166262265,2.1919080745807493,,0.0,28246,2026-03-28 11:50:00+00:00,open,1997.9,reverse_arrow,-0.0016689652415502465,-0.0036689652415502465,0.002,,
74,baseline,28353,28354,2026-03-28 20:50:00+00:00,1,2022.18,896.4646071194899,2.028995997457516,,0.0,28463,2026-03-29 05:55:00+00:00,open,2004.82,reverse_arrow,-0.008584794627580217,-0.010584794627580218,0.002,,
75,baseline,28462,28463,2026-03-29 05:55:00+00:00,-1,2004.82,886.9757133622356,2.723236644209339,,0.0,28471,2026-03-29 06:35:00+00:00,open,2001.49,reverse_arrow,0.0016609969972366523,-0.00033900300276334776,0.002,,
76,baseline,28791,28792,2026-03-30 09:20:00+00:00,1,2058.42,886.6750259320277,4.74368795099715,,0.0,28814,2026-03-30 11:10:00+00:00,open,2058.8,reverse_arrow,0.0001846076116633899,-0.0018153923883366101,0.002,,
77,baseline,28847,28848,2026-03-30 14:00:00+00:00,1,2059.79,885.0653628390224,5.821853771327057,,0.0,28921,2026-03-30 20:05:00+00:00,open,2023.49,reverse_arrow,-0.017623155758596742,-0.019623155758596744,0.002,,
78,baseline,28920,28921,2026-03-30 20:05:00+00:00,-1,2023.49,867.6975873674934,5.807025907190524,,0.0,29045,2026-03-31 06:25:00+00:00,open,2058.03,reverse_arrow,-0.017069518505157033,-0.019069518505157035,0.002,,
79,baseline,29044,29045,2026-03-31 06:25:00+00:00,1,2058.03,851.1510121683089,4.267504143103011,,0.0,29053,2026-03-31 07:05:00+00:00,open,2060.9,reverse_arrow,0.0013945374945942834,-0.0006054625054057166,0.002,,
80,baseline,29147,29148,2026-03-31 15:00:00+00:00,1,2045.01,850.6356721440028,9.518862001813156,,0.0,29336,2026-04-01 06:40:00+00:00,open,2144.9,reverse_arrow,0.048845726915760945,0.046845726915760943,0.002,,
81,baseline,29347,29348,2026-04-01 07:40:00+00:00,1,2139.0,890.4843185460655,5.825732729730183,,0.0,29496,2026-04-01 20:00:00+00:00,open,2140.34,reverse_arrow,0.0006264609630668438,-0.0013735390369331562,0.002,,
82,baseline,29639,29640,2026-04-02 08:00:00+00:00,-1,2054.85,889.2612035727657,3.4693812536993636,,0.0,29668,2026-04-02 10:20:00+00:00,open,2034.69,reverse_arrow,0.009810935104752061,0.00781093510475206,0.002,,
83,baseline,29758,29759,2026-04-02 17:55:00+00:00,1,2049.49,896.2071651250463,6.1116666223306195,,0.0,29893,2026-04-03 05:05:00+00:00,open,2054.37,reverse_arrow,0.0023810801711645624,0.00038108017116456235,0.002,,
84,baseline,29892,29893,2026-04-03 05:05:00+00:00,-1,2054.37,896.548691904931,3.383946365030512,,0.0,29938,2026-04-03 08:50:00+00:00,open,2060.93,reverse_arrow,-0.003193193047016818,-0.005193193047016818,0.002,,
85,baseline,29937,29938,2026-04-03 08:50:00+00:00,1,2060.93,891.8927414718183,3.561938754793189,,0.0,30440,2026-04-05 02:40:00+00:00,open,2057.75,reverse_arrow,-0.0015429927265845356,-0.0035429927265845356,0.002,,
86,baseline,30439,30440,2026-04-05 02:40:00+00:00,-1,2057.75,888.7327719758902,1.9095930832638104,,0.0,30468,2026-04-05 05:00:00+00:00,open,2054.37,reverse_arrow,0.0016425707690439495,-0.00035742923095605054,0.002,,
87,baseline,30508,30509,2026-04-05 08:25:00+00:00,-1,2037.13,888.4151129046774,2.365068022304468,,0.0,30561,2026-04-05 12:45:00+00:00,open,2024.01,reverse_arrow,0.006440433354768738,0.0044404333547687375,0.002,,
88,baseline,30577,30578,2026-04-05 14:10:00+00:00,-1,2038.16,892.3600610048999,3.670932646232349,,0.0,30667,2026-04-05 21:35:00+00:00,open,2058.27,reverse_arrow,-0.009866742552105734,-0.011866742552105736,0.002,,
89,baseline,30666,30667,2026-04-05 21:35:00+00:00,1,2058.27,881.7706538971734,3.184595445573162,,0.0,30684,2026-04-05 23:00:00+00:00,open,2084.69,reverse_arrow,0.012836022484902454,0.010836022484902452,0.002,,
90,baseline,30711,30712,2026-04-06 01:20:00+00:00,1,2114.17,891.3255405293303,6.909318691349583,,0.0,30985,2026-04-07 00:05:00+00:00,open,2108.76,reverse_arrow,-0.0025589238329934982,-0.004558923832993498,0.002,,
91,baseline,30984,30985,2026-04-07 00:05:00+00:00,-1,2108.76,887.2620552796553,6.213797988373236,,0.0,31009,2026-04-07 02:05:00+00:00,open,2098.22,reverse_arrow,0.004998197993133613,0.002998197993133613,0.002,,
92,baseline,31014,31015,2026-04-07 02:35:00+00:00,-1,2102.99,889.9222425931785,5.287893152784926,,0.0,31048,2026-04-07 05:20:00+00:00,open,2109.8,reverse_arrow,-0.0032382464966549396,-0.00523824649665494,0.002,,
93,baseline,31274,31275,2026-04-08 00:15:00+00:00,1,2242.45,885.2606105236194,12.951142334513118,,0.0,31362,2026-04-08 07:30:00+00:00,open,2255.21,reverse_arrow,0.005690204909808649,0.0036902049098086493,0.002,,
94,baseline,31388,31389,2026-04-08 09:45:00+00:00,1,2245.32,888.5274035750339,4.299337001227975,,0.0,31411,2026-04-08 11:35:00+00:00,open,2251.99,reverse_arrow,0.002970623340993628,0.0009706233409936278,0.002,,
95,baseline,31438,31439,2026-04-08 13:55:00+00:00,1,2234.66,889.3898290120562,7.918548793970877,,0.0,31459,2026-04-08 15:35:00+00:00,open,2207.2,reverse_arrow,-0.012288222816893901,-0.014288222816893903,0.002,,
96,baseline,31458,31459,2026-04-08 15:35:00+00:00,-1,2207.2,876.6820289640528,8.147568159191229,,0.0,31500,2026-04-08 19:00:00+00:00,open,2200.84,reverse_arrow,0.0028814787966653377,0.0008814787966653376,0.002,,
97,baseline,31646,31647,2026-04-09 07:15:00+00:00,-1,2183.5,877.4548055840022,2.7979344150459595,,0.0,31697,2026-04-09 11:25:00+00:00,open,2181.17,reverse_arrow,0.0010670941149529822,-0.0009329058850470178,0.002,,
98,baseline,31696,31697,2026-04-09 11:25:00+00:00,1,2181.17,876.63622283201,3.5743997817823536,,0.0,31740,2026-04-09 15:00:00+00:00,open,2177.06,reverse_arrow,-0.001884309797035577,-0.003884309797035577,0.002,,
99,baseline,31739,31740,2026-04-09 15:00:00+00:00,-1,2177.06,873.2310961632274,6.423078619455835,,0.0,31761,2026-04-09 16:45:00+00:00,open,2202.18,reverse_arrow,-0.011538496871928094,-0.013538496871928096,0.002,,
100,baseline,31760,31761,2026-04-09 16:45:00+00:00,1,2202.18,861.4088596993513,9.073341358018155,,0.0,31768,2026-04-09 17:20:00+00:00,open,2218.49,reverse_arrow,0.007406297396216344,0.005406297396216344,0.002,,
101,baseline,31811,31812,2026-04-09 21:00:00+00:00,1,2212.33,866.0658921746216,4.7925699440946925,,0.0,31870,2026-04-10 01:50:00+00:00,open,2198.44,reverse_arrow,-0.006278448513558077,-0.008278448513558077,0.002,,
102,baseline,31869,31870,2026-04-10 01:50:00+00:00,-1,2198.44,858.8962102769052,6.341563009077457,,0.0,31891,2026-04-10 03:35:00+00:00,open,2184.8,reverse_arrow,0.006204399483269896,0.004204399483269896,0.002,,
103,baseline,31950,31951,2026-04-10 08:35:00+00:00,-1,2184.0,862.5073530595758,3.20025665855215,,0.0,32038,2026-04-10 15:50:00+00:00,open,2226.54,reverse_arrow,-0.019478021978021953,-0.021478021978021955,0.002,,
104,baseline,32037,32038,2026-04-10 15:50:00+00:00,1,2226.54,843.9824011743567,7.99535919463869,,0.0,32047,2026-04-10 16:35:00+00:00,open,2239.54,reverse_arrow,0.005838655492378386,0.003838655492378386,0.002,,
105,baseline,32084,32085,2026-04-10 19:45:00+00:00,1,2243.9,847.2221588540954,3.9367424338365162,,0.0,32092,2026-04-10 20:20:00+00:00,open,2253.67,reverse_arrow,0.004354026471767858,0.002354026471767858,0.002,,
106,baseline,32119,32120,2026-04-10 22:40:00+00:00,1,2238.39,849.2165422435062,4.210625469316658,,0.0,32220,2026-04-11 07:00:00+00:00,open,2234.99,reverse_arrow,-0.0015189488873700308,-0.003518948887370031,0.002,,
107,baseline,32219,32220,2026-04-11 07:00:00+00:00,-1,2234.99,846.2281926370422,2.376139323983633,,0.0,32384,2026-04-11 20:40:00+00:00,open,2292.01,reverse_arrow,-0.02551241840008256,-0.02751241840008256,0.002,,
108,baseline,32383,32384,2026-04-11 20:40:00+00:00,1,2292.01,822.9464085392663,7.132357711998707,,0.0,32519,2026-04-12 07:55:00+00:00,open,2218.99,reverse_arrow,-0.031858499744765734,-0.033858499744765735,0.002,,
109,baseline,32518,32519,2026-04-12 07:55:00+00:00,-1,2218.99,795.0826777757836,2.238376592404579,,0.0,32554,2026-04-12 10:50:00+00:00,open,2209.99,reverse_arrow,0.004055899305539956,0.002055899305539956,0.002,,
110,baseline,32615,32616,2026-04-12 16:00:00+00:00,-1,2185.5,796.7172877008697,4.236181897913915,,0.0,32653,2026-04-12 19:05:00+00:00,open,2200.17,reverse_arrow,-0.0067124227865478225,-0.008712422786547823,0.002,,
111,baseline,32652,32653,2026-04-12 19:05:00+00:00,1,2200.17,789.7759498490681,3.137607426955071,,0.0,32769,2026-04-13 04:45:00+00:00,open,2195.3,reverse_arrow,-0.002213465323134045,-0.004213465323134045,0.002,,
112,baseline,32768,32769,2026-04-13 04:45:00+00:00,-1,2195.3,786.4482562713338,2.855975174338838,,0.0,32802,2026-04-13 07:30:00+00:00,open,2183.74,reverse_arrow,0.005265795107730287,0.0032657951077302867,0.002,,
113,baseline,32899,32900,2026-04-13 15:40:00+00:00,1,2203.06,789.0166351391478,8.488723323587568,,0.0,32910,2026-04-13 16:30:00+00:00,open,2225.29,reverse_arrow,0.01009051047179832,0.008090510471798318,0.002,,
114,baseline,33093,33094,2026-04-14 07:50:00+00:00,1,2371.69,795.4001824881641,4.838477149921451,,0.0,33304,2026-04-15 01:20:00+00:00,open,2336.55,reverse_arrow,-0.01481643891065021,-0.01681643891065021,0.002,,
115,baseline,33316,33317,2026-04-15 02:25:00+00:00,1,2327.4,782.0243839098318,4.6924109227555615,,0.0,33385,2026-04-15 08:05:00+00:00,open,2316.6,reverse_arrow,-0.004640371229698403,-0.0066403712296984035,0.002,,
116,baseline,33384,33385,2026-04-15 08:05:00+00:00,-1,2316.6,776.8314516899944,4.01734973405143,,0.0,33416,2026-04-15 10:40:00+00:00,open,2314.66,reverse_arrow,0.000837434170767537,-0.001162565829232463,0.002,,
