target_trade_id,event,day,vol_bin,side,signal_i,target_net_return,target_gross_return,choices,matched,control_signal_i,control_entry_time,reason,control_net_return,control_gross_return,control_exit_time,excess_net_return
1,2026-03-01T00:45:00+00:00|1,2026-03-01,2,1,20336,0.023451253382162696,0.025451253382162697,161,True,20460,2026-03-01 11:05:00+00:00,matched,-0.009533601575207662,-0.00753360157520766,2026-03-02 03:35:00+00:00,0.03298485495737036
2,2026-03-01T06:05:00+00:00|1,2026-03-01,2,1,20400,-0.019209223465581515,-0.017209223465581514,161,True,20408,2026-03-01 06:45:00+00:00,matched,-0.013629889669007023,-0.01162988966900702,2026-03-02 03:35:00+00:00,-0.005579333796574493
3,2026-03-02T09:25:00+00:00|-1,2026-03-02,2,-1,20728,-0.0352813232984559,-0.0332813232984559,164,True,20667,2026-03-02 04:20:00+00:00,matched,-0.030911037882903836,-0.028911037882903834,2026-03-02 23:45:00+00:00,-0.0043702854155520665
4,2026-03-02T23:45:00+00:00|1,2026-03-02,2,1,20900,-0.0340859837250731,-0.0320859837250731,164,True,20719,2026-03-02 08:40:00+00:00,matched,0.012279434201339479,0.01427943420133948,2026-03-02 09:25:00+00:00,-0.04636541792641258
5,2026-03-03T14:20:00+00:00|-1,2026-03-03,2,-1,21075,0.010837703488816741,0.012837703488816743,204,True,21029,2026-03-03 10:30:00+00:00,matched,-0.00569933299127756,-0.0036993329912775597,2026-03-03 13:20:00+00:00,0.016537036480094303
6,2026-03-04T05:05:00+00:00|-1,2026-03-04,2,-1,21252,-0.05759610270962723,-0.055596102709627226,173,True,21472,2026-03-04 23:25:00+00:00,matched,0.0053997461332329095,0.0073997461332329095,2026-03-05 01:55:00+00:00,-0.06299584884286014
7,2026-03-04T10:50:00+00:00|1,2026-03-04,3,1,21321,0.04815858894519032,0.05015858894519032,109,True,21370,2026-03-04 14:55:00+00:00,matched,0.04183473425702977,0.04383473425702977,2026-03-04 19:10:00+00:00,0.006323854688160546
8,2026-03-04T21:15:00+00:00|1,2026-03-04,2,1,21446,-0.011088365586383708,-0.009088365586383707,173,True,21461,2026-03-04 22:30:00+00:00,matched,-0.014450041825448401,-0.012450041825448399,2026-03-05 04:15:00+00:00,0.0033616762390646926
9,2026-03-05T04:15:00+00:00|-1,2026-03-05,2,-1,21530,0.002023510477597858,0.004023510477597858,226,True,21536,2026-03-05 04:45:00+00:00,matched,0.008060945663409536,0.010060945663409537,2026-03-05 05:45:00+00:00,-0.0060374351858116775
10,2026-03-05T10:00:00+00:00|1,2026-03-05,2,1,21599,0.006307250605982253,0.008307250605982253,226,True,21523,2026-03-05 03:40:00+00:00,matched,0.0042410326588788756,0.006241032658878876,2026-03-05 04:15:00+00:00,0.002066217947103377
11,2026-03-05T11:55:00+00:00|1,2026-03-05,2,1,21622,-0.0235415149273992,-0.021541514927399197,226,True,21531,2026-03-05 04:20:00+00:00,matched,-0.0021269453194790993,-0.00012694531947909926,2026-03-05 09:15:00+00:00,-0.021414569607920098
12,2026-03-05T20:35:00+00:00|-1,2026-03-05,2,-1,21726,0.0038125071759348445,0.0058125071759348446,226,True,21714,2026-03-05 19:35:00+00:00,matched,-0.0031079691888220556,-0.0011079691888220555,2026-03-05 23:15:00+00:00,0.0069204763647569
13,2026-03-06T01:55:00+00:00|-1,2026-03-06,2,-1,21790,0.01064833879718552,0.012648338797185521,203,True,21902,2026-03-06 11:15:00+00:00,matched,0.007798837902409096,0.009798837902409097,2026-03-06 12:15:00+00:00,0.0028495008947764236
14,2026-03-06T10:20:00+00:00|-1,2026-03-06,2,-1,21891,0.007798837902409096,0.009798837902409097,203,True,21859,2026-03-06 07:40:00+00:00,matched,0.01632394075227117,0.018323940752271173,2026-03-06 12:15:00+00:00,-0.008525102849862076
15,2026-03-06T18:25:00+00:00|-1,2026-03-06,2,-1,21988,-0.001423003922561004,0.000576996077438996,203,True,21997,2026-03-06 19:10:00+00:00,matched,-0.0005082627075789752,0.0014917372924210248,2026-03-07 02:35:00+00:00,-0.0009147412149820289
16,2026-03-07T03:55:00+00:00|1,2026-03-07,2,1,22102,-0.0027023394472234213,-0.0007023394472234212,40,True,22106,2026-03-07 04:15:00+00:00,matched,0.0020819020445048703,0.00408190204450487,2026-03-07 06:00:00+00:00,-0.004784241491728292
17,2026-03-07T06:00:00+00:00|-1,2026-03-07,1,-1,22127,-0.0014488575170271672,0.0005511424829728329,246,True,22171,2026-03-07 09:40:00+00:00,matched,0.01072314674735253,0.012723146747352532,2026-03-08 20:20:00+00:00,-0.012172004264379697
18,2026-03-07T17:25:00+00:00|-1,2026-03-07,1,-1,22264,0.009905963580570831,0.011905963580570833,246,True,22137,2026-03-07 06:50:00+00:00,matched,-0.0035048260836521,-0.0015048260836521,2026-03-07 09:00:00+00:00,0.013410789664222931
19,2026-03-08T20:20:00+00:00|1,2026-03-08,2,1,22587,-0.0014177048376469142,0.0005822951623530859,167,True,22566,2026-03-08 18:35:00+00:00,matched,0.010641008798017992,0.012641008798017994,2026-03-08 19:25:00+00:00,-0.012058713635664907
20,2026-03-09T03:55:00+00:00|1,2026-03-09,3,1,22678,0.0021966548403447046,0.004196654840344705,67,True,22642,2026-03-09 00:55:00+00:00,matched,0.003962101371129291,0.005962101371129291,2026-03-09 03:00:00+00:00,-0.0017654465307845868
21,2026-03-10T00:45:00+00:00|-1,2026-03-10,2,-1,22928,-0.003447364507846549,-0.0014473645078465491,223,True,22986,2026-03-10 05:35:00+00:00,matched,0.010801845029268287,0.012801845029268288,2026-03-11 03:35:00+00:00,-0.014249209537114836
22,2026-03-11T04:35:00+00:00|-1,2026-03-11,1,-1,23262,0.0010660528009669452,0.003066052800966945,69,True,23264,2026-03-11 04:45:00+00:00,matched,-2.7506689752930177e-05,0.00197249331024707,2026-03-11 05:35:00+00:00,0.0010935594907198753
23,2026-03-11T05:35:00+00:00|1,2026-03-11,1,1,23274,-0.0057309938638211416,-0.0037309938638211415,69,True,23303,2026-03-11 08:00:00+00:00,matched,0.023193374560060542,0.025193374560060544,2026-03-11 13:45:00+00:00,-0.028924368423881686
24,2026-03-11T06:40:00+00:00|-1,2026-03-11,2,-1,23287,0.0034863509087851314,0.005486350908785131,175,True,23230,2026-03-11 01:55:00+00:00,matched,0.005355000368486908,0.007355000368486908,2026-03-11 03:35:00+00:00,-0.0018686494597017766
25,2026-03-11T15:20:00+00:00|1,2026-03-11,3,1,23391,0.00921452473634421,0.011214524736344211,41,True,23386,2026-03-11 14:55:00+00:00,matched,0.0007911611617423837,0.0027911611617423837,2026-03-12 15:45:00+00:00,0.008423363574601826
26,2026-03-12T21:40:00+00:00|1,2026-03-12,1,1,23755,0.03353457286627415,0.03553457286627415,67,True,23585,2026-03-12 07:30:00+00:00,matched,0.01775049929655781,0.01975049929655781,2026-03-12 15:45:00+00:00,0.01578407356971634
27,2026-03-13T02:45:00+00:00|1,2026-03-13,2,1,23816,0.00042462776507212925,0.0024246277650721293,170,True,23883,2026-03-13 08:20:00+00:00,matched,0.00595332016526884,0.00795332016526884,2026-03-13 09:55:00+00:00,-0.005528692400196711
28,2026-03-13T09:55:00+00:00|-1,2026-03-13,2,-1,23902,-0.01998215511324619,-0.01798215511324619,170,True,23883,2026-03-13 08:20:00+00:00,matched,-0.028078493115392344,-0.026078493115392343,2026-03-13 15:00:00+00:00,0.008096338002146153
29,2026-03-13T15:00:00+00:00|1,2026-03-13,3,1,23963,-0.021115240114570444,-0.019115240114570442,84,True,23957,2026-03-13 14:30:00+00:00,matched,-0.040982278711675924,-0.03898227871167592,2026-03-13 20:30:00+00:00,0.01986703859710548
30,2026-03-13T20:30:00+00:00|-1,2026-03-13,2,-1,24029,0.009931567695173893,0.011931567695173895,170,True,23842,2026-03-13 04:55:00+00:00,matched,-0.021531250000000002,-0.01953125,2026-03-13 15:00:00+00:00,0.031462817695173895
31,2026-03-14T11:20:00+00:00|-1,2026-03-14,1,-1,24207,-0.004469613126163006,-0.002469613126163006,238,True,24264,2026-03-14 16:05:00+00:00,matched,-0.0032260344061940654,-0.0012260344061940653,2026-03-14 18:00:00+00:00,-0.0012435787199689408
32,2026-03-14T18:00:00+00:00|1,2026-03-14,0,1,24287,0.003606818817313064,0.005606818817313064,48,True,24309,2026-03-14 19:50:00+00:00,matched,0.001898372790320348,0.003898372790320348,2026-03-14 22:00:00+00:00,0.001708446026992716
33,2026-03-15T00:20:00+00:00|1,2026-03-15,1,1,24363,0.006927333323770047,0.008927333323770048,194,True,24583,2026-03-15 18:40:00+00:00,matched,-0.0009142030772149017,0.0010857969227850983,2026-03-15 19:35:00+00:00,0.00784153640098495
34,2026-03-15T21:20:00+00:00|1,2026-03-15,2,1,24615,0.023535718486110024,0.025535718486110026,77,True,24530,2026-03-15 14:15:00+00:00,matched,0.005568703292505363,0.007568703292505363,2026-03-15 18:00:00+00:00,0.017967015193604663
35,2026-03-16T00:35:00+00:00|1,2026-03-16,3,1,24654,0.0028295153433886017,0.004829515343388602,119,True,24839,2026-03-16 16:00:00+00:00,matched,0.02593986921201541,0.02793986921201541,2026-03-16 20:45:00+00:00,-0.02311035386862681
36,2026-03-16T07:55:00+00:00|1,2026-03-16,2,1,24742,0.00957828692970697,0.011578286929706971,167,True,24757,2026-03-16 09:10:00+00:00,matched,0.010709372772629955,0.012709372772629957,2026-03-16 11:10:00+00:00,-0.0011310858429229853
37,2026-03-16T13:05:00+00:00|1,2026-03-16,2,1,24804,0.001560437437714281,0.003560437437714281,167,True,24791,2026-03-16 12:00:00+00:00,matched,0.005661315207137642,0.007661315207137642,2026-03-16 15:15:00+00:00,-0.004100877769423361
38,2026-03-16T16:05:00+00:00|1,2026-03-16,3,1,24840,0.02589915818470656,0.027899158184706563,119,True,24830,2026-03-16 15:15:00+00:00,matched,-0.0005170084692378545,0.0014829915307621455,2026-03-16 15:25:00+00:00,0.026416166653944417
39,2026-03-16T23:15:00+00:00|1,2026-03-16,3,1,24926,-0.0037959155748639156,-0.0017959155748639155,119,True,24696,2026-03-16 04:05:00+00:00,matched,0.013527769960286928,0.01552776996028693,2026-03-16 11:10:00+00:00,-0.017323685535150846
40,2026-03-17T07:30:00+00:00|-1,2026-03-17,2,-1,25025,0.0031661212110827303,0.00516612121108273,201,True,25082,2026-03-17 12:15:00+00:00,matched,-0.0006841199944956893,0.0013158800055043107,2026-03-17 15:30:00+00:00,0.0038502412055784196
41,2026-03-17T15:30:00+00:00|1,2026-03-17,3,1,25121,0.00020032897286381864,0.0022003289728638187,57,True,24962,2026-03-17 02:15:00+00:00,matched,-0.007948705720040248,-0.005948705720040248,2026-03-17 07:30:00+00:00,0.008149034692904067
42,2026-03-17T20:40:00+00:00|-1,2026-03-17,2,-1,25183,0.0014758473720616356,0.0034758473720616356,201,True,25161,2026-03-17 18:50:00+00:00,matched,0.005165666441223517,0.007165666441223517,2026-03-17 22:40:00+00:00,-0.0036898190691618815
43,2026-03-17T22:40:00+00:00|1,2026-03-17,2,1,25207,0.0022769681814263105,0.0042769681814263105,201,True,25160,2026-03-17 18:45:00+00:00,matched,-0.005578996939015866,-0.003578996939015866,2026-03-17 20:40:00+00:00,0.007855965120442177
44,2026-03-17T23:15:00+00:00|-1,2026-03-17,1,-1,25214,0.0016705991448148234,0.0036705991448148234,27,True,25213,2026-03-17 23:10:00+00:00,matched,0.0017304783082774406,0.0037304783082774406,2026-03-17 23:50:00+00:00,-5.9879163462617235e-05
45,2026-03-18T04:40:00+00:00|1,2026-03-18,1,1,25279,-0.06594150680932176,-0.06394150680932176,104,True,25330,2026-03-18 08:55:00+00:00,matched,-0.06296615527741656,-0.060966155277416556,2026-03-18 17:00:00+00:00,-0.0029753515319052015
