trade_id,kind,bar_open,time,timing,side,price,fraction,gross_return,cost_return,net_return,reason
17,exit,2026-03-07 04:00:00+00:00,2026-03-07 04:05:00+00:00,intrabar,1,1971.78,1.0,-0.0036986509019251157,0.001,-0.004698650901925116,stop
18,entry,2026-03-07 06:00:00+00:00,2026-03-07 06:00:00+00:00,open,-1,1977.71,1.0,0.0,0.001,-0.001,arrow_next_open
18,exit,2026-03-07 07:55:00+00:00,2026-03-07 08:00:00+00:00,intrabar,-1,1983.8300000000002,1.0,-0.0030944880695349397,0.001,-0.00409448806953494,stop
19,entry,2026-03-07 17:25:00+00:00,2026-03-07 17:25:00+00:00,open,-1,1981.36,1.0,0.0,0.001,-0.001,arrow_next_open
19,exit,2026-03-08 20:20:00+00:00,2026-03-08 20:20:00+00:00,open,-1,1957.77,1.0,0.011905963580570833,0.001,0.010905963580570832,reverse_arrow
20,entry,2026-03-08 20:20:00+00:00,2026-03-08 20:20:00+00:00,open,1,1957.77,1.0,0.0,0.001,-0.001,arrow_next_open
20,exit,2026-03-08 21:10:00+00:00,2026-03-08 21:15:00+00:00,intrabar,1,1946.57,1.0,-0.005720794577504074,0.001,-0.006720794577504074,stop
21,entry,2026-03-08 21:20:00+00:00,2026-03-08 21:20:00+00:00,open,1,1946.81,1.0,0.0,0.001,-0.001,arrow_next_open
21,exit,2026-03-08 22:00:00+00:00,2026-03-08 22:05:00+00:00,intrabar,1,1934.42,1.0,-0.00636425742625113,0.001,-0.00736425742625113,stop
22,entry,2026-03-08 23:55:00+00:00,2026-03-08 23:55:00+00:00,open,1,1937.71,1.0,0.0,0.001,-0.001,arrow_next_open
22,exit,2026-03-09 03:00:00+00:00,2026-03-09 03:00:00+00:00,open,1,1958.91,1.0,0.010940749647780246,0.001,0.009940749647780245,reverse_arrow
23,entry,2026-03-09 03:55:00+00:00,2026-03-09 03:55:00+00:00,open,1,1973.0,1.0,0.0,0.001,-0.001,arrow_next_open
23,exit,2026-03-09 07:50:00+00:00,2026-03-09 07:50:00+00:00,open,1,1981.28,1.0,0.004196654840344705,0.001,0.0031966548403447046,reverse_arrow
24,entry,2026-03-10 00:45:00+00:00,2026-03-10 00:45:00+00:00,open,-1,2017.46,1.0,0.0,0.001,-0.001,arrow_next_open
24,exit,2026-03-10 02:30:00+00:00,2026-03-10 02:35:00+00:00,intrabar,-1,2028.98,1.0,-0.005710150387120416,0.001,-0.006710150387120416,stop
25,entry,2026-03-10 14:55:00+00:00,2026-03-10 14:55:00+00:00,open,-1,2064.6,1.0,0.0,0.001,-0.001,arrow_next_open
25,exit,2026-03-10 15:00:00+00:00,2026-03-10 15:05:00+00:00,intrabar,-1,2084.3,1.0,-0.009541799864380751,0.001,-0.010541799864380752,stop
26,entry,2026-03-10 20:40:00+00:00,2026-03-10 20:40:00+00:00,open,-1,2044.41,1.0,0.0,0.001,-0.001,arrow_next_open
26,exit,2026-03-11 03:35:00+00:00,2026-03-11 03:35:00+00:00,open,-1,2020.38,1.0,0.011754002377213912,0.001,0.010754002377213912,reverse_arrow
27,entry,2026-03-11 04:35:00+00:00,2026-03-11 04:35:00+00:00,open,-1,2035.19,1.0,0.0,0.001,-0.001,arrow_next_open
27,exit,2026-03-11 05:35:00+00:00,2026-03-11 05:35:00+00:00,open,-1,2028.95,1.0,0.003066052800966945,0.001,0.002066052800966945,reverse_arrow
28,entry,2026-03-11 05:35:00+00:00,2026-03-11 05:35:00+00:00,open,1,2028.95,1.0,0.0,0.001,-0.001,arrow_next_open
28,exit,2026-03-11 05:35:00+00:00,2026-03-11 05:40:00+00:00,intrabar,1,2021.57,1.0,-0.0036373493678997226,0.001,-0.004637349367899723,stop
29,entry,2026-03-11 06:40:00+00:00,2026-03-11 06:40:00+00:00,open,-1,2021.38,1.0,0.0,0.001,-0.001,arrow_next_open
29,exit,2026-03-11 07:45:00+00:00,2026-03-11 07:45:00+00:00,open,-1,2010.29,1.0,0.005486350908785131,0.001,0.004486350908785131,reverse_arrow
30,entry,2026-03-11 15:20:00+00:00,2026-03-11 15:20:00+00:00,open,1,2050.02,1.0,0.0,0.001,-0.001,arrow_next_open
30,exit,2026-03-11 15:30:00+00:00,2026-03-11 15:35:00+00:00,intrabar,1,2028.69,1.0,-0.010404776538765481,0.001,-0.011404776538765482,stop
31,entry,2026-03-11 22:45:00+00:00,2026-03-11 22:45:00+00:00,open,1,2063.01,1.0,0.0,0.001,-0.001,arrow_next_open
31,exit,2026-03-11 23:40:00+00:00,2026-03-11 23:45:00+00:00,intrabar,1,2053.51,1.0,-0.004604921934454942,0.001,-0.005604921934454942,stop
32,entry,2026-03-12 21:40:00+00:00,2026-03-12 21:40:00+00:00,open,1,2058.84,1.0,0.0,0.001,-0.001,arrow_next_open
32,exit,2026-03-13 00:30:00+00:00,2026-03-13 00:30:00+00:00,open,1,2132.0,1.0,0.03553457286627415,0.001,0.03453457286627415,reverse_arrow
33,entry,2026-03-13 02:45:00+00:00,2026-03-13 02:45:00+00:00,open,1,2107.54,1.0,0.0,0.001,-0.001,arrow_next_open
33,exit,2026-03-13 06:25:00+00:00,2026-03-13 06:30:00+00:00,intrabar,1,2093.2200000000003,1.0,-0.006794651584311473,0.001,-0.007794651584311473,stop
34,entry,2026-03-13 09:55:00+00:00,2026-03-13 09:55:00+00:00,open,-1,2112.65,1.0,0.0,0.001,-0.001,arrow_next_open
34,exit,2026-03-13 10:00:00+00:00,2026-03-13 10:05:00+00:00,intrabar,-1,2123.83,1.0,-0.005291931933827154,0.001,-0.006291931933827154,stop
35,entry,2026-03-13 15:00:00+00:00,2026-03-13 15:00:00+00:00,open,1,2150.64,1.0,0.0,0.001,-0.001,arrow_next_open
35,exit,2026-03-13 15:55:00+00:00,2026-03-13 16:00:00+00:00,intrabar,1,2127.06,1.0,-0.01096417810512218,0.001,-0.01196417810512218,stop
36,entry,2026-03-13 16:10:00+00:00,2026-03-13 16:10:00+00:00,open,1,2128.84,1.0,0.0,0.001,-0.001,arrow_next_open
36,exit,2026-03-13 17:40:00+00:00,2026-03-13 17:45:00+00:00,intrabar,1,2107.2,1.0,-0.01016516036902737,0.001,-0.011165160369027372,stop
37,entry,2026-03-13 20:30:00+00:00,2026-03-13 20:30:00+00:00,open,-1,2109.53,1.0,0.0,0.001,-0.001,arrow_next_open
37,exit,2026-03-14 01:00:00+00:00,2026-03-14 01:00:00+00:00,open,-1,2084.36,1.0,0.011931567695173895,0.001,0.010931567695173894,reverse_arrow
38,entry,2026-03-14 11:20:00+00:00,2026-03-14 11:20:00+00:00,open,-1,2069.15,1.0,0.0,0.001,-0.001,arrow_next_open
38,exit,2026-03-14 11:40:00+00:00,2026-03-14 11:45:00+00:00,intrabar,-1,2074.39,1.0,-0.0025324408573568213,0.001,-0.0035324408573568214,stop
39,entry,2026-03-14 11:45:00+00:00,2026-03-14 11:45:00+00:00,open,-1,2074.4,1.0,0.0,0.001,-0.001,arrow_next_open
39,exit,2026-03-14 13:25:00+00:00,2026-03-14 13:30:00+00:00,intrabar,-1,2079.46,1.0,-0.002439259544928518,0.001,-0.003439259544928518,stop
40,entry,2026-03-14 13:35:00+00:00,2026-03-14 13:35:00+00:00,open,-1,2077.89,1.0,0.0,0.001,-0.001,arrow_next_open
40,exit,2026-03-14 18:00:00+00:00,2026-03-14 18:00:00+00:00,open,-1,2074.26,1.0,0.0017469644687637675,0.001,0.0007469644687637675,reverse_arrow
41,entry,2026-03-14 18:00:00+00:00,2026-03-14 18:00:00+00:00,open,1,2074.26,1.0,0.0,0.001,-0.001,arrow_next_open
41,exit,2026-03-14 22:00:00+00:00,2026-03-14 22:00:00+00:00,open,1,2085.89,1.0,0.005606818817313064,0.001,0.004606818817313064,reverse_arrow
42,entry,2026-03-15 00:20:00+00:00,2026-03-15 00:20:00+00:00,open,1,2091.33,1.0,0.0,0.001,-0.001,arrow_next_open
42,exit,2026-03-15 01:10:00+00:00,2026-03-15 01:15:00+00:00,intrabar,1,2085.0,1.0,-0.0030267819999713064,0.001,-0.004026781999971306,stop
43,entry,2026-03-15 07:55:00+00:00,2026-03-15 07:55:00+00:00,open,1,2104.17,1.0,0.0,0.001,-0.001,arrow_next_open
43,exit,2026-03-15 13:05:00+00:00,2026-03-15 13:10:00+00:00,intrabar,1,2098.91,1.0,-0.0024997980201220127,0.001,-0.0034997980201220127,stop
44,entry,2026-03-15 21:20:00+00:00,2026-03-15 21:20:00+00:00,open,1,2125.65,1.0,0.0,0.001,-0.001,arrow_next_open
44,exit,2026-03-15 22:55:00+00:00,2026-03-15 22:55:00+00:00,open,1,2179.93,1.0,0.025535718486110026,0.001,0.024535718486110025,reverse_arrow
45,entry,2026-03-16 00:35:00+00:00,2026-03-16 00:35:00+00:00,open,1,2169.99,1.0,0.0,0.001,-0.001,arrow_next_open
45,exit,2026-03-16 03:15:00+00:00,2026-03-16 03:15:00+00:00,open,1,2180.47,1.0,0.004829515343388602,0.001,0.0038295153433886018,reverse_arrow
46,entry,2026-03-16 07:55:00+00:00,2026-03-16 07:55:00+00:00,open,1,2247.31,1.0,0.0,0.001,-0.001,arrow_next_open
46,exit,2026-03-16 08:45:00+00:00,2026-03-16 08:50:00+00:00,intrabar,1,2234.71,1.0,-0.005606703125069501,0.001,-0.006606703125069501,stop
47,entry,2026-03-16 08:50:00+00:00,2026-03-16 08:50:00+00:00,open,1,2242.09,1.0,0.0,0.001,-0.001,arrow_next_open
47,exit,2026-03-16 11:10:00+00:00,2026-03-16 11:10:00+00:00,open,1,2273.33,1.0,0.013933428185309182,0.001,0.012933428185309181,reverse_arrow
48,entry,2026-03-16 13:05:00+00:00,2026-03-16 13:05:00+00:00,open,1,2277.81,1.0,0.0,0.001,-0.001,arrow_next_open
48,exit,2026-03-16 14:30:00+00:00,2026-03-16 14:35:00+00:00,intrabar,1,2261.0,1.0,-0.0073798956014767825,0.001,-0.008379895601476783,stop
49,entry,2026-03-16 16:05:00+00:00,2026-03-16 16:05:00+00:00,open,1,2272.47,1.0,0.0,0.001,-0.001,arrow_next_open
49,exit,2026-03-16 20:45:00+00:00,2026-03-16 20:45:00+00:00,open,1,2335.87,1.0,0.027899158184706563,0.001,0.026899158184706562,reverse_arrow
50,entry,2026-03-16 23:15:00+00:00,2026-03-16 23:15:00+00:00,open,1,2338.64,1.0,0.0,0.001,-0.001,arrow_next_open
50,exit,2026-03-17 03:35:00+00:00,2026-03-17 03:40:00+00:00,intrabar,1,2319.85,1.0,-0.008034584202784467,0.001,-0.009034584202784468,stop
51,entry,2026-03-17 07:30:00+00:00,2026-03-17 07:30:00+00:00,open,-1,2334.44,1.0,0.0,0.001,-0.001,arrow_next_open
51,exit,2026-03-17 15:00:00+00:00,2026-03-17 15:05:00+00:00,intrabar,-1,2347.9900000000002,1.0,-0.005804389917924757,0.001,-0.006804389917924757,stop
52,entry,2026-03-17 15:30:00+00:00,2026-03-17 15:30:00+00:00,open,1,2322.38,1.0,0.0,0.001,-0.001,arrow_next_open
52,exit,2026-03-17 15:35:00+00:00,2026-03-17 15:40:00+00:00,intrabar,1,2303.84,1.0,-0.007983189658884449,0.001,-0.00898318965888445,stop
53,entry,2026-03-17 15:40:00+00:00,2026-03-17 15:40:00+00:00,open,1,2309.0,1.0,0.0,0.001,-0.001,arrow_next_open
53,exit,2026-03-17 20:40:00+00:00,2026-03-17 20:40:00+00:00,open,1,2327.49,1.0,0.008007795582503086,0.001,0.0070077955825030855,reverse_arrow
54,entry,2026-03-17 20:40:00+00:00,2026-03-17 20:40:00+00:00,open,-1,2327.49,1.0,0.0,0.001,-0.001,arrow_next_open
54,exit,2026-03-17 21:10:00+00:00,2026-03-17 21:15:00+00:00,intrabar,-1,2337.67,1.0,-0.0043738104137935885,0.001,-0.0053738104137935885,stop
55,entry,2026-03-17 22:40:00+00:00,2026-03-17 22:40:00+00:00,open,1,2319.4,1.0,0.0,0.001,-0.001,arrow_next_open
55,exit,2026-03-17 23:15:00+00:00,2026-03-17 23:15:00+00:00,open,1,2329.32,1.0,0.0042769681814263105,0.001,0.0032769681814263105,reverse_arrow
56,entry,2026-03-17 23:15:00+00:00,2026-03-17 23:15:00+00:00,open,-1,2329.32,1.0,0.0,0.001,-0.001,arrow_next_open
56,exit,2026-03-17 23:50:00+00:00,2026-03-17 23:50:00+00:00,open,-1,2320.77,1.0,0.0036705991448148234,0.001,0.0026705991448148234,reverse_arrow
57,entry,2026-03-18 04:40:00+00:00,2026-03-18 04:40:00+00:00,open,1,2329.16,1.0,0.0,0.001,-0.001,arrow_next_open
57,exit,2026-03-18 05:40:00+00:00,2026-03-18 05:45:00+00:00,intrabar,1,2321.21,1.0,-0.0034132476944477297,0.001,-0.00441324769444773,stop
58,entry,2026-03-18 17:00:00+00:00,2026-03-18 17:00:00+00:00,open,-1,2180.23,1.0,0.0,0.001,-0.001,arrow_next_open
58,exit,2026-03-18 17:25:00+00:00,2026-03-18 17:30:00+00:00,intrabar,-1,2196.76,1.0,-0.007581768895942309,0.001,-0.00858176889594231,stop
59,entry,2026-03-18 17:35:00+00:00,2026-03-18 17:35:00+00:00,open,-1,2195.08,1.0,0.0,0.001,-0.001,arrow_next_open
59,exit,2026-03-18 17:35:00+00:00,2026-03-18 17:40:00+00:00,intrabar,-1,2210.89,1.0,-0.007202470980556486,0.001,-0.008202470980556487,stop
60,entry,2026-03-18 20:50:00+00:00,2026-03-18 20:50:00+00:00,open,-1,2190.0,1.0,0.0,0.001,-0.001,arrow_next_open
60,exit,2026-03-19 03:15:00+00:00,2026-03-19 03:20:00+00:00,intrabar,-1,2208.16,1.0,-0.008292237442922401,0.001,-0.009292237442922402,stop
61,entry,2026-03-19 14:05:00+00:00,2026-03-19 14:05:00+00:00,open,-1,2134.26,1.0,0.0,0.001,-0.001,arrow_next_open
61,exit,2026-03-19 14:35:00+00:00,2026-03-19 14:35:00+00:00,open,-1,2113.46,1.0,0.009745766682597301,0.001,0.0087457666825973,reverse_arrow
62,entry,2026-03-19 17:35:00+00:00,2026-03-19 17:35:00+00:00,open,-1,2120.32,1.0,0.0,0.001,-0.001,arrow_next_open
62,exit,2026-03-19 18:40:00+00:00,2026-03-19 18:40:00+00:00,open,-1,2116.2,1.0,0.001943102927860152,0.001,0.0009431029278601519,reverse_arrow
63,entry,2026-03-19 19:15:00+00:00,2026-03-19 19:15:00+00:00,open,-1,2140.87,1.0,0.0,0.001,-0.001,arrow_next_open
63,exit,2026-03-19 19:20:00+00:00,2026-03-19 19:25:00+00:00,intrabar,-1,2155.57,1.0,-0.006866367411379581,0.001,-0.007866367411379582,stop
64,entry,2026-03-20 02:25:00+00:00,2026-03-20 02:25:00+00:00,open,1,2137.96,1.0,0.0,0.001,-0.001,arrow_next_open
64,exit,2026-03-20 07:00:00+00:00,2026-03-20 07:05:00+00:00,intrabar,1,2128.05,1.0,-0.004635259780351286,0.001,-0.005635259780351286,stop
65,entry,2026-03-20 09:35:00+00:00,2026-03-20 09:35:00+00:00,open,1,2144.39,1.0,0.0,0.001,-0.001,arrow_next_open
65,exit,2026-03-20 10:10:00+00:00,2026-03-20 10:15:00+00:00,intrabar,1,2131.98,1.0,-0.005787193560872761,0.001,-0.006787193560872761,stop
66,entry,2026-03-20 10:55:00+00:00,2026-03-20 10:55:00+00:00,open,-1,2146.8,1.0,0.0,0.001,-0.001,arrow_next_open
66,exit,2026-03-20 11:45:00+00:00,2026-03-20 11:45:00+00:00,open,-1,2138.36,1.0,0.003931432830258985,0.001,0.002931432830258985,reverse_arrow
67,entry,2026-03-20 20:15:00+00:00,2026-03-20 20:15:00+00:00,open,-1,2134.11,1.0,0.0,0.001,-0.001,arrow_next_open
67,exit,2026-03-20 21:15:00+00:00,2026-03-20 21:20:00+00:00,intrabar,-1,2145.75,1.0,-0.005454264306900658,0.001,-0.006454264306900658,stop
68,entry,2026-03-20 22:45:00+00:00,2026-03-20 22:45:00+00:00,open,1,2153.31,1.0,0.0,0.001,-0.001,arrow_next_open
68,exit,2026-03-20 23:15:00+00:00,2026-03-20 23:20:00+00:00,intrabar,1,2142.51,1.0,-0.005015534224054985,0.001,-0.006015534224054985,stop
69,entry,2026-03-20 23:20:00+00:00,2026-03-20 23:20:00+00:00,open,1,2146.24,1.0,0.0,0.001,-0.001,arrow_next_open
69,exit,2026-03-21 02:35:00+00:00,2026-03-21 02:35:00+00:00,open,1,2150.7,1.0,0.0020780527806769644,0.001,0.0010780527806769644,reverse_arrow
70,entry,2026-03-21 03:40:00+00:00,2026-03-21 03:40:00+00:00,open,1,2150.85,1.0,0.0,0.001,-0.001,arrow_next_open
70,exit,2026-03-21 09:05:00+00:00,2026-03-21 09:05:00+00:00,open,1,2155.68,1.0,0.002245623823139642,0.001,0.001245623823139642,reverse_arrow
71,entry,2026-03-22 00:40:00+00:00,2026-03-22 00:40:00+00:00,open,-1,2086.0,1.0,0.0,0.001,-0.001,arrow_next_open
71,exit,2026-03-22 02:25:00+00:00,2026-03-22 02:30:00+00:00,intrabar,-1,2107.01,1.0,-0.010071907957814208,0.001,-0.011071907957814209,stop
72,entry,2026-03-22 03:35:00+00:00,2026-03-22 03:35:00+00:00,open,-1,2115.36,1.0,0.0,0.001,-0.001,arrow_next_open
72,exit,2026-03-22 06:00:00+00:00,2026-03-22 06:00:00+00:00,open,-1,2111.71,1.0,0.0017254746237047591,0.001,0.0007254746237047591,reverse_arrow
73,entry,2026-03-22 12:30:00+00:00,2026-03-22 12:30:00+00:00,open,-1,2083.44,1.0,0.0,0.001,-0.001,arrow_next_open
73,exit,2026-03-23 00:05:00+00:00,2026-03-23 00:05:00+00:00,open,-1,2052.61,1.0,0.014797642360711127,0.001,0.013797642360711126,reverse_arrow
74,entry,2026-03-23 08:25:00+00:00,2026-03-23 08:25:00+00:00,open,-1,2054.15,1.0,0.0,0.001,-0.001,arrow_next_open
74,exit,2026-03-23 09:00:00+00:00,2026-03-23 09:00:00+00:00,open,-1,2046.66,1.0,0.00364627704890097,0.001,0.00264627704890097,reverse_arrow
75,entry,2026-03-23 10:15:00+00:00,2026-03-23 10:15:00+00:00,open,-1,2048.84,1.0,0.0,0.001,-0.001,arrow_next_open
75,exit,2026-03-23 11:05:00+00:00,2026-03-23 11:10:00+00:00,intrabar,-1,2060.75,1.0,-0.00581304543058514,0.001,-0.00681304543058514,stop
76,entry,2026-03-23 15:45:00+00:00,2026-03-23 15:45:00+00:00,open,1,2149.0,1.0,0.0,0.001,-0.001,arrow_next_open
76,exit,2026-03-23 15:55:00+00:00,2026-03-23 16:00:00+00:00,intrabar,1,2129.56,1.0,-0.009046067938576097,0.001,-0.010046067938576098,stop
77,entry,2026-03-23 20:00:00+00:00,2026-03-23 20:00:00+00:00,open,1,2153.18,1.0,0.0,0.001,-0.001,arrow_next_open
77,exit,2026-03-23 20:30:00+00:00,2026-03-23 20:30:00+00:00,open,1,2159.02,1.0,0.0027122674370001487,0.001,0.0017122674370001487,reverse_arrow
78,entry,2026-03-23 21:20:00+00:00,2026-03-23 21:20:00+00:00,open,1,2154.51,1.0,0.0,0.001,-0.001,arrow_next_open
78,exit,2026-03-23 22:00:00+00:00,2026-03-23 22:05:00+00:00,intrabar,1,2145.87,1.0,-0.0040101925727893395,0.001,-0.0050101925727893395,stop
79,entry,2026-03-24 04:05:00+00:00,2026-03-24 04:05:00+00:00,open,-1,2142.9,1.0,0.0,0.001,-0.001,arrow_next_open
79,exit,2026-03-24 04:40:00+00:00,2026-03-24 04:40:00+00:00,open,-1,2134.18,1.0,0.004069251948294439,0.001,0.003069251948294439,reverse_arrow
80,entry,2026-03-24 18:35:00+00:00,2026-03-24 18:35:00+00:00,open,-1,2118.98,1.0,0.0,0.001,-0.001,arrow_next_open
80,exit,2026-03-24 20:20:00+00:00,2026-03-24 20:25:00+00:00,intrabar,-1,2132.11,1.0,-0.006196377502383221,0.001,-0.007196377502383221,stop
81,entry,2026-03-25 02:20:00+00:00,2026-03-25 02:20:00+00:00,open,1,2154.47,1.0,0.0,0.001,-0.001,arrow_next_open
81,exit,2026-03-25 03:15:00+00:00,2026-03-25 03:20:00+00:00,intrabar,1,2145.83,1.0,-0.004010267026229086,0.001,-0.005010267026229086,stop
82,entry,2026-03-25 06:15:00+00:00,2026-03-25 06:15:00+00:00,open,1,2164.14,1.0,0.0,0.001,-0.001,arrow_next_open
82,exit,2026-03-25 06:40:00+00:00,2026-03-25 06:40:00+00:00,open,1,2168.74,1.0,0.0021255556479709004,0.001,0.0011255556479709003,reverse_arrow
83,entry,2026-03-25 19:30:00+00:00,2026-03-25 19:30:00+00:00,open,-1,2169.85,1.0,0.0,0.001,-0.001,arrow_next_open
83,exit,2026-03-25 20:20:00+00:00,2026-03-25 20:20:00+00:00,open,-1,2167.0,1.0,0.0013134548471092078,0.001,0.00031345484710920777,reverse_arrow
84,entry,2026-03-25 21:05:00+00:00,2026-03-25 21:05:00+00:00,open,-1,2165.37,1.0,0.0,0.001,-0.001,arrow_next_open
84,exit,2026-03-25 22:30:00+00:00,2026-03-25 22:35:00+00:00,intrabar,-1,2172.56,1.0,-0.003320448699298595,0.001,-0.004320448699298595,stop
85,entry,2026-03-26 08:05:00+00:00,2026-03-26 08:05:00+00:00,open,-1,2122.75,1.0,0.0,0.001,-0.001,arrow_next_open
85,exit,2026-03-26 09:55:00+00:00,2026-03-26 09:55:00+00:00,open,-1,2082.12,1.0,0.019140266164173858,0.001,0.018140266164173857,reverse_arrow
86,entry,2026-03-26 17:40:00+00:00,2026-03-26 17:40:00+00:00,open,-1,2066.62,1.0,0.0,0.001,-0.001,arrow_next_open
86,exit,2026-03-26 20:10:00+00:00,2026-03-26 20:15:00+00:00,intrabar,-1,2075.76,1.0,-0.004422680512140786,0.001,-0.005422680512140786,stop
87,entry,2026-03-27 04:45:00+00:00,2026-03-27 04:45:00+00:00,open,-1,2051.5,1.0,0.0,0.001,-0.001,arrow_next_open
87,exit,2026-03-27 05:10:00+00:00,2026-03-27 05:15:00+00:00,intrabar,-1,2059.57,1.0,-0.003933707043626722,0.001,-0.004933707043626722,stop
88,entry,2026-03-27 19:40:00+00:00,2026-03-27 19:40:00+00:00,open,-1,1992.34,1.0,0.0,0.001,-0.001,arrow_next_open
88,exit,2026-03-28 02:40:00+00:00,2026-03-28 02:40:00+00:00,open,-1,1983.91,1.0,0.004231205517130521,0.001,0.0032312055171305207,reverse_arrow
89,entry,2026-03-28 02:40:00+00:00,2026-03-28 02:40:00+00:00,open,1,1983.91,1.0,0.0,0.001,-0.001,arrow_next_open
