trade_id,kind,bar_open,time,timing,side,price,fraction,gross_return,cost_return,net_return,reason
25,entry,2026-03-11 15:20:00+00:00,2026-03-11 15:20:00+00:00,open,1,2050.02,1.0,0.0,0.001,-0.001,arrow_next_open
25,exit,2026-03-12 15:45:00+00:00,2026-03-12 15:45:00+00:00,open,1,2073.01,1.0,0.011214524736344211,0.001,0.01021452473634421,reverse_arrow
26,entry,2026-03-12 21:40:00+00:00,2026-03-12 21:40:00+00:00,open,1,2058.84,1.0,0.0,0.001,-0.001,arrow_next_open
26,exit,2026-03-13 00:30:00+00:00,2026-03-13 00:30:00+00:00,open,1,2132.0,1.0,0.03553457286627415,0.001,0.03453457286627415,reverse_arrow
27,entry,2026-03-13 02:45:00+00:00,2026-03-13 02:45:00+00:00,open,1,2107.54,1.0,0.0,0.001,-0.001,arrow_next_open
27,exit,2026-03-13 09:55:00+00:00,2026-03-13 09:55:00+00:00,open,1,2112.65,1.0,0.0024246277650721293,0.001,0.0014246277650721293,reverse_arrow
28,entry,2026-03-13 09:55:00+00:00,2026-03-13 09:55:00+00:00,open,-1,2112.65,1.0,0.0,0.001,-0.001,arrow_next_open
28,exit,2026-03-13 15:00:00+00:00,2026-03-13 15:00:00+00:00,open,-1,2150.64,1.0,-0.01798215511324619,0.001,-0.01898215511324619,reverse_arrow
29,entry,2026-03-13 15:00:00+00:00,2026-03-13 15:00:00+00:00,open,1,2150.64,1.0,0.0,0.001,-0.001,arrow_next_open
29,exit,2026-03-13 20:30:00+00:00,2026-03-13 20:30:00+00:00,open,1,2109.53,1.0,-0.019115240114570442,0.001,-0.020115240114570443,reverse_arrow
30,entry,2026-03-13 20:30:00+00:00,2026-03-13 20:30:00+00:00,open,-1,2109.53,1.0,0.0,0.001,-0.001,arrow_next_open
30,exit,2026-03-14 01:00:00+00:00,2026-03-14 01:00:00+00:00,open,-1,2084.36,1.0,0.011931567695173895,0.001,0.010931567695173894,reverse_arrow
31,entry,2026-03-14 11:20:00+00:00,2026-03-14 11:20:00+00:00,open,-1,2069.15,1.0,0.0,0.001,-0.001,arrow_next_open
31,exit,2026-03-14 18:00:00+00:00,2026-03-14 18:00:00+00:00,open,-1,2074.26,1.0,-0.002469613126163006,0.001,-0.003469613126163006,reverse_arrow
32,entry,2026-03-14 18:00:00+00:00,2026-03-14 18:00:00+00:00,open,1,2074.26,1.0,0.0,0.001,-0.001,arrow_next_open
32,exit,2026-03-14 22:00:00+00:00,2026-03-14 22:00:00+00:00,open,1,2085.89,1.0,0.005606818817313064,0.001,0.004606818817313064,reverse_arrow
33,entry,2026-03-15 00:20:00+00:00,2026-03-15 00:20:00+00:00,open,1,2091.33,1.0,0.0,0.001,-0.001,arrow_next_open
33,exit,2026-03-15 18:00:00+00:00,2026-03-15 18:00:00+00:00,open,1,2110.0,1.0,0.008927333323770048,0.001,0.007927333323770047,reverse_arrow
34,entry,2026-03-15 21:20:00+00:00,2026-03-15 21:20:00+00:00,open,1,2125.65,1.0,0.0,0.001,-0.001,arrow_next_open
34,exit,2026-03-15 22:55:00+00:00,2026-03-15 22:55:00+00:00,open,1,2179.93,1.0,0.025535718486110026,0.001,0.024535718486110025,reverse_arrow
35,entry,2026-03-16 00:35:00+00:00,2026-03-16 00:35:00+00:00,open,1,2169.99,1.0,0.0,0.001,-0.001,arrow_next_open
35,exit,2026-03-16 03:15:00+00:00,2026-03-16 03:15:00+00:00,open,1,2180.47,1.0,0.004829515343388602,0.001,0.0038295153433886018,reverse_arrow
36,entry,2026-03-16 07:55:00+00:00,2026-03-16 07:55:00+00:00,open,1,2247.31,1.0,0.0,0.001,-0.001,arrow_next_open
36,exit,2026-03-16 11:10:00+00:00,2026-03-16 11:10:00+00:00,open,1,2273.33,1.0,0.011578286929706971,0.001,0.01057828692970697,reverse_arrow
37,entry,2026-03-16 13:05:00+00:00,2026-03-16 13:05:00+00:00,open,1,2277.81,1.0,0.0,0.001,-0.001,arrow_next_open
37,exit,2026-03-16 15:15:00+00:00,2026-03-16 15:15:00+00:00,open,1,2285.92,1.0,0.003560437437714281,0.001,0.002560437437714281,reverse_arrow
38,entry,2026-03-16 16:05:00+00:00,2026-03-16 16:05:00+00:00,open,1,2272.47,1.0,0.0,0.001,-0.001,arrow_next_open
38,exit,2026-03-16 20:45:00+00:00,2026-03-16 20:45:00+00:00,open,1,2335.87,1.0,0.027899158184706563,0.001,0.026899158184706562,reverse_arrow
39,entry,2026-03-16 23:15:00+00:00,2026-03-16 23:15:00+00:00,open,1,2338.64,1.0,0.0,0.001,-0.001,arrow_next_open
39,exit,2026-03-17 07:30:00+00:00,2026-03-17 07:30:00+00:00,open,1,2334.44,1.0,-0.0017959155748639155,0.001,-0.0027959155748639155,reverse_arrow
40,entry,2026-03-17 07:30:00+00:00,2026-03-17 07:30:00+00:00,open,-1,2334.44,1.0,0.0,0.001,-0.001,arrow_next_open
40,exit,2026-03-17 15:30:00+00:00,2026-03-17 15:30:00+00:00,open,-1,2322.38,1.0,0.00516612121108273,0.001,0.00416612121108273,reverse_arrow
41,entry,2026-03-17 15:30:00+00:00,2026-03-17 15:30:00+00:00,open,1,2322.38,1.0,0.0,0.001,-0.001,arrow_next_open
41,exit,2026-03-17 20:40:00+00:00,2026-03-17 20:40:00+00:00,open,1,2327.49,1.0,0.0022003289728638187,0.001,0.0012003289728638187,reverse_arrow
42,entry,2026-03-17 20:40:00+00:00,2026-03-17 20:40:00+00:00,open,-1,2327.49,1.0,0.0,0.001,-0.001,arrow_next_open
42,exit,2026-03-17 22:40:00+00:00,2026-03-17 22:40:00+00:00,open,-1,2319.4,1.0,0.0034758473720616356,0.001,0.0024758473720616356,reverse_arrow
43,entry,2026-03-17 22:40:00+00:00,2026-03-17 22:40:00+00:00,open,1,2319.4,1.0,0.0,0.001,-0.001,arrow_next_open
43,exit,2026-03-17 23:15:00+00:00,2026-03-17 23:15:00+00:00,open,1,2329.32,1.0,0.0042769681814263105,0.001,0.0032769681814263105,reverse_arrow
44,entry,2026-03-17 23:15:00+00:00,2026-03-17 23:15:00+00:00,open,-1,2329.32,1.0,0.0,0.001,-0.001,arrow_next_open
44,exit,2026-03-17 23:50:00+00:00,2026-03-17 23:50:00+00:00,open,-1,2320.77,1.0,0.0036705991448148234,0.001,0.0026705991448148234,reverse_arrow
45,entry,2026-03-18 04:40:00+00:00,2026-03-18 04:40:00+00:00,open,1,2329.16,1.0,0.0,0.001,-0.001,arrow_next_open
45,exit,2026-03-18 17:00:00+00:00,2026-03-18 17:00:00+00:00,open,1,2180.23,1.0,-0.06394150680932176,0.001,-0.06494150680932176,reverse_arrow
46,entry,2026-03-18 17:00:00+00:00,2026-03-18 17:00:00+00:00,open,-1,2180.23,1.0,0.0,0.001,-0.001,arrow_next_open
46,exit,2026-03-19 07:30:00+00:00,2026-03-19 07:30:00+00:00,open,-1,2153.95,1.0,0.012053774143095053,0.001,0.011053774143095052,reverse_arrow
47,entry,2026-03-19 14:05:00+00:00,2026-03-19 14:05:00+00:00,open,-1,2134.26,1.0,0.0,0.001,-0.001,arrow_next_open
47,exit,2026-03-19 14:35:00+00:00,2026-03-19 14:35:00+00:00,open,-1,2113.46,1.0,0.009745766682597301,0.001,0.0087457666825973,reverse_arrow
48,entry,2026-03-19 17:35:00+00:00,2026-03-19 17:35:00+00:00,open,-1,2120.32,1.0,0.0,0.001,-0.001,arrow_next_open
48,exit,2026-03-19 18:40:00+00:00,2026-03-19 18:40:00+00:00,open,-1,2116.2,1.0,0.001943102927860152,0.001,0.0009431029278601519,reverse_arrow
49,entry,2026-03-19 19:15:00+00:00,2026-03-19 19:15:00+00:00,open,-1,2140.87,1.0,0.0,0.001,-0.001,arrow_next_open
49,exit,2026-03-20 02:25:00+00:00,2026-03-20 02:25:00+00:00,open,-1,2137.96,1.0,0.0013592604875587444,0.001,0.0003592604875587444,reverse_arrow
50,entry,2026-03-20 02:25:00+00:00,2026-03-20 02:25:00+00:00,open,1,2137.96,1.0,0.0,0.001,-0.001,arrow_next_open
50,exit,2026-03-20 07:55:00+00:00,2026-03-20 07:55:00+00:00,open,1,2149.63,1.0,0.005458474433572169,0.001,0.004458474433572169,reverse_arrow
51,entry,2026-03-20 09:35:00+00:00,2026-03-20 09:35:00+00:00,open,1,2144.39,1.0,0.0,0.001,-0.001,arrow_next_open
51,exit,2026-03-20 10:55:00+00:00,2026-03-20 10:55:00+00:00,open,1,2146.8,1.0,0.0011238627301937143,0.001,0.00012386273019371428,reverse_arrow
52,entry,2026-03-20 10:55:00+00:00,2026-03-20 10:55:00+00:00,open,-1,2146.8,1.0,0.0,0.001,-0.001,arrow_next_open
52,exit,2026-03-20 11:45:00+00:00,2026-03-20 11:45:00+00:00,open,-1,2138.36,1.0,0.003931432830258985,0.001,0.002931432830258985,reverse_arrow
53,entry,2026-03-20 20:15:00+00:00,2026-03-20 20:15:00+00:00,open,-1,2134.11,1.0,0.0,0.001,-0.001,arrow_next_open
53,exit,2026-03-20 22:45:00+00:00,2026-03-20 22:45:00+00:00,open,-1,2153.31,1.0,-0.00899672462993939,0.001,-0.00999672462993939,reverse_arrow
54,entry,2026-03-20 22:45:00+00:00,2026-03-20 22:45:00+00:00,open,1,2153.31,1.0,0.0,0.001,-0.001,arrow_next_open
54,exit,2026-03-21 02:35:00+00:00,2026-03-21 02:35:00+00:00,open,1,2150.7,1.0,-0.001212087437480025,0.001,-0.002212087437480025,reverse_arrow
55,entry,2026-03-21 03:40:00+00:00,2026-03-21 03:40:00+00:00,open,1,2150.85,1.0,0.0,0.001,-0.001,arrow_next_open
55,exit,2026-03-21 09:05:00+00:00,2026-03-21 09:05:00+00:00,open,1,2155.68,1.0,0.002245623823139642,0.001,0.001245623823139642,reverse_arrow
56,entry,2026-03-22 00:40:00+00:00,2026-03-22 00:40:00+00:00,open,-1,2086.0,1.0,0.0,0.001,-0.001,arrow_next_open
56,exit,2026-03-22 06:00:00+00:00,2026-03-22 06:00:00+00:00,open,-1,2111.71,1.0,-0.012325023969319338,0.001,-0.013325023969319338,reverse_arrow
57,entry,2026-03-22 12:30:00+00:00,2026-03-22 12:30:00+00:00,open,-1,2083.44,1.0,0.0,0.001,-0.001,arrow_next_open
57,exit,2026-03-23 00:05:00+00:00,2026-03-23 00:05:00+00:00,open,-1,2052.61,1.0,0.014797642360711127,0.001,0.013797642360711126,reverse_arrow
58,entry,2026-03-23 08:25:00+00:00,2026-03-23 08:25:00+00:00,open,-1,2054.15,1.0,0.0,0.001,-0.001,arrow_next_open
58,exit,2026-03-23 09:00:00+00:00,2026-03-23 09:00:00+00:00,open,-1,2046.66,1.0,0.00364627704890097,0.001,0.00264627704890097,reverse_arrow
59,entry,2026-03-23 10:15:00+00:00,2026-03-23 10:15:00+00:00,open,-1,2048.84,1.0,0.0,0.001,-0.001,arrow_next_open
59,exit,2026-03-23 15:45:00+00:00,2026-03-23 15:45:00+00:00,open,-1,2149.0,1.0,-0.048886199019933185,0.001,-0.049886199019933186,reverse_arrow
60,entry,2026-03-23 15:45:00+00:00,2026-03-23 15:45:00+00:00,open,1,2149.0,1.0,0.0,0.001,-0.001,arrow_next_open
60,exit,2026-03-23 20:30:00+00:00,2026-03-23 20:30:00+00:00,open,1,2159.02,1.0,0.004662633783155012,0.001,0.0036626337831550124,reverse_arrow
61,entry,2026-03-23 21:20:00+00:00,2026-03-23 21:20:00+00:00,open,1,2154.51,1.0,0.0,0.001,-0.001,arrow_next_open
61,exit,2026-03-24 04:05:00+00:00,2026-03-24 04:05:00+00:00,open,1,2142.9,1.0,-0.005388696269685522,0.001,-0.006388696269685522,reverse_arrow
62,entry,2026-03-24 04:05:00+00:00,2026-03-24 04:05:00+00:00,open,-1,2142.9,1.0,0.0,0.001,-0.001,arrow_next_open
62,exit,2026-03-24 04:40:00+00:00,2026-03-24 04:40:00+00:00,open,-1,2134.18,1.0,0.004069251948294439,0.001,0.003069251948294439,reverse_arrow
63,entry,2026-03-24 18:35:00+00:00,2026-03-24 18:35:00+00:00,open,-1,2118.98,1.0,0.0,0.001,-0.001,arrow_next_open
63,exit,2026-03-25 02:20:00+00:00,2026-03-25 02:20:00+00:00,open,-1,2154.47,1.0,-0.01674862433812474,0.001,-0.01774862433812474,reverse_arrow
64,entry,2026-03-25 02:20:00+00:00,2026-03-25 02:20:00+00:00,open,1,2154.47,1.0,0.0,0.001,-0.001,arrow_next_open
64,exit,2026-03-25 06:40:00+00:00,2026-03-25 06:40:00+00:00,open,1,2168.74,1.0,0.006623438711144791,0.001,0.005623438711144791,reverse_arrow
65,entry,2026-03-25 19:30:00+00:00,2026-03-25 19:30:00+00:00,open,-1,2169.85,1.0,0.0,0.001,-0.001,arrow_next_open
65,exit,2026-03-25 20:20:00+00:00,2026-03-25 20:20:00+00:00,open,-1,2167.0,1.0,0.0013134548471092078,0.001,0.00031345484710920777,reverse_arrow
66,entry,2026-03-25 21:05:00+00:00,2026-03-25 21:05:00+00:00,open,-1,2165.37,1.0,0.0,0.001,-0.001,arrow_next_open
66,exit,2026-03-26 02:35:00+00:00,2026-03-26 02:35:00+00:00,open,-1,2147.46,1.0,0.008271103783648925,0.001,0.007271103783648925,reverse_arrow
67,entry,2026-03-26 08:05:00+00:00,2026-03-26 08:05:00+00:00,open,-1,2122.75,1.0,0.0,0.001,-0.001,arrow_next_open
67,exit,2026-03-26 09:55:00+00:00,2026-03-26 09:55:00+00:00,open,-1,2082.12,1.0,0.019140266164173858,0.001,0.018140266164173857,reverse_arrow
68,entry,2026-03-26 17:40:00+00:00,2026-03-26 17:40:00+00:00,open,-1,2066.62,1.0,0.0,0.001,-0.001,arrow_next_open
68,exit,2026-03-26 23:45:00+00:00,2026-03-26 23:45:00+00:00,open,-1,2058.63,1.0,0.0038662163339171496,0.001,0.0028662163339171496,reverse_arrow
69,entry,2026-03-27 04:45:00+00:00,2026-03-27 04:45:00+00:00,open,-1,2051.5,1.0,0.0,0.001,-0.001,arrow_next_open
69,exit,2026-03-27 08:35:00+00:00,2026-03-27 08:35:00+00:00,open,-1,2055.48,1.0,-0.001940043870338748,0.001,-0.002940043870338748,reverse_arrow
70,entry,2026-03-27 19:40:00+00:00,2026-03-27 19:40:00+00:00,open,-1,1992.34,1.0,0.0,0.001,-0.001,arrow_next_open
70,exit,2026-03-28 02:40:00+00:00,2026-03-28 02:40:00+00:00,open,-1,1983.91,1.0,0.004231205517130521,0.001,0.0032312055171305207,reverse_arrow
71,entry,2026-03-28 02:40:00+00:00,2026-03-28 02:40:00+00:00,open,1,1983.91,1.0,0.0,0.001,-0.001,arrow_next_open
71,exit,2026-03-28 03:05:00+00:00,2026-03-28 03:05:00+00:00,open,1,1986.09,1.0,0.0010988401691607308,0.001,9.884016916073077e-05,reverse_arrow
72,entry,2026-03-28 03:05:00+00:00,2026-03-28 03:05:00+00:00,open,-1,1986.09,1.0,0.0,0.001,-0.001,arrow_next_open
72,exit,2026-03-28 08:50:00+00:00,2026-03-28 08:50:00+00:00,open,-1,2001.24,1.0,-0.007628053109375754,0.001,-0.008628053109375755,reverse_arrow
73,entry,2026-03-28 08:50:00+00:00,2026-03-28 08:50:00+00:00,open,1,2001.24,1.0,0.0,0.001,-0.001,arrow_next_open
73,exit,2026-03-28 11:50:00+00:00,2026-03-28 11:50:00+00:00,open,1,1997.9,1.0,-0.0016689652415502465,0.001,-0.0026689652415502465,reverse_arrow
74,entry,2026-03-28 20:50:00+00:00,2026-03-28 20:50:00+00:00,open,1,2022.18,1.0,0.0,0.001,-0.001,arrow_next_open
74,exit,2026-03-29 05:55:00+00:00,2026-03-29 05:55:00+00:00,open,1,2004.82,1.0,-0.008584794627580217,0.001,-0.009584794627580218,reverse_arrow
75,entry,2026-03-29 05:55:00+00:00,2026-03-29 05:55:00+00:00,open,-1,2004.82,1.0,0.0,0.001,-0.001,arrow_next_open
75,exit,2026-03-29 06:35:00+00:00,2026-03-29 06:35:00+00:00,open,-1,2001.49,1.0,0.0016609969972366523,0.001,0.0006609969972366523,reverse_arrow
76,entry,2026-03-30 09:20:00+00:00,2026-03-30 09:20:00+00:00,open,1,2058.42,1.0,0.0,0.001,-0.001,arrow_next_open
76,exit,2026-03-30 11:10:00+00:00,2026-03-30 11:10:00+00:00,open,1,2058.8,1.0,0.0001846076116633899,0.001,-0.0008153923883366101,reverse_arrow
77,entry,2026-03-30 14:00:00+00:00,2026-03-30 14:00:00+00:00,open,1,2059.79,1.0,0.0,0.001,-0.001,arrow_next_open
77,exit,2026-03-30 20:05:00+00:00,2026-03-30 20:05:00+00:00,open,1,2023.49,1.0,-0.017623155758596742,0.001,-0.018623155758596743,reverse_arrow
78,entry,2026-03-30 20:05:00+00:00,2026-03-30 20:05:00+00:00,open,-1,2023.49,1.0,0.0,0.001,-0.001,arrow_next_open
78,exit,2026-03-31 06:25:00+00:00,2026-03-31 06:25:00+00:00,open,-1,2058.03,1.0,-0.017069518505157033,0.001,-0.018069518505157034,reverse_arrow
79,entry,2026-03-31 06:25:00+00:00,2026-03-31 06:25:00+00:00,open,1,2058.03,1.0,0.0,0.001,-0.001,arrow_next_open
79,exit,2026-03-31 07:05:00+00:00,2026-03-31 07:05:00+00:00,open,1,2060.9,1.0,0.0013945374945942834,0.001,0.0003945374945942834,reverse_arrow
80,entry,2026-03-31 15:00:00+00:00,2026-03-31 15:00:00+00:00,open,1,2045.01,1.0,0.0,0.001,-0.001,arrow_next_open
80,exit,2026-04-01 06:40:00+00:00,2026-04-01 06:40:00+00:00,open,1,2144.9,1.0,0.048845726915760945,0.001,0.047845726915760944,reverse_arrow
81,entry,2026-04-01 07:40:00+00:00,2026-04-01 07:40:00+00:00,open,1,2139.0,1.0,0.0,0.001,-0.001,arrow_next_open
81,exit,2026-04-01 20:00:00+00:00,2026-04-01 20:00:00+00:00,open,1,2140.34,1.0,0.0006264609630668438,0.001,-0.0003735390369331562,reverse_arrow
82,entry,2026-04-02 08:00:00+00:00,2026-04-02 08:00:00+00:00,open,-1,2054.85,1.0,0.0,0.001,-0.001,arrow_next_open
82,exit,2026-04-02 10:20:00+00:00,2026-04-02 10:20:00+00:00,open,-1,2034.69,1.0,0.009810935104752061,0.001,0.00881093510475206,reverse_arrow
83,entry,2026-04-02 17:55:00+00:00,2026-04-02 17:55:00+00:00,open,1,2049.49,1.0,0.0,0.001,-0.001,arrow_next_open
83,exit,2026-04-03 05:05:00+00:00,2026-04-03 05:05:00+00:00,open,1,2054.37,1.0,0.0023810801711645624,0.001,0.0013810801711645624,reverse_arrow
84,entry,2026-04-03 05:05:00+00:00,2026-04-03 05:05:00+00:00,open,-1,2054.37,1.0,0.0,0.001,-0.001,arrow_next_open
84,exit,2026-04-03 08:50:00+00:00,2026-04-03 08:50:00+00:00,open,-1,2060.93,1.0,-0.003193193047016818,0.001,-0.004193193047016818,reverse_arrow
85,entry,2026-04-03 08:50:00+00:00,2026-04-03 08:50:00+00:00,open,1,2060.93,1.0,0.0,0.001,-0.001,arrow_next_open
85,exit,2026-04-05 02:40:00+00:00,2026-04-05 02:40:00+00:00,open,1,2057.75,1.0,-0.0015429927265845356,0.001,-0.0025429927265845356,reverse_arrow
86,entry,2026-04-05 02:40:00+00:00,2026-04-05 02:40:00+00:00,open,-1,2057.75,1.0,0.0,0.001,-0.001,arrow_next_open
86,exit,2026-04-05 05:00:00+00:00,2026-04-05 05:00:00+00:00,open,-1,2054.37,1.0,0.0016425707690439495,0.001,0.0006425707690439495,reverse_arrow
87,entry,2026-04-05 08:25:00+00:00,2026-04-05 08:25:00+00:00,open,-1,2037.13,1.0,0.0,0.001,-0.001,arrow_next_open
87,exit,2026-04-05 12:45:00+00:00,2026-04-05 12:45:00+00:00,open,-1,2024.01,1.0,0.006440433354768738,0.001,0.0054404333547687376,reverse_arrow
88,entry,2026-04-05 14:10:00+00:00,2026-04-05 14:10:00+00:00,open,-1,2038.16,1.0,0.0,0.001,-0.001,arrow_next_open
88,exit,2026-04-05 21:35:00+00:00,2026-04-05 21:35:00+00:00,open,-1,2058.27,1.0,-0.009866742552105734,0.001,-0.010866742552105735,reverse_arrow
