trade_id,policy,signal_i,entry_i,entry_time,side,entry_price,entry_equity,entry_atr,initial_stop,initial_risk,exit_i,exit_time,exit_timing,exit_price_weighted,exit_reason,gross_return,net_return,cost_return,gross_r,net_r
15,stop_2,21988,21989,2026-03-06 18:25:00+00:00,-1,1975.75,941.5163585891934,7.316668248765593,1990.39,14.6400000000001,21999,2026-03-06 19:20:00+00:00,intrabar,1990.39,stop,-0.007409844362900264,-0.009409844362900266,0.002,-1.0000000000000067,-1.2699112021857972
16,stop_2,22032,22033,2026-03-06 22:05:00+00:00,-1,1983.26,932.6568361897445,4.003245083347438,1991.27,8.009999999999991,22087,2026-03-07 02:35:00+00:00,open,1974.61,reverse_arrow,0.004361505803575971,0.0023615058035759712,0.002,1.0799001248439564,0.5847041198501981
17,stop_2,22102,22103,2026-03-07 03:55:00+00:00,1,1979.1,934.8593107211514,3.6585020850823433,1971.78,7.319999999999936,22104,2026-03-07 04:05:00+00:00,intrabar,1971.78,stop,-0.0036986509019251157,-0.005698650901925116,0.002,-1.0000000000000082,-1.5407377049180457
18,stop_2,22127,22128,2026-03-07 06:00:00+00:00,-1,1977.71,929.5318738669372,3.0555126543821296,1983.8300000000002,6.120000000000118,22151,2026-03-07 08:00:00+00:00,intrabar,1983.8300000000002,stop,-0.0030944880695349397,-0.00509448806953494,0.002,-0.9999999999999718,-1.6463104575162992
19,stop_2,22264,22265,2026-03-07 17:25:00+00:00,-1,1981.36,924.7963848252696,2.8505334379350087,1987.07,5.710000000000036,22588,2026-03-08 20:20:00+00:00,open,1957.77,reverse_arrow,0.011905963580570833,0.009905963580570831,0.002,4.1313485113834805,3.4373520140104548
20,stop_2,22587,22588,2026-03-08 20:20:00+00:00,1,1957.77,933.9573841327922,5.598380226551339,1946.57,11.200000000000045,22598,2026-03-08 21:15:00+00:00,intrabar,1946.57,stop,-0.005720794577504074,-0.007720794577504074,0.002,-1.0000000000000093,-1.3496017857142937
21,stop_2,22599,22600,2026-03-08 21:20:00+00:00,1,1946.81,926.7464910257598,6.193761669805797,1934.42,12.389999999999873,22608,2026-03-08 22:05:00+00:00,intrabar,1934.42,stop,-0.00636425742625113,-0.00836425742625113,0.002,-1.000000000000007,-1.314255044390648
22,stop_2,22630,22631,2026-03-08 23:55:00+00:00,1,1937.71,918.9949448059455,7.966785232481942,1921.77,15.940000000000055,22668,2026-03-09 03:00:00+00:00,open,1958.91,reverse_arrow,0.010940749647780246,0.008940749647780244,0.002,1.3299874529485687,1.0868619824341403
23,stop_2,22678,22679,2026-03-09 03:55:00+00:00,1,1973.0,927.2114485350311,9.069006500211021,1954.8600000000001,18.139999999999873,22726,2026-03-09 07:50:00+00:00,open,1981.28,reverse_arrow,0.004196654840344705,0.0021966548403447046,0.002,0.456449834619634,0.238919514884241
24,stop_2,22928,22929,2026-03-10 00:45:00+00:00,-1,2017.46,929.2482120514786,5.7561936039325685,2028.98,11.519999999999982,22950,2026-03-10 02:35:00+00:00,intrabar,2028.98,stop,-0.005710150387120416,-0.007710150387120416,0.002,-0.9999999999999977,-1.3502534722222204
25,stop_2,23098,23099,2026-03-10 14:55:00+00:00,-1,2064.6,922.0835685895989,9.849888273799754,2084.3,19.700000000000273,23100,2026-03-10 15:05:00+00:00,intrabar,2084.3,stop,-0.009541799864380751,-0.011541799864380753,0.002,-1.0000000000000113,-1.2096040609137142
26,stop_2,23167,23168,2026-03-10 20:40:00+00:00,-1,2044.41,911.4410645827038,6.2361419902826745,2056.89,12.47999999999979,23251,2026-03-11 03:35:00+00:00,open,2020.38,reverse_arrow,0.011754002377213912,0.00975400237721391,0.002,1.9254807692307931,1.5978509615384797
27,stop_2,23262,23263,2026-03-11 04:35:00+00:00,-1,2035.19,920.3312628933339,3.9887913979811644,2043.17,7.980000000000018,23275,2026-03-11 05:35:00+00:00,open,2028.95,reverse_arrow,0.003066052800966945,0.0010660528009669452,0.002,0.781954887218033,0.27188220551377346
28,stop_2,23274,23275,2026-03-11 05:35:00+00:00,1,2028.95,921.3123846139588,3.6869989876795684,2021.57,7.380000000000109,23275,2026-03-11 05:40:00+00:00,intrabar,2021.57,stop,-0.0036373493678997226,-0.005637349367899723,0.002,-1.0000000000000044,-1.5498509485094816
29,stop_2,23287,23288,2026-03-11 06:40:00+00:00,-1,2021.38,916.1186248249171,4.239325009899079,2029.8600000000001,8.480000000000018,23301,2026-03-11 07:45:00+00:00,open,2010.29,reverse_arrow,0.005486350908785131,0.0034863509087851314,0.002,1.3077830188679325,0.8310424528301974
30,stop_2,23391,23392,2026-03-11 15:20:00+00:00,1,2050.02,919.3125358251306,10.663466357384596,2028.69,21.329999999999927,23394,2026-03-11 15:35:00+00:00,intrabar,2028.69,stop,-0.010404776538765481,-0.012404776538765483,0.002,-1.000000000000004,-1.1922194092827052
31,stop_2,23480,23481,2026-03-11 22:45:00+00:00,1,2063.01,907.908669248934,4.747786384711164,2053.51,9.5,23492,2026-03-11 23:45:00+00:00,intrabar,2053.51,stop,-0.004604921934454942,-0.006604921934454942,0.002,-0.9999999999999885,-1.4343178947368307
32,stop_2,23755,23756,2026-03-12 21:40:00+00:00,1,2058.84,901.9120033649299,3.961516530274566,2050.91,7.930000000000291,23790,2026-03-13 00:30:00+00:00,open,2132.0,reverse_arrow,0.03553457286627415,0.03353457286627415,0.002,9.2257250945772,8.706471626733586
33,stop_2,23816,23817,2026-03-13 02:45:00+00:00,1,2107.54,932.1572371607384,7.156383769541134,2093.2200000000003,14.319999999999709,23861,2026-03-13 06:30:00+00:00,intrabar,2093.2200000000003,stop,-0.006794651584311473,-0.008794651584311473,0.002,-1.0000000000000064,-1.2943491620111856
34,stop_2,23902,23903,2026-03-13 09:55:00+00:00,-1,2112.65,923.9592390381154,5.5872836007393625,2123.83,11.179999999999836,23904,2026-03-13 10:05:00+00:00,intrabar,2123.83,stop,-0.005291931933827154,-0.007291931933827154,0.002,-1.000000000000009,-1.3779338103756855
35,stop_2,23963,23964,2026-03-13 15:00:00+00:00,1,2150.64,917.2217911574187,11.788653996317866,2127.06,23.579999999999927,23975,2026-03-13 16:00:00+00:00,intrabar,2127.06,stop,-0.01096417810512218,-0.012964178105122182,0.002,-1.0000000000000016,-1.1824122137404602
36,stop_2,23977,23978,2026-03-13 16:10:00+00:00,1,2128.84,905.3307644949547,10.818333432285764,2107.2,21.640000000000327,23996,2026-03-13 17:45:00+00:00,intrabar,2107.2,stop,-0.01016516036902737,-0.012165160369027372,0.002,-0.9999999999999954,-1.1967504621072016
37,stop_2,24029,24030,2026-03-13 20:30:00+00:00,-1,2109.53,894.3172705578594,5.107839359117331,2119.75,10.2199999999998,24084,2026-03-14 01:00:00+00:00,open,2084.36,reverse_arrow,0.011931567695173895,0.009931567695173893,0.002,2.462818003913961,2.049994129158571
38,stop_2,24207,24208,2026-03-14 11:20:00+00:00,-1,2069.15,903.199243071368,2.6199410223353254,2074.39,5.239999999999782,24212,2026-03-14 11:45:00+00:00,intrabar,2074.39,stop,-0.0025324408573568213,-0.004532440857356821,0.002,-1.0000000000000162,-1.789751908396996
39,stop_2,24212,24213,2026-03-14 11:45:00+00:00,-1,2074.4,899.1055459197376,2.5277495649245294,2079.46,5.059999999999945,24233,2026-03-14 13:30:00+00:00,intrabar,2079.46,stop,-0.002439259544928518,-0.004439259544928518,0.002,-0.999999999999955,-1.819920948616565
40,stop_2,24234,24235,2026-03-14 13:35:00+00:00,-1,2077.89,895.1141830431152,2.5992168038069248,2083.09,5.200000000000273,24288,2026-03-14 18:00:00+00:00,open,2074.26,reverse_arrow,0.0017469644687637675,-0.0002530355312362325,0.002,0.6980769230767989,-0.10111153846162067
41,stop_2,24287,24288,2026-03-14 18:00:00+00:00,1,2074.26,894.8876873502918,1.9966574630808076,2070.26,4.0,24336,2026-03-14 22:00:00+00:00,open,2085.89,reverse_arrow,0.005606818817313064,0.003606818817313064,0.002,2.907499999999949,1.8703699999999492
42,stop_2,24363,24364,2026-03-15 00:20:00+00:00,1,2091.33,898.1153851004086,3.1613667772943534,2085.0,6.329999999999927,24374,2026-03-15 01:15:00+00:00,intrabar,2085.0,stop,-0.0030267819999713064,-0.005026781999971306,0.002,-1.0000000000000102,-1.6607677725118661
43,stop_2,24454,24455,2026-03-15 07:55:00+00:00,1,2104.17,893.6007548486886,2.6254588983822407,2098.91,5.260000000000218,24517,2026-03-15 13:10:00+00:00,intrabar,2098.91,stop,-0.0024997980201220127,-0.004499798020122013,0.002,-0.9999999999999843,-1.800064638783221
44,stop_2,24615,24616,2026-03-15 21:20:00+00:00,1,2125.65,889.5797319412409,4.98725911612628,2115.67,9.980000000000018,24635,2026-03-15 22:55:00+00:00,open,2179.93,reverse_arrow,0.025535718486110026,0.023535718486110024,0.002,5.43887775551099,5.0128957915831345
45,stop_2,24654,24655,2026-03-16 00:35:00+00:00,1,2169.99,910.5166300831592,8.307541232775446,2153.37,16.61999999999989,24687,2026-03-16 03:15:00+00:00,open,2180.47,reverse_arrow,0.004829515343388602,0.0028295153433886017,0.002,0.6305655836341697,0.36943561973525096
46,stop_2,24742,24743,2026-03-16 07:55:00+00:00,1,2247.31,913.0929508583899,6.296484559868268,2234.71,12.599999999999909,24753,2026-03-16 08:50:00+00:00,intrabar,2234.71,stop,-0.005606703125069501,-0.007606703125069501,0.002,-1.0000000000000024,-1.356715873015878
47,stop_2,24753,24754,2026-03-16 08:50:00+00:00,1,2242.09,906.1473238556165,7.278708080958438,2227.53,14.559999999999945,24782,2026-03-16 11:10:00+00:00,open,2273.33,reverse_arrow,0.013933428185309182,0.01193342818530918,0.002,2.1456043956043946,1.8376249999999974
48,stop_2,24804,24805,2026-03-16 13:05:00+00:00,1,2277.81,916.9607678701576,8.404377563182871,2261.0,16.809999999999945,24822,2026-03-16 14:35:00+00:00,intrabar,2261.0,stop,-0.0073798956014767825,-0.009379895601476784,0.002,-0.999999999999993,-1.271006543723968
49,stop_2,24840,24841,2026-03-16 16:05:00+00:00,1,2272.47,908.3597715968856,10.436561526321293,2251.59,20.879999999999654,24897,2026-03-16 20:45:00+00:00,open,2335.87,reverse_arrow,0.027899158184706563,0.02589915818470656,0.002,3.0363984674330062,2.8187289272031175
50,stop_2,24926,24927,2026-03-16 23:15:00+00:00,1,2338.64,931.8855250100972,9.391029568728163,2319.85,18.789999999999964,24979,2026-03-17 03:40:00+00:00,intrabar,2319.85,stop,-0.008034584202784467,-0.010034584202784469,0.002,-0.9999999999999947,-1.248923895689192
51,stop_2,25025,25026,2026-03-17 07:30:00+00:00,-1,2334.44,922.5344412420274,6.772389421307635,2347.9900000000002,13.550000000000182,25116,2026-03-17 15:05:00+00:00,intrabar,2347.9900000000002,stop,-0.005804389917924757,-0.007804389917924757,0.002,-1.0000000000000067,-1.3445667896678988
52,stop_2,25121,25122,2026-03-17 15:30:00+00:00,1,2322.38,915.3346227498597,9.267917276595723,2303.84,18.539999999999964,25123,2026-03-17 15:40:00+00:00,intrabar,2303.84,stop,-0.007983189658884449,-0.00998318965888445,0.002,-1.0000000000000056,-1.2505264293419696
53,stop_2,25123,25124,2026-03-17 15:40:00+00:00,1,2309.0,906.1966636096045,9.774326631350382,2289.4500000000003,19.549999999999727,25184,2026-03-17 20:40:00+00:00,open,2327.49,reverse_arrow,0.008007795582503086,0.0060077955825030855,0.002,0.9457800511508891,0.7095652173912951
54,stop_2,25183,25184,2026-03-17 20:40:00+00:00,-1,2327.49,911.6409079221173,5.086335894621832,2337.67,10.180000000000291,25190,2026-03-17 21:15:00+00:00,intrabar,2337.67,stop,-0.0043738104137935885,-0.0063738104137935885,0.002,-1.0000000000000144,-1.457267190569746
55,stop_2,25207,25208,2026-03-17 22:40:00+00:00,1,2319.4,905.830281609563,4.7333957992506805,2309.93,9.470000000000255,25215,2026-03-17 23:15:00+00:00,open,2329.32,reverse_arrow,0.0042769681814263105,0.0022769681814263105,0.002,1.0475184794086503,0.5576768743400257
56,stop_2,25214,25215,2026-03-17 23:15:00+00:00,-1,2329.32,907.8928283385604,4.355103635460295,2338.04,8.7199999999998,25222,2026-03-17 23:50:00+00:00,open,2320.77,reverse_arrow,0.0036705991448148234,0.0016705991448148234,0.002,0.9805045871559932,0.4462568807339626
57,stop_2,25279,25280,2026-03-18 04:40:00+00:00,1,2329.16,909.4095533211664,3.971599670945532,2321.21,7.949999999999818,25292,2026-03-18 05:45:00+00:00,intrabar,2321.21,stop,-0.0034132476944477297,-0.00541324769444773,0.002,-1.0000000000000069,-1.585952201257882
58,stop_2,25427,25428,2026-03-18 17:00:00+00:00,-1,2180.23,904.4866941533419,8.262555093623556,2196.76,16.5300000000002,25433,2026-03-18 17:30:00+00:00,intrabar,2196.76,stop,-0.007581768895942309,-0.00958176889594231,0.002,-1.000000000000006,-1.2637906836055686
59,stop_2,25434,25435,2026-03-18 17:35:00+00:00,-1,2195.08,895.8201116805097,7.902449265093013,2210.89,15.809999999999945,25435,2026-03-18 17:40:00+00:00,intrabar,2210.89,stop,-0.007202470980556486,-0.009202470980556487,0.002,-0.999999999999999,-1.2776824794433905
60,stop_2,25473,25474,2026-03-18 20:50:00+00:00,-1,2190.0,887.576353098971,9.078072690875295,2208.16,18.159999999999854,25551,2026-03-19 03:20:00+00:00,intrabar,2208.16,stop,-0.008292237442922401,-0.010292237442922403,0.002,-1.000000000000011,-1.2411894273127888
61,stop_2,25680,25681,2026-03-19 14:05:00+00:00,-1,2134.26,878.4412065241532,10.129976553960294,2154.52,20.259999999999764,25687,2026-03-19 14:35:00+00:00,open,2113.46,reverse_arrow,0.009745766682597301,0.0077457666825973,0.002,1.0266535044422684,0.8159664363277547
62,stop_2,25722,25723,2026-03-19 17:35:00+00:00,-1,2120.32,885.2454071542686,8.555212808188898,2137.44,17.11999999999989,25736,2026-03-19 18:40:00+00:00,open,2116.2,reverse_arrow,0.001943102927860152,-5.689707213984811e-05,0.002,0.24065420560750375,-0.007046728971937122
63,stop_2,25742,25743,2026-03-19 19:15:00+00:00,-1,2140.87,885.1950392824763,7.348995172892708,2155.57,14.700000000000273,25744,2026-03-19 19:25:00+00:00,intrabar,2155.57,stop,-0.006866367411379581,-0.008866367411379583,0.002,-0.9999999999999953,-1.291274829931963
64,stop_2,25828,25829,2026-03-20 02:25:00+00:00,1,2137.96,877.3465748334672,4.951138439505554,2128.05,9.909999999999854,25884,2026-03-20 07:05:00+00:00,intrabar,2128.05,stop,-0.004635259780351286,-0.006635259780351286,0.002,-0.9999999999999982,-1.4314752774974817
65,stop_2,25914,25915,2026-03-20 09:35:00+00:00,1,2144.39,871.5251523920458,6.202954575434732,2131.98,12.409999999999854,25922,2026-03-20 10:15:00+00:00,intrabar,2131.98,stop,-0.005787193560872761,-0.007787193560872761,0.002,-1.0000000000000069,-1.3455906526994468
66,stop_2,25930,25931,2026-03-20 10:55:00+00:00,-1,2146.8,864.7384173371998,5.487614127451581,2157.78,10.980000000000018,25941,2026-03-20 11:45:00+00:00,open,2138.36,reverse_arrow,0.003931432830258985,0.0019314328302589851,0.002,0.768670309653914,0.3776320582877944
67,stop_2,26042,26043,2026-03-20 20:15:00+00:00,-1,2134.11,866.4086015060312,5.818737507369251,2145.75,11.639999999999873,26055,2026-03-20 21:20:00+00:00,intrabar,2145.75,stop,-0.005454264306900658,-0.007454264306900658,0.002,-0.9999999999999907,-1.366685567010304
68,stop_2,26072,26073,2026-03-20 22:45:00+00:00,1,2153.31,859.9501627926331,5.397962623061945,2142.51,10.799999999999727,26079,2026-03-20 23:20:00+00:00,intrabar,2142.51,stop,-0.005015534224054985,-0.007015534224054985,0.002,-1.0000000000000104,-1.3987611111111315
69,stop_2,26079,26080,2026-03-20 23:20:00+00:00,1,2146.24,853.9171529945797,5.153008015164396,2135.93,10.309999999999945,26119,2026-03-21 02:35:00+00:00,open,2150.7,reverse_arrow,0.0020780527806769644,7.805278067696438e-05,0.002,0.4325897187197043,0.016248302618829185
70,stop_2,26131,26132,2026-03-21 03:40:00+00:00,1,2150.85,853.9838036028387,2.449457753132698,2145.95,4.900000000000091,26197,2026-03-21 09:05:00+00:00,open,2155.68,reverse_arrow,0.002245623823139642,0.0002456238231396419,0.002,0.9857142857142468,0.10781632653058958
71,stop_2,26383,26384,2026-03-22 00:40:00+00:00,-1,2086.0,854.193562369579,10.502475835069246,2107.01,21.01000000000022,26405,2026-03-22 02:30:00+00:00,intrabar,2107.01,stop,-0.010071907957814208,-0.01207190795781421,0.002,-1.0000000000000104,-1.1985721085197611
72,stop_2,26418,26419,2026-03-22 03:35:00+00:00,-1,2115.36,843.881816306496,6.151622149673659,2127.67,12.309999999999945,26448,2026-03-22 06:00:00+00:00,open,2111.71,reverse_arrow,0.0017254746237047591,-0.0002745253762952409,0.002,0.2965069049553303,-0.04717465475222611
73,stop_2,26525,26526,2026-03-22 12:30:00+00:00,-1,2083.44,843.6501493333258,5.028891629315264,2093.5,10.059999999999945,26665,2026-03-23 00:05:00+00:00,open,2052.61,reverse_arrow,0.014797642360711127,0.012797642360711126,0.002,3.064612326043753,2.650409542743552
74,stop_2,26764,26765,2026-03-23 08:25:00+00:00,-1,2054.15,854.4468822220543,6.802813362592819,2067.76,13.610000000000127,26772,2026-03-23 09:00:00+00:00,open,2046.66,reverse_arrow,0.00364627704890097,0.0016462770489009699,0.002,0.5503306392358455,0.24847171197648024
75,stop_2,26786,26787,2026-03-23 10:15:00+00:00,-1,2048.84,855.8535385137615,5.952759274432653,2060.75,11.909999999999854,26797,2026-03-23 11:10:00+00:00,intrabar,2060.75,stop,-0.00581304543058514,-0.00781304543058514,0.002,-1.000000000000017,-1.3440537363560245
76,stop_2,26852,26853,2026-03-23 15:45:00+00:00,1,2149.0,849.1667159354264,9.718102476087713,2129.56,19.440000000000055,26855,2026-03-23 16:00:00+00:00,intrabar,2129.56,stop,-0.009046067938576097,-0.011046067938576098,0.002,-0.9999999999999989,-1.2210905349794223
77,stop_2,26903,26904,2026-03-23 20:00:00+00:00,1,2153.18,839.7867627000261,6.65731693512953,2139.86,13.319999999999709,26910,2026-03-23 20:30:00+00:00,open,2159.02,reverse_arrow,0.0027122674370001487,0.0007122674370001487,0.002,0.4384384384384465,0.11513813813813914
78,stop_2,26919,26920,2026-03-23 21:20:00+00:00,1,2154.51,840.3849154651211,4.317488120990467,2145.87,8.640000000000327,26928,2026-03-23 22:05:00+00:00,intrabar,2145.87,stop,-0.0040101925727893395,-0.0060101925727893395,0.002,-1.000000000000004,-1.4987291666666518
79,stop_2,27000,27001,2026-03-24 04:05:00+00:00,-1,2142.9,835.3340402879085,4.537000179763304,2151.98,9.079999999999927,27008,2026-03-24 04:40:00+00:00,open,2134.18,reverse_arrow,0.004069251948294439,0.002069251948294439,0.002,0.9603524229075135,0.4883480176211662
80,stop_2,27174,27175,2026-03-24 18:35:00+00:00,-1,2118.98,837.062556878251,6.563676880525832,2132.11,13.13000000000011,27196,2026-03-24 20:25:00+00:00,intrabar,2132.11,stop,-0.006196377502383221,-0.008196377502383221,0.002,-0.9999999999999916,-1.3227692307692198
81,stop_2,27267,27268,2026-03-25 02:20:00+00:00,1,2154.47,830.2016761689667,4.315148883548262,2145.83,8.639999999999873,27279,2026-03-25 03:20:00+00:00,intrabar,2145.83,stop,-0.004010267026229086,-0.006010267026229086,0.002,-0.9999999999999891,-1.4987199074074038
82,stop_2,27314,27315,2026-03-25 06:15:00+00:00,1,2164.14,825.2119424095683,3.3320642124128796,2157.4700000000003,6.669999999999618,27320,2026-03-25 06:40:00+00:00,open,2168.74,reverse_arrow,0.0021255556479709004,0.0001255556479709003,0.002,0.6896551724137941,0.04073763118437177
83,stop_2,27473,27474,2026-03-25 19:30:00+00:00,-1,2169.85,825.3155524297109,4.945409385543237,2179.75,9.900000000000091,27484,2026-03-25 20:20:00+00:00,open,2167.0,reverse_arrow,0.0013134548471092078,-0.0006865451528907923,0.002,0.2878787878787766,-0.15047474747475473
84,stop_2,27492,27493,2026-03-25 21:05:00+00:00,-1,2165.37,824.7489360375849,3.5921130895019453,2172.56,7.190000000000055,27510,2026-03-25 22:35:00+00:00,intrabar,2172.56,stop,-0.003320448699298595,-0.005320448699298595,0.002,-1.00000000000002,-1.6023282336578735
85,stop_2,27624,27625,2026-03-26 08:05:00+00:00,-1,2122.75,820.3609016335959,3.820854512470308,2130.4,7.650000000000091,27647,2026-03-26 09:55:00+00:00,open,2082.12,reverse_arrow,0.019140266164173858,0.017140266164173856,0.002,5.311111111111056,4.756143790849624
86,stop_2,27739,27740,2026-03-26 17:40:00+00:00,-1,2066.62,834.4221058382773,4.569140133323197,2075.76,9.140000000000327,27770,2026-03-26 20:15:00+00:00,intrabar,2075.76,stop,-0.004422680512140786,-0.006422680512140786,0.002,-1.000000000000007,-1.45221444201312
87,stop_2,27872,27873,2026-03-27 04:45:00+00:00,-1,2051.5,829.0628792402103,4.031421209781259,2059.57,8.070000000000164,27878,2026-03-27 05:15:00+00:00,intrabar,2059.57,stop,-0.003933707043626722,-0.005933707043626722,0.002,-1.000000000000007,-1.508426270136304
88,stop_2,28051,28052,2026-03-27 19:40:00+00:00,-1,1992.34,824.1434629940533,5.022230561877662,2002.39,10.050000000000182,28136,2026-03-28 02:40:00+00:00,open,1983.91,reverse_arrow,0.004231205517130521,0.0022312055171305207,0.002,0.8388059701492209,0.44232039800992445
89,stop_2,28135,28136,2026-03-28 02:40:00+00:00,1,1983.91,825.9822964355926,2.813311067112728,1978.28,5.630000000000109,28141,2026-03-28 03:05:00+00:00,open,1986.09,reverse_arrow,0.0010988401691607308,-0.0009011598308392692,0.002,0.3872113676731124,-0.3175523978686146
90,stop_2,28140,28141,2026-03-28 03:05:00+00:00,-1,1986.09,825.2379543690605,2.443639938049398,1990.98,4.8900000000001,28155,2026-03-28 04:20:00+00:00,intrabar,1990.98,stop,-0.00246212407292723,-0.00446212407292723,0.002,-0.999999999999988,-1.812306748466229
91,stop_2,28209,28210,2026-03-28 08:50:00+00:00,1,2001.24,821.5556402269771,2.1919080745807493,1996.8500000000001,4.389999999999873,28212,2026-03-28 09:05:00+00:00,intrabar,1996.8500000000001,stop,-0.0021936399432351816,-0.004193639943235182,0.002,-1.0000000000000233,-1.9117266514806874
92,stop_2,28214,28215,2026-03-28 09:15:00+00:00,1,1995.4,818.1103316785311,2.2111512962145747,1990.97,4.430000000000064,28246,2026-03-28 11:50:00+00:00,open,1997.9,reverse_arrow,0.0012528816277437294,-0.0007471183722562707,0.002,0.5643340857787362,-0.33652370203163456
93,stop_2,28353,28354,2026-03-28 20:50:00+00:00,1,2022.18,817.4991064192014,2.028995997457516,2018.1200000000001,4.059999999999945,28360,2026-03-28 21:25:00+00:00,intrabar,2018.1200000000001,stop,-0.0020077342274179566,-0.004007734227417957,0.002,-1.0000000000000242,-1.9961477832512693
94,stop_2,28462,28463,2026-03-29 05:55:00+00:00,-1,2004.82,814.2227872695216,2.723236644209339,2010.27,5.4500000000000455,28471,2026-03-29 06:35:00+00:00,open,2001.49,reverse_arrow,0.0016609969972366523,-0.00033900300276334776,0.002,0.6110091743119187,-0.12470458715596497
95,stop_2,28791,28792,2026-03-30 09:20:00+00:00,1,2058.42,813.9467632997189,4.74368795099715,2048.93,9.490000000000236,28807,2026-03-30 10:40:00+00:00,intrabar,2048.93,stop,-0.004610332196539169,-0.006610332196539169,0.002,-0.9999999999999916,-1.433808219178063
96,stop_2,28847,28848,2026-03-30 14:00:00+00:00,1,2059.79,808.5663048040099,5.821853771327057,2048.14,11.650000000000091,28855,2026-03-30 14:40:00+00:00,intrabar,2048.14,stop,-0.00565591637982521,-0.00765591637982521,0.002,-1.0000000000000067,-1.3536120171673858
