trade_id,entry_time,side,entry_price,remaining,marked_time,marked_price,marked_net_return
157,2026-04-30 23:55:00+00:00,-1,2257.0,1.0,2026-05-01 00:00:00+00:00,2256.74,-0.0018848028356224216
