fold,variant,seeds,pairs,matched_pairs,mean_net_r_difference,mean_net_return_difference,match_rate,seed_mean_net_r_difference_p05,seed_mean_net_r_difference_p95,seed_mean_net_return_difference_p05,seed_mean_net_return_difference_p95
development,A,99,350658,349733,0.08950110091544262,0.001434583864242854,0.997362102105185,0.021119544165662377,0.15971653055705481,-0.00018376118783588948,0.0030322151736287615
development,B,99,123057,122586,0.16911456910020686,0.0039466607084342915,0.9961725054243156,0.06595763225315199,0.2750462415935544,0.0017487025862346363,0.006483475345103173
development,C,99,79695,79441,0.11189593394906142,0.0030599238080133246,0.996812848986762,-0.015955798363282352,0.23469957854881524,-0.00015243414836509642,0.006396790928050602
development,D,99,79695,79441,0.11189593394906142,0.0030599238080133246,0.996812848986762,-0.015955798363282352,0.23469957854881524,-0.00015243414836509642,0.006396790928050602
validation,A,99,446094,445351,0.04012885111565966,-0.0006347551879739947,0.9983344317565356,-0.022684306994933776,0.09610406489326798,-0.0018768346407612357,0.00046785070054388084
validation,B,99,153054,152871,0.06909797676191232,0.0016768566586738546,0.9988043435650162,-0.03086882196572446,0.16001720793979987,-0.0004748290382843744,0.003670238045437949
validation,C,99,95634,95529,0.15273305558910755,0.00405476266068813,0.9989020641194554,0.02124846551024887,0.2837257882475209,0.001465387559457073,0.007252956594043113
validation,D,99,95634,95529,0.15273305558910755,0.00405476266068813,0.9989020641194554,0.02124846551024887,0.2837257882475209,0.001465387559457073,0.007252956594043113
