arm,group,label,n,win_rate,gross_win_rate,gross_r_sum,net_r_sum,net_r_mean,gross_bp_mean,mean_net_r_month_bootstrap_95,net_bp_mean,net_bp_sum,profit_factor_r,profit_factor_bp,max_closed_drawdown_r,longest_net_loss_streak,risk_pct_median,risk_pct_p10,risk_pct_p90,cost_r_mean,holding_hours_median,holding_hours_p95,wait_minutes_median,dual_touch,optimistic_dual_touch_net_r_sum,break_even_roundtrip_cost_bp,min_trade_net_r,max_trade_net_r,control_net_r_mean,control_net_bp_mean,matched_n,excess_net_r_mean
direct,month,2023-12,17,0.058823529411764705,0.058823529411764705,-13.0,-25.981812373363717,-1.5283419043155126,-44.385906898044446,"[-1.5283419043155129, -1.5283419043155129]",-64.38590689804447,-1094.5604172667558,0.09566849841514069,0.16650585530210188,25.981812373363717,12.0,0.005221136748443189,0.0016912248154032723,0.012417319372284593,0.7636360219625717,3.5833333333333335,21.56666666666666,0.0,1.0,-21.981812373363717,-44.385906898044446,-6.790702702701563,2.748594925099362,-0.7071654337271661,-24.801737373298824,17.0,-0.8211764705883465
direct,month,2024-01,13,0.3076923076923077,0.3076923076923077,3.0,-1.8207486499745162,-0.14005758845957816,41.3858799503077,"[-0.14005758845957822, -0.14005758845957822]",21.385879950307693,278.016439354,0.8488947268110171,1.2994637008539054,4.956323217179512,3.0,0.00633936571401474,0.003755243119143778,0.019877830944797434,0.37082681922880883,17.5,123.43333333333317,0.0,0.0,-1.8207486499745162,41.3858799503077,-1.538249678249673,2.9086931164451495,-0.36159604999803935,-10.916134949030031,13.0,0.22153846153846118
direct,month,2024-02,12,0.25,0.25,0.0,-5.182006253988684,-0.431833854499057,14.624905096760259,"[-0.43183385449905703, -0.43183385449905703]",-5.375094903239746,-64.50113883887695,0.6107261501045481,0.9029520123353465,7.558601208663147,5.0,0.005706334006994244,0.002585813813489601,0.009406654219334678,0.431833854499057,2.2083333333333335,4.029166666666666,0.0,0.0,-5.182006253988684,14.624905096760259,-1.8256085356879972,2.7898561268034943,-0.615167187832395,-34.22677590625071,12.0,0.183333333333338
direct,month,2024-03,16,0.3125,0.3125,4.000000000000005,0.15638690926426335,0.00977418182901646,67.41031405482018,"[0.009774181829016348, 0.009774181829016348]",47.41031405482018,758.5650248771228,1.0112290111290685,1.6101642538028433,7.392216807244875,6.0,0.009213475962626137,0.0053767673165751794,0.017901094748765542,0.24022581817098398,6.25,63.083333333333336,0.0,0.0,0.15638690926426335,67.41031405482018,-1.5269180070615747,2.9030818270456766,-0.3002258181709845,-20.701981596113534,16.0,0.31000000000000094
direct,month,2024-04,19,0.15789473684210525,0.15789473684210525,-7.0,-16.58143366994846,-0.8727070352604452,-39.839017580098734,"[-0.8727070352604452, -0.8727070352604452]",-59.83901758009872,-1136.9413340218757,0.3162107002306949,0.24041843492382395,24.24933188563006,16.0,0.004931191061577189,0.0016112425854063971,0.014114075572778348,0.5042859826288663,2.9166666666666665,48.224999999999994,0.0,0.0,-16.58143366994846,-39.839017580098734,-2.3454984709479323,2.6497899159663914,-0.5506017721025609,-33.53348373066482,19.0,-0.32210526315788435
direct,month,2024-05,12,0.3333333333333333,0.3333333333333333,4.0,-2.4442750094880292,-0.20368958412400243,70.8690101439513,"[-0.20368958412400237, -0.20368958412400237]",50.86901014395132,610.4281217274158,0.8107425335470139,2.1791666196396573,6.694406281323972,4.0,0.004352812331829489,0.0019016392963255178,0.013805465310752888,0.5370229174573358,2.5833333333333335,63.30833333333328,0.0,0.0,-2.4442750094880292,70.8690101439513,-2.128318813716389,2.897897926634769,-0.6703562507906761,-34.126520543339964,12.0,0.46666666666667367
direct,month,2024-06,12,0.4166666666666667,0.4166666666666667,8.0,3.891506042063459,0.32429217017195494,79.8653498199607,"[0.3242921701719549, 0.3242921701719549]",59.86534981996068,718.3841978395282,1.393953273805193,2.0756474830937157,4.427242973843734,3.0,0.006569341797297952,0.003030781516033945,0.014257833220764477,0.3423744964947117,18.583333333333332,64.17916666666663,0.0,0.0,3.891506042063459,79.8653498199607,-1.724160122386516,2.861084266828135,-0.36237449649471354,-15.52283929857831,12.0,0.6866666666666685
direct,month,2024-07,19,0.21052631578947367,0.21052631578947367,-2.9999999999999947,-10.552983273637734,-0.5554201722967228,25.56003263900469,"[-0.5554201722967229, -0.5554201722967229]",5.560032639004673,105.64062014108879,0.5147519641097448,1.0858003112396377,10.552983273637734,4.0,0.006209239458793179,0.002963180995623221,0.01373676012120598,0.3975254354546179,2.1666666666666665,25.283333333333285,0.0,0.0,-10.552983273637734,25.56003263900469,-1.9185073964497241,2.9063594336896905,-0.3091043828230367,-5.287675238915948,19.0,-0.2463157894736861
direct,month,2024-08,16,0.125,0.125,-8.0,-15.49751985021507,-0.9685949906384419,-42.888381106480544,"[-0.968594990638442, -0.968594990638442]",-62.88838110648055,-1006.2140977036888,0.2614609136066658,0.30143238103109965,15.497519850215074,8.0,0.006874118487339582,0.002304880171574079,0.017691406602532524,0.468594990638442,4.291666666666667,14.75,0.0,0.0,-15.49751985021507,-42.888381106480544,-2.6208365019011106,2.773997046335609,-0.41609499063844274,-15.202440270560155,16.0,-0.5524999999999991
direct,month,2024-09,14,0.35714285714285715,0.35714285714285715,6.0,-1.9562259143272631,-0.13973042245194736,8.339217770739355,"[-0.1397304224519474, -0.1397304224519474]",-11.660782229260638,-163.25095120964895,0.8524736981188029,0.7535869640263728,4.262860359272164,3.0,0.004792482469581631,0.00207405288330776,0.008261628576798989,0.5683018510233759,5.541666666666667,34.691666666666656,0.0,0.0,-1.9562259143272631,8.339217770739355,-1.9999770318021455,2.712058575328867,-0.6483018510233807,-26.73702741359684,14.0,0.5085714285714333
direct,month,2024-10,17,0.11764705882352941,0.11764705882352941,-9.0,-16.92004829428326,-0.9952969584872505,-31.997547754498715,"[-0.9952969584872507, -0.9952969584872507]",-51.99754775449872,-883.9583118264782,0.24652992842552177,0.35219930095200674,16.920048294283262,10.0,0.004998157021747119,0.0026969266074764464,0.010833461722124566,0.4658851937813683,2.9166666666666665,21.433333333333326,0.0,0.0,-16.92004829428326,-31.997547754498715,-2.225963782696159,2.7863082114735667,-0.5129440173107828,-42.45792269241858,17.0,-0.48235294117646776
direct,month,2024-11,15,0.13333333333333333,0.13333333333333333,-7.0,-13.561397516503131,-0.9040931677668754,-49.91236282639918,"[-0.9040931677668755, -0.9040931677668755]",-69.91236282639919,-1048.6854423959878,0.25853558171371155,0.16826477277985227,15.606994377709647,11.0,0.004806270334220645,0.0025647278994375337,0.01577727924127171,0.43742650110020886,2.4166666666666665,11.433333333333332,0.0,0.0,-13.561397516503131,-49.91236282639918,-1.834234309623444,2.6830235679214405,-0.5200931677668786,-46.888744088531396,15.0,-0.3839999999999968
direct,month,2024-12,13,0.23076923076923078,0.23076923076923078,-1.0,-4.925435166191368,-0.37887962816856674,8.20878870207162,"[-0.37887962816856674, -0.37887962816856674]",-11.791211297928385,-153.285746873069,0.6149586207360608,0.8613275154353669,7.83412585904658,5.0,0.007775762748026394,0.004169694875986177,0.01924225769659982,0.30195655124548976,6.5,21.21666666666665,0.0,0.0,-4.925435166191368,8.20878870207162,-1.489674375578175,2.9086906928552123,-0.37887962816856796,-28.527544758382586,13.0,1.2212453270876722e-15
direct,month,2025-01,15,0.26666666666666666,0.26666666666666666,1.0,-3.8440691224444707,-0.25627127482963136,-36.29726277985149,"[-0.2562712748296313, -0.2562712748296313]",-56.29726277985149,-844.4589416977724,0.7302888221080345,0.44051410043548656,7.90100740021281,5.0,0.00760232517203913,0.0034817450785899853,0.014792238435534052,0.322937941496298,2.25,22.358333333333295,0.0,0.0,-3.8440691224444707,-36.29726277985149,-1.700455485161734,2.8317025119028068,-0.32827127482963125,-30.34436318423488,15.0,0.0719999999999999
direct,month,2025-02,14,0.5714285714285714,0.5714285714285714,18.0,13.746311477708801,0.9818793912649143,144.49774998723836,"[0.9818793912649143, 0.9818793912649143]",124.49774998723838,1742.9684998213372,2.638137299113787,3.874572867263529,3.145743463580277,2.0,0.008357755757292255,0.0032715468557639486,0.017312618024765834,0.3038348944493713,5.916666666666667,78.78333333333332,0.0,0.0,13.746311477708801,144.49774998723836,-1.7413990576295915,2.8894061532108193,-0.19526346587794433,-10.67561227042921,14.0,1.1771428571428586
direct,month,2025-03,11,0.2727272727272727,0.2727272727272727,1.0,-4.419970497666812,-0.401815499787892,59.27415500940523,"[-0.401815499787892, -0.401815499787892]",39.27415500940524,432.01570510345766,0.6452942011062419,1.622994354546491,5.586271238346569,3.0,0.005688711296155356,0.0033055640260319496,0.01489876768021357,0.4927245906969829,4.416666666666667,116.83333333333333,0.0,0.0,-4.419970497666812,59.27415500940523,-3.256809234507818,2.931517918975069,-0.4563609543333669,-20.907542306438472,11.0,0.05454545454547488
direct,month,2025-04,12,0.5,0.5,12.0,6.8183949556787375,0.5681995796398948,129.9869180494491,"[0.5681995796398948, 0.5681995796398948]",109.98691804944912,1319.8430165933894,1.810297005404255,3.442754125693925,4.688986191436666,3.0,0.004220552730825933,0.0027918446650856722,0.017813008870562398,0.4318004203601051,5.875,79.4083333333333,0.0,0.0,6.8183949556787375,129.9869180494491,-1.7361542351453765,2.94057273673257,-0.3951337536934401,-25.07518869589042,12.0,0.9633333333333349
direct,month,2025-05,17,0.11764705882352941,0.11764705882352941,-9.0,-21.074037898369365,-1.2396492881393744,-38.77077925134205,"[-1.2396492881393741, -1.2396492881393741]",-58.77077925134204,-999.1032472728147,0.19124960309381975,0.19456056660629067,23.361976174620764,10.0,0.004959156739113676,0.002763260032901439,0.008328575204131985,0.7102375234334921,3.5,16.316666666666666,0.0,0.0,-21.074037898369365,-38.77077925134205,-6.449252808987873,2.6955540336940174,-0.7690610528452463,-22.067988801244713,17.0,-0.4705882352941281
direct,month,2025-06,13,0.6153846153846154,0.6153846153846154,19.0,13.17057547691462,1.0131211905318938,159.8824723121632,"[1.0131211905318938, 1.0131211905318938]",139.8824723121632,1818.4721400581218,2.691983475793018,6.52774653971984,3.1399810748169035,2.0,0.0065661559547701516,0.0021321867952112826,0.016905972358766494,0.44841727100656786,17.166666666666668,63.783333333333296,0.0,0.0,13.17057547691462,159.8824723121632,-1.989694040356613,2.8898231247952832,-0.3653403479296396,-16.35335472884439,13.0,1.3784615384615333
direct,month,2025-07,11,0.09090909090909091,0.09090909090909091,-7.0,-13.613636935070978,-1.2376033577337253,-30.333387634377786,"[-1.237603357733725, -1.237603357733725]",-50.33338763437779,-553.6672639781557,0.13581704805930822,0.08241832524749644,14.347878443666113,9.0,0.0036232739289508093,0.0023243693684906895,0.004934493973738949,0.6012397213700887,1.5,26.375,0.0,0.0,-13.613636935070978,-30.333387634377786,-2.047188679245283,2.1395515587530376,-0.5539669940973658,-18.37817410438805,11.0,-0.6836363636363595
direct,month,2025-08,14,0.2857142857142857,0.2857142857142857,2.0,-6.524816712986068,-0.46605833664186197,7.608096861875301,"[-0.46605833664186197, -0.46605833664186197]",-12.3919031381247,-173.4866439337458,0.5998002983908938,0.6991382664113812,8.769292129819432,4.0,0.003591513521907272,0.0023099689723758638,0.005401213719096223,0.6089154794990049,1.0833333333333333,24.008333333333326,0.0,0.0,-6.524816712986068,7.608096861875301,-2.430781818181818,2.630173261008298,-0.6517726223561519,-21.487770107928142,14.0,0.18571428571428988
direct,month,2025-09,14,0.14285714285714285,0.14285714285714285,-6.0,-16.553500355933846,-1.1823928825667032,-28.815154141173245,"[-1.1823928825667032, -1.1823928825667032]",-48.81515414117325,-683.4121579764255,0.20170543888321493,0.20919410170335984,19.58523331959938,11.0,0.0025585324074738425,0.0014859453120833626,0.01108465909857906,0.7538214539952744,1.625,39.59999999999997,0.0,0.0,-16.553500355933846,-28.815154141173245,-2.5235464733026003,2.6673594574227577,-0.7969269792673143,-23.653446148839226,14.0,-0.3854659032993889
direct,month,2025-10,21,0.3333333333333333,0.3333333333333333,7.0,-2.7033449884345466,-0.1287307137349784,5.185264569532636,"[-0.12873071373497844, -0.12873071373497844]",-14.814735430467367,-311.1094440398147,0.8625368457807427,0.784687168871425,8.44351439329888,5.0,0.005597918022121041,0.002589392359654741,0.016016126177433754,0.46206404706831183,5.416666666666667,42.666666666666664,0.0,0.0,-2.7033449884345466,5.185264569532636,-2.434521739130459,2.8736248889941396,-0.4563497613540324,-16.230331095065406,21.0,0.32761904761905397
direct,month,2025-11,15,0.13333333333333333,0.13333333333333333,-7.0,-11.825578697493428,-0.7883719131662286,-64.36523221803223,"[-0.7883719131662286, -0.7883719131662286]",-84.36523221803223,-1265.4784832704836,0.29605951739409536,0.1555521745696544,14.19839017751273,11.0,0.009728899511964527,0.0031045916208638164,0.013933571099791486,0.3217052464995618,1.9166666666666667,22.633333333333315,0.0,0.0,-11.825578697493428,-64.36523221803223,-1.7924461538461538,2.68144706994329,-0.5190385798328937,-38.694487448822535,15.0,-0.26933333333333487
direct,month,2025-12,15,0.2,0.2,-3.0,-8.209732892842938,-0.5473155261895292,-14.012111603863184,"[-0.5473155261895292, -0.5473155261895292]",-34.01211160386319,-510.1816740579478,0.49647623820214887,0.5867765636800727,8.518194587929642,4.0,0.007117630960500176,0.0043087786271955725,0.016368131073907985,0.3473155261895292,7.0,62.68333333333328,0.0,0.0,-8.209732892842938,-14.012111603863184,-2.2795083102493594,2.8704149413638333,-0.3873155261895295,-26.806053638918726,15.0,-0.15999999999999964
direct,month,2026-01,15,0.13333333333333333,0.13333333333333333,-7.0,-12.60642817088003,-0.8404285447253353,-23.187209286594904,"[-0.8404285447253351, -0.8404285447253351]",-43.18720928659491,-647.8081392989236,0.3046840571733314,0.4247056478222116,12.60642817088003,7.0,0.007219862418813894,0.0029763031002278516,0.010417863895650241,0.37376187805866845,11.25,53.12499999999999,0.0,0.0,-12.60642817088003,-23.187209286594904,-1.8217141596824105,2.8010889695869263,-0.4057618780586666,-22.415478825489753,15.0,-0.43466666666666876
direct,month,2026-02,16,0.3125,0.3125,4.0000000000000036,-1.054446991629621,-0.06590293697685132,99.49255608071108,"[-0.06590293697685129, -0.06590293697685129]",79.49255608071111,1271.8808972913778,0.9296053867132449,2.1489017867103,5.8118548837891675,3.0,0.009771617737514532,0.0030235819679436055,0.017407625989355323,0.3159029369768515,2.1666666666666665,71.54166666666667,0.0,0.0,-1.054446991629621,99.49255608071108,-2.1768185328185328,2.9403699432463144,-0.3459029369768497,-31.83796290760414,16.0,0.27999999999999836
direct,month,2026-03,16,0.0625,0.0625,-12.0,-19.35952703410222,-1.2099704396313888,-46.38859937575453,"[-1.2099704396313888, -1.2099704396313888]",-66.38859937575454,-1062.2175900120726,0.12740966232065326,0.2350050668931987,19.359527034102225,8.0,0.0070423319805897645,0.002501667369703515,0.012975303576717164,0.45997043963138895,2.8333333333333335,40.729166666666664,0.0,0.0,-19.35952703410222,-46.38859937575453,-2.79972752043611,2.8267454905155365,-0.4849704396313888,-20.940126196123025,16.0,-0.7250000000000001
direct,month,2026-04,10,0.2,0.2,-2.0,-12.8675279458554,-1.28675279458554,-24.66149521586629,"[-1.28675279458554, -1.28675279458554]",-44.66149521586628,-446.61495215866285,0.27290608946477324,0.2839790825320703,12.8675279458554,4.0,0.004458701506881112,0.002518238285215896,0.009962405638982224,1.08675279458554,1.9583333333333333,121.45416666666664,0.0,0.0,-12.8675279458554,-24.66149521586629,-7.932751219512195,2.5527430321592646,-1.198752794585641,-33.3032064608906,10.0,-0.08799999999989883
direct,month,2026-05,19,0.15789473684210525,0.21052631578947367,-3.0,-22.37605893984779,-1.1776873126235679,-11.076826532908507,"[-1.1776873126235679, -1.1776873126235679]",-31.076826532908505,-590.4597041252616,0.24655736735046718,0.39467089478941136,22.37605893984779,5.0,0.0027672444385962425,0.000996636120192705,0.009008306386834313,1.0197925757814628,2.0,19.333333333333318,0.0,0.0,-22.37605893984779,-11.076826532908507,-3.981747572815534,2.7073083542488363,-0.9187399442024912,-9.332825912558055,19.0,-0.2589473684210767
direct,month,2026-06,14,0.07142857142857142,0.07142857142857142,-10.0,-14.534303492451757,-1.0381645351751254,-85.62697193347,"[-1.0381645351751254, -1.0381645351751254]",-105.62697193347002,-1478.7776070685802,0.13128320998281517,0.035651991980489975,14.534303492451757,8.0,0.010472073817150714,0.002934534898486215,0.016237215816594295,0.3238788208894112,2.9583333333333335,18.175,0.0,0.0,-14.534303492451757,-85.62697193347,-1.7006418242491828,2.1964695966285652,-0.4695931066036988,-35.02782626855665,14.0,-0.5685714285714266
direct,month,2026-07,19,0.2631578947368421,0.2631578947368421,1.0,-12.860382974309186,-0.6768622618057466,-19.08989185471502,"[-0.6768622618057466, -0.6768622618057466]",-39.08989185471503,-742.7079452395855,0.45690007747452094,0.2685929931698443,12.860382974309186,5.0,0.0033868503732741475,0.0019932428534026993,0.00544069521030141,0.729493840753115,5.583333333333333,25.208333333333297,0.0,0.0,-12.860382974309186,-19.08989185471502,-4.2066300000000005,2.399725631768969,-0.7273885775952045,-12.448930292760211,19.0,0.050526315789457876
direct,month,2026-08,13,0.46153846153846156,0.46153846153846156,11.0,1.7891024077413809,0.13762326213395237,32.71229187584203,"[0.13762326213395237, 0.13762326213395237]",12.712291875842036,165.25979438594646,1.1306225343817087,1.2647144822574286,8.080947697320559,5.0,0.004357179226069283,0.0014230228129922947,0.012728436403262478,0.7085305840198939,4.75,72.99999999999999,0.0,0.0,1.7891024077413809,32.71229187584203,-4.1321745635911356,2.715159623385152,-0.822376737866041,-42.32784525626228,13.0,0.9599999999999934
direct,month,2026-09,8,0.25,0.25,0.0,-4.383714612374303,-0.5479643265467878,2.476783435907343,"[-0.5479643265467878, -0.5479643265467878]",-17.523216564092664,-140.1857325127413,0.549120258499307,0.7222780982321976,7.159110646524674,4.0,0.006743074014813441,0.0018956097139062131,0.010600336544201599,0.5479643265467878,4.333333333333333,57.924999999999976,0.0,0.0,-4.383714612374303,2.476783435907343,-2.427681338028279,2.775396034150371,-0.6878112783575764,-24.99768759149221,8.0,0.13984695181078854
direct,quarter,2023Q3,4,0.0,0.0,-4.0,-5.637300449385272,-1.409325112346318,-77.05186422830621,"[-1.409325112346318, -1.409325112346318]",-97.05186422830621,-388.20745691322486,0.0,0.0,5.637300449385272,4.0,0.005611072564923958,0.003104149744857145,0.013981514187129429,0.4093251123463178,12.166666666666666,21.662499999999998,0.0,0.0,-5.637300449385272,-77.05186422830621,-1.7571676136363872,-1.1179441567214596,-0.829325112346316,-70.75542680036085,4.0,-0.580000000000002
direct,quarter,2023Q4,36,0.08333333333333333,0.1111111111111111,-20.0,-45.046186665342354,-1.2512829629261766,-50.793185429585,"[-1.5283419043155129, -0.8407254198601518]",-70.79318542958501,-2548.5546754650604,0.11774514763515487,0.1692680407536638,46.361208512755084,24.0,0.00627926680618867,0.0016586503912819307,0.01367215513172251,0.6957274073706208,4.583333333333333,85.5,0.0,1.0,-41.046186665342354,-50.793185429585,-6.790702702701563,2.810771390374332,-0.7490607407038737,-35.29247100766087,36.0,-0.5022222222223028
direct,quarter,2024Q1,41,0.2926829268292683,0.2926829268292683,7.000000000000005,-6.846367994698939,-0.16698458523655949,43.70927622907918,"[-0.43183385449905703, 0.009774181829016348]",23.70927622907917,972.080325392246,0.8257414410751385,1.3427371443629939,12.514924425842658,8.0,0.007309003408863044,0.0033867267254625746,0.016445567645801618,0.3377162925536328,4.166666666666667,72.83333333333333,0.0,0.0,-6.846367994698939,43.70927622907918,-1.8256085356879972,2.9086931164451495,-0.41186263401704887,-21.5576285548833,41.0,0.24487804878048938
direct,quarter,2024Q2,43,0.27906976744186046,0.27906976744186046,5.0,-15.134202637373031,-0.35195820086914026,24.462115942908557,"[-0.8727070352604452, 0.3242921701719549]",4.462115942908557,191.87098554506795,0.6782866038636662,1.0715312156300902,26.102741569246614,16.0,0.005173531816515831,0.001958958499353618,0.014382681352675095,0.468237270636582,3.8333333333333335,48.69166666666666,0.0,0.0,-15.134202637373031,24.462115942908557,-2.3454984709479323,2.897897926634769,-0.5314930845900775,-28.672756022922112,43.0,0.17953488372093723
direct,quarter,2024Q3,49,0.22448979591836735,0.22448979591836735,-4.999999999999995,-28.00672903818007,-0.5715658987383687,-1.7107026280050783,"[-0.968594990638442, -0.1397304224519474]",-21.71070262800508,-1063.824428772249,0.49980669975525194,0.6809302424243338,30.313363483124974,10.0,0.0060365613831078885,0.002232877749756037,0.013458060562143966,0.46952508241183827,3.8333333333333335,23.016666666666666,0.0,0.0,-28.00672903818007,-1.7107026280050783,-2.6208365019011106,2.9063594336896905,-0.4409536538404104,-14.653535870586145,49.0,-0.1306122448979583
direct,quarter,2024Q4,45,0.15555555555555556,0.15555555555555556,-17.0,-35.40688097697776,-0.7868195772661725,-26.3539889132341,"[-0.9952969584872507, -0.37887962816856674]",-46.353988913234105,-2085.9295010955348,0.33866068464991067,0.4408854475450113,35.40688097697777,15.0,0.005282812354188843,0.0025722121639481076,0.016626136507434598,0.4090417994883947,3.1666666666666665,19.81666666666666,0.0,0.0,-35.40688097697776,-26.3539889132341,-2.225963782696159,2.9086906928552123,-0.47659735504395273,-39.91053175462357,45.0,-0.31022222222221973
