trade_id,side,entry_i,exit_i,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,risk_pct,gross_return,net_return,gross_r,net_r,reason,dual_touch,holding_bars,diamond_open_time,diamond_close_time,confirm_time,wait_bars,terminal_mark_time,terminal_mark_price,marked_net_return,marked_net_r
356,-1,324256,,2026-09-19 18:20:00+00:00,,81392.6,81823.8,80099.00000000001,,0.005297778913562131,,,,,open,False,32,2026-09-19 17:00:00+00:00,2026-09-19 18:00:00+00:00,2026-09-19 18:20:00+00:00,4,2026-09-19 21:00:00+00:00,81135.0,0.0011649068834268203,0.2198858998144862
