trade_id,side,entry_i,exit_i,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,risk_pct,gross_return,net_return,gross_r,net_r,reason,dual_touch,holding_bars,diamond_open_time,diamond_close_time,confirm_time,wait_bars,terminal_mark_time,terminal_mark_price,marked_net_return,marked_net_r
520,-1,324252,,2026-09-19 18:00:00+00:00,,81431.3,81823.8,80253.8,,0.004820013925849151,,,,,open,False,36,2026-09-19 17:00:00+00:00,2026-09-19 18:00:00+00:00,,0,2026-09-19 21:00:00+00:00,81135.0,0.0016386500031315096,0.3399678980891793
