maximum_bank_fraction,stage_fractions_json,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,runner_loss_relative_reduction,mean_net_delta_bp,worst_fold_degradation_bp,p95_net_retention
0.3,"[0.15, 0.075, 0.0375, 0.0375]",182,-2.4261755762792276,-22.426175576279235,-65.13609525839846,0.24175824175824176,0.6190187909183332,-0.3648759740183919,-0.4640430901817152,20.5,130.1096090289378,775.824672397921,0.31323224578766523,79,36,0.45569620253164556,77,33,0.42857142857142855,90,0.5111111111111111,3.2188786103008433,244.60752533938773,11.402108788476232,0,41,True,-23.637340951393593,-32.56798652717999,0.1538461538461538,0.004855095469267212,-1.1921487835738205,0.8571593032477091
0.35,"[0.175, 0.0875, 0.04375, 0.04375]",182,-2.4253663937010157,-22.425366393701022,-65.13609525839846,0.25824175824175827,0.615637938581807,-0.3705762303546485,-0.4629978677338974,20.5,127.69892401050909,758.063883601128,0.30288810590463194,79,33,0.4177215189873418,77,30,0.38961038961038963,90,0.4777777777777778,3.2188786103008433,238.20882962570417,13.30246025322227,0,41,True,-23.571082433134492,-32.369295063251016,0.23076923076923064,0.005664278047479598,-1.3908402475027941,0.8347368468983993
0.4,"[0.2, 0.1, 0.05, 0.05]",182,-2.424557211122811,-22.424557211122817,-65.13609525839846,0.2857142857142857,0.6128788242014471,-0.3763324691864751,-0.46197977395181056,20.5,127.23647441770326,740.3030948043348,0.30745970794774097,79,28,0.35443037974683544,77,25,0.3246753246753247,90,0.4222222222222222,3.2188786103008433,231.81203902658098,15.20281171796831,0,41,True,-23.505982836713343,-32.17060359932205,0.3589743589743589,0.006473460625684879,-1.5895317114317606,0.8123210664952482
0.45,"[0.225, 0.1125, 0.05625, 0.05625]",182,-2.4237480285446007,-22.423748028544605,-65.13609525839846,0.29120879120879123,0.6103678582063453,-0.3821439694136388,-0.4609891091226491,20.5,126.98559296217417,722.542306007542,0.31203130999084994,79,27,0.34177215189873417,77,24,0.3116883116883117,90,0.4111111111111111,3.2093888239603285,225.41524842745784,17.103163182714347,0,41,True,-23.44212821157429,-31.971912135393083,0.3846153846153846,0.0072826432038972655,-1.7882231753607272,0.7899052860920973
0.5,"[0.25, 0.125, 0.0625, 0.0625]",182,-2.4229388459663883,-22.422938845966396,-63.88198952104336,0.3021978021978022,0.6079552660734858,-0.3880099935360918,-0.4600261720822342,20.5,126.73471150664506,704.7815172107491,0.316602912033959,79,25,0.31645569620253167,77,22,0.2857142857142857,90,0.3888888888888889,3.202870725197553,220.16708370220485,19.003514647460385,0,41,True,-23.379611632567286,-31.773220671464117,0.43589743589743585,0.008091825782106099,-1.9869146392896937,0.7715145468334197
