entry_i,exit_i,signal_i,entry_time,exit_time,side,entry_price,exit_price,gross_return,net_return,mae_return,mfe_return,censored,exit_reason
17523,18007,17522,2022-07-05 04:15:00+00:00,2022-07-10 05:15:00+00:00,-1,1146.9,1193.86,-0.04094515650884967,-0.04294515650884967,-0.11343621937396442,0.06094690034004713,False,opposite_entry
18007,18380,18006,2022-07-10 05:15:00+00:00,2022-07-14 02:30:00+00:00,1,1193.86,1109.39,-0.0707536897123614,-0.0727536897123614,-0.15819275291910262,0.0014993382808705658,False,opposite_entry
18380,19066,18379,2022-07-14 02:30:00+00:00,2022-07-21 06:00:00+00:00,-1,1109.39,1492.04,-0.3449192799646652,-0.3469192799646652,-0.47423358782754477,0.03435221157573087,False,opposite_entry
19066,19182,19065,2022-07-21 06:00:00+00:00,2022-07-22 11:00:00+00:00,1,1492.04,1624.17,0.08855660706147295,0.08655660706147295,-0.014215436583469687,0.10385780542076617,False,opposite_entry
19182,20154,19181,2022-07-22 11:00:00+00:00,2022-08-01 14:00:00+00:00,-1,1624.17,1666.1,-0.02581626307590934,-0.027816263075909342,-0.09962627064900831,0.16598631916609718,False,opposite_entry
20154,20533,20153,2022-08-01 14:00:00+00:00,2022-08-05 12:45:00+00:00,1,1666.1,1688.7,0.01356461196806924,0.01156461196806924,-0.06548226396974965,0.03582618090150658,False,opposite_entry
20533,21441,20532,2022-08-05 12:45:00+00:00,2022-08-14 23:45:00+00:00,-1,1688.7,1937.84,-0.14753360573222007,-0.14953360573222008,-0.20302007461360794,0.019215964943447683,False,opposite_entry
21441,21664,21440,2022-08-14 23:45:00+00:00,2022-08-17 07:30:00+00:00,1,1937.84,1913.66,-0.012477810345539297,-0.014477810345539298,-0.04429674276514051,0.03897638607934617,False,opposite_entry
21664,22620,21663,2022-08-17 07:30:00+00:00,2022-08-27 06:30:00+00:00,-1,1913.66,1492.2,0.22023765977237342,0.21823765977237342,-0.0005225588662562952,0.2328835843357755,False,opposite_entry
22620,22866,22619,2022-08-27 06:30:00+00:00,2022-08-29 20:00:00+00:00,1,1492.2,1530.77,0.025847741589599238,0.023847741589599236,-0.04748693204664267,0.035383996783272975,False,opposite_entry
22866,24202,22865,2022-08-29 20:00:00+00:00,2022-09-12 18:00:00+00:00,-1,1530.77,1728.2,-0.12897430704808688,-0.13097430704808688,-0.169346146057213,0.0377391770154889,False,opposite_entry
24202,25067,24201,2022-09-12 18:00:00+00:00,2022-09-21 18:15:00+00:00,1,1728.2,1318.98,-0.23678972341164217,-0.23878972341164217,-0.2593449832195348,0.019916676310612003,False,opposite_entry
25067,25468,25066,2022-09-21 18:15:00+00:00,2022-09-25 22:30:00+00:00,-1,1318.98,1298.57,0.01547407845456339,0.013474078454563389,-0.05471652337412247,0.07629380278700215,False,opposite_entry
25468,26288,25467,2022-09-25 22:30:00+00:00,2022-10-04 11:30:00+00:00,1,1298.57,1345.18,0.03589332881554341,0.03389332881554341,-0.03641698175685559,0.07917940503784937,False,opposite_entry
26288,26612,26287,2022-10-04 11:30:00+00:00,2022-10-07 20:30:00+00:00,-1,1345.18,1331.54,0.010139906926954101,0.0081399069269541,-0.028754516124235963,0.022435659168289823,False,opposite_entry
26612,27482,26611,2022-10-07 20:30:00+00:00,2022-10-16 22:00:00+00:00,1,1331.54,1293.39,-0.028651035642939693,-0.030651035642939695,-0.11380807185664721,0.008952040494465185,False,opposite_entry
27482,27927,27481,2022-10-16 22:00:00+00:00,2022-10-21 13:15:00+00:00,-1,1293.39,1275.39,0.013916916011411873,0.011916916011411873,-0.03749062541074233,0.03200117520624102,False,opposite_entry
27927,28360,27926,2022-10-21 13:15:00+00:00,2022-10-26 01:30:00+00:00,1,1275.39,1465.96,0.14942096143140526,0.14742096143140526,-0.003034365958648033,0.2110491692737122,False,opposite_entry
28360,29124,28359,2022-10-26 01:30:00+00:00,2022-11-03 00:30:00+00:00,-1,1465.96,1526.56,-0.04133809926600995,-0.043338099266009955,-0.1357745095364129,0.00024557286692683533,False,opposite_entry
29124,29311,29123,2022-11-03 00:30:00+00:00,2022-11-04 23:15:00+00:00,1,1526.56,1644.35,0.07716041295461684,0.07516041295461684,-0.0032556859867938215,0.10051357300073382,False,opposite_entry
29311,29494,29310,2022-11-04 23:15:00+00:00,2022-11-06 21:00:00+00:00,-1,1644.35,1612.21,0.01954571715267428,0.01754571715267428,-0.014492048529814339,0.025146714507252033,False,opposite_entry
29494,31066,29493,2022-11-06 21:00:00+00:00,2022-11-23 06:00:00+00:00,1,1612.21,1158.2,-0.28160723478951255,-0.28360723478951255,-0.33548359084734625,0.00104825053808133,False,opposite_entry
31066,32104,31065,2022-11-23 06:00:00+00:00,2022-12-04 01:30:00+00:00,-1,1158.2,1260.24,-0.08810222759454311,-0.09010222759454312,-0.13422552236228635,0.006492833707477108,False,opposite_entry
