fold,variant,side,seed,total,matched,sum_net_r_difference,sum_net_return_difference,mean_excess_net_r,mean_excess_net_return,match_rate
development,A,-1,53,794,794,93.77779198399942,-0.42692590458275415,0.11810805035768189,-0.0005376900561495644,1.0
development,A,-1,54,794,792,31.702911635308954,-2.025932584867973,0.0400289288324608,-0.002557995687964612,0.9974811083123426
development,A,-1,55,794,792,82.3980911516029,0.042565495906179474,0.1040379938782865,5.374431301285287e-05,0.9974811083123426
development,A,-1,56,794,792,28.368688182505956,-1.0408903200069426,0.035819050735487315,-0.0013142554545542205,0.9974811083123426
development,A,-1,57,794,792,66.18706828425174,-0.23783017240023369,0.08356953066193401,-0.0003002906217174668,0.9974811083123426
development,A,-1,58,794,792,49.63153244988387,-1.035565055362917,0.06266607632561094,-0.0013075316355592387,0.9974811083123426
development,A,-1,59,794,794,112.00559510909035,0.3278081722993179,0.14106498124570574,0.0004128566401754634,1.0
development,A,-1,60,794,793,42.261284268104795,-0.6779009927734088,0.05329291837087616,-0.0008548562330055596,0.9987405541561712
development,A,-1,61,794,792,130.19755747672133,0.43502629252002833,0.16439085539990067,0.0005492756218687226,0.9974811083123426
development,A,-1,62,794,792,10.254344504192662,-1.2307802538005232,0.012947404677010938,-0.0015540154719703577,0.9974811083123426
development,A,-1,63,794,790,61.931292103300336,-0.6153314947511972,0.07839404063708903,-0.0007789006262673382,0.9949622166246851
development,A,-1,64,794,791,134.90290982350118,0.36396879350213573,0.17054729434070945,0.00046013753919359765,0.9962216624685138
development,A,-1,65,794,791,124.17227234189784,0.7376136254335557,0.15698138096320838,0.0009325077439109427,0.9962216624685138
development,A,-1,66,794,793,144.96079876915454,1.755632476503238,0.18280050286148114,0.002213912328503453,0.9987405541561712
development,A,-1,67,794,793,-11.62322246697805,-2.1556844568426183,-0.01465727927739981,-0.0027183914966489513,0.9987405541561712
development,A,-1,68,794,793,-13.450760805279723,-2.790890757846974,-0.01696186734587607,-0.0035194082696683154,0.9987405541561712
development,A,-1,69,794,790,89.27323594373424,0.20891445611054693,0.11300409613130916,0.0002644486786209455,0.9949622166246851
development,A,-1,70,794,790,61.694809883975246,-1.0204297772890343,0.07809469605566487,-0.0012916832623911826,0.9949622166246851
development,A,-1,71,794,791,102.64074937973122,-0.5586042208755796,0.1297607451071191,-0.0007062000263913775,0.9962216624685138
development,A,-1,72,794,793,146.64239429939406,-0.22668398059541142,0.18492105207994206,-0.0002858562176486903,0.9987405541561712
development,A,-1,73,794,790,8.803895838662095,-1.0107698083995469,0.011144171947673538,-0.0012794554536703126,0.9949622166246851
development,A,-1,74,794,793,23.873552418458882,-1.8359918780926405,0.03010536244446265,-0.002315248269978109,0.9987405541561712
development,A,-1,75,794,791,134.17652818614846,1.7365457246463456,0.16962898632888554,0.002195380182865165,0.9962216624685138
development,A,-1,76,794,793,104.0260797858458,-0.5618029225563618,0.13118042848152056,-0.0007084526135641384,0.9987405541561712
development,A,-1,77,794,794,147.9102128692625,1.1871602877110339,0.18628490285801322,0.0014951640903161636,1.0
development,A,-1,78,794,794,132.80414370771442,2.20313017452913,0.16725962683591236,0.002774723141724345,1.0
development,A,-1,79,794,794,79.03903775790327,1.0279590291266596,0.09954538760441219,0.0012946587268597729,1.0
development,A,-1,80,794,793,62.70287128014366,-1.263021340826713,0.07907045558656199,-0.001592712914031164,0.9987405541561712
development,A,-1,81,794,794,107.73190392915578,0.0018146422680291874,0.1356824986513297,2.2854436625052737e-06,1.0
development,A,-1,82,794,792,87.18555502831722,1.155875724549429,0.11008277150040054,0.0014594390461482691,0.9974811083123426
development,A,-1,83,794,794,76.94461909171595,0.2780438797984749,0.09690758072004528,0.0003501812088142001,1.0
development,A,-1,84,794,792,147.02042566310922,2.5538957614000584,0.18563185058473386,0.0032246158603536092,0.9974811083123426
development,A,-1,85,794,790,108.83045061720951,0.6530268774328039,0.1377600640724171,0.000826616300547853,0.9949622166246851
development,A,-1,86,794,793,24.55179381509908,-0.3423349137592603,0.030960647938334276,-0.00043169598204194235,0.9987405541561712
development,A,-1,87,794,794,83.56778635400099,1.0185267568670102,0.10524910120151258,0.0012827792907644964,1.0
development,A,-1,88,794,794,80.07191869090178,-1.1110782956712322,0.10084624520264708,-0.001399342941651426,1.0
development,A,-1,89,794,793,126.97147905418751,0.8824477437445034,0.1601153582020019,0.0011127966503713788,0.9987405541561712
development,A,-1,90,794,793,75.25258632129764,-0.8401234805059622,0.09489607354514204,-0.0010594243133744794,0.9987405541561712
development,A,-1,91,794,794,59.55077073186459,-2.135716003215144,0.07500097069504356,-0.0026898186438477885,1.0
development,A,-1,92,794,794,124.01519736633468,0.6072906645409434,0.15619042489462806,0.0007648497034520698,1.0
development,A,-1,93,794,791,-30.408781925435203,-2.009747802183381,-0.038443466403837175,-0.0025407683971977,0.9962216624685138
development,A,-1,94,794,794,5.895957761054511,-0.613730463099237,0.007425639497549762,-0.0007729602809814067,1.0
development,A,-1,95,794,792,131.59321060231312,0.9153456824678674,0.16615304368978928,0.001155739498065489,0.9974811083123426
development,A,-1,96,794,792,64.39740252199508,-1.7890817795931202,0.0813098516691857,-0.0022589416409004043,0.9974811083123426
development,A,-1,97,794,792,71.39805977009088,-1.6618562425619596,0.09014906536627637,-0.0020983033365681307,0.9974811083123426
development,A,-1,98,794,792,75.4914203532292,-1.2439127016337448,0.09531744994094596,-0.0015705968454971526,0.9974811083123426
development,A,1,0,798,793,148.84950368996812,3.079606282002075,0.18770429216893836,0.003883488375790763,0.993734335839599
development,A,1,1,798,791,132.1972030065626,6.706838792588597,0.16712667889578078,0.008478936526660678,0.9912280701754386
development,A,1,2,798,792,195.05717837993942,11.213147628402988,0.24628431613628715,0.014158014682327004,0.9924812030075187
development,A,1,3,798,794,43.91747888003602,3.2271396424165593,0.05531168624689675,0.004064407610096422,0.9949874686716792
development,A,1,4,798,796,35.1318974957435,5.01441396825879,0.04413554961776822,0.006299515035500992,0.9974937343358395
development,A,1,5,798,792,211.73120055976943,9.931406089593965,0.26733737444415334,0.012539654153527733,0.9924812030075187
development,A,1,6,798,790,171.94759809585997,5.149179209251949,0.21765518746311388,0.006517948366141708,0.9899749373433584
development,A,1,7,798,793,80.25803134200657,7.421836804481285,0.1012081101412441,0.009359188908551431,0.993734335839599
development,A,1,8,798,790,138.64700656947875,6.031916031135155,0.1755025399613655,0.007635336748272348,0.9899749373433584
development,A,1,9,798,791,104.869552520959,6.570915179724247,0.13257844819337422,0.008307098836566685,0.9912280701754386
development,A,1,10,798,791,170.10332859444682,7.083578882688303,0.2150484558716142,0.008955219826407462,0.9912280701754386
development,A,1,11,798,796,151.2781943405031,7.786117226605047,0.19004798283982802,0.00978155430478021,0.9974937343358395
development,A,1,12,798,794,47.78466417038995,2.328500422294306,0.06018219668814855,0.0029326201792119725,0.9949874686716792
development,A,1,13,798,796,156.61512697815766,8.288843648793058,0.19675267208311265,0.010413120161800325,0.9974937343358395
development,A,1,14,798,797,139.41346036856038,5.5004628246790315,0.17492278590785493,0.006901459002106689,0.9987468671679198
development,A,1,15,798,795,186.98867261922206,8.58544768511717,0.23520587750845542,0.010799305264298328,0.9962406015037594
development,A,1,16,798,790,189.53538865634908,8.843783706699497,0.2399182134890495,0.011194662919872781,0.9899749373433584
development,A,1,17,798,796,283.97090730103514,8.982584801182375,0.3567473709811999,0.01128465427284218,0.9974937343358395
development,A,1,18,798,792,328.17862346266116,11.500428386970347,0.4143669488164914,0.014520742912841347,0.9924812030075187
development,A,1,19,798,795,123.56067558670762,6.1086533698721315,0.15542223344239953,0.007683840716820291,0.9962406015037594
development,A,1,20,798,789,29.84161186807119,2.4219553230243434,0.03782206827385449,0.0030696518669510054,0.9887218045112782
development,A,1,21,798,797,105.22463031364731,5.340603551090859,0.13202588496066162,0.006700882749172972,0.9987468671679198
development,A,1,22,798,793,156.78805336692722,8.182539497120555,0.19771507360268248,0.010318460904313436,0.993734335839599
development,A,1,23,798,794,144.12179513358637,6.4498102914817474,0.18151359588612895,0.008123186765090362,0.9949874686716792
development,A,1,24,798,795,150.45069686961153,6.200949753420108,0.189246159584417,0.007799936796754853,0.9962406015037594
development,A,1,25,798,792,121.73450827855724,8.116263420082998,0.15370518722040055,0.010247807348589644,0.9924812030075187
development,A,1,26,798,791,71.72122712230784,2.2644170416958227,0.0906715892823108,0.0028627269806521145,0.9912280701754386
development,A,1,27,798,793,62.67062557813038,5.127461543948797,0.07902979265842418,0.006465903586316264,0.993734335839599
development,A,1,28,798,792,105.47280717400939,4.139385487145731,0.13317273633081994,0.005226496827204205,0.9924812030075187
development,A,1,29,798,796,186.1127201411673,6.442823940392843,0.23380994992608958,0.008093999925116637,0.9974937343358395
development,A,1,30,798,793,228.29854237351043,7.541880911231225,0.28789223502334227,0.009510568614415163,0.993734335839599
development,A,1,31,798,794,-0.010290647866760594,3.230511450302606,-1.2960513686096467e-05,0.004068654219524692,0.9949874686716792
development,A,1,32,798,795,235.246264813554,8.692299718672421,0.29590725133780377,0.010933710337952731,0.9962406015037594
development,A,1,33,798,794,229.56956010869456,7.907877261015597,0.2891304283484818,0.0099595431498937,0.9949874686716792
development,A,1,34,798,793,198.28963810281897,6.091706855201797,0.2500499849972496,0.007681849754352833,0.993734335839599
development,A,1,35,798,796,-32.79884353614546,3.08291859476474,-0.0412045773067154,0.0038730133100059547,0.9974937343358395
development,A,1,36,798,792,118.06212031263374,5.166769713501996,0.1490683337280729,0.00652369913320959,0.9924812030075187
development,A,1,37,798,796,133.91496496115883,7.301592584948354,0.1682348806044709,0.009172855006216524,0.9974937343358395
development,A,1,38,798,794,111.61754826691163,6.199934249828735,0.14057625726311287,0.007808481422958105,0.9949874686716792
development,A,1,39,798,793,165.12121639795936,8.856382708293161,0.20822347591167636,0.011168200136561363,0.993734335839599
development,A,1,40,798,794,154.77614033005582,9.151081865932849,0.19493216666253882,0.011525292022585452,0.9949874686716792
development,A,1,41,798,795,105.30429406648554,6.260206840295276,0.1324582315301705,0.007874474012950033,0.9962406015037594
development,A,1,42,798,793,96.22758538650243,5.468557339491912,0.12134626152144064,0.006896036998098249,0.993734335839599
development,A,1,43,798,795,88.51542135077781,3.434262615605353,0.11134015264248781,0.004319827189440696,0.9962406015037594
development,A,1,44,798,793,163.81502528115507,9.210307691459995,0.20657632444029644,0.011614511590744003,0.993734335839599
development,A,1,45,798,794,277.4124677216579,10.596144055967805,0.3493859794983097,0.013345269591898998,0.9949874686716792
development,A,1,46,798,794,307.52389302604104,10.495416076085457,0.3873096889496738,0.013218408156278913,0.9949874686716792
development,A,1,47,798,792,102.65916622345327,5.779787240894833,0.12962015937304705,0.007297711162746001,0.9924812030075187
development,A,1,48,798,794,28.935194812100555,3.7715980460446077,0.03644231084647425,0.004750123483683385,0.9949874686716792
development,A,1,49,798,793,51.409976218161646,4.026614630502211,0.064829730413823,0.005077698146913254,0.993734335839599
development,A,1,50,798,794,62.883709737508624,6.4139450096060795,0.07919862687343655,0.008078016384894306,0.9949874686716792
development,A,1,51,798,792,164.60305250324038,9.92491925474587,0.20783213699904088,0.01253146370548721,0.9924812030075187
development,A,1,52,798,794,62.86033002746957,3.71843124342961,0.07916918139479795,0.004683162775100265,0.9949874686716792
development,A,1,53,798,793,177.42414078573643,7.722768519545558,0.22373788245363987,0.009738674047346227,0.993734335839599
development,A,1,54,798,795,258.6578119391699,9.379268754128905,0.32535573828826403,0.011797822332237615,0.9962406015037594
development,A,1,55,798,793,-65.08464068396384,-0.7577582178502716,-0.08207394789907167,-0.0009555589127998381,0.993734335839599
development,A,1,56,798,792,278.49931188266265,11.36138306683434,0.3516405453063922,0.01434518063994235,0.9924812030075187
development,A,1,57,798,797,170.99501784201604,6.890589464652999,0.21454832853452452,0.008645658048498117,0.9987468671679198
development,A,1,58,798,794,99.86628185122055,6.744713506600343,0.1257761736161468,0.008494601393703203,0.9949874686716792
development,A,1,59,798,795,-78.4503256382068,3.2278168774125557,-0.09867965489082617,0.004060147015613278,0.9962406015037594
development,A,1,60,798,794,50.77766827248545,5.092908321755784,0.06395172326509503,0.006414242218836,0.9949874686716792
development,A,1,61,798,795,14.613136338327948,0.8967348121594267,0.018381303570223835,0.0011279683171816688,0.9962406015037594
development,A,1,62,798,791,181.95222652033766,8.583012237014826,0.23002809926717782,0.010850837214936569,0.9912280701754386
development,A,1,63,798,795,186.1757500014654,7.888762712758199,0.2341833333351766,0.009922971965733584,0.9962406015037594
development,A,1,64,798,793,13.995331028456022,3.5374537161976276,0.01764858893878439,0.004460849579063843,0.993734335839599
development,A,1,65,798,789,35.73059234981286,2.7620410748116955,0.04528592186288068,0.0035006857728918828,0.9887218045112782
development,A,1,66,798,792,45.5755389806625,5.390606888855567,0.05754487245033144,0.006806321829363089,0.9924812030075187
development,A,1,67,798,792,84.40190721243863,1.9660798024503268,0.10656806466216999,0.002482423992992837,0.9924812030075187
development,A,1,68,798,792,166.3026580015591,6.17562112082765,0.2099781035373221,0.007797501415186426,0.9924812030075187
development,A,1,69,798,791,-35.52036126951306,0.4561804702451034,-0.044905640037311075,0.0005767136159862242,0.9912280701754386
development,A,1,70,798,795,128.39847274500303,5.495570011624133,0.16150751288679627,0.006912666681288217,0.9962406015037594
development,A,1,71,798,790,12.047116342728398,0.6433223292755518,0.015249514357884048,0.0008143320623741161,0.9899749373433584
development,A,1,72,798,795,47.53900785891648,3.427280552035917,0.05979749416215909,0.0043110447195420344,0.9962406015037594
development,A,1,73,798,793,36.33257707462242,1.0605375805257329,0.04581661673975085,0.001337373998140899,0.993734335839599
development,A,1,74,798,791,-44.79036536465298,1.0055256568329343,-0.05662498781877747,0.0012712081628734947,0.9912280701754386
development,A,1,75,798,794,211.83186167261064,7.814644396073359,0.2667907577740688,0.009842121405633954,0.9949874686716792
development,A,1,76,798,792,60.5030203350785,2.7935697325221795,0.07639270244328093,0.003527234510760328,0.9924812030075187
development,A,1,77,798,792,77.02621040255178,5.245923439613242,0.09725531616483811,0.006623640706582376,0.9924812030075187
development,A,1,78,798,795,153.9423241603769,6.74616470385979,0.19363814359795836,0.00848574176586137,0.9962406015037594
development,A,1,79,798,794,-15.427521364069918,1.3189423569235608,-0.01943012766255657,0.0016611364696770287,0.9949874686716792
development,A,1,80,798,792,78.40844960752335,5.487167632354414,0.09900056768626686,0.006928241960043452,0.9924812030075187
development,A,1,81,798,792,124.93201877420432,7.1698291997957,0.1577424479472277,0.009052814646206692,0.9924812030075187
development,A,1,82,798,793,225.42869898081304,7.269980766438164,0.28427326479295467,0.009167693274196928,0.993734335839599
development,A,1,83,798,794,148.2205897847258,7.084556783908947,0.18667580577421386,0.008922615596862653,0.9949874686716792
development,A,1,84,798,795,95.25164094511136,5.730433531453837,0.11981338483661806,0.007208092492394764,0.9962406015037594
development,A,1,85,798,795,-8.03729610622917,3.8545803680058306,-0.010109806422929775,0.004848528764787208,0.9962406015037594
development,A,1,86,798,793,158.46754027315197,5.830465795493588,0.19983296377446655,0.007352415883346264,0.993734335839599
development,A,1,87,798,791,140.97981985477156,6.105770789429451,0.1782298607519236,0.007719052831137107,0.9912280701754386
development,A,1,88,798,792,79.43442330636788,4.205518631332676,0.10029598902319176,0.005309998271884692,0.9924812030075187
development,A,1,89,798,790,151.4161471413812,6.438673759100632,0.19166600903972303,0.008150219948228649,0.9899749373433584
development,A,1,90,798,794,136.6281741161651,5.792304380025211,0.1720757860405102,0.007295093677613616,0.9949874686716792
development,A,1,91,798,795,216.0324031339365,7.383329495229504,0.2717388718665868,0.009287206912238371,0.9962406015037594
development,A,1,92,798,793,-44.27025416103092,2.947902938742633,-0.05582629780710078,0.0037174059757158046,0.993734335839599
development,A,1,93,798,795,160.32099767074695,6.651293951449142,0.20166163229024772,0.008366407486099549,0.9962406015037594
development,A,1,94,798,793,129.35225753978426,7.832404925334961,0.16311760093289315,0.00987692928793816,0.993734335839599
development,A,1,95,798,794,184.49129069595136,6.253880489379769,0.2323567892896113,0.007876423790150843,0.9949874686716792
development,A,1,96,798,793,254.1677496130962,10.168900452062296,0.3205141861451402,0.012823329699952453,0.993734335839599
development,A,1,97,798,795,17.856498945067415,5.541809282080015,0.02246100496234895,0.006970829285635239,0.9962406015037594
development,A,1,98,798,796,265.4391466283437,8.077713099390007,0.33346626460847195,0.010147880778128148,0.9974937343358395
development,B12,-1,0,794,792,101.90807055621465,0.462927040985762,0.12867180625784677,0.0005845038396284874,0.9974811083123426
development,B12,-1,1,794,791,66.21673378909286,-0.11161206540102006,0.08371268494196316,-0.0001411024847041973,0.9962216624685138
development,B12,-1,2,794,793,34.696770878322646,-1.1510179211274867,0.043753809430419476,-0.001451472788307045,0.9987405541561712
development,B12,-1,3,794,792,11.02656001258001,-1.3535592634089246,0.013922424258308093,-0.0017090394740011674,0.9974811083123426
development,B12,-1,4,794,789,113.23773440066265,-0.390929871197225,0.14352057591972453,-0.0004954751219229721,0.9937027707808564
development,B12,-1,5,794,794,47.54917156415797,-0.11907962198868335,0.0598856065039773,-0.00014997433499834177,1.0
development,B12,-1,6,794,794,122.67816290242759,1.4164822280429967,0.15450650239600452,0.0017839826549659909,1.0
development,B12,-1,7,794,792,8.36309774977989,-1.3844306447711412,0.01055946685578269,-0.0017480184908726531,0.9974811083123426
development,B12,-1,8,794,793,43.3073028633409,-1.6143193964166547,0.0546119834342256,-0.0020357117230979252,0.9987405541561712
development,B12,-1,9,794,793,25.0497701973039,-1.374519701621771,0.031588613111354226,-0.0017333161432809218,0.9987405541561712
development,B12,-1,10,794,789,102.56876161241368,1.456496887640995,0.12999843043398437,0.0018460036598745182,0.9937027707808564
development,B12,-1,11,794,793,138.20758520894958,0.7418700209557059,0.17428447062919242,0.0009355233555557451,0.9987405541561712
development,B12,-1,12,794,791,18.544914509670647,-0.9430247781473667,0.023444898242314344,-0.0011921931455718922,0.9962216624685138
development,B12,-1,13,794,793,117.88888526855504,1.3658002120011243,0.14866189819489917,0.0017223205699888075,0.9987405541561712
development,B12,-1,14,794,793,126.68104878244324,1.9793539463537402,0.15974911574078593,0.002496032719235486,0.9987405541561712
development,B12,-1,15,794,793,1.8861703608549947,-1.596551794911503,0.002378525045214369,-0.002013306172650067,0.9987405541561712
development,B12,-1,16,794,793,148.2235622595595,0.5131382260272834,0.18691495871318978,0.0006470847743093107,0.9987405541561712
development,B12,-1,17,794,792,117.16001898276943,1.4698505290718529,0.14792931689743616,0.0018558718801412284,0.9974811083123426
development,B12,-1,18,794,794,63.031022273012105,-0.3320389428380306,0.07938415903402028,-0.000418185066546638,1.0
development,B12,-1,19,794,792,19.0827692421918,-1.5729451378816455,0.024094405608828032,-0.0019860418407596533,0.9974811083123426
development,B12,-1,20,794,792,56.43136947855721,-0.6461177650843986,0.07125172913959243,-0.0008158052589449477,0.9974811083123426
development,B12,-1,21,794,793,6.568445023068961,-2.1239888877141166,0.00828303281597599,-0.002678422304809731,0.9987405541561712
development,B12,-1,22,794,790,129.98048573494196,0.9475403047795395,0.16453226042397717,0.0011994181073158728,0.9949622166246851
development,B12,-1,23,794,793,126.98662074109903,1.6804420907345405,0.16013445238474028,0.0021190946919729388,0.9987405541561712
development,B12,-1,24,794,791,62.36039210022007,-1.0917728997228275,0.078837410999014,-0.001380243868170452,0.9962216624685138
development,B12,-1,25,794,791,-57.3031167381189,-4.003107804403586,-0.07244388968156625,-0.00506081896890466,0.9962216624685138
development,B12,-1,26,794,790,83.46169058750685,-0.6332679082182068,0.10564770960443905,-0.0008016049471116541,0.9949622166246851
development,B12,-1,27,794,792,136.12638286081005,2.41641684093841,0.17187674603637634,0.0030510313648212245,0.9974811083123426
development,B12,-1,28,794,791,89.87248659165773,1.605833666966383,0.11361881996416907,0.002030131058111736,0.9962216624685138
development,B12,-1,29,794,794,122.83283695394273,1.1179409587947642,0.15470130598733342,0.0014079860941999549,1.0
development,B12,-1,30,794,791,-7.61411577959856,-2.649119575017575,-0.009625936510238381,-0.003349076580300348,0.9962216624685138
development,B12,-1,31,794,791,3.6936948410844685,-0.6479529221965954,0.00466965213790704,-0.000819156665229577,0.9962216624685138
development,B12,-1,32,794,791,100.46725608998251,-1.094684642287541,0.12701296597975034,-0.001383924958644173,0.9962216624685138
development,B12,-1,33,794,792,60.141096542437545,-1.0921409413871797,0.07593572795762316,-0.0013789658350848227,0.9974811083123426
development,B12,-1,34,794,792,29.517896344227754,-3.1275765030404896,0.03727007114170171,-0.003948960231111729,0.9974811083123426
development,B12,-1,35,794,794,-9.05882108634842,-0.9994407663889462,-0.011409094567189446,-0.0012587415193815444,1.0
development,B12,-1,36,794,791,76.69667754671224,-0.5622115262865739,0.09696166567220257,-0.0007107604630677293,0.9962216624685138
development,B12,-1,37,794,793,-19.934178859365176,-2.078760725572734,-0.02513767825897248,-0.002621388052424633,0.9987405541561712
development,B12,-1,38,794,791,25.947611120107545,-0.7920605518188056,0.03280355388129905,-0.001001340773475102,0.9962216624685138
development,B12,-1,39,794,793,156.01584698742073,0.6201783396490412,0.19674129506610433,0.0007820660020794972,0.9987405541561712
development,B12,-1,40,794,794,42.80178738867002,-1.2323904314669196,0.053906533235100786,-0.0015521290068852892,1.0
development,B12,-1,41,794,793,6.561568836510935,-0.7697153999674355,0.008274361710606476,-0.0009706373265667536,0.9987405541561712
development,B12,-1,42,794,789,81.3735674112142,0.0314730263978657,0.10313506642739442,3.9889767297675155e-05,0.9937027707808564
development,B12,-1,43,794,789,153.89733227081754,1.4017022048294163,0.19505365306820982,0.0017765553926862058,0.9937027707808564
development,B12,-1,44,794,792,154.67411906287845,1.553624831682432,0.19529560487737177,0.0019616475147505455,0.9974811083123426
