fold,variant,symbol,timeframe_min,side,trades,win_rate,profit_factor,sum_net_r,mean_net_r,mean_net_return,realized_net_r_ge_10,mfe_r_ge_10
development,B12,BTC,30,-1,81.0,0.2716049382716049,0.5827847663039988,-20.336342209483877,-0.25106595320350467,-0.004752875948803886,0.0,2.0
development,B12,BTC,30,1,38.0,0.23684210526315788,0.8100972066239871,-6.233902200481051,-0.16405005790739607,-0.0021511789772170873,0.0,0.0
development,B12,BTC,60,-1,42.0,0.19047619047619047,0.452023565801351,-19.018544435525705,-0.45282248656013585,-0.00929296332819314,0.0,1.0
development,B12,BTC,60,1,17.0,0.23529411764705882,0.9588166030877758,-0.40042575740310626,-0.02355445631782978,-0.000607916487975666,0.0,1.0
development,B12,BTC,240,-1,13.0,0.07692307692307693,0.12332452191521075,-9.17093518276485,-0.7054565525203731,-0.03361279379843028,0.0,0.0
development,B12,BTC,240,1,3.0,0.3333333333333333,1.6297361064953892,1.9086213619463908,0.6362071206487969,0.013865026458922,0.0,0.0
development,B12,DOGE,30,-1,77.0,0.33766233766233766,1.1303888925701846,16.418767109343026,0.21323074167977957,0.0024938685445996802,1.0,2.0
development,B12,DOGE,30,1,33.0,0.30303030303030304,1.8284388362939636,14.44802996663634,0.43781908989807095,0.014724677369203779,1.0,1.0
development,B12,DOGE,60,-1,39.0,0.28205128205128205,0.7458956295768737,-4.747498743786982,-0.12173073702017902,-0.008560995311175015,0.0,1.0
development,B12,DOGE,60,1,10.0,0.5,6.750457889646796,25.850171792660962,2.5850171792660963,0.1501806922120225,1.0,2.0
development,B12,DOGE,240,-1,9.0,0.3333333333333333,0.5032574248052063,-1.3008528383987148,-0.14453920426652386,-0.04177778201583504,0.0,0.0
development,B12,DOGE,240,1,4.0,0.75,41.16939679894944,15.808730031869706,3.9521825079674264,0.4405382635663718,1.0,1.0
development,B12,ETH,30,-1,77.0,0.2987012987012987,0.9068265185617945,6.229438076446146,0.0809017932005993,-0.001599633159309352,0.0,2.0
development,B12,ETH,30,1,36.0,0.2777777777777778,0.6441169571669052,0.16042098789686499,0.004456138552690694,-0.00703437261825005,0.0,1.0
development,B12,ETH,60,-1,40.0,0.25,0.7276613770051309,-5.392241188139712,-0.1348060297034928,-0.007038961615175291,0.0,1.0
development,B12,ETH,60,1,16.0,0.3125,1.2125678665039183,1.1529619163950908,0.07206011977469318,0.004657849383304774,0.0,1.0
development,B12,ETH,240,-1,8.0,0.5,1.9598338977932863,0.5269445325008806,0.06586806656261007,0.02921738057127638,0.0,0.0
development,B12,ETH,240,1,3.0,0.6666666666666666,9.23490309579437,8.379041605391325,2.7930138684637753,0.182635570229101,0.0,0.0
development,B12,PEPE,30,-1,74.0,0.3783783783783784,1.0379845553853804,12.65829193302777,0.17105799909496988,0.0009854624891246036,1.0,1.0
development,B12,PEPE,30,1,34.0,0.35294117647058826,1.8167947942880165,19.377057315647992,0.569913450460235,0.021865185144775593,1.0,1.0
development,B12,PEPE,60,-1,43.0,0.3023255813953488,0.7351661416561389,-8.05384778420361,-0.18729878567915373,-0.010486592545100747,0.0,0.0
development,B12,PEPE,60,1,17.0,0.23529411764705882,0.8944861102197125,-0.47973260224934844,-0.028219564838196966,-0.005814487583828059,0.0,0.0
development,B12,PEPE,240,-1,10.0,0.3,0.5847839806411494,-3.4889624722669454,-0.34889624722669454,-0.03575959664358989,0.0,0.0
development,B12,PEPE,240,1,2.0,1.0,inf,6.343530765196757,3.1717653825983785,0.3263700112295973,0.0,0.0
development,B12,SOL,30,-1,81.0,0.25925925925925924,0.8386688249159262,9.192936466365415,0.11349304279463475,-0.003140223035103539,1.0,2.0
development,B12,SOL,30,1,26.0,0.34615384615384615,1.1241522289695873,0.5117549881807648,0.019682884160798646,0.0021745300910937346,0.0,0.0
development,B12,SOL,60,-1,44.0,0.36363636363636365,0.8252961465083012,-2.881840453557687,-0.06549637394449288,-0.0044168929284791845,0.0,0.0
development,B12,SOL,60,1,14.0,0.35714285714285715,1.4208329945104934,1.3555498171969065,0.09682498694263618,0.009369973078603407,0.0,1.0
development,B12,SOL,240,-1,10.0,0.2,0.2316676351670566,-6.329769581384047,-0.6329769581384047,-0.04214859517459817,0.0,0.0
development,B12,SOL,240,1,2.0,1.0,inf,3.854680128091091,1.9273400640455456,0.11010020850581895,0.0,0.0
development,B12,SOPH,30,-1,16.0,0.3125,1.2311607884992526,-2.7033955737754987,-0.16896222336096867,0.005548522566206149,0.0,0.0
development,B12,SOPH,30,1,5.0,0.2,0.5500222038812533,-1.0101255186857734,-0.20202510373715468,-0.014993372416827699,0.0,0.0
development,B12,SOPH,60,-1,5.0,0.4,0.7817646626158666,-0.26644235740210853,-0.053288471480421706,-0.00554318846997324,0.0,0.0
development,B12,SOPH,60,1,3.0,0.0,0.0,-3.1381503880643313,-1.046050129354777,-0.0464633086509193,0.0,0.0
development,B12,SOPH,240,-1,1.0,1.0,inf,1.4407737512242909,1.4407737512242909,0.1592885760693015,0.0,0.0
development,B12,USELESS,30,-1,6.0,0.6666666666666666,2.3737584468579676,3.924759249597188,0.6541265415995313,0.04805792751787013,0.0,0.0
development,B12,USELESS,30,1,5.0,0.4,0.71703108691134,0.2613782400582365,0.0522756480116473,-0.021209837445461267,0.0,0.0
development,B12,USELESS,60,-1,3.0,0.3333333333333333,0.712370993018463,-0.5741643680890107,-0.1913881226963369,-0.017036892836170492,0.0,0.0
development,B12,USELESS,60,1,1.0,0.0,0.0,-1.012785025524674,-1.012785025524674,-0.1584330079858029,0.0,0.0
development,B12,XRP,30,-1,72.0,0.3472222222222222,0.8988465792005504,10.425994801150159,0.14480548334930776,-0.0019280642048414075,0.0,2.0
development,B12,XRP,30,1,23.0,0.43478260869565216,1.8000761039392599,3.519100729221365,0.1530043795313637,0.008297688609307468,0.0,0.0
development,B12,XRP,60,-1,35.0,0.37142857142857144,0.9253624312074642,-1.4861604197323928,-0.042461726278068365,-0.001773520708981629,0.0,1.0
development,B12,XRP,60,1,10.0,0.3,0.35093725470943016,-4.359085285959281,-0.43590852859592805,-0.01241678077920009,0.0,0.0
development,B12,XRP,240,-1,8.0,0.5,0.7193299234617624,-1.2474096827498797,-0.15592621034373497,-0.00833370562587581,0.0,0.0
development,B12,XRP,240,1,2.0,0.5,6.62800767999162,3.3470391843686715,1.6735195921843358,0.19849765755564344,0.0,0.0
development,C24,BTC,30,-1,81.0,0.2716049382716049,0.5827847663039988,-20.336342209483877,-0.25106595320350467,-0.004752875948803886,0.0,2.0
development,C24,BTC,30,1,50.0,0.26,0.7609155275609621,-12.174835296541179,-0.2434967059308236,-0.002534015023911612,0.0,0.0
development,C24,BTC,60,-1,42.0,0.19047619047619047,0.452023565801351,-19.018544435525705,-0.45282248656013585,-0.00929296332819314,0.0,1.0
development,C24,BTC,60,1,25.0,0.28,1.2316224376397797,4.423986987215525,0.17695947948862098,0.003320589512384463,0.0,1.0
development,C24,BTC,240,-1,13.0,0.07692307692307693,0.12332452191521075,-9.17093518276485,-0.7054565525203731,-0.03361279379843028,0.0,0.0
development,C24,BTC,240,1,6.0,0.5,4.126132235726614,8.155151623792761,1.3591919372987935,0.055010748027861545,0.0,0.0
development,C24,DOGE,30,-1,77.0,0.33766233766233766,1.1303888925701846,16.418767109343026,0.21323074167977957,0.0024938685445996802,1.0,2.0
development,C24,DOGE,30,1,51.0,0.3137254901960784,2.3647644871588103,44.05320120149445,0.8637882588528324,0.022287481252796143,3.0,4.0
development,C24,DOGE,60,-1,39.0,0.28205128205128205,0.7458956295768737,-4.747498743786982,-0.12173073702017902,-0.008560995311175015,0.0,1.0
development,C24,DOGE,60,1,19.0,0.5789473684210527,5.853581689912874,45.03758218862756,2.370399062559345,0.10334564672592415,1.0,3.0
development,C24,DOGE,240,-1,9.0,0.3333333333333333,0.5032574248052063,-1.3008528383987148,-0.14453920426652386,-0.04177778201583504,0.0,0.0
development,C24,DOGE,240,1,8.0,0.625,11.863768945083901,18.135467784670183,2.266933473083773,0.2282388924215781,1.0,1.0
development,C24,ETH,30,-1,77.0,0.2987012987012987,0.9068265185617945,6.229438076446146,0.0809017932005993,-0.001599633159309352,0.0,2.0
development,C24,ETH,30,1,53.0,0.2641509433962264,0.962680938011436,7.205219413578456,0.1359475361052539,-0.0007144192227432003,0.0,1.0
development,C24,ETH,60,-1,40.0,0.25,0.7276613770051309,-5.392241188139712,-0.1348060297034928,-0.007038961615175291,0.0,1.0
development,C24,ETH,60,1,24.0,0.2916666666666667,1.218364182739317,1.3323247619898098,0.05551353174957541,0.004904535317133675,0.0,1.0
development,C24,ETH,240,-1,8.0,0.5,1.9598338977932863,0.5269445325008806,0.06586806656261007,0.02921738057127638,0.0,0.0
development,C24,ETH,240,1,5.0,0.6,4.367340096456202,7.82862592879018,1.5657251857580359,0.0995502219536978,0.0,0.0
development,C24,PEPE,30,-1,74.0,0.3783783783783784,1.0379845553853804,12.65829193302777,0.17105799909496988,0.0009854624891246036,1.0,1.0
development,C24,PEPE,30,1,49.0,0.30612244897959184,1.5926753787840024,17.32383968402083,0.3535477486534863,0.014578988555048517,1.0,1.0
development,C24,PEPE,60,-1,43.0,0.3023255813953488,0.7351661416561389,-8.05384778420361,-0.18729878567915373,-0.010486592545100747,0.0,0.0
development,C24,PEPE,60,1,22.0,0.2727272727272727,0.8908393796820996,-1.6193459472508698,-0.07360663396594863,-0.005145307467976342,0.0,0.0
development,C24,PEPE,240,-1,10.0,0.3,0.5847839806411494,-3.4889624722669454,-0.34889624722669454,-0.03575959664358989,0.0,0.0
development,C24,PEPE,240,1,4.0,0.75,10.652717275978898,9.453987209176518,2.3634968022941294,0.19641479745860096,0.0,0.0
development,C24,SOL,30,-1,81.0,0.25925925925925924,0.8386688249159262,9.192936466365415,0.11349304279463475,-0.003140223035103539,1.0,2.0
development,C24,SOL,30,1,39.0,0.358974358974359,1.1830741179747561,8.120554312421941,0.20821934134415235,0.0031613678892211637,0.0,1.0
development,C24,SOL,60,-1,44.0,0.36363636363636365,0.8252961465083012,-2.881840453557687,-0.06549637394449288,-0.0044168929284791845,0.0,0.0
development,C24,SOL,60,1,22.0,0.3181818181818182,1.0996254394976686,2.0688168558607702,0.09403712981185319,0.0023027559392002207,0.0,1.0
development,C24,SOL,240,-1,10.0,0.2,0.2316676351670566,-6.329769581384047,-0.6329769581384047,-0.04214859517459817,0.0,0.0
development,C24,SOL,240,1,6.0,0.5,1.98865771161164,2.350768425123451,0.3917947375205752,0.023169618916942376,0.0,0.0
development,C24,SOPH,30,-1,16.0,0.3125,1.2311607884992526,-2.7033955737754987,-0.16896222336096867,0.005548522566206149,0.0,0.0
development,C24,SOPH,30,1,12.0,0.16666666666666666,0.3664893817987207,-0.15026359717650895,-0.012521966431375745,-0.0227618835785921,0.0,1.0
development,C24,SOPH,60,-1,5.0,0.4,0.7817646626158666,-0.26644235740210853,-0.053288471480421706,-0.00554318846997324,0.0,0.0
development,C24,SOPH,60,1,5.0,0.0,0.0,-5.19941523768529,-1.039883047537058,-0.05809188813289732,0.0,0.0
development,C24,SOPH,240,-1,1.0,1.0,inf,1.4407737512242909,1.4407737512242909,0.1592885760693015,0.0,0.0
development,C24,USELESS,30,-1,6.0,0.6666666666666666,2.3737584468579676,3.924759249597188,0.6541265415995313,0.04805792751787013,0.0,0.0
development,C24,USELESS,30,1,6.0,0.3333333333333333,0.6446174611471083,-0.7884964989814296,-0.1314160831635716,-0.024691607945167737,0.0,0.0
development,C24,USELESS,60,-1,3.0,0.3333333333333333,0.712370993018463,-0.5741643680890107,-0.1913881226963369,-0.017036892836170492,0.0,0.0
development,C24,USELESS,60,1,1.0,0.0,0.0,-1.012785025524674,-1.012785025524674,-0.1584330079858029,0.0,0.0
development,C24,XRP,30,-1,72.0,0.3472222222222222,0.8988465792005504,10.425994801150159,0.14480548334930776,-0.0019280642048414075,0.0,2.0
development,C24,XRP,30,1,40.0,0.5,2.9799961113038798,39.972445760128146,0.9993111440032036,0.02305211176062303,2.0,2.0
development,C24,XRP,60,-1,35.0,0.37142857142857144,0.9253624312074642,-1.4861604197323928,-0.042461726278068365,-0.001773520708981629,0.0,1.0
development,C24,XRP,60,1,18.0,0.2222222222222222,0.3178117026820796,-5.287318650480889,-0.29373992502671603,-0.01839319272196678,0.0,0.0
development,C24,XRP,240,-1,8.0,0.5,0.7193299234617624,-1.2474096827498797,-0.15592621034373497,-0.00833370562587581,0.0,0.0
development,C24,XRP,240,1,6.0,0.5,10.110417943015296,53.516865052334886,8.919477508722482,0.5639497249742255,1.0,1.0
validation,A,BTC,30,-1,83.0,0.30120481927710846,1.0373565497070087,10.675669094149189,0.12862251920661674,0.0003854730499558037,1.0,1.0
validation,A,BTC,30,1,80.0,0.2375,0.6686232117947672,-16.51164028499975,-0.20639550356249686,-0.0035356295107213734,1.0,1.0
validation,A,BTC,60,-1,45.0,0.28888888888888886,0.9676596534149636,1.9070600608425052,0.042379112463166786,-0.000518245419237645,2.0,2.0
validation,A,BTC,60,1,36.0,0.2777777777777778,0.8059687088926754,0.0759162290103852,0.0021087841391773665,-0.0030062216917446064,1.0,1.0
validation,A,BTC,240,-1,13.0,0.23076923076923078,0.5083310149678908,-6.794398752797933,-0.5226460579075333,-0.013081091301777214,0.0,0.0
validation,A,BTC,240,1,11.0,0.18181818181818182,0.5274734222639111,-4.298947752213306,-0.39081343201939145,-0.012391440183390142,0.0,0.0
validation,A,DOGE,30,-1,75.0,0.4266666666666667,1.7354217875268385,16.855319813809317,0.22473759751745756,0.008614308650837272,0.0,2.0
validation,A,DOGE,30,1,71.0,0.29577464788732394,0.7561357820206419,-13.143508143770651,-0.18511983301085425,-0.003372439144979321,0.0,1.0
validation,A,DOGE,60,-1,39.0,0.38461538461538464,1.355969913061232,4.2311394455469715,0.10849075501402491,0.0065440262318318815,0.0,1.0
validation,A,DOGE,60,1,35.0,0.2857142857142857,0.8831645463635975,7.298312825937201,0.20852322359820574,-0.002741105481370063,1.0,1.0
validation,A,DOGE,240,-1,8.0,0.5,2.967040726745642,4.681635402472018,0.5852044253090023,0.05733535050007311,0.0,0.0
validation,A,DOGE,240,1,9.0,0.2222222222222222,0.3186650292169617,-3.509281457294997,-0.38992016192166634,-0.04218317012442183,0.0,0.0
validation,A,ETH,30,-1,78.0,0.32051282051282054,1.0144687608443148,-8.337213754930668,-0.10688735583244445,0.00019709674164969759,0.0,2.0
validation,A,ETH,30,1,81.0,0.25925925925925924,0.8824908622767966,-2.8095016196357543,-0.03468520518068832,-0.0015470901067653373,1.0,1.0
validation,A,ETH,60,-1,43.0,0.2558139534883721,1.155929997409008,-1.4533120985789854,-0.033797955780906636,0.0028777766247311274,0.0,1.0
validation,A,ETH,60,1,39.0,0.15384615384615385,0.511889258327788,-4.325144632087508,-0.11090114441250022,-0.011337154201786253,1.0,1.0
validation,A,ETH,240,-1,8.0,0.5,1.7767960209784404,3.6093657011030102,0.4511707126378763,0.018295374746983187,0.0,0.0
validation,A,ETH,240,1,13.0,0.3076923076923077,0.892377779947997,9.87290611827517,0.7594543167903977,-0.003615445451752406,1.0,1.0
validation,A,PEPE,30,-1,83.0,0.2891566265060241,0.8694326259059881,-4.679916404834702,-0.05638453499800846,-0.0027998839348746226,1.0,2.0
validation,A,PEPE,30,1,78.0,0.24358974358974358,1.3201801280695646,29.68554268916736,0.38058388063035076,0.006230010789707309,2.0,3.0
validation,A,PEPE,60,-1,41.0,0.2926829268292683,0.8838154569766831,-2.0297433002730916,-0.04950593415300223,-0.003498691873324113,0.0,1.0
validation,A,PEPE,60,1,28.0,0.32142857142857145,1.3019274850885563,21.303845468722884,0.7608516238829601,0.010234533259236775,1.0,2.0
validation,A,PEPE,240,-1,7.0,0.8571428571428571,14.186009776438368,11.235894930750037,1.6051278472500052,0.11404386490423489,0.0,1.0
validation,A,PEPE,240,1,7.0,0.2857142857142857,0.6903558885243366,-2.222312523119868,-0.31747321758855257,-0.020329209234025886,0.0,0.0
validation,A,SOL,30,-1,85.0,0.2823529411764706,1.0664901790763954,-6.038767788555893,-0.07104432692418697,0.0009381347515528304,0.0,1.0
validation,A,SOL,30,1,76.0,0.2236842105263158,0.6726233415717909,-12.221162928074254,-0.16080477536939808,-0.005068081278358937,1.0,1.0
validation,A,SOL,60,-1,37.0,0.43243243243243246,1.3646850382161486,20.03039078247615,0.541361913039896,0.00807157096877739,1.0,1.0
validation,A,SOL,60,1,40.0,0.225,0.4314050103678554,-13.33614001599967,-0.3334035003999917,-0.015597270183299022,0.0,0.0
validation,A,SOL,240,-1,10.0,0.4,1.3729891173762425,0.4326099886924897,0.043260998869248966,0.011129636570553738,0.0,0.0
validation,A,SOL,240,1,8.0,0.25,0.21055820568744898,-5.0778395829005145,-0.6347299478625643,-0.03679963451923191,0.0,0.0
validation,A,SOPH,30,-1,69.0,0.34782608695652173,1.1695230764919071,6.782294938035467,0.0982941295367459,0.002871289083703666,0.0,0.0
validation,A,SOPH,30,1,70.0,0.17142857142857143,0.31835638256178844,-36.925159587107835,-0.5275022798158262,-0.015475026042514653,0.0,0.0
validation,A,SOPH,60,-1,35.0,0.34285714285714286,1.319592152058656,4.576677329943832,0.13076220942696665,0.007109047884942835,0.0,0.0
validation,A,SOPH,60,1,38.0,0.18421052631578946,0.6444201464609011,-14.31919858229336,-0.3768210153235095,-0.013733475657572804,0.0,1.0
validation,A,SOPH,240,-1,9.0,0.4444444444444444,1.1796512671620911,0.1116933094314897,0.012410367714609967,0.00995939468704396,0.0,0.0
validation,A,SOPH,240,1,9.0,0.1111111111111111,1.0636704586903762,-5.134513455657702,-0.570501495073078,0.00347687870023654,0.0,0.0
validation,A,USELESS,30,-1,74.0,0.32432432432432434,0.8877925641655616,0.7494774685240841,0.01012807389897411,-0.0045736506404639825,0.0,0.0
validation,A,USELESS,30,1,83.0,0.24096385542168675,0.8678910378101397,-4.527319960647443,-0.05454602362225835,-0.006114424729624747,1.0,2.0
validation,A,USELESS,60,-1,35.0,0.3142857142857143,0.8711132990889263,3.411545593045636,0.09747273122987532,-0.007785536289980866,0.0,0.0
validation,A,USELESS,60,1,44.0,0.3181818181818182,2.386333900323355,60.65575332916481,1.3785398483901092,0.07213469952120585,2.0,3.0
validation,A,USELESS,240,-1,7.0,0.42857142857142855,1.3535949240382956,0.4688841691992143,0.06698345274274489,0.03779332047218199,0.0,0.0
validation,A,USELESS,240,1,10.0,0.3,0.7215960079879843,1.9441762078803764,0.19441762078803765,-0.0305860325365672,0.0,1.0
validation,A,XRP,30,-1,84.0,0.32142857142857145,0.9846278540272897,1.4694148639127835,0.017493034094199805,-0.00020686951525792076,0.0,4.0
validation,A,XRP,30,1,72.0,0.25,0.7416897352982894,5.0957520366966165,0.07077433384300856,-0.0035707944432559263,1.0,1.0
validation,A,XRP,60,-1,42.0,0.3333333333333333,0.9790785613213964,-3.4283264413309054,-0.08162682003168822,-0.00036092438144598985,0.0,0.0
validation,A,XRP,60,1,37.0,0.24324324324324326,0.9915703376674623,38.81293512106714,1.0489982465153282,-0.000211602797784545,1.0,1.0
validation,A,XRP,240,-1,11.0,0.18181818181818182,0.6058987043629561,-2.3934878994862863,-0.21758980904420785,-0.020778018974929865,0.0,1.0
validation,A,XRP,240,1,8.0,0.25,0.15089739163923294,-5.05734697490516,-0.632168371863145,-0.03476010444284816,0.0,0.0
validation,B12,BTC,30,-1,83.0,0.30120481927710846,1.0373565497070087,10.675669094149189,0.12862251920661674,0.0003854730499558037,1.0,1.0
validation,B12,BTC,30,1,30.0,0.26666666666666666,0.4972600553631536,-8.072940581115128,-0.26909801937050426,-0.007129438393654381,0.0,0.0
validation,B12,BTC,60,-1,45.0,0.28888888888888886,0.9676596534149636,1.9070600608425052,0.042379112463166786,-0.000518245419237645,2.0,2.0
validation,B12,BTC,60,1,18.0,0.1111111111111111,0.15559044525426552,-11.617877432747386,-0.6454376351526325,-0.01634763249779407,0.0,0.0
validation,B12,BTC,240,-1,13.0,0.23076923076923078,0.5083310149678908,-6.794398752797933,-0.5226460579075333,-0.013081091301777214,0.0,0.0
validation,B12,BTC,240,1,3.0,0.3333333333333333,0.24446110607787105,-1.305235656817131,-0.435078552272377,-0.013031728138713,0.0,0.0
validation,B12,DOGE,30,-1,75.0,0.4266666666666667,1.7354217875268385,16.855319813809317,0.22473759751745756,0.008614308650837272,0.0,2.0
validation,B12,DOGE,30,1,28.0,0.25,0.43109723624219143,-10.737047394315603,-0.3834659783684144,-0.010008853090771899,0.0,0.0
validation,B12,DOGE,60,-1,39.0,0.38461538461538464,1.355969913061232,4.2311394455469715,0.10849075501402491,0.0065440262318318815,0.0,1.0
validation,B12,DOGE,60,1,15.0,0.26666666666666666,0.744338126259694,-2.979520728624429,-0.19863471524162862,-0.006260532766137452,0.0,0.0
validation,B12,DOGE,240,-1,8.0,0.5,2.967040726745642,4.681635402472018,0.5852044253090023,0.05733535050007311,0.0,0.0
validation,B12,DOGE,240,1,2.0,0.0,0.0,-2.0779170082065406,-1.0389585041032703,-0.08909518588357895,0.0,0.0
validation,B12,ETH,30,-1,78.0,0.32051282051282054,1.0144687608443148,-8.337213754930668,-0.10688735583244445,0.00019709674164969759,0.0,2.0
validation,B12,ETH,30,1,31.0,0.2903225806451613,1.2581055215453916,18.986594649080388,0.6124707951316254,0.0033200181100639784,1.0,1.0
