venue,symbol,asset,base_asset,source_path,frozen_upstream_expected_full_source_sha256,actual_development_prefix_sha256
binance,LQTYUSDT,LQTY,LQTY,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/LQTYUSDT_30m.csv.gz,97b7724a185ce98f4a5065cdef22c95dae11f15b5248ae0306275aef3126f148,3c3d6b589ff69a4156fa1fdc0a34fc48e01ebdd43b53cef7cd9c125f368c5946
binance,LRCUSDT,LRC,LRC,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/LRCUSDT_30m.csv.gz,5f0e6f2ff54abd3a0c3c17e490bf694c65ba37750c5b737c576bc3e6c40f4595,33c05fd724ebf26a87019ff6d5fe84f4556f9916700c2d882a11d5323c45d73d
okx,LRCX-USDT-SWAP,LRCX,LRCX,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/LRCX-USDT-SWAP_30m.csv.gz,785d246260c9df0985b4bfdc4532682149be1e1bd44164b490f3e206b95ce5dd,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,LSKUSDT,LSK,LSK,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/LSKUSDT_30m.csv.gz,05c0a668227e25361d953cfa2dc7e8258f57ea07876a0f3eff8f9ad65dce6101,6f10b8cc81894e6668562ad5092bfac051f5332fc259e21da2363b2bfb560f1a
binance,LTCUSDT,LTC,LTC,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/LTCUSDT_30m.csv.gz,feb33d7f9b26976a0434f45be8a0722c6eae0b17c7bf7aa2b7e2ac2da0a1591d,3d9ab95b4378e0f0fb6d940d478aacb0076be6fd5c614a2b092f2f335c8e583b
binance,LUMIAUSDT,LUMIA,LUMIA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/LUMIAUSDT_30m.csv.gz,06e154f130f1537667d7a6c4c7caf2332b07089a2f80b60b1b919cf9ebea8338,5bf489a615d1d907f60291b8e9fa6d9a45279617bf98ba48cd8ef3716c644c2c
okx,LUNA-USDT-SWAP,LUNA,LUNA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/LUNA-USDT-SWAP_30m.csv.gz,3956c4e8fbd9aaaecf77cb4734325d79c7bb5f75f4c0e27f4b0b8b27a840d2fe,320ac499e9f6feb9507cc303f49fdd268be97d43a8bd0695b5583c4eef2f37a0
binance,LUNA2USDT,LUNA2,LUNA2,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/LUNA2USDT_30m.csv.gz,11e7aa31762702e2c4ea7f83100dedfa5cfc9c2db02b91e4311a707b4c5a2c5c,28743b8901c2a2946c1321d4b3ed1a17701056731bf365bdbd11c44c7c36c1e4
binance,1000LUNCUSDT,1000LUNC,LUNC,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/1000LUNCUSDT_30m.csv.gz,7a88b4b71bda0ca17ad18832a17378e404f96ece7f4436d90d2062fd9a3b8268,4cdb53c0ec6c89f69ac5cac37620b479a593bf274b5ee7631bd7eda3e3adf02a
okx,LUNR-USDT-SWAP,LUNR,LUNR,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/LUNR-USDT-SWAP_30m.csv.gz,24491f9e19652db8cabd0c1ca8691051a6527442d9b537758b7d82668f5268d8,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,LYNUSDT,LYN,LYN,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/LYNUSDT_30m.csv.gz,7b60ef7176a2c6ed013faab5949f869a0242b8e3fc2e9cdf9fd92de40f9b6f05,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,LYTE-USDT-SWAP,LYTE,LYTE,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/LYTE-USDT-SWAP_30m.csv.gz,ed21a8e2abb16dbdb6ab2bd45ebaa370ea657335d5787893b9b211a92beaff64,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MUSDT,M,M,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MUSDT_30m.csv.gz,5eab0a266bfa9abd38c1652d29fac2b432bcc664ab5d99f703e01bddac049e98,d286f69330ae75ab7e4f6dca1d0b0a372581f8c40d8ffff4606ae4400cb90683
binance,MAGICUSDT,MAGIC,MAGIC,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MAGICUSDT_30m.csv.gz,fb42052677bb7777c1da38258881a3ca6581f3ac665aa78e11c6f3378f3853d3,e352f0a48c84b09ea2ee174a8e2bdf5c0993b398e87cff145b5d7080ff7c75fb
binance,MAGMAUSDT,MAGMA,MAGMA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MAGMAUSDT_30m.csv.gz,d9f8de3d11a12bd95e78317cb7139e4c76ee35a1dd2b60d99752ac3e6ac55dc7,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MANAUSDT,MANA,MANA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MANAUSDT_30m.csv.gz,cf99630b8520535d63adc34a8d45d66aa2e7caf8309f098b6e24be1f617fdc6b,fa41fd5e321e9fda2e67e3ddc9905d75a231dc7276aba45384436d0a54d56e47
binance,MANTAUSDT,MANTA,MANTA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MANTAUSDT_30m.csv.gz,6bbef4da468cd9440369adc0e29d0d7c284eb4aaa500145883a66f2c757e0303,1ce6351db2be6787efe68d916e1577e5afc3097f0ee8ed842d00c846c25d6f3b
binance,MANTRAUSDT,MANTRA,MANTRA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MANTRAUSDT_30m.csv.gz,b60ae76bba134ea198556bc919da2b772617f98972609dee3327fa431f573778,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,MARA-USDT-SWAP,MARA,MARA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MARA-USDT-SWAP_30m.csv.gz,20d237668c59c657b2e3f0a6a21a5bbc44b1b8b899a97537a8bdf9e3cf1be182,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MARSCOINUSDT,MARSCOIN,MARSCOIN,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MARSCOINUSDT_30m.csv.gz,751a14ec57aa441318301034aaeb85bcb0e21f49f1e47699e59719147a04af02,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MASKUSDT,MASK,MASK,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MASKUSDT_30m.csv.gz,71bb465b207509461bcd882b47e3f8c3ab94785b2ff6e6bdcbc0b1b70efed0e6,57a12f668a353032541f3a8a1ebb35291425f17de8065ef373a8dbb0d2f16e4d
binance,MAVUSDT,MAV,MAV,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MAVUSDT_30m.csv.gz,d2edf6eeb41db42ad2ddab6364f5b1ca466110cce3d94a5c93713332e76ec57f,2a17d830366bbc5f9336fe1159865733367244dc0f9d35e563fe8cf71a2342c2
binance,MAVIAUSDT,MAVIA,MAVIA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MAVIAUSDT_30m.csv.gz,95f7d6e0e0ba65fffa40101cb622b0afa62ddd275ee647d9d86f0e151254a6b3,404e04757e734adcd3f568647445c9792e4c2d7be6e76eeb735fd82f6436395c
binance,MBOXUSDT,MBOX,MBOX,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MBOXUSDT_30m.csv.gz,75c7418b5276c76df03027d6294aaac89cddcfc8b36625fcf1570c72bed3f4f2,99f493a980f3167f3d5157db9f255a4187aa1b0574f2fd1d6f99a8dc6186b4bb
binance,MDTUSDT,MDT,MDT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MDTUSDT_30m.csv.gz,e12f3bf3a855c93dc78074b1ca399c42b2c316aef55e22ec8433e6dd970fd410,61b265aa04f16c8766678a900bb2186134aed4dfa566a152053e6e95b2141ee3
binance,MEUSDT,ME,ME,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MEUSDT_30m.csv.gz,1810b32c087fcf1ffc9ed4a694f5571a1aa62620a326616c558d2641062715f5,f7b567747baba856c69df593c37a98d62a24799eb76fd29c5e6cad0a5d363979
binance,MEGAUSDT,MEGA,MEGA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MEGAUSDT_30m.csv.gz,a0fe93bcf92a40c89195e6cf4741f9953fc1df0574b1d88aa7b414342c82c8c0,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MELANIAUSDT,MELANIA,MELANIA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MELANIAUSDT_30m.csv.gz,3a0fe24e4b0ab7f0d1696b2126905c0c85e578b004b44edfe0248616af27030e,d28f3a6b30574362e738dfeb6a08b2f73011db78c55b4114d373105c642c6a06
binance,MEMEUSDT,MEME,MEME,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MEMEUSDT_30m.csv.gz,9c45776a14aa3346d3a5807e3adb4779daa60dec76b306735e4d16b428597e71,634de54e6eac148e9478eef6137a33b18075c028c83043ed91c2414859e279e8
binance,MEMEFIUSDT,MEMEFI,MEMEFI,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MEMEFIUSDT_30m.csv.gz,d2264771fb2abb4bc5405cb7bcfd689cf1210552350e8691607c72c71e64a467,09f364e4a01cb4eb9dee0a14cf05c60e600cd49b7158f78d9a72ac88eb62c2a3
binance,MERLUSDT,MERL,MERL,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MERLUSDT_30m.csv.gz,5b7c0612ede88b16c1a3c39266844772d357f2b4f8a11e80ecb9781553a85756,3761f40dbda29644ad33b9551d4b24b2b49a3ea79f94bb9ff6cdb2bf840e71d0
binance,METUSDT,MET,MET,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/METUSDT_30m.csv.gz,e16c87219ac51004ded407c99a3153964822c7dbb51889af0299008a97fd4f8c,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,META-USDT-SWAP,META,META,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/META-USDT-SWAP_30m.csv.gz,e27f9e2da7b53859788ed140eb4f4e17f381ed83578365ca71c69d14b509cde7,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,METISUSDT,METIS,METIS,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/METISUSDT_30m.csv.gz,f57ea7fc548b93d7a81f808b553d2a613592c3a7199f5992bf903fe9a942dc29,00f6f76e444d9c38b4797fa5854a75c6f4bb11a11126ff47dce9f9f965c29954
binance,MEWUSDT,MEW,MEW,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MEWUSDT_30m.csv.gz,9fdcdfe1b7dbea4a63bfd97bfa73bed797e94233549d79e6d493127680fb0be3,212020f3c1d7df9758fd78e074c6a86943f0e98bab11debc8dbc2edc422a7a04
binance,MILKUSDT,MILK,MILK,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MILKUSDT_30m.csv.gz,7eea276016a39bf828a9c4a254470478cbe59ebd05999c135b53002a44e9164b,2fd3928691e6b4cd252c691a3b5bba3657c0b6b5f9448fbc4c007583ba612c0d
binance,MINAUSDT,MINA,MINA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MINAUSDT_30m.csv.gz,b753d10a87bb64cfbee1b22342c21e7396c07ea9605b7d467d584629d3233daf,42f0475612854fdd13ed0a43b9185d763cc205e1214553a81e3456f99689cc13
okx,MINIMAX-USDT-SWAP,MINIMAX,MINIMAX,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MINIMAX-USDT-SWAP_30m.csv.gz,753d559f74fe7a255ccf9f1e5678af8f074cdb34a56211942ff58b2ce5ad9285,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MIRAUSDT,MIRA,MIRA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MIRAUSDT_30m.csv.gz,c3b5cacc2a11f6f8354f09a1df564d3a12ebb8107d172a7125b2e6029ded7a34,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MITOUSDT,MITO,MITO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MITOUSDT_30m.csv.gz,6f421342aeea30b14ec97c944abc38b843c95b5c574b090bec5182939d360b45,26d77d1e6f771a4f3ba92a539f9c43db9b689d77c1827851aa4fac09d98e30fc
binance,MKRUSDT,MKR,MKR,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MKRUSDT_30m.csv.gz,82f36d10df334ac389751f5538dbec55bebff14d050e0659d9851c378e276bf7,326920c24877e795c7cf966e275b92e0649aec85be444f168020d51ca66ace67
binance,MLNUSDT,MLN,MLN,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MLNUSDT_30m.csv.gz,b8ee7fe3cd18b92ce97707ae0ee4d3eb0ceb566c7f2f1735ea5e60ef65182b10,044b62e92181ffa61679e924d511ee26cf080f645b256a68ad31d1d16bea015e
binance,MMTUSDT,MMT,MMT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MMTUSDT_30m.csv.gz,93125faf8d4ecc3025d7ff330671ff1121e798dc3651f3b8d11bc17ba6cd789f,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MOCAUSDT,MOCA,MOCA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MOCAUSDT_30m.csv.gz,b0e6de910c0bb2396c3d4a3b2c3cda18b3673b1ea5e114850a281499c69cfcdc,7092007ce4b7704d244ab77efa30cab1a4f1ee930a108c5ae371f7d33cac4a71
binance,1000000MOGUSDT,1000000MOG,MOG,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/1000000MOGUSDT_30m.csv.gz,f312f0e892ab5169aa4b2c51b084112ae7f1b6d9d208e9fa563daa022c006d52,61d7a6a0b876a8aa45260e57b66141fd3103cc0184faca81b16facae97c2ee5e
binance,MONUSDT,MON,MON,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MONUSDT_30m.csv.gz,df98d22b0f13fda269262635c62f27250e78c358176943b0969b66e43cea7cd1,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MOODENGUSDT,MOODENG,MOODENG,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MOODENGUSDT_30m.csv.gz,09a3646d76e4b4bf837ef9f255e0452ccaaf25a5bbdf58cd436b47cf53d38a4b,b913b5bbb845c85ea4246f7fda326d03fae7e22f417124f15c7de04c07098581
binance,MORPHOUSDT,MORPHO,MORPHO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MORPHOUSDT_30m.csv.gz,92bb15acf645e1397263de8347222958f7e50b8ce36350c9c0e3b155786a0b71,9443cef0269693b3d15d0084dd82b33ce2f9208af0e66745f3a2dcfc087401ce
binance,MOVEUSDT,MOVE,MOVE,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MOVEUSDT_30m.csv.gz,eab08240cfffb8bcb45e78ece2de6798faf0739f031374d3179f9cbacc08230f,2bd3e37f49584a4064c8b2c5a5d1ae9b15332b89d5530a709a13dae738faa94e
binance,MOVRUSDT,MOVR,MOVR,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MOVRUSDT_30m.csv.gz,23d1c11b77199fa6d647c6841af7fb600556215298ac9d1a4499d43c171a5a04,608355dc30d648afad23a65b7fcec9fa8c313c496aac81e86b1179e68512f4ce
okx,MRK-USDT-SWAP,MRK,MRK,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MRK-USDT-SWAP_30m.csv.gz,f06b688ca1f0fb8ca83caf0b7125f11f718cb0fb35bfaafa596cfd80a9df6bcd,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,MRNA-USDT-SWAP,MRNA,MRNA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MRNA-USDT-SWAP_30m.csv.gz,a6ea7e250d31c2df08615ce3bd93c578ef0f3a6f26bec45717e45a98956087b2,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,MRVL-USDT-SWAP,MRVL,MRVL,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MRVL-USDT-SWAP_30m.csv.gz,4203a9d27ad89fd587d6ebece43cf825669c08940904085305dfe0c610953025,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,MSFT-USDT-SWAP,MSFT,MSFT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MSFT-USDT-SWAP_30m.csv.gz,1e3199b8cc2b0fe1480703050ad787a38387ca0d151e1370b1b8e529600e1a6b,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,MSTR-USDT-SWAP,MSTR,MSTR,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MSTR-USDT-SWAP_30m.csv.gz,829e30a8f61b4d8987b89a96b3cecb6eaa95aec3ef5f1b2797f90a1500b485b8,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MTLUSDT,MTL,MTL,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MTLUSDT_30m.csv.gz,30ee78c8bafa8f351b89d5c4cdf19d8ac1021dc4824c7bae1684019192a6374b,caaf70f011d96c773391599b63842aa205a1e2583e3b3b32d707cf45cd0304fb
okx,MU-USDT-SWAP,MU,MU,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MU-USDT-SWAP_30m.csv.gz,2eaef45938ff76c48002f290145fd06b0eafa3a986d54fc8ad6e258d1fca289c,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MUBARAKUSDT,MUBARAK,MUBARAK,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MUBARAKUSDT_30m.csv.gz,e610a93dd87fe7e9bc6d3c5ab2a9876d3197a28ec015e50bf46af345d3d09465,43475c46b1c2b3836ec54648c28144acbd322a14c303adc5eea07086f2fdc242
okx,MUU-USDT-SWAP,MUU,MUU,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MUU-USDT-SWAP_30m.csv.gz,be73725a19ff40a5a46cc12c692f969fe28d0ae7e89fcae524661d364f2b3248,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,MVLL-USDT-SWAP,MVLL,MVLL,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/MVLL-USDT-SWAP_30m.csv.gz,048c694137fae9195ba716d1c4c002f92332430032ca7a2ff6041a141d608b02,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,MYROUSDT,MYRO,MYRO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MYROUSDT_30m.csv.gz,8bf7bce15fb6bbcafdac45639f94cf9c82204f90a8b9085051f98d8a6761d793,5bd66fa3b3a15ed076b36099951be8765aebd397acc61a11d795ab8e9c26789f
binance,MYXUSDT,MYX,MYX,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/MYXUSDT_30m.csv.gz,b705180107c99add17c79d8319c3ecd41727a94d854846b819498d7309895221,4603cb1ccea9302c1e63d467e42a84b686d99c6e1e60bfb50ba4e42da9605e16
binance,NAORISUSDT,NAORIS,NAORIS,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/NAORISUSDT_30m.csv.gz,9c8490fc633e8aadb4111f32e20d5eefe8d8d1f727ad178b7ae8888f5c512d27,66caea47a6f0931bd51f9d1f5cfc70f63d8b7ac9b1ab6213a02256a9367485ab
okx,NBIS-USDT-SWAP,NBIS,NBIS,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/NBIS-USDT-SWAP_30m.csv.gz,8a13b4b4de2e03f5d7e1f2712a8a2723c8cf4852c561f68d0aa950b726179048,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,NEARUSDT,NEAR,NEAR,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/NEARUSDT_30m.csv.gz,d0bc6be3a1c8e58096a0508ec9fe424d30001d6dcae27d09f3e2973391a4f0e0,00872ecc8bde38810b6ed5f9451b9d23ede78c1e9a07ac106a58391d697d05c1
binance,NEIROUSDT,NEIRO,NEIRO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/NEIROUSDT_30m.csv.gz,421089a455bad251d11530c4298115799364012d5d877f89d6aaaacae21f6c3c,c5e95e39c55e49467488b27c1b409da597802971f63688cf1baf349296f7891b
binance,NEIROETHUSDT,NEIROETH,NEIROETH,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/NEIROETHUSDT_30m.csv.gz,fd8880162716362222c1032ae2401236136e00e8fdb70214bf15fde0dab8f517,18856e386a518ee9a432ad62297f010e1a723401fb51a4fe14dd6becac6d54b7
binance,NEOUSDT,NEO,NEO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/NEOUSDT_30m.csv.gz,6ac9795ec63102588e898dd5a8ee4a136ef5ca8d46b9a3318902ce9c6b0755e7,04b0c10cd7e4b5165b77e9967b9c7d353c51a47190570f597b5ca0a880fb0e75
okx,NES-USDT-SWAP,NES,NES,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/NES-USDT-SWAP_30m.csv.gz,a9685e72c7d3d71d8f180f9b14ac6a169aaf6a246531a2abd199e25158db6d1e,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,NET-USDT-SWAP,NET,NET,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/NET-USDT-SWAP_30m.csv.gz,0fa1aa717faf6e776c9b7c16c047b84896a16c0d7fb546a47a8380f0b119a38c,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,NEWTUSDT,NEWT,NEWT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/NEWTUSDT_30m.csv.gz,f92631ab2d13f82f82ef831756fb7b1c85840f88e0af7521033774e229d44c87,04166b13b981fb529fed16a8a0bda21ab6a4eef673e49d1e68ebbb320dad8f80
okx,NFLX-USDT-SWAP,NFLX,NFLX,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/NFLX-USDT-SWAP_30m.csv.gz,9ed3e15c67083ccb74e02082abdc680eb4fbfc18a185a37dabfd97a803305fe8,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,NG-USDT-SWAP,NG,NG,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/NG-USDT-SWAP_30m.csv.gz,49a193e6cab2b7c99763139bfc5d27e824105f987a69f26dda18c14d77bfa52d,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,NIGHTUSDT,NIGHT,NIGHT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/NIGHTUSDT_30m.csv.gz,069126fe598e46b24267fa098e9fa03898bd3aaa7ca9ab2e48719e947599cc48,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,NILUSDT,NIL,NIL,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/NILUSDT_30m.csv.gz,485a964c4d356192dd5a0bbba68f2a2d60f4e527c9147a75ac9d4c6efbe16745,d622a442371732ea10e0404c391c5de26d4bd91ecd7a3951112082330b9deced
