variant,timeframe_min,slice,metric,candidates,closed,censored,mean_net_r,median_net_r,win_rate,realized_ge_10r_count,realized_ge_10r,mae_r_exit_bar_window_approx_median,mae_r_exit_bar_window_approx_p05,matched,matched_delta_net_r,matched_signflip_p
v1_common_execution_long,30,all,all,653,653,0,-0.04035276415190215,-1.0099294680215185,0.29709035222052066,2,0.0030627871362940277,-1.0040160642570313,-1.3701208178438784,0,,
v1_common_execution_long,60,all,all,427,427,0,-0.37762356731497737,-1.018833333333333,0.18501170960187355,2,0.00468384074941452,-1.0236418511066407,-1.471969278518669,0,,
v1_common_execution_long,240,all,all,74,74,0,0.1958522221747507,-1.0079932487588716,0.33783783783783783,2,0.02702702702702703,-1.0091532075625174,-1.3260214379957622,0,,
v7_bb_long,30,all,all,8513,8513,0,0.08229490090828838,-1.037492642731018,0.3005990837542582,75,0.008810055209679315,-1.0240963855422962,-1.5185737976783287,0,,
v7_bb_long,60,all,all,4534,4534,0,-0.07846447774572557,-1.0268741093275258,0.29422143802382,30,0.0066166740185266875,-1.024991992312624,-1.5044911004312123,0,,
v7_bb_long,240,all,all,958,958,0,0.43797692683623196,-1.0111818051803592,0.3663883089770355,11,0.011482254697286013,-1.0091314922933305,-1.4346354523441927,0,,
