period,rule,candidates,invalid,censored,closed,gt10,precision,confirmed_gt10_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,matched_pairs,unmatched_closed,random_gt10,paired_gt10,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p,precision_delta,precision_ci_low,precision_ci_high,random_tail_holm_p,random_net_holm_p,historical_gate_passed
oof,risk_top5,2022,0,4,2018,31,0.015361744301288404,0.01533135509396637,0.0694415825262724,0.06962942516044442,0.12601626016260162,0.2804757185332012,0.022870577189801445,25.771787339738896,5.771787339738886,427,22,2013,5,19,31,0.009438648782911079,-21.107381767235708,0.2309166688842194,26.97467406247872,0.21875,0.052734375,0.006873717250015199,-0.003095664690685026,0.018412462155944262,,,
oof,risk_top10,3648,0,5,3643,58,0.01592094427669503,0.015899122807017545,0.12528332989903151,0.12569870954385481,0.23577235772357724,0.28602799890200387,0.06550798067078799,27.75301274696197,7.75301274696196,570,41,3637,6,32,58,0.008798460269452846,-14.321724418119631,0.1900283033521802,22.18604266853328,0.103515625,0.114501953125,0.007432917225421826,-0.0019501366392854537,0.021016476307231084,,,
oof,risk_top20,6722,0,8,6714,106,0.015787905868334822,0.01576911633442428,0.23085376742908167,0.23166103098474916,0.43089430894308944,0.279416145367888,0.014320259106745163,19.28095145344024,-0.7190485465597672,675,65,6704,10,68,106,0.010143198090692125,-13.419587407919003,0.10618536888316096,12.667054180110894,0.1611328125,0.218994140625,0.007299878817061617,-0.0012918339687011838,0.021236595993604057,,,
oof,prior_v21_risk_decile,3381,0,14,3367,59,0.017523017523017523,0.017450458444247263,0.11611374407582939,0.11617555724242633,0.23983739837398374,0.29165429165429163,0.10352130234493936,37.26482041724001,17.264820417239996,527,38,3360,7,38,59,0.01130952380952381,-3.1642428694845766,0.19952024180759312,20.658201488345302,0.25,0.13818359375,0.009034990471744319,-0.002664248501015365,0.024011157257246323,,,
last_two_quarters,original_all,16527,0,135,16392,186,0.011346998535871157,0.011254311127246324,1.0,1.0,1.0,0.29807223035627134,0.08873871936336289,58.660388001019065,38.66038800101906,728,103,16325,67,219,184,0.01341500765696784,36.67477974382738,0.005835016777800146,2.0493175286673617,0.984375,0.484375,0.0,0.0,0.0,,,
last_two_quarters,logistic_top1,198,0,0,198,3,0.015151515151515152,0.015151515151515152,0.011980395716100926,0.012079062957540264,0.016129032258064516,0.26262626262626265,-0.17889190156348156,17.137661760949577,-2.8623382390504233,148,3,198,0,3,3,0.015151515151515152,-34.16231759125175,0.0017829899451703983,31.29997935220133,0.75,0.484375,0.003804516615643995,-0.00746954940249105,0.010009753046561517,1.0,1.0,False
last_two_quarters,logistic_top5,917,0,1,916,19,0.02074235807860262,0.020719738276990186,0.055484963998305804,0.05588091752074183,0.10215053763440861,0.2718340611353712,0.15970674998298254,49.115770840764796,29.1157708407648,431,13,915,1,8,19,0.008743169398907104,-21.48985632395018,0.27082668015783234,50.76777236894919,0.0625,0.09375,0.009395359542731463,-0.004080459318366334,0.025180552204253935,0.5,0.75,False
last_two_quarters,logistic_top10,1757,0,1,1756,29,0.01651480637813212,0.016505406943653957,0.10631088521812791,0.10712542703757931,0.15591397849462366,0.26993166287015946,0.10076625935163172,36.34869704109677,16.348697041096763,554,19,1755,1,20,29,0.011396011396011397,-7.639599402662543,0.11954683548340947,24.065559001066795,0.3125,0.34375,0.005167807842260962,-0.004540236697465203,0.017625967152583244,1.0,1.0,False
last_two_quarters,logistic_top20,3414,0,1,3413,52,0.015235862877234104,0.015231400117164616,0.20657106552913415,0.20821132259638847,0.27956989247311825,0.26135364781716963,0.014377539273846926,20.435316756978338,0.4353167569783365,644,36,3407,6,40,52,0.011740534194305841,1.5952052555483753,0.021752744795549547,-0.9914121128247179,0.3125,0.453125,0.003888864341362947,-0.002881207986452961,0.011515115775328238,1.0,1.0,False
last_two_quarters,lightgbm_top1,222,0,0,222,3,0.013513513513513514,0.013513513513513514,0.01343256489381013,0.013543191800878478,0.016129032258064516,0.2747747747747748,-0.0626516031612469,2.295861905598443,-17.704138094401568,155,2,222,0,3,3,0.013513513513513514,-36.28484710083605,0.12150350629917711,18.580709006434482,0.625,0.484375,0.0021665149776423573,-0.008569138770729302,0.027615580219960502,1.0,1.0,False
last_two_quarters,lightgbm_top5,837,0,0,837,13,0.015531660692951015,0.015531660692951015,0.05064440007260846,0.0510614934114202,0.06989247311827956,0.2962962962962963,0.03295707857017992,29.76353776980432,9.763537769804309,396,10,836,1,13,13,0.01555023923444976,6.603634659390653,0.015205286506951306,3.1061588307100307,0.59375,0.46875,0.004184662157079858,-0.005175269532648286,0.02097524105191611,1.0,1.0,False
last_two_quarters,lightgbm_top10,1719,0,1,1718,34,0.01979045401629802,0.01977894124490983,0.10401161735342167,0.10480722303562713,0.1827956989247312,0.29452852153667053,0.05793768175849156,30.818505531335962,10.81850553133595,550,27,1716,2,22,34,0.01282051282051282,-7.785170120317439,0.10624357980836636,18.441649327573305,0.21875,0.203125,0.008443455480426864,-0.0008509945117200378,0.022611196899506466,1.0,1.0,False
last_two_quarters,lightgbm_top20,3397,0,2,3395,64,0.01885125184094256,0.018840153076243746,0.20554244569492347,0.20711322596388482,0.34408602150537637,0.2998527245949926,0.15178973964242423,45.73562471451795,25.735624714517943,633,47,3387,8,38,64,0.011219368172423975,-8.66523359675939,0.21364161506820714,34.74789219772532,0.296875,0.109375,0.0075042533050714046,-0.0011832756712216964,0.021919148575958954,1.0,0.765625,False
last_two_quarters,risk_top1,446,0,3,443,2,0.004514672686230248,0.004484304932735426,0.026986143885762693,0.02702537823328453,0.010752688172043012,0.23927765237020315,-0.4854118735081071,-5.808901989729054,-25.808901989729048,143,2,442,1,5,2,0.011312217194570135,-23.97060968546375,-0.15693337151145384,-1.7607963544654905,0.96875,0.953125,-0.006832325849640909,-0.018761458543099862,0.0036011438346778314,,,
last_two_quarters,risk_top5,1535,0,4,1531,29,0.018941868060091443,0.018892508143322474,0.09287832032431778,0.09339921913128356,0.15591397849462366,0.27041149575440887,0.058549726078523226,29.976565270262846,9.976565270262842,386,21,1526,5,17,29,0.011140235910878113,-16.075000425127882,0.23232354119860518,26.191326747214063,0.25,0.171875,0.007594869524220286,-0.0034050405889436345,0.019585311539562295,,,
last_two_quarters,risk_top10,2604,0,5,2599,52,0.020007695267410544,0.019969278033794162,0.15756035578144853,0.15855295265983407,0.27956989247311825,0.28203155059638324,0.13005223379700043,35.53496520573851,15.53496520573851,507,36,2593,6,28,52,0.010798303123794832,-3.5645049128434065,0.18249486444257904,19.27359654773982,0.15625,0.3125,0.008660696731539387,-0.002745434079997661,0.025816677600919644,,,
last_two_quarters,risk_top20,4471,0,8,4463,93,0.020838001344387184,0.02080071572355178,0.2705270163974103,0.27226695949243535,0.5,0.28276943759802825,0.11426392457190365,33.880363745615625,13.88036374561562,617,54,4453,10,56,93,0.012575791601167752,-2.8717066279514722,0.12566335970102469,16.734444687475214,0.15625,0.328125,0.009491002808516027,-0.0016539691411817155,0.029173446897915463,,,
last_two_quarters,prior_v21_risk_decile,2421,0,14,2407,53,0.02201911092646448,0.021891780256092525,0.14648756580141586,0.14683992191312836,0.2849462365591398,0.2899875363523058,0.17672665219452025,49.967901597386614,29.967901597386607,456,33,2400,7,32,53,0.013333333333333334,5.746991420012905,0.21834509658358442,24.578754313084815,0.25,0.375,0.010672112390593323,-0.0038971917666885793,0.031582210175927675,,,
2025Q4,original_all,5600,0,1,5599,23,0.004107876406501161,0.004107142857142857,1.0,1.0,1.0,0.20021432398642613,-0.37442780019119054,-134.84368193349633,-154.84368193349633,554,19,5599,0,33,23,0.005893909626719057,-60.47296129728674,-0.12511234676326471,-94.3707206362096,1.0,1.0,0.0,0.0,0.0,,,
2025Q4,logistic_top1,11,0,0,11,0,0.0,0.0,0.0019642857142857144,0.0019646365422396855,0.0,0.36363636363636365,-0.1659816516751205,51.821121510352235,31.821121510352242,8,0,11,0,0,0,0.0,88.04333545370051,-0.14996117574122608,-56.22221394334821,1.0,0.75,-0.004107876406501161,-0.005122367672168469,-0.0024615384615384616,1.0,1.0,False
2025Q4,logistic_top5,43,0,0,43,0,0.0,0.0,0.007678571428571429,0.007679942846936953,0.0,0.3023255813953488,-0.36942762421246467,-315.6852220106598,-335.68522201065974,31,0,43,0,0,0,0.0,-114.14992419975246,-0.08678400963255081,-221.53529781090728,1.0,0.75,-0.004107876406501161,-0.005122367672168469,-0.0024615384615384616,1.0,1.0,False
2025Q4,logistic_top10,134,0,0,134,1,0.007462686567164179,0.007462686567164179,0.023928571428571428,0.023932845150919806,0.043478260869565216,0.26865671641791045,-0.2611835939849009,-134.86407967258995,-154.86407967258998,87,1,134,0,0,1,0.0,-126.32371591130611,0.09797874304653946,-28.540363761283782,0.5,0.5,0.003354810160663018,-0.0045105999097880016,0.019877632327831532,1.0,1.0,False
2025Q4,logistic_top20,554,0,0,554,2,0.0036101083032490976,0.0036101083032490976,0.09892857142857144,0.09894624040007144,0.08695652173913043,0.21299638989169675,-0.4041276835792131,-162.4110700117857,-182.41107001178574,304,2,554,0,2,2,0.0036101083032490976,-124.82687243462847,-0.01972380158843846,-57.58419757715724,1.0,0.75,-0.0004977681032520631,-0.0024615384615384616,0.0023403188949957096,1.0,1.0,False
2025Q4,lightgbm_top1,20,0,0,20,0,0.0,0.0,0.0035714285714285713,0.003572066440435792,0.0,0.2,-0.47639760532293896,-473.2285287539395,-493.22852875393943,16,0,20,0,0,0,0.0,-136.95154279713773,-0.32782091380045963,-356.27698595680187,1.0,0.875,-0.004107876406501161,-0.005122367672168469,-0.0024615384615384616,1.0,1.0,False
2025Q4,lightgbm_top5,222,0,0,222,0,0.0,0.0,0.03964285714285714,0.03964993748883729,0.0,0.16216216216216217,-0.5684466438418289,-263.97736391750885,-283.9773639175089,156,0,222,0,2,0,0.009009009009009009,-42.64646527760987,-0.47964505328458795,-241.33089863989903,1.0,1.0,-0.004107876406501161,-0.005122367672168469,-0.0024615384615384616,1.0,1.0,False
2025Q4,lightgbm_top10,441,0,0,441,3,0.006802721088435374,0.006802721088435374,0.07875,0.07876406501160922,0.13043478260869565,0.19047619047619047,-0.37993496290590295,-162.96573337511023,-182.96573337511023,265,3,441,0,2,3,0.0045351473922902496,-81.68086230949098,-0.10181300840400166,-101.28487106561924,0.5,0.875,0.002694844681934213,-0.0045105999097880016,0.011137794929457549,1.0,1.0,False
2025Q4,lightgbm_top20,1007,0,0,1007,10,0.009930486593843098,0.009930486593843098,0.17982142857142858,0.17985354527594213,0.43478260869565216,0.19662363455809334,-0.30904904747342604,-89.61424401431653,-109.61424401431653,420,8,1007,0,5,10,0.004965243296921549,-68.92655076115483,-0.03730081194212301,-40.68769325316169,0.25,0.625,0.005822610187341938,0.0013552554315913092,0.011826784870204412,1.0,1.0,False
2025Q4,risk_top1,62,0,0,62,0,0.0,0.0,0.01107142857142857,0.011073405965350955,0.0,0.25806451612903225,-0.5169757204886539,-14.853974862703032,-34.85397486270301,33,0,62,0,0,0,0.0,-50.91255359724654,0.10379510579846811,16.05857873454353,1.0,0.5,-0.004107876406501161,-0.005122367672168469,-0.0024615384615384616,,,
2025Q4,risk_top5,247,0,0,247,0,0.0,0.0,0.04410714285714286,0.04411502053938203,0.0,0.30364372469635625,-0.3446453355719725,-14.068127199818573,-34.06812719981859,122,0,247,0,0,0,0.0,-48.22396290941499,0.09443846789173686,14.155835709596404,1.0,0.375,-0.004107876406501161,-0.005122367672168469,-0.0024615384615384616,,,
2025Q4,risk_top10,460,0,0,460,0,0.0,0.0,0.08214285714285714,0.08215752813002322,0.0,0.2608695652173913,-0.3909118492315335,-28.821964136298824,-48.82196413629886,204,0,460,0,1,0,0.002173913043478261,-50.35058737028369,0.002596820337778978,1.5286232339848431,1.0,0.5,-0.004107876406501161,-0.005122367672168469,-0.0024615384615384616,,,
2025Q4,risk_top20,937,0,0,937,1,0.0010672358591248667,0.0010672358591248667,0.16732142857142857,0.16735131273441686,0.043478260869565216,0.21771611526147278,-0.4747125108193343,-52.51434558054675,-72.51434558054677,317,1,937,0,5,1,0.005336179295624333,-46.88288600395158,-0.14390492739749894,-25.631459576595184,1.0,1.0,-0.0030406405473762943,-0.0045105999097880016,-0.0011063034151403573,,,
2025Q4,prior_v21_risk_decile,393,0,0,393,0,0.0,0.0,0.07017857142857142,0.07019110555456332,0.0,0.27989821882951654,-0.4378826611358894,-31.39535759692446,-51.395357596924484,175,0,393,0,1,0,0.002544529262086514,-52.73073864254651,-0.01936312412629817,1.3353810456220219,1.0,0.625,-0.004107876406501161,-0.005122367672168469,-0.0024615384615384616,,,
2026Q1,original_all,6991,0,0,6991,37,0.005292518952939493,0.005292518952939493,1.0,1.0,1.0,0.2507509655271063,-0.23109779206172185,-101.46440861201154,-121.46440861201155,594,23,6989,2,46,37,0.006581771354986408,-60.203683312025824,-0.045833170539783044,-61.605273479728865,1.0,0.875,0.0,0.0,0.0,,,
2026Q1,logistic_top1,47,0,0,47,0,0.0,0.0,0.006722929480760979,0.006722929480760979,0.0,0.2978723404255319,0.01159525873545223,47.35430207341741,27.354302073417337,40,0,47,0,0,0,0.0,-99.7968783050918,0.6641076605294576,127.15118037850917,1.0,0.25,-0.005292518952939493,-0.006453505426811381,-0.0033783783783783786,1.0,1.0,False
2026Q1,logistic_top5,253,0,0,253,2,0.007905138339920948,0.007905138339920948,0.036189386353883565,0.036189386353883565,0.05405405405405406,0.23715415019762845,-0.15245325844445454,-14.123485547361922,-34.12348554736193,180,1,253,0,2,2,0.007905138339920948,-25.88384576137136,-0.03715691634728032,-8.239639785990564,0.75,0.75,0.0026126193869814547,-0.006453505426811381,0.017029784886927742,1.0,1.0,False
2026Q1,logistic_top10,621,0,0,621,5,0.008051529790660225,0.008051529790660225,0.08882849377771421,0.08882849377771421,0.13513513513513514,0.2673107890499195,-0.0808047702972282,-8.411590877572232,-28.41159087757224,340,4,621,0,6,5,0.00966183574879227,-9.937941224494605,-0.03727698956569742,-18.47364965307763,0.75,0.625,0.0027590108377207314,-0.005298013245033113,0.006145431145431146,1.0,1.0,False
2026Q1,logistic_top20,1333,0,0,1333,7,0.005251312828207052,0.005251312828207052,0.1906737233586039,0.1906737233586039,0.1891891891891892,0.27756939234808703,-0.12617078367601536,-18.181765229890768,-38.18176522989077,460,6,1333,0,7,7,0.005251312828207052,-27.041909028004532,0.031539254010391156,-11.139856201886243,0.625,0.25,-4.120612473244162e-05,-0.005298013245033113,0.004235834819591165,1.0,1.0,False
2026Q1,lightgbm_top1,74,0,0,74,0,0.0,0.0,0.010585037905878987,0.010585037905878987,0.0,0.21621621621621623,-0.38622239846507245,-57.59118378270239,-77.5911837827024,63,0,74,0,0,0,0.0,-105.008122608435,0.14875112874173033,27.416938825732608,1.0,0.125,-0.005292518952939493,-0.006453505426811381,-0.0033783783783783786,1.0,1.0,False
2026Q1,lightgbm_top5,346,0,0,346,6,0.017341040462427744,0.017341040462427744,0.04949220426262337,0.04949220426262337,0.16216216216216217,0.2947976878612717,0.21078034240656984,39.74801075969223,19.74801075969221,223,4,346,0,3,6,0.008670520231213872,-12.617575372389895,0.22978690552001213,32.3655861320821,0.5,0.125,0.01204852150948825,-0.005298013245033113,0.01767425320056899,1.0,1.0,False
2026Q1,lightgbm_top10,690,0,0,690,9,0.013043478260869565,0.013043478260869565,0.09869832641968244,0.09869832641968244,0.24324324324324326,0.2826086956521739,0.08644534953136804,26.50051580277306,6.500515802773035,341,5,690,0,8,9,0.011594202898550725,-2.6598837236190507,0.11613115389784154,9.160399526392085,0.5,0.25,0.007750959307930071,-0.005298013245033113,0.011696998506043731,1.0,1.0,False
2026Q1,lightgbm_top20,1461,0,0,1461,14,0.009582477754962354,0.009582477754962354,0.20898297811471891,0.20898297811471891,0.3783783783783784,0.27104722792607805,-0.06009268238750238,-6.151503431349625,-26.15150343134963,466,8,1461,0,11,14,0.007529089664613279,-41.82640653450966,0.14379767992734344,15.67490310316002,0.25,0.125,0.00428995880202286,0.0019483635665610904,0.005026086409923313,1.0,1.0,False
2026Q1,risk_top1,42,0,0,42,0,0.0,0.0,0.006007724216850236,0.006007724216850236,0.0,0.38095238095238093,-0.029414711182750256,18.902806689246265,-1.0971933107537881,21,0,42,0,0,0,0.0,-36.12592178022027,0.3568185530530825,35.02872846946647,1.0,0.25,-0.005292518952939493,-0.006453505426811381,-0.0033783783783783786,,,
2026Q1,risk_top5,240,0,0,240,2,0.008333333333333333,0.008333333333333333,0.034329852667715634,0.034329852667715634,0.05405405405405406,0.32083333333333336,0.17350246678782283,39.95072017156608,19.95072017156608,127,1,240,0,2,2,0.008333333333333333,-25.197458375311783,0.3624301209400133,45.14817854687785,0.75,0.25,0.00304081438039384,-0.006453505426811381,0.01909353173398117,,,
2026Q1,risk_top10,584,0,0,584,6,0.010273972602739725,0.010273972602739725,0.0835359748247747,0.0835359748247747,0.16216216216216217,0.3236301369863014,0.13777272019140718,37.68314104480396,17.683141044803936,264,5,584,0,3,6,0.005136986301369863,-33.70561691672542,0.37111167540563966,51.388757961529365,0.375,0.125,0.004981453649800232,-0.005298013245033113,0.013015064244572442,,,
2026Q1,risk_top20,1314,0,0,1314,12,0.0091324200913242,0.0091324200913242,0.1879559433557431,0.1879559433557431,0.32432432432432434,0.3120243531202435,0.02358595655707549,20.890552869625235,0.8905528696252264,421,10,1314,0,7,12,0.00532724505327245,-25.302846409983594,0.21851346211225617,26.193399279608812,0.375,0.125,0.003839901138384707,-0.005298013245033113,0.007120309285663616,,,
2026Q1,prior_v21_risk_decile,567,0,0,567,6,0.010582010582010581,0.010582010582010581,0.08110427692747818,0.08110427692747818,0.16216216216216217,0.30687830687830686,0.16801244971711676,30.928195300756347,10.928195300756332,242,5,567,0,5,6,0.008818342151675485,-6.528139617245799,0.27155112602212583,17.456334918002128,0.5,0.125,0.005289491629071088,-0.005298013245033113,0.0143993993993994,,,
2026Q2,original_all,8810,0,0,8810,67,0.007604994324631101,0.007604994324631101,1.0,1.0,1.0,0.2787741203178207,-0.02293774822965133,49.41218176105544,29.412181761055436,631,42,8808,2,88,67,0.009990917347865577,29.962907786021944,-0.007919206271632506,-0.4669175832238774,1.0,0.625,0.0,0.0,0.0,,,
2026Q2,logistic_top1,104,0,0,104,1,0.009615384615384616,0.009615384615384616,0.011804767309875142,0.011804767309875142,0.014925373134328358,0.2692307692307692,-0.24954750887734603,5.000635676057064,-14.999364323942928,82,1,104,0,0,1,0.0,-46.68217280793637,0.15350703797979354,31.682808483993437,0.5,0.25,0.002010390290753515,-0.010755813953488373,0.01458763253397851,1.0,1.0,False
2026Q2,logistic_top5,457,0,0,457,4,0.0087527352297593,0.0087527352297593,0.051872871736662884,0.051872871736662884,0.05970149253731343,0.2888402625820569,0.024523076868646285,42.185441286206775,22.185441286206764,282,3,457,0,0,4,0.0,-32.015855798940855,0.21324560780597096,54.201297085147615,0.25,0.125,0.0011477409051281985,-0.005321031344792721,0.01206103678929766,1.0,1.0,False
2026Q2,logistic_top10,863,0,0,863,5,0.005793742757821553,0.005793742757821553,0.09795686719636776,0.09795686719636776,0.07462686567164178,0.27925840092699883,-0.05075302482949251,18.79406830102584,-1.2059316989741697,411,4,863,0,5,5,0.005793742757821553,-19.450661840798507,0.04983134782166424,18.244730141824338,0.625,0.375,-0.001811251566809548,-0.005261308458982878,0.0036203151398131227,1.0,1.0,False
2026Q2,logistic_top20,1749,0,0,1749,16,0.009148084619782733,0.009148084619782733,0.1985244040862656,0.1985244040862656,0.23880597014925373,0.27044025157232704,-0.08550811419432651,10.049427373625939,-9.950572626374061,534,14,1749,0,15,16,0.008576329331046312,5.525467663411324,-0.06797257695999558,-15.476040289785391,0.5,0.75,0.0015430902951516319,-0.004201680672268907,0.005548799027059897,1.0,1.0,False
2026Q2,lightgbm_top1,130,0,0,130,0,0.0,0.0,0.014755959137343927,0.014755959137343927,0.0,0.2846153846153846,-0.3075735543404708,-41.78535876235197,-61.785358762351976,97,0,130,0,2,0,0.015384615384615385,-32.580035935950676,-0.15617081457877252,-29.205322826401286,1.0,1.0,-0.007604994324631101,-0.010755813953488373,-0.004201680672268907,1.0,1.0,False
2026Q2,lightgbm_top5,476,0,0,476,2,0.004201680672268907,0.004201680672268907,0.05402951191827469,0.05402951191827469,0.029850746268656716,0.28991596638655465,-0.1658197825055977,-12.25517546470332,-32.25517546470334,266,2,476,0,4,2,0.008403361344537815,-4.661795369336022,-0.09941503637868718,-27.593380095367323,0.875,0.875,-0.0034033136523621936,-0.005829705579104136,-0.0008066102695258705,1.0,1.0,False
2026Q2,lightgbm_top10,1010,0,0,1010,12,0.011881188118811881,0.011881188118811881,0.11464245175936436,0.11464245175936436,0.1791044776119403,0.30297029702970296,-0.02184825173340477,13.4221207285536,-6.577879271446408,423,11,1010,0,9,12,0.00891089108910891,-15.114380358678828,0.08424096214911342,8.536501087232427,0.375,0.375,0.00427619379418078,-0.004201680672268907,0.008147832041523178,1.0,1.0,False
2026Q2,lightgbm_top20,1859,0,0,1859,16,0.008606777837547068,0.008606777837547068,0.21101021566401817,0.21101021566401817,0.23880597014925373,0.30500268961807425,-0.01676171491876613,20.209289694755828,0.20928969475582415,515,15,1858,1,17,16,0.00914962325080732,-8.24291061203415,0.07233646087353306,8.592262329634957,0.625,0.375,0.0010017835129159667,-0.004201680672268907,0.0030671343502732687,1.0,1.0,False
2026Q2,risk_top1,250,0,0,250,1,0.004,0.004,0.028376844494892167,0.028376844494892167,0.014925373134328358,0.232,-0.4776737898983124,-14.914705931376314,-34.9147059313763,97,1,250,0,4,1,0.016,-26.79644124253188,-0.14398769791815305,-8.118264688844416,1.0,1.0,-0.003604994324631101,-0.006688963210702341,-0.0017468049444793639,,,
2026Q2,risk_top5,916,0,0,916,8,0.008733624454148471,0.008733624454148471,0.10397275822928491,0.10397275822928491,0.11940298507462686,0.2609170305676856,-0.2266178887088743,-3.9955052040369634,-23.995505204036977,288,7,916,0,5,8,0.0054585152838427945,-29.703324371349467,0.07735233766921906,5.707819167312492,0.5,0.25,0.0011286301295173702,-0.004201680672268907,0.005410467801707933,,,
2026Q2,risk_top10,1534,0,0,1534,10,0.00651890482398957,0.00651890482398957,0.17412031782065834,0.17412031782065834,0.14925373134328357,0.2737940026075619,-0.1981683251177189,-4.699561345979846,-24.699561345979852,385,9,1534,0,7,10,0.0045632333767926985,-16.395838312049477,-0.009202281078512628,-8.303723033930371,0.5,0.625,-0.001086089500641531,-0.004883909059077792,0.0018492280633183502,,,
2026Q2,risk_top20,2627,0,0,2627,17,0.006471259992386753,0.006471259992386753,0.2981838819523269,0.2981838819523269,0.2537313432835821,0.2736962314427103,-0.17628238940819213,-6.7492911490957415,-26.749291149095754,486,14,2627,0,14,17,0.0053292729349067374,-21.45264262940581,-0.006291704051857207,-5.296648519689943,0.375,0.625,-0.0011337343322443483,-0.004201680672268907,-0.0007391194626703429,,,
2026Q2,prior_v21_risk_decile,1335,0,0,1335,11,0.008239700374531835,0.008239700374531835,0.1515323496027242,0.1515323496027242,0.16417910447761194,0.30262172284644195,-0.09321514805643555,20.3913378817383,0.39133788173829176,312,10,1335,0,10,11,0.00749063670411985,2.40979536463803,0.025937247117444696,-2.018457482899743,0.5,0.375,0.0006347060499007342,-0.004436710958450088,0.0031611416040845178,,,
