fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe
2025H1,156,6.568103787072793,-13.43189621292718,-58.614348655285504,0.26282051282051283,0.7649891188768089,-0.32963769695442746,-0.38514671597822436,21.5,149.8106664298825,548.9592806945,0.4526563205487179
2025H2,151,3.854030405850105,-16.145969594149854,-48.918343787481994,0.26490066225165565,0.6350701823806865,-0.4270495704517634,-0.4563154235867356,21.0,94.71014076079399,397.561229193872,0.41601151889465326
2026H1,68,9.680760759638225,-10.319239240361737,-55.1645950121925,0.3382352941176471,0.8260523972001395,-0.20198820748874446,-0.23363628000893288,31.0,103.39222202518613,840.874324036027,0.3825113424459604
