variant_id,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,pool_events,selection_rate,auc_profit,evaluation_top_decile_events,evaluation_top_decile_net_bp
legacy_plus_participation,375,6.039665369925656,-13.96033463007431,-52.974486411682996,0.2773333333333333,0.7333228792575709,-0.6934961438333909,-0.7156655367493063,22.0,120.90940917976825,840.874324036027,0.4231056946452785,3746,0.100106780565937,0.5082156561702885,375,-13.96033463007431
signal_score,460,15.946206688699819,-4.053793311300155,-52.036404059160496,0.2608695652173913,0.9193067740416507,-0.44069838442594456,-0.7220949009801083,20.0,154.1285609510824,1210.9709334192692,0.44905220565212106,3746,0.12279765082754938,0.5008922629414537,375,-5.944836376235619
rule_confluence_vote,590,0.8826405439469106,-19.117359456053045,-56.551373720343506,0.2288135593220339,0.641922020475085,-0.8893017171737367,-0.9458183828637257,19.0,108.16251429699545,824.963177275118,0.3930362044463575,3746,0.1575013347570742,0.5138123759762603,590,-19.117359456053045
legacy_28,338,10.694990227751566,-9.305009772248406,-53.036990609834994,0.27514792899408286,0.819886183010234,-0.6182242833261988,-0.6471679717174211,22.0,128.34045685712323,840.874324036027,0.44576156437575876,3746,0.09022957821676456,0.5094058795091037,375,-8.431996139847966
