period,rule,candidates,invalid,censored,closed,gt10,precision,confirmed_gt10_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,retained_gt10,lost_gt10,gained_gt10,gt10_count_ratio,matched_pairs,unmatched_closed,random_gt10,paired_gt10,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p,precision_delta,precision_ci_low,precision_ci_high,random_tail_holm_p,random_net_holm_p,historical_gate_passed
2026Q2,risk_top1,235,0,0,235,1,0.00425531914893617,0.00425531914893617,0.03180403302205982,0.03180403302205982,0.0,0.23829787234042554,-0.44067408743832576,-12.682952617246265,-32.68295261724626,97,1,0,53,1,0.018867924528301886,235,0,4,1,0.01702127659574468,-26.02876862313911,-0.12492253715456207,-6.654183994107139,1.0,1.0,-0.00291750531986881,-0.006060606060606061,-0.000712688887768308,,,
2026Q2,risk_top5,842,0,0,842,7,0.00831353919239905,0.00831353919239905,0.11395317363648667,0.11395317363648667,0.09433962264150944,0.25771971496437057,-0.2151133886272113,-3.4782835080899046,-23.47828350808992,286,7,5,48,2,0.1320754716981132,842,0,4,7,0.004750593824228029,-29.745337845045295,0.08466083654760291,6.267054336955379,0.5,0.25,0.0011407147235940693,-0.004324843825084094,0.005030677160941251,,,
2026Q2,risk_top10,1398,0,0,1398,8,0.005722460658082976,0.005722460658082976,0.18920016240357287,0.18920016240357287,0.1320754716981132,0.26895565092989987,-0.20174874945307017,-5.480952471184763,-25.480952471184764,384,8,7,46,1,0.1509433962264151,1398,0,6,8,0.004291845493562232,-17.33908873682649,-0.008547570189505912,-8.141863734358273,0.5,0.625,-0.0014503638107220048,-0.004324843825084094,0.0007010015884221666,,,
2026Q2,risk_top20,2346,0,0,2346,14,0.005967604433077579,0.005967604433077579,0.3174989849776695,0.3174989849776695,0.2641509433962264,0.2710997442455243,-0.16641869345457422,-4.759445096732927,-24.75944509673294,486,12,14,39,0,0.2641509433962264,2346,0,12,14,0.005115089514066497,-21.503660696999557,0.003152746289777235,-3.2557843997333844,0.375,0.5,-0.0012052200357274018,-0.004324843825084094,-0.000712688887768308,,,
2026Q2,prior_v21_risk_decile,1222,0,0,1222,10,0.008183306055646482,0.008183306055646482,0.16538097171471106,0.16538097171471106,0.1509433962264151,0.2995090016366612,-0.07209104967270996,23.052785498893815,3.052785498893808,312,10,8,45,2,0.18867924528301888,1222,0,9,10,0.007364975450081833,1.7447313305487193,0.05226860622595175,1.3080541683450917,0.5,0.25,0.0010104815868415013,-0.004324843825084094,0.0034482650932514975,,,
2026Q3,original_all,6488,0,112,6376,101,0.01584065244667503,0.015567200986436498,1.0,1.0,1.0,0.3180677540777917,0.2275547554826845,74.39125620717711,54.3912562071771,706,59,101,0,0,1.0,6326,50,110,99,0.017388555169143217,34.61404962746289,0.0487275078341725,19.22771423943901,0.875,0.5,0.0,0.0,0.0,,,
2026Q3,logistic_top1,94,0,0,94,2,0.02127659574468085,0.02127659574468085,0.014488286066584463,0.014742785445420327,0.019801980198019802,0.2553191489361702,-0.10071974028005713,30.56586083359661,10.5658608335966,73,2,2,99,0,0.019801980198019802,94,0,3,2,0.031914893617021274,-20.310562883430464,-0.16608191426334878,30.87642371702706,1.0,0.875,0.00543594329800582,-0.008368200836820083,0.008614901832776314,1.0,1.0,False
2026Q3,logistic_top5,455,0,1,454,15,0.03303964757709251,0.03296703296703297,0.07012946979038225,0.07120451693851945,0.13861386138613863,0.2511013215859031,0.2815531804922267,54.40866995145027,34.40866995145027,278,10,14,87,1,0.1485148514851485,453,1,7,15,0.01545253863134658,-13.678353084239328,0.33151311068835027,48.42621897605381,0.25,0.5,0.01719899513041748,-0.008368200836820083,0.03917300212164074,1.0,1.0,False
2026Q3,logistic_top10,876,0,1,875,21,0.024,0.023972602739726026,0.13501849568434032,0.13723337515683814,0.19801980198019803,0.2582857142857143,0.18789870209592754,46.99675126787405,26.99675126787405,411,14,20,81,1,0.2079207920792079,874,1,13,21,0.014874141876430207,-0.23021795820444133,0.175329333109691,27.39429627676661,0.5,0.5,0.00815934755332497,-0.008368200836820083,0.024270216506291634,1.0,1.0,False
2026Q3,logistic_top20,1604,0,1,1603,31,0.01933873986275733,0.019326683291770574,0.24722564734895192,0.25141154328732745,0.26732673267326734,0.2514036182158453,0.08958556200336462,28.379128760718263,8.379128760718258,557,21,27,74,4,0.3069306930693069,1597,6,20,31,0.012523481527864746,-8.879102486106861,0.13899235992862485,17.647499824318384,0.5,0.5,0.003498087416082301,-0.008368200836820083,0.014989797775005202,1.0,1.0,False
2026Q3,lightgbm_top1,92,0,0,92,3,0.03260869565217391,0.03260869565217391,0.014180024660912454,0.014429109159347553,0.0297029702970297,0.2608695652173913,0.28343376263548253,64.58454328422405,44.58454328422403,76,2,3,98,0,0.0297029702970297,92,0,1,3,0.010869565217391304,-41.519906355565375,0.5138693944962798,86.10444963978941,0.5,0.375,0.01676804320549888,-0.008368200836820083,0.06664026497695852,1.0,1.0,False
2026Q3,lightgbm_top5,351,0,0,351,10,0.02849002849002849,0.02849002849002849,0.05409987669543773,0.05505018820577164,0.07920792079207921,0.30484330484330485,0.2848797328886979,82.42615785249305,62.42615785249303,235,7,8,93,2,0.09900990099009901,350,1,9,10,0.025714285714285714,26.34437837557788,0.13541540162332155,36.10387205477361,0.5,0.5,0.01264937604335346,-0.008368200836820083,0.03653273809523809,1.0,1.0,False
2026Q3,lightgbm_top10,688,0,1,687,21,0.03056768558951965,0.030523255813953487,0.1060419235511714,0.10774780426599749,0.16831683168316833,0.2838427947598253,0.1791737137209279,56.290600763781214,36.2906007637812,369,15,17,84,4,0.2079207920792079,685,2,12,21,0.017518248175182483,1.7911520560121692,0.15446515119052648,34.1679261068106,0.5,0.375,0.014727033142844619,-0.008368200836820083,0.04155065924219149,1.0,1.0,False
2026Q3,lightgbm_top20,1469,0,2,1467,42,0.028629856850715747,0.02859087814840027,0.22641800246609126,0.23008155583437892,0.37623762376237624,0.29243353783231085,0.3311512879823662,73.53556176493142,53.5355617649314,536,29,38,63,4,0.4158415841584158,1460,7,20,42,0.0136986301369863,-7.451293963785839,0.3502639319863383,61.72948707069432,0.375,0.125,0.012789204404040716,-0.004399946868566115,0.0346501245847176,1.0,1.0,False
2026Q3,risk_top1,183,0,3,180,1,0.005555555555555556,0.00546448087431694,0.028205918618988902,0.028230865746549563,0.0,0.2611111111111111,-0.4403536817374437,9.561710183320914,-10.438289816679083,91,1,0,101,1,0.009900990099009901,179,1,1,1,0.00558659217877095,-17.338817483128963,-0.17356327941351718,7.177755722229561,0.75,0.875,-0.010285096891119474,-0.030133928571428572,0.01521545660724026,,,
2026Q3,risk_top5,578,0,4,574,20,0.03484320557491289,0.03460207612456748,0.08908754623921085,0.09002509410288582,0.19801980198019803,0.2787456445993031,0.4981986404137269,82.9759323246837,62.97593232468369,244,13,20,81,0,0.19801980198019803,571,3,11,20,0.01926444833625219,4.206395946852572,0.4611190216823991,59.605949259393334,0.5,0.5,0.01900255312823786,-0.008368200836820083,0.035872672088637425,,,
2026Q3,risk_top10,1000,0,5,995,39,0.03919597989949749,0.039,0.15413070283600494,0.1560539523212045,0.36633663366336633,0.2904522613065327,0.6055291115155388,93.98350261335675,73.98350261335675,378,26,37,64,2,0.38613861386138615,991,4,19,39,0.01917255297679112,14.214777598234894,0.450651386070302,60.555309747404685,0.25,0.5,0.02335532745282246,-0.004392386530014641,0.04172235885372112,,,
2026Q3,risk_top20,1702,0,8,1694,66,0.03896103896103896,0.038777908343125736,0.2623304562268804,0.26568381430363863,0.6435643564356436,0.2874852420306966,0.48878830281147195,85.55597892325738,65.55597892325738,514,39,65,36,1,0.6534653465346535,1687,7,36,66,0.02133965619442798,18.73686789256677,0.3017533052300219,46.928517544967384,0.25,0.5,0.02312038651436393,-0.002700339152688076,0.04529186218282934,,,
2026Q3,prior_v21_risk_decile,1024,0,14,1010,41,0.040594059405940595,0.0400390625,0.15782983970406905,0.15840652446675033,0.38613861386138615,0.26831683168316833,0.5338000517626691,89.75553646865859,69.75553646865856,362,22,39,62,2,0.40594059405940597,1005,5,21,41,0.020895522388059702,10.123464304113476,0.4631331751748694,60.74958432030142,0.5,0.5,0.024753406959265565,-0.008368200836820083,0.048110346237731735,,,
