direction,side,k1_i,k2_i,gap_bars,k1_time,k2_time,k1_open,k1_high,k1_low,k1_close,k2_open,k2_high,k2_low,k2_close,atr,sma40_k1,sma40_k2,k1_body_ratio,k1_range_atr,k1_close_location,k1_sma40_cross_depth_atr,k1_volume_ratio,k1_ma_colour_aligned,k1_osc_accel_aligned,k2_wick_share,k2_body_ratio,k2_rejection_close_location,k2_sma40_touch_depth_atr,k2_sma40_close_side_atr,k2_volume_ratio,k2_ma_colour_aligned,k2_osc_sign_aligned,k2_osc_accel_aligned,k2_structure_aligned,side_ma_alignment,rope_slope_side_atr,atr_pct,atr_release_24,ma_shift_osc,ma_shift_osc_delta,k2_to_k1_volume_ratio,k1_quality,anchor_k1_score,anchor_k2_score_pre_risk,anchor_path_score,anchor_state_score,oscillator_sequence_aligned,close_distance_atr,extreme_distance_atr,path_variation_atr,path_efficiency,pre_retest_extension_atr,retrace_fraction,wrong_side_close_count,wrong_sma40_close_count,intermediate_ma_colour_share,intermediate_native_side_share,k1_k2_body_overlap_share,entry_i,entry_time,entry_price,stop_price,risk_price,stop_distance_atr,target_price,anchor_k2_score,anchor_score,causal_flag_count,causal_flags,event_id,outcome,resolved,exit_i,exit_bar_time,exit_available_at,exit_price,hold_bars,gross_return,net_return,return_r,net_return_r,mfe_r,mae_r,path_class,net_profitable,verdict,outcome_reason,pre_entry_weaknesses,reason_scope
-1,short,7822,7825,3,2026-06-22 22:00:00+00:00,2026-06-23 01:00:00+00:00,64291.0,64367.9,63766.0,63943.0,64123.5,64248.5,63866.0,64123.5,396.1464829637507,64237.215000000004,64228.811250000006,0.5781691310848964,1.4341487730214106,0.7059312178102682,0.12815366631824382,1.2997180186877522,True,True,0.32679738562091504,0.0,0.32679738562091504,0.0497006810528607,0.2658391643720401,0.8041783577730408,True,True,True,False,0.0,0.01504384289230376,0.0061778674427277165,0.9930001718693832,0.2363137022803802,0.025156613974588737,0.6087105205166895,0.45521940509341896,27.49347570434027,37.99990714629113,82.96342129745837,66.66666666666666,False,-0.4300778427153414,0.2844947059291545,0.4300778427153414,-1.0,0.3333401118885146,3.1837026447462247,0,0,1.0,0.0,0.0,7826,2026-06-23 02:00:00+00:00,64123.5,64248.5,125.0,0.3155398454249008,63748.5,48.333255955242606,56.364204905926975,7,k1_body_below_owner_strict|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict|oscillator_state_misaligned|market_structure_misaligned,f51041f0fd1e166f,sl,True,7826,2026-06-23 02:00:00+00:00,2026-06-23 03:00:00+00:00,64248.5,1,-0.0019493633379339403,-0.00394936333793394,-1.0,-2.0259760000000564,0.9152000000000117,1.012,ordinary_sl,False,failure,The exact K2-extreme stop was breached on path bar 1 after at most 0.92R favourable excursion.,k1_body_below_owner_strict|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,7882,7884,2,2026-06-25 10:00:00+00:00,2026-06-25 12:00:00+00:00,61700.0,61718.4,61231.2,61242.2,61259.0,61757.4,61044.0,61207.3,460.5293481974572,61708.30625,61654.630000000005,0.9396551724137907,1.089803738375209,0.9774220032840725,-0.018580012934894467,0.6181503594021128,True,False,0.6986262966077943,0.07246986262965655,0.7710961592374508,0.22315624487830252,0.9713387469243414,1.4241250627070843,True,False,True,True,12.0,0.025915348767531286,0.0075240918680852965,0.9041297357692942,-1.3230715051492334,0.4735562393727528,1.9987406892616455,0.4212348629737763,43.367074120759455,76.26106568644406,79.43434010671092,50.0,False,0.07806681130806263,-0.0872379839832364,0.15277831553987947,0.5109809663249296,0.4762299176930903,3.41991545326453,0,0,1.0,0.0,0.03409782829308506,7885,2026-06-25 13:00:00+00:00,61207.3,61757.4,550.0999999999985,1.194494991802644,59557.00000000001,80.21755473870338,63.25474224154344,5,edge_gap_2_7_8|k1_range_below_owner_strict|k1_volume_below_owner_strict|path_volume_relation_outside|oscillator_state_misaligned,4bf07a4f67d1c390,tp,True,7885,2026-06-25 13:00:00+00:00,2026-06-25 14:00:00+00:00,59557.00000000001,1,0.026962470162872676,0.024962470162872674,3.0,2.7774684602799504,5.773132157789513,0.2372295946191608,fast_clean_tp,True,success,3R target was reached on path bar 1; maximum adverse excursion was 0.24R.,edge_gap_2_7_8|k1_range_below_owner_strict|k1_volume_below_owner_strict|path_volume_relation_outside|oscillator_state_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,7911,7918,7,2026-06-26 15:00:00+00:00,2026-06-26 22:00:00+00:00,59571.2,60478.9,59555.0,60297.4,59887.3,60055.2,59720.6,60013.3,643.8632457081818,60190.8775,59988.7025,0.7860158025760399,1.1937959717579416,0.8035501677670747,0.13764057950166045,1.4784620918649003,False,True,0.49820681410641093,0.3765690376569054,0.8747758517633163,0.41639665221939537,0.03820298823385831,0.17196826871051452,False,False,False,False,0.0,-0.02733584798036709,0.010728675905310686,0.9162229713735391,-0.04178884254573496,-0.26966866773848713,0.12693727634752228,0.4034312674548307,42.48299715304932,44.29134083799504,39.08035259997728,33.33333333333333,False,-0.3670932304106818,0.2139762018866902,1.4302551803646122,-0.2566627518294319,0.35636857777988373,3.091370558375678,6,6,0.16666666666666666,0.3333333333333333,0.17350592123381883,7919,2026-06-26 23:00:00+00:00,60013.3,59720.6,292.70000000000437,0.4545996404532537,60891.400000000016,53.576117364995866,42.11820011283895,12,edge_gap_2_7_8|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_close_back_below_owner_strict|path_wrong_sma40_close|path_ma_colour_not_continuous|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,e1f60d8bd0caa603,timeout,True,7930,2026-06-27 10:00:00+00:00,2026-06-27 11:00:00+00:00,60386.9,12,0.0062252867281085145,0.004225286728108514,1.2763922104543661,0.8663252476938536,1.809702767338535,0.5459514861633089,timeout_gain,True,success,Neither barrier was reached in 12 bars; the timeout close finished above entry with MFE 1.81R and MAE 0.55R.,edge_gap_2_7_8|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_close_back_below_owner_strict|path_wrong_sma40_close|path_ma_colour_not_continuous|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,7943,7946,3,2026-06-27 23:00:00+00:00,2026-06-28 02:00:00+00:00,60196.7,60293.0,59915.9,59996.6,60187.8,60315.3,60023.6,60116.4,330.6578189263445,60128.3875,60143.71625,0.5306284805091469,1.0806000998604406,0.7859984089101103,0.19575310082661532,0.9458821191143785,True,True,0.4370929036681457,0.24477202605416656,0.6818649297223123,0.5189163545478606,0.08261183748411839,0.6868058793257535,False,True,False,False,9.0,0.04168845946234377,0.005500293080196826,0.8204747379776187,0.388615370748054,-0.06030394788422422,0.7071704939059063,0.31535066391591676,19.03092195500796,35.739708187637035,71.22013646862104,66.66666666666666,True,-0.34329326959237455,-0.06390183565868753,0.7524942620614137,-0.4562071591774572,0.13353477765445546,7.839055793991723,0,1,1.0,0.0,0.3568215892054072,7947,2026-06-28 03:00:00+00:00,60116.3,60315.3,199.0,0.6018306194789489,59519.3,46.44975682303086,50.84187047833163,8,k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_close_back_below_owner_strict|path_wrong_sma40_close|market_structure_misaligned,3170d4d3545c08f3,sl,True,7952,2026-06-28 08:00:00+00:00,2026-06-28 09:00:00+00:00,60315.3,6,-0.0033102502981721127,-0.005310250298172113,-1.0,-1.6041839195980112,1.9949748743718594,2.0286432160803876,giveback_then_sl,False,failure,The exact K2-extreme stop was breached on path bar 6 after at most 1.99R favourable excursion.,k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_close_back_below_owner_strict|path_wrong_sma40_close|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,8133,8141,8,2026-07-05 21:00:00+00:00,2026-07-06 05:00:00+00:00,62710.3,63207.9,62581.3,63063.2,63248.7,63248.8,62915.7,63085.3,323.5846159835354,62790.19499999999,62976.19375,0.5631982125757979,2.404124412875981,0.7690711777848632,0.3065392913608391,2.0203892771615504,True,True,0.5091564094866492,0.49054338036623035,0.5091564094866492,0.1869487825190042,0.3371799665703387,1.4544627921513777,True,True,False,True,12.0,0.06836844765452696,0.005129318810935914,1.1787037543114132,0.28549142014231094,-0.1425358142513901,1.1040426372738212,0.40399313395215536,62.89399297531817,28.077340208339862,74.28241413812064,100.0,True,0.08479276974876045,1.2830181992750014,5.731761028399972,0.01479349354040157,3.524079593403437,1.160587915078933,0,0,1.0,0.2857142857142857,0.0,8142,2026-07-06 06:00:00+00:00,63085.2,62915.7,169.5,0.5238197109117959,63593.7,40.06445017361655,69.31021432176384,7,edge_gap_2_7_8|k1_body_below_owner_strict|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_rejection_below_owner_strict|path_extension_large,291fe3bb495b2ab1,sl,True,8143,2026-07-06 07:00:00+00:00,2026-07-06 08:00:00+00:00,62915.7,2,-0.0026868425557816655,-0.004686842555781666,-1.0,-1.7443681415929055,0.2613569321534095,1.3286135693215169,immediate_reversal_sl,False,failure,The exact K2-extreme stop was breached on path bar 2 after at most 0.26R favourable excursion.,edge_gap_2_7_8|k1_body_below_owner_strict|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_rejection_below_owner_strict|path_extension_large,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,8166,8171,5,2026-07-07 06:00:00+00:00,2026-07-07 11:00:00+00:00,63091.9,63389.7,62961.1,63310.0,63264.1,63420.7,63064.8,63371.6,396.5185495646205,63205.53125,63265.521250000005,0.5088660755949587,0.9825576238651814,0.8140457302846539,0.23949268961307985,0.509049344650431,False,False,0.5599887608878867,0.3020511379601061,0.8620398988479928,0.5062089786729911,0.2675253153136678,0.7106835164936229,False,False,False,True,12.0,0.03240851003941002,0.006257038635045044,0.8997640086600429,-0.7413430863637646,-0.018148095088371896,0.9768754095111447,0.31004260493706287,21.322511288867315,54.97218845375722,67.45816028841794,33.33333333333333,False,0.14121686801235173,0.23773034436496487,1.2819557239043762,0.11015736766809381,0.38972187600812275,2.4423529411764533,0,3,0.5,0.75,0.16410439756883066,8172,2026-07-07 12:00:00+00:00,63371.6,63064.8,306.79999999999563,0.7737342939866588,64291.999999999985,62.47682371146435,46.147707155520735,9,k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|path_wrong_sma40_close|path_ma_colour_not_continuous|oscillator_state_misaligned,03a9dbb848dea302,sl,True,8173,2026-07-07 13:00:00+00:00,2026-07-07 14:00:00+00:00,63064.8,2,-0.0048412853707338055,-0.0068412853707338055,-1.0,-1.4131134289439393,1.5664928292047111,1.392764015645377,giveback_then_sl,False,failure,The exact K2-extreme stop was breached on path bar 2 after at most 1.57R favourable excursion.,k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|path_wrong_sma40_close|path_ma_colour_not_continuous|oscillator_state_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,8174,8182,8,2026-07-07 14:00:00+00:00,2026-07-07 22:00:00+00:00,63029.5,63616.8,62638.6,63536.7,63401.7,63635.0,63188.0,63515.8,463.61363587553507,63286.3525,63356.93000000001,0.5185033735432374,2.1656821579704912,0.9181149049274121,0.5542558924989848,3.0226650772144965,False,False,0.4780760626398145,0.25525727069352533,0.7333333333333398,0.36437668551526314,0.3426775825951907,0.4915484522722727,True,True,False,True,12.0,0.01853631707519587,0.0072991859643668985,1.045297476414185,0.347245240706994,-0.10396522460853708,0.19166149892954376,0.5080924462635853,77.73665916990308,48.05364243956413,63.541118025470055,66.66666666666666,False,-0.04627147526228834,1.2163420339286297,3.9667273793045443,-0.011664899257685,1.5282870513668265,1.5051426915833632,0,0,1.0,0.5714285714285714,0.2249605678233566,8183,2026-07-07 23:00:00+00:00,63515.8,63188.0,327.8000000000029,0.7070542681104539,64499.20000000001,56.71136869963678,66.16395314041915,7,edge_gap_2_7_8|k1_body_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned,e851cacaeb43c50c,sl,True,8185,2026-07-08 01:00:00+00:00,2026-07-08 02:00:00+00:00,63188.0,3,-0.0051609205898375254,-0.0071609205898375255,-1.0,-1.387527760829769,0.6982916412446374,1.9463087248321975,ordinary_sl,False,failure,The exact K2-extreme stop was breached on path bar 3 after at most 0.70R favourable excursion.,edge_gap_2_7_8|k1_body_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,8214,8220,6,2026-07-09 06:00:00+00:00,2026-07-09 12:00:00+00:00,62565.6,62955.4,62452.0,62926.2,62755.1,62934.3,62426.4,62583.1,389.54697470629674,62632.041249999995,62482.808750000004,0.7163289630512465,1.2222462092370725,0.9419944378227965,0.1613181683541275,2.146156917035081,True,True,0.30852530025594926,0.3386493404213418,0.30852530025594926,0.14480602767492246,0.2574561131571114,4.104638430103982,True,True,False,False,2.0,0.0230809896772753,0.00622447553263256,0.9387074284439413,0.621325822533602,-0.09386177414437191,1.840098451397984,0.445320848318562,65.02672453728981,29.43279449432792,72.2074592986944,83.33333333333334,True,-0.8330406722074624,-0.06215634278201666,1.334661782315499,-0.6241586319810729,0.8563493007507341,2.4170683300254874,0,0,1.0,0.4,0.4769828064337235,8221,2026-07-09 13:00:00+00:00,62583.1,62426.4,156.6999999999971,0.40226214083203393,63053.19999999999,41.19399541193993,65.44037814531437,6,k1_range_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|path_close_distance_large|path_volume_relation_outside|market_structure_misaligned,e6030f623cf08a2e,tp,True,8221,2026-07-09 13:00:00+00:00,2026-07-09 14:00:00+00:00,63053.19999999999,1,0.007511612559940151,0.005511612559940151,3.0,2.2012367581365466,4.056796426292381,0.601786853860864,ordinary_tp,True,success,3R target was reached on path bar 1; maximum adverse excursion was 0.60R.,k1_range_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|path_close_distance_large|path_volume_relation_outside|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,8284,8288,4,2026-07-12 04:00:00+00:00,2026-07-12 08:00:00+00:00,64197.2,64220.0,63914.0,63977.0,63857.6,64077.5,63855.8,63956.0,226.2483954406264,64114.815,64087.5825,0.7196078431372454,1.3253687940173238,0.7941176470588235,0.35683172580101397,1.0735995629870043,True,False,0.5480378890392494,0.44384303112315177,0.5480378890392494,-0.04456385195731792,0.5815842350781557,1.2198944184206884,True,True,True,False,0.0,0.007894087810921331,0.0035375632534965667,1.016109410694598,0.22178337493049205,0.0015551169984200086,1.2822290509979486,0.40298697572755326,43.37152400283119,30.210418849504496,78.05467041549808,50.0,False,0.09095668194236536,0.6172060560374792,1.9620655676138814,0.046357615894039736,1.60906701626613,1.2705248990578735,2,0,1.0,0.6666666666666666,0.0,8289,2026-07-12 09:00:00+00:00,63956.1,64077.5,121.40000000000146,0.536578391035971,63591.899999999994,41.84201570792041,53.317052531562425,9,k1_close_below_owner_strict|k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|oscillator_state_misaligned|market_structure_misaligned,27e5b7919963d0b0,sl,True,8292,2026-07-12 12:00:00+00:00,2026-07-12 13:00:00+00:00,64077.5,4,-0.00189817703080708,-0.00389817703080708,-1.0,-2.0536425041185975,1.7965403624381873,1.348434925864929,giveback_then_sl,False,failure,The exact K2-extreme stop was breached on path bar 4 after at most 1.80R favourable excursion.,k1_close_below_owner_strict|k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,8301,8304,3,2026-07-12 21:00:00+00:00,2026-07-13 00:00:00+00:00,64173.0,64214.0,63855.7,63896.2,63750.0,64398.0,63528.1,64034.8,253.8099019284151,64098.998750000006,64073.61625,0.772536980184205,1.7567956067175634,0.8869662294166908,0.3628386014278434,0.9537846988001254,True,False,0.41751925508678756,0.32739395332797155,0.41751925508678756,1.2780578989841402,0.15293434064264366,6.645722365930421,True,False,True,False,2.0,0.018082227920421953,0.0039636244968113445,1.1630278638132343,-0.006047961993626839,0.03448262555261592,7.431212474866281,0.48910576514164583,62.459384085230596,13.15269633091659,62.0747227228126,33.33333333333333,False,-0.6795754147113104,-0.9021780397321492,2.1122733669381115,-0.32172701949861854,1.2610879990168813,2.9510108864697067,0,0,1.0,1.0,0.32765957446809885,8305,2026-07-13 01:00:00+00:00,64034.8,64398.0,363.1999999999971,1.430992239626784,62945.20000000001,27.62724694243049,46.37367177095176,9,k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,1c9d7cefd1f7cc0f,tp,True,8307,2026-07-13 03:00:00+00:00,2026-07-13 04:00:00+00:00,62945.20000000001,3,0.017015747687194938,0.015015747687194938,3.0,2.6473854625550612,3.673458149779777,0.012940528634353325,fast_clean_tp,True,success,3R target was reached on path bar 3; maximum adverse excursion was 0.01R.,k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,8537,8544,7,2026-07-22 17:00:00+00:00,2026-07-23 00:00:00+00:00,66192.9,66247.2,65908.0,65993.7,66080.9,66288.0,66021.8,66031.0,306.02107041326974,66127.38500000001,66165.55124999999,0.5872641509433927,0.992355802521121,0.747346698113214,0.19166919340258484,0.7499570930339261,True,False,0.7779864763336142,0.18745304282492384,0.965439519158538,0.4001317616288582,0.4396796920495808,0.7792276101012504,True,False,False,False,0.0,-0.03046888590311425,0.004634506071591673,0.9873517380017969,-0.02241692243117588,-0.07199195319147988,1.0051422745517342,0.2918747036369656,16.446667217298877,81.9293146580019,81.1278576104169,50.0,False,-0.10912403135035677,-0.11936355171835192,1.3443027454554903,-0.08117519042437293,0.9633925877659517,1.8937139386577597,6,0,1.0,0.5,0.25050200803210293,8545,2026-07-23 01:00:00+00:00,66031.0,66288.0,257.0,0.839811453678439,65260.0,84.94109554833491,58.12890509401267,7,edge_gap_2_7_8|k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|oscillator_state_misaligned|market_structure_misaligned,aaab3531e46fff2f,tp,True,8556,2026-07-23 12:00:00+00:00,2026-07-23 13:00:00+00:00,65260.0,12,0.011676333843194886,0.009676333843194886,3.0,2.4861400778210174,4.266926070038905,0.6066147859921952,ordinary_tp,True,success,3R target was reached on path bar 12; maximum adverse excursion was 0.61R.,edge_gap_2_7_8|k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,8610,8613,3,2026-07-25 18:00:00+00:00,2026-07-25 21:00:00+00:00,64237.9,64428.5,64237.9,64392.3,64303.3,64399.6,64225.2,64317.1,154.13823858667504,64370.782499999994,64299.97624999999,0.8100734522560474,1.1510069101644997,0.8100734522560474,0.12994119196996431,2.0265564757922987,False,True,0.44782110091746086,0.07912844036694679,0.5269495412844076,0.4851245913125389,0.11109345842418643,0.7476183360708911,True,True,True,False,0.0,-0.015505673291611271,0.002396535891491921,0.75159165800544,0.3733552265202218,0.006871091535994633,0.3967005648804778,0.3781778566184161,53.528215640195334,42.25947188487222,64.79093117459968,50.0,False,-0.4541223486063802,-0.07669353493753558,0.6220026849262998,-0.7300970873786315,0.13406271461515604,8.527027027028277,2,1,1.0,0.0,0.0893782383419398,8614,2026-07-25 22:00:00+00:00,64317.2,64225.2,92.0,0.5968668180171693,64593.2,51.88289323739351,55.05051001304713,10,k1_range_below_owner_strict|k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_wrong_sma40_close|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,110b341b859bc6e0,timeout,True,8625,2026-07-26 09:00:00+00:00,2026-07-26 10:00:00+00:00,64500.4,12,0.0028483827032272924,0.0008483827032272923,1.9913043478261343,0.5931043478262,2.693478260869597,0.6728260869564585,timeout_gain,True,success,Neither barrier was reached in 12 bars; the timeout close finished above entry with MFE 2.69R and MAE 0.67R.,k1_range_below_owner_strict|k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_wrong_sma40_close|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,8656,8659,3,2026-07-27 16:00:00+00:00,2026-07-27 19:00:00+00:00,64520.0,64946.7,64483.7,64874.0,64850.4,65056.0,64774.4,64957.1,332.505565340145,64841.092500000006,64873.39,0.7645788336933045,1.3591606312371298,0.8429805615550818,0.09660168136593421,1.2880780355038706,False,False,0.26988636363636503,0.3789062499999916,0.6487926136363567,0.2977093026961327,0.25175518465191965,0.41634680600045143,True,False,True,False,10.0,-0.0009366342815286476,0.005118848676128476,1.4216709370382627,-0.47288102476851795,0.04906650816603092,0.3241591874103054,0.48731071002827747,42.80185524329013,31.760983171161538,61.94646293097205,16.666666666666664,False,0.24394438111404645,0.853365001081295,1.0805767351153035,0.22575387123064078,0.5463062494022201,1.5351961311123017,1,1,1.0,0.5,0.053992221459617074,8660,2026-07-27 20:00:00+00:00,64957.2,64774.4,182.79999999999563,0.5497652341938871,65505.599999999984,43.13415264263461,41.13728437089086,9,k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_rejection_below_owner_strict|path_wrong_sma40_close|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,821841f067a926db,sl,True,8661,2026-07-27 21:00:00+00:00,2026-07-27 22:00:00+00:00,64774.4,2,-0.0028141607088975062,-0.004814160708897506,-1.0,-1.7106914660831758,0.39059080962802606,1.0246170678336985,immediate_reversal_sl,False,failure,The exact K2-extreme stop was breached on path bar 2 after at most 0.39R favourable excursion.,k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_rejection_below_owner_strict|path_wrong_sma40_close|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,8713,8717,4,2026-07-30 01:00:00+00:00,2026-07-30 05:00:00+00:00,63672.2,64385.0,63655.1,64241.1,63999.8,64162.9,63882.6,64016.0,406.7188877537713,63916.45,63995.05375,0.7794218386080289,1.5594167973124198,0.8028497054390996,0.5218352551631151,1.0778207679337852,True,False,0.4181234391723266,0.0577952194077664,0.475918658580093,0.2764901099652898,0.05150055881516324,0.49674093357589744,True,False,True,False,2.0,-0.012338638782637395,0.0063533942725845305,1.031563968120981,-0.24832683378990963,0.023679618628417082,0.4388880269822393,0.6422144086764895,52.000813779235514,39.92206216235003,79.74265229480218,33.33333333333333,False,-0.48092166197427416,0.48604921412327,0.5497163199732539,-0.874854255732617,0.3219675453555117,3.3788984737889156,1,0,1.0,0.0,0.02847600632799622,8718,2026-07-30 06:00:00+00:00,64016.1,63882.6,133.5,0.3282365388470015,64416.6,49.93505180195836,53.75296280233235,8,k1_close_below_owner_strict|k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,28ec1eb2f281b264,tp,True,8721,2026-07-30 09:00:00+00:00,2026-07-30 10:00:00+00:00,64416.6,4,0.006256238664960945,0.004256238664960945,3.0,2.040957303370834,4.521348314606731,0.7760299625468056,ordinary_tp,True,success,3R target was reached on path bar 4; maximum adverse excursion was 0.78R.,k1_close_below_owner_strict|k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,8738,8740,2,2026-07-31 02:00:00+00:00,2026-07-31 04:00:00+00:00,64535.7,64586.8,64167.0,64275.8,64340.2,64415.8,64200.7,64279.3,335.060128766533,64366.16875,64360.61875,0.6191043353977903,1.199394399572156,0.7408289661743636,0.25818907252579454,1.9371883515078634,False,True,0.3514644351464611,0.2831241283123781,0.6345885634588392,0.16469058912841064,0.24269897555211872,0.4416011156413892,True,True,True,False,3.0,-0.002380584049077314,0.005212566545785859,0.9628088485661677,0.4634311849898361,0.19863725301176616,0.24955451134632695,0.4619670856931663,44.09632541777963,32.531007109615516,77.87304576114317,50.0,False,-0.009999715098862594,0.4885575091158582,0.35798980053924767,-0.02793296089385734,0.3705608709492921,2.0794140323823846,0,0,1.0,0.0,0.23432089265100248,8741,2026-07-31 05:00:00+00:00,64279.3,64415.8,136.5,0.4073895646805294,63869.8,43.77583925801293,53.936302609233934,11,edge_gap_2_7_8|k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,b7ff9762bf0e8823,sl,True,8742,2026-07-31 06:00:00+00:00,2026-07-31 07:00:00+00:00,64415.8,2,-0.0021235452159560353,-0.004123545215956035,-1.0,-1.941821245421266,0.8688644688645115,1.3728937728937303,ordinary_sl,False,failure,The exact K2-extreme stop was breached on path bar 2 after at most 0.87R favourable excursion.,edge_gap_2_7_8|k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
