subject_type,candidate_event_id,control_rank,arm,arm_label,entry_time,entry_i,direction,entry_price,risk_price,risk_pct,outcome,exit_family,exit_i,hold_bars,exit_price,gross_return,net_return,return_r,net_return_r,mfe_r,mae_r,scaled_at_3r,net_profitable
candidate,977aacab3facc430,,fixed_3R,Fixed 3R,2026-03-09 08:00:00+00:00,5288,1,67504.6,671.4000000000087,0.00994598886594408,target,target,5299,12,69518.80000000003,0.029837966597832236,0.027837966597832234,3.0,2.798913911230267,3.04289544235921,0.32514149538278236,False,True
candidate,977aacab3facc430,,fixed_4R,Fixed 4R,2026-03-09 08:00:00+00:00,5288,1,67504.6,671.4000000000087,0.00994598886594408,timeout,timeout,5299,12,68950.6,0.02142076243693022,0.019420762436930222,2.1537086684539486,1.9526225796842163,3.04289544235921,0.32514149538278236,False,True
candidate,977aacab3facc430,,fixed_5R,Fixed 5R,2026-03-09 08:00:00+00:00,5288,1,67504.6,671.4000000000087,0.00994598886594408,timeout,timeout,5299,12,68950.6,0.02142076243693022,0.019420762436930222,2.1537086684539486,1.9526225796842163,3.04289544235921,0.32514149538278236,False,True
candidate,977aacab3facc430,,fixed_6R,Fixed 6R,2026-03-09 08:00:00+00:00,5288,1,67504.6,671.4000000000087,0.00994598886594408,timeout,timeout,5299,12,68950.6,0.02142076243693022,0.019420762436930222,2.1537086684539486,1.9526225796842163,3.04289544235921,0.32514149538278236,False,True
candidate,977aacab3facc430,,split_3R_6R,50% 3R + 50% 6R,2026-03-09 08:00:00+00:00,5288,1,67504.6,671.4000000000087,0.00994598886594408,scale_then_timeout,timeout,5299,12,68950.6,0.025629364517381226,0.023629364517381228,2.576854334226974,2.375768245457242,3.04289544235921,0.32514149538278236,True,True
candidate,977aacab3facc430,,split_3R_runner,50% 3R + runner,2026-03-09 08:00:00+00:00,5288,1,67504.6,671.4000000000087,0.00994598886594408,scale_then_timeout,timeout,5299,12,68950.6,0.025629364517381226,0.023629364517381228,2.576854334226974,2.375768245457242,3.04289544235921,0.32514149538278236,True,True
candidate,52c1acc59a08fc5e,,fixed_3R,Fixed 3R,2026-03-12 17:00:00+00:00,5369,1,70340.9,476.59999999999127,0.006775574381334207,stop,stop,5370,2,69864.3,-0.006775574381334207,-0.008775574381334207,-1.0,-1.2951779269828,0.3577423415862424,1.2119177507343724,False,False
candidate,52c1acc59a08fc5e,,fixed_4R,Fixed 4R,2026-03-12 17:00:00+00:00,5369,1,70340.9,476.59999999999127,0.006775574381334207,stop,stop,5370,2,69864.3,-0.006775574381334207,-0.008775574381334207,-1.0,-1.2951779269828,0.3577423415862424,1.2119177507343724,False,False
candidate,52c1acc59a08fc5e,,fixed_5R,Fixed 5R,2026-03-12 17:00:00+00:00,5369,1,70340.9,476.59999999999127,0.006775574381334207,stop,stop,5370,2,69864.3,-0.006775574381334207,-0.008775574381334207,-1.0,-1.2951779269828,0.3577423415862424,1.2119177507343724,False,False
candidate,52c1acc59a08fc5e,,fixed_6R,Fixed 6R,2026-03-12 17:00:00+00:00,5369,1,70340.9,476.59999999999127,0.006775574381334207,stop,stop,5370,2,69864.3,-0.006775574381334207,-0.008775574381334207,-1.0,-1.2951779269828,0.3577423415862424,1.2119177507343724,False,False
candidate,52c1acc59a08fc5e,,split_3R_6R,50% 3R + 50% 6R,2026-03-12 17:00:00+00:00,5369,1,70340.9,476.59999999999127,0.006775574381334207,stop_before_scale,stop,5370,2,69864.3,-0.006775574381334207,-0.008775574381334207,-1.0,-1.2951779269828,0.3577423415862424,1.2119177507343724,False,False
candidate,52c1acc59a08fc5e,,split_3R_runner,50% 3R + runner,2026-03-12 17:00:00+00:00,5369,1,70340.9,476.59999999999127,0.006775574381334207,stop_before_scale,stop,5370,2,69864.3,-0.006775574381334207,-0.008775574381334207,-1.0,-1.2951779269828,0.3577423415862424,1.2119177507343724,False,False
candidate,740ab49e2f9c07fc,,fixed_3R,Fixed 3R,2026-03-12 23:00:00+00:00,5375,1,70133.9,158.79999999998836,0.002264240260415981,target,target,5375,1,70610.29999999996,0.006792720781247943,0.004792720781247943,3.0,2.116701511334948,3.638539042821444,0.10012594458435356,False,True
candidate,740ab49e2f9c07fc,,fixed_4R,Fixed 4R,2026-03-12 23:00:00+00:00,5375,1,70133.9,158.79999999998836,0.002264240260415981,target,target,5376,2,70769.09999999995,0.009056961041663925,0.0070569610416639245,4.0,3.116701511334948,11.675692695214998,0.10012594458435356,False,True
candidate,740ab49e2f9c07fc,,fixed_5R,Fixed 5R,2026-03-12 23:00:00+00:00,5375,1,70133.9,158.79999999998836,0.002264240260415981,target,target,5376,2,70927.89999999994,0.011321201302079906,0.009321201302079906,5.0,4.116701511334948,11.675692695214998,0.10012594458435356,False,True
candidate,740ab49e2f9c07fc,,fixed_6R,Fixed 6R,2026-03-12 23:00:00+00:00,5375,1,70133.9,158.79999999998836,0.002264240260415981,target,target,5376,2,71086.69999999992,0.013585441562495887,0.011585441562495887,6.0,5.116701511334948,11.675692695214998,0.10012594458435356,False,True
