month,n,long,short,tp,sl,timeout,win_rate_net,mean_net_bp,control_mean_net_bp,paired_excess_bp
2026-03,9,5,4,3,6,0,0.3333333333333333,-6.816962127666889,-43.50518943173956,36.68822730407267
2026-04,6,2,4,2,4,0,0.3333333333333333,-24.408989046213083,-26.2349424855067,1.825953439293615
2026-05,5,2,3,0,5,0,0.0,-46.51202599510284,-8.57411546710905,-37.93791052799377
2026-06,9,2,7,3,4,2,0.5555555555555556,26.695731935267634,4.131533427886089,22.564198507381544
2026-07,11,7,4,4,6,1,0.45454545454545453,3.439439987731448,-14.603168170572873,18.042608158304322
2026-08,7,4,3,2,5,0,0.2857142857142857,-20.528266557718556,0.9639206908833013,-21.492187248601848
2026-09,2,1,1,2,0,0,1.0,167.70757871151955,,
