fraction_per_stage,maximum_bank_fraction,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,runner_loss_relative_reduction,mean_net_delta_bp,worst_fold_degradation_bp,p95_net_retention
0.05,0.2,182,-2.4126388523765927,-22.4126388523766,-65.74974117346697,0.21428571428571427,0.6330181572061462,-0.3530545225764179,-0.46599708759023983,20.5,135.9003285220037,808.8358061272767,0.3379467137081614,79,41,0.5189873417721519,77,38,0.4935064935064935,90,0.5666666666666667,3.1738813534601045,267.6190706890819,7.243105794334668,0,41,True,-24.10685348436588,-32.83383195315591,0.025641025641025543,0.01839181937190304,-0.9263033575979023,0.9377968885028214
0.075,0.3,182,-2.403442942690626,-22.40344294269063,-65.13609525839846,0.21428571428571427,0.6281912640221857,-0.3639434148118258,-0.463668753029557,20.5,136.20724862997295,772.0590066015764,0.3255057183341473,79,41,0.5189873417721519,77,38,0.4935064935064935,90,0.5666666666666667,3.198778678491239,259.40135463639666,10.864658691502004,0,41,True,-24.135743717748312,-32.37068027435693,0.025641025641025543,0.027587729057870547,-1.3894550363968818,0.9090001793409346
0.1,0.4,182,-2.394247033004674,-22.39424703300468,-65.13609525839846,0.24175824175824176,0.6235007033280463,-0.37503170966218946,-0.4614140333915493,20.5,136.92881672777798,735.2822070758755,0.32036561529504604,79,36,0.45569620253164556,77,33,0.42857142857142855,90,0.5111111111111111,3.198382307639856,251.3021247087693,14.486211588669336,0,41,True,-24.16703029600388,-31.907528595557977,0.1538461538461538,0.03678363874382029,-1.852606715195833,0.8806186719773499
0.125,0.5,182,-2.3850511233187266,-22.385051123318735,-65.13609525839846,0.25824175824175827,0.6194784714128807,-0.3863158211065484,-0.45923479728563477,20.5,137.58167816312928,698.5054075501746,0.3117416575219598,79,33,0.4177215189873418,77,30,0.38961038961038963,90,0.4777777777777778,3.2188786103008433,226.97555262860072,18.10776448583667,0,41,True,-24.20103870367298,-31.444376916759037,0.23076923076923064,0.04597954842976648,-2.3157583939947735,0.795372939877689
0.15,0.6,182,-2.3758552136327795,-22.375855213632782,-65.13609525839846,0.2802197802197802,0.616321223067323,-0.3977919792171657,-0.45713291584618176,20.5,139.62662031077105,661.7286080244736,0.31421407866414813,79,29,0.3670886075949367,77,26,0.33766233766233766,90,0.43333333333333335,3.2093888239603285,213.2855242492264,21.72931738300401,0,41,True,-24.23814745925996,-30.98122523796007,0.33333333333333326,0.05517545811571978,-2.778910072793739,0.747400028288708
