direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,132,-22.42342388685927,-35.46489754562397,-2959.8919530654234,0.5147837160368504,False,0.26515151515151514,97,0
1,154,-11.298472490906201,-38.926344091945715,-1739.964763599555,0.7471584544093421,False,0.2597402597402597,114,0
