event_id,mother_decision_time,fold,event_net_return,assigned_controls,control_mean_return,excess
2023-01-03T05:00:00+00:00_L,2023-01-03 06:00:00+00:00,2023H1,-0.00265762334921593,3,-0.0026337208323145363,-2.3902516901393774e-05
2023-01-03T14:00:00+00:00_S,2023-01-03 15:00:00+00:00,2023H1,-0.0015138930564725355,3,-0.0028082010706253287,0.0012943080141527932
2023-01-08T23:00:00+00:00_L,2023-01-09 00:00:00+00:00,2023H1,0.002325769560826309,3,-0.0025129518132185687,0.004838721374044877
2023-01-10T08:00:00+00:00_L,2023-01-10 09:00:00+00:00,2023H1,-0.0022549793408782586,3,-0.004874865395320225,0.0026198860544419666
2023-01-11T15:00:00+00:00_S,2023-01-11 16:00:00+00:00,2023H1,-0.004919051135314765,3,-0.004698224257672892,-0.0002208268776418736
2023-01-15T08:00:00+00:00_S,2023-01-15 09:00:00+00:00,2023H1,-0.008614648245226729,3,-0.0008005887601769292,-0.007814059485049799
2023-01-16T00:00:00+00:00_L,2023-01-16 01:00:00+00:00,2023H1,0.0011940048053087366,3,-0.0001655755758545764,0.001359580381163313
2023-01-21T22:00:00+00:00_S,2023-01-21 23:00:00+00:00,2023H1,-0.0040750627574595005,3,0.0010211869136291074,-0.005096249671088608
2023-01-31T07:00:00+00:00_L,2023-01-31 08:00:00+00:00,2023H1,-0.005673894022957591,3,-0.002628931311675259,-0.003044962711282332
2023-02-02T05:00:00+00:00_S,2023-02-02 06:00:00+00:00,2023H1,-0.0034320811372654508,3,-0.0007520438980461343,-0.0026800372392193164
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,2023H1,0.016012270779190207,3,0.012104492838871236,0.003907777940318971
2023-02-06T00:00:00+00:00_L,2023-02-06 01:00:00+00:00,2023H1,-0.0052743800362566855,3,-0.0019481395070282848,-0.003326240529228401
2023-02-07T05:00:00+00:00_L,2023-02-07 06:00:00+00:00,2023H1,-0.0030378103074623058,3,-0.002863083706504083,-0.0001747266009582229
2023-02-09T03:00:00+00:00_S,2023-02-09 04:00:00+00:00,2023H1,-0.005494454163595284,3,-0.0019207051605387698,-0.0035737490030565144
2023-02-12T21:00:00+00:00_S,2023-02-12 22:00:00+00:00,2023H1,-0.005367065317387397,3,-0.00015979379117506883,-0.0052072715262123275
2023-02-15T09:00:00+00:00_L,2023-02-15 10:00:00+00:00,2023H1,0.021239763813269752,3,-0.004323779418272627,0.02556354323154238
2023-02-16T22:00:00+00:00_S,2023-02-16 23:00:00+00:00,2023H1,0.0041173038858214345,3,-0.001998569521276526,0.00611587340709796
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,2023H1,-0.005740142454835005,3,-0.004814318929718655,-0.0009258235251163498
2023-02-21T21:00:00+00:00_S,2023-02-21 22:00:00+00:00,2023H1,-0.009380531266013346,3,0.007283918679164301,-0.016664449945177646
2023-02-22T14:00:00+00:00_S,2023-02-22 15:00:00+00:00,2023H1,0.004162755232074768,3,-0.003969214095743688,0.008131969327818456
2023-02-23T09:00:00+00:00_S,2023-02-23 10:00:00+00:00,2023H1,0.005431500504353927,3,-0.003093978990818275,0.008525479495172203
2023-02-26T09:00:00+00:00_L,2023-02-26 10:00:00+00:00,2023H1,-0.0056558280600914595,3,-0.002493369459622528,-0.0031624586004689315
2023-02-28T07:00:00+00:00_S,2023-02-28 08:00:00+00:00,2023H1,-0.007090952907609747,3,-0.0032411620612823673,-0.0038497908463273798
2023-03-01T19:00:00+00:00_S,2023-03-01 20:00:00+00:00,2023H1,-0.009818621678905569,3,-0.017523633559924406,0.007705011881018837
2023-03-03T01:00:00+00:00_S,2023-03-03 02:00:00+00:00,2023H1,-0.01178692668833503,3,-0.0025823924347427103,-0.00920453425359232
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,2023H1,-0.014026954883809893,3,-0.003500038908751019,-0.010526915975058873
2023-03-14T18:00:00+00:00_S,2023-03-14 19:00:00+00:00,2023H1,0.006742377926796108,3,-0.0027606713321824575,0.009503049258978566
2023-03-18T22:00:00+00:00_S,2023-03-18 23:00:00+00:00,2023H1,-0.00921432606821093,3,0.0010288973815510613,-0.01024322344976199
2023-03-20T15:00:00+00:00_S,2023-03-20 16:00:00+00:00,2023H1,-0.00743323261094808,3,-0.004856895724823764,-0.0025763368861243157
2023-03-23T05:00:00+00:00_L,2023-03-23 06:00:00+00:00,2023H1,-0.0021882475600220035,3,0.003390481172665865,-0.0055787287326878685
2023-03-26T22:00:00+00:00_L,2023-03-26 23:00:00+00:00,2023H1,-0.005295010412803556,3,-0.0029003342724818544,-0.002394676140321702
2023-03-28T18:00:00+00:00_L,2023-03-28 19:00:00+00:00,2023H1,-0.005396970151273049,3,-0.004368884932314352,-0.0010280852189586964
2023-03-29T04:00:00+00:00_L,2023-03-29 05:00:00+00:00,2023H1,0.02761095492881105,3,0.0022980514571497132,0.025312903471661336
