arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,2543,closed,,ONEUSDT,ONE,4h,2025-03-02 20:00:00+00:00
v9_long,3524,closed,,ONEUSDT,ONE,4h,2025-08-13 08:00:00+00:00
v9_long,3710,closed,,ONEUSDT,ONE,4h,2025-09-13 08:00:00+00:00
v9_long,3744,closed,,ONEUSDT,ONE,4h,2025-09-19 00:00:00+00:00
v9_long,4396,closed,,ONEUSDT,ONE,4h,2026-01-05 16:00:00+00:00
v9_long,4813,closed,,ONEUSDT,ONE,4h,2026-03-16 04:00:00+00:00
v9_long,5079,closed,,ONEUSDT,ONE,4h,2026-04-29 12:00:00+00:00
v10_4,4813,closed,,ONEUSDT,ONE,4h,2026-03-16 04:00:00+00:00
