bar,setup_id,match_status,matched_control_count,candidate_net_return,control_mean_net_return,paired_excess_return
5m,53fcd5841c0bcbaf,matched_exact,3,-0.004858623215593825,0.0009851982417562854,-0.005843821457350111
5m,0ca78f94b97b4eab,unmatched_insufficient_exact_stratum,0,-0.005508432803363437,,
5m,b90e41205cc8133c,matched_exact,3,-0.004605747093219479,-0.005047479421601477,0.00044173232838199804
5m,7c28a1c99c750292,matched_exact,3,-0.0036346093572948695,-0.0010431533163747213,-0.002591456040920148
5m,48c9cfa07c15d51e,matched_exact,3,-0.004387222674826051,-0.004722980746460675,0.0003357580716346247
5m,2d44121ab698a65b,matched_exact,3,-0.0037544281285299946,-0.003811471367947052,5.704323941705747e-05
5m,923b54e8aea4b62f,matched_exact,3,-0.004964037920715645,-0.0019055095245351262,-0.0030585283961805194
5m,3139cfb9565d0644,matched_exact,3,0.003940594059405946,-0.003964564683839394,0.00790515874324534
5m,842f681b332e2580,matched_exact,3,-0.0038383482275772245,-0.003876750385669442,3.840215809221758e-05
5m,d9bcb9ffc6288b9d,matched_exact,3,0.005670394349617249,0.0002207956853432057,0.005449598664274043
5m,cda67fc6c29c98e5,matched_exact,3,-0.004317508292334347,0.003729513931466886,-0.008047022223801234
5m,83af799b38c3c3f4,matched_exact,3,0.00603561105330064,-0.00010431254862471329,0.006139923601925353
5m,3e3f64fe07f33e8a,matched_exact,3,-0.003982881597717645,-0.003868113163446742,-0.000114768434270903
5m,e50c90b88b9a3822,matched_exact,3,-0.003930179114888464,-0.0027207128963990784,-0.0012094662184893856
5m,ada92ddfb530aaa0,unmatched_insufficient_exact_stratum,0,-0.004901787677074941,,
5m,46d992b0905eb5d8,matched_exact,3,-0.00537903361362657,0.001144914239915401,-0.006523947853541971
5m,3a0989096181e3e5,matched_exact,3,-0.004503462467723705,0.0033532541580243453,-0.00785671662574805
5m,cd74522778dbd633,matched_exact,3,-0.003658222821509847,0.0037106504932198376,-0.007368873314729685
5m,0cd167d73748513b,matched_exact,3,-0.004488301919797209,-0.004244104997505048,-0.0002441969222921614
5m,cc74b2494a868616,matched_exact,3,1.734723475976807e-18,-0.003112534838309013,0.003112534838309015
5m,e9c2af97afeda080,matched_exact,3,-0.0036781627990034576,-0.0022122597686443997,-0.0014659030303590579
5m,aa6bd040b6347e8a,matched_exact,3,0.002879852125693418,-0.00436360768067212,0.0072434598063655375
5m,6a3d799b4c3c06d6,matched_exact,3,-0.005035324901875303,-0.00554879402099617,0.0005134691191208676
5m,eefac836c4eff6aa,matched_exact,3,1.734723475976807e-18,0.003239052869371393,-0.0032390528693713914
5m,b2d50dc85669d999,unmatched_insufficient_exact_stratum,0,0.010152041825632232,,
5m,b3ad87eab50905b1,matched_exact,3,-0.004436100858887236,0.0010684791156237272,-0.005504579974510963
5m,b3eaf6cd70eb3a4e,matched_exact,3,-0.005126970779903204,-0.0013682446003782083,-0.003758726179524996
5m,de9a7ad8ac3f9bdb,matched_exact,3,-0.003918346844038021,-0.0027705758935704355,-0.001147770950467586
5m,601a9d3993d076c7,matched_exact,3,-0.003800918251330108,-0.001233935821456476,-0.002566982429873632
5m,31c19d8a1d86f24b,matched_exact,3,0.006074045727694434,0.0016913004822283952,0.004382745245466039
5m,fe5328c542a52dd0,matched_exact,3,-1.0928757898653885e-16,-0.0029767628187364874,0.002976762818736378
5m,f7b37cb1779aa49e,matched_exact,3,-0.0036255188988421044,-0.0012367950787452251,-0.002388723820096879
5m,5fd16bf16e3a13a5,matched_exact,3,-0.0040132973287936285,-0.0034069838625118126,-0.0006063134662818159
5m,b248674531af6636,matched_exact,3,1.734723475976807e-18,-0.00020528985708726717,0.0002052898570872689
5m,bd8d62401f6d51f4,matched_exact,3,0.0034979339113436776,-0.001381564729146817,0.004879498640490494
5m,25a2c49c3f05baf0,matched_exact,3,0.0030752252351479176,0.0010010886597710377,0.0020741365753768797
5m,40a744b013161396,matched_exact,3,-0.003701686550254933,-0.0023682433547184485,-0.0013334431955364843
5m,3bdaf24276489e1f,matched_exact,3,-0.0039493177387914784,-0.0015678391791996687,-0.0023814785595918098
5m,bf24bcd781e3c431,matched_exact,3,0.0024841825689907466,-0.0010897176782483163,0.003573900247239063
5m,635533e65e9cbb7a,matched_exact,3,0.0028733371383413715,-0.0033150022879275434,0.006188339426268915
5m,8eb4843b98f60df7,matched_exact,3,-0.0038898915137381956,-0.0012193030848837514,-0.002670588428854444
5m,a47146c1db2803d6,matched_exact,3,1.734723475976807e-18,-0.0026199764516543103,0.002619976451654312
5m,0937dae4202f6f4f,unmatched_insufficient_exact_stratum,0,1.734723475976807e-18,,
5m,cf1681d7a1b790ea,matched_exact,3,-0.0049059238381510255,-0.00031424221598870826,-0.0045916816221623176
5m,fa657aabc6b1d27f,matched_exact,3,1.1275702593849246e-16,-0.0031806037560631033,0.003180603756063216
5m,bbc9d1ad58124dcd,matched_exact,3,-0.004321872034565575,-0.004277262428615072,-4.460960595050346e-05
5m,43dcdd69d5e603ab,matched_exact,3,-0.0045905363958145245,-0.0031374512810915874,-0.001453085114722937
5m,a02f020c1a12c2ab,unmatched_insufficient_exact_stratum,0,0.006614825646519275,,
5m,d3162fa695260e78,matched_exact,3,1.734723475976807e-18,-0.0025399690784830824,0.002539969078483084
5m,d783f33861640fd4,matched_exact,3,1.734723475976807e-18,-0.0040148315455920845,0.004014831545592086
5m,6a5cfd224b442005,matched_exact,3,-0.007763246170634062,-0.005710802606313512,-0.0020524435643205505
5m,ff230dc8a2324803,matched_exact,3,-0.004694932053308841,-0.002901789622618665,-0.0017931424306901755
5m,d01daf4e9d25ab12,unmatched_insufficient_exact_stratum,0,0.0032741649238871035,,
5m,43f0add96c8cc521,matched_exact,3,-0.005120838881491395,-0.0015864220565193748,-0.00353441682497202
5m,93802a7a4ecbcc83,matched_exact,3,-0.003894796854301939,-0.0003461094866649122,-0.0035486873676370267
5m,b8076a411b036c66,matched_exact,3,-0.00668705514407497,-0.006778761055184747,9.170591110977712e-05
5m,330eacc85c0c4c7e,matched_exact,3,-0.004170098018233979,-0.00292356296598628,-0.0012465350522476992
5m,34908f4efe78c180,matched_exact,3,1.734723475976807e-18,-0.002927466971081814,0.0029274669710818157
5m,375af5cbf0034457,matched_exact,3,-0.003659670838953131,-0.001551557295114283,-0.002108113543838848
5m,1e201b422c6d6e86,matched_exact,3,0.00324210177245088,-0.00239317313405296,0.00563527490650384
5m,407070b10986fb39,matched_exact,3,1.734723475976807e-18,-0.001678764243965179,0.0016787642439651806
5m,ecee7ae27aedd1be,matched_exact,3,0.004587125629557655,-0.001329306813597218,0.005916432443154873
5m,bebbd578c978dbd1,matched_exact,3,1.734723475976807e-18,-0.00358559823743983,0.003585598237439832
5m,5273cb356cc0f3ef,matched_exact,3,0.0032387119824928163,-0.0033508474646951228,0.0065895594471879395
5m,ea046791f73e9685,matched_exact,3,-0.006982330887760789,-0.00406389984948141,-0.0029184310382793788
5m,782a024eeef61cef,matched_exact,3,1.734723475976807e-18,-0.0024265978444455052,0.002426597844445507
5m,1894f0f9b62470ae,unmatched_insufficient_exact_stratum,0,-0.00597627273319856,,
5m,ffc9d208f37af66a,matched_exact,3,-0.004288352486575995,-0.0017259859129354887,-0.0025623665736405066
5m,7c3b759673ff8109,unmatched_insufficient_exact_stratum,0,-0.0038256124122065787,,
5m,71b04ecc4e7a96d3,unmatched_insufficient_exact_stratum,0,-0.004305865047260158,,
5m,1847c5ea02006c1a,matched_exact,3,-0.003835132482826296,-0.0023427430107080243,-0.0014923894721182718
5m,861192aa61e7ddf1,matched_exact,3,0.00371978427730635,-0.0021292073182495024,0.0058489915955558525
5m,73ca848b45a22f66,unmatched_insufficient_exact_stratum,0,-0.0057156180643875825,,
5m,34995da83510a6a8,unmatched_insufficient_exact_stratum,0,-0.005277775046298559,,
5m,e892312966968e7e,matched_exact,3,1.734723475976807e-18,-0.004023903866365455,0.0040239038663654565
5m,3c1f4ea297b43180,matched_exact,3,-0.004401478826625336,-0.0039363586132084,-0.0004651202134169363
5m,48a205d97e204a7d,unmatched_insufficient_exact_stratum,0,0.010815831751131768,,
5m,9f3388fd82c58d5e,matched_exact,3,1.734723475976807e-18,-0.0014458511454525167,0.0014458511454525185
5m,b1d333372019818a,matched_exact,3,-0.003946573296442322,-0.003403798104544274,-0.0005427751918980483
5m,665e93d56fa11c91,matched_exact,3,-0.003967043952145975,-0.0037927746379522436,-0.00017426931419373126
5m,ea4b3e1fcd7e3c8e,unmatched_insufficient_exact_stratum,0,0.011315900330448271,,
5m,ceac946dc08ca8a6,unmatched_insufficient_exact_stratum,0,-1.0928757898653885e-16,,
5m,08f5737296ec16bd,matched_exact,3,1.734723475976807e-18,-0.00030632864216776555,0.0003063286421677673
5m,50d17aef3bbbf179,matched_exact,3,1.734723475976807e-18,-0.004555857073738251,0.0045558570737382524
5m,a15d88e9864e08c7,matched_exact,3,-0.0037120185179022585,-0.002425570509908176,-0.0012864480079940823
5m,1ba0bc31e88b92ce,matched_exact,3,1.734723475976807e-18,-0.001304944355434562,0.0013049443554345637
5m,278a2abd33d0a5b1,unmatched_insufficient_exact_stratum,0,-0.0045109788921944265,,
5m,65f65eb2bfa80998,matched_exact,3,1.734723475976807e-18,0.0010073350663062375,-0.0010073350663062357
5m,0491bedac9f51b53,matched_exact,3,-0.004005172556039048,-0.0041022294644919004,9.705690845285275e-05
5m,213c2f4373522ef7,unmatched_insufficient_exact_stratum,0,-0.00460347655438653,,
5m,2e3ae3de11ac0ff5,matched_exact,3,1.734723475976807e-18,-0.0035386276426858636,0.0035386276426858654
5m,329d37d156c918a4,matched_exact,3,-0.00914456998575308,-0.008239124859919249,-0.0009054451258338307
5m,7acd73b3e5413fe0,matched_exact,3,-0.0037762375663370467,-0.0038486862063498144,7.244864001276774e-05
5m,4b1b8bd3e600672d,matched_exact,3,-0.006758821510580824,0.0065911656290484925,-0.013349987139629316
5m,a1f2081171ead871,unmatched_insufficient_exact_stratum,0,-0.008346506384028006,,
5m,1be3a5547326465a,matched_exact,3,-0.00377411294352825,-0.0018035574318389445,-0.001970555511689305
5m,b99011bc997b5ac5,matched_exact,3,0.004843671403024776,-0.004901210673854848,0.009744882076879624
