fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout
2023H1,180,-1.068142224647924,-21.06814222464793,-38.02251911322716,0.3333333333333333,0.28352672739213947,-0.8037655047714993,-0.8037655047714993,30,117,32,1
2023H2,114,3.7355116488721816,-16.264488351127824,-36.80530001524794,0.37719298245614036,0.3593312274938248,-0.6026238552079884,-0.6174348171098766,22,69,22,1
2024H1,227,3.0880918865581655,-16.91190811344184,-37.06970719526524,0.4008810572687225,0.36565745869029603,-0.8118046294170046,-0.8157396702767662,43,133,51,0
2024H2,234,4.659992100504438,-15.34000789949557,-37.31205074415987,0.405982905982906,0.40486383881822335,-0.8031136732659403,-0.8149914713287001,46,135,53,0
