symbol,timeframe_min,arm,feature,feature_role,side,side_name,cohort,bucket,early_closed_n,q1_tercile,q2_tercile,n_rows,n_closed,n_censored,net_win_rate,mean_gross_bp,mean_net_bp,mean_net_r,net_r_ge_3_count,mfe_known_r_ge_3_count,net_r_ge_5_count,mfe_known_r_ge_5_count,net_r_ge_10_count,mfe_known_r_ge_10_count,matched_control_n,matched_target_net_bp,control_net_bp,paired_excess_bp
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,earlier,high,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,later,baseline,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,later,low,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,later,middle,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,later,high,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,all,baseline,339,0.00304539795947,0.0327169520729,287,287,0,0.247386759582,1.60191264508,-18.3980873549,-0.642751562783,12,57,9,23,0,4,287,-18.3980873549,-12.4382351787,-5.95985217625
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,all,low,339,0.00304539795947,0.0327169520729,95,95,0,0.315789473684,10.7268160167,-9.27318398326,-0.475765789464,4,22,4,9,0,1,95,-9.27318398326,-19.5544324399,10.2812484567
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,all,middle,339,0.00304539795947,0.0327169520729,90,90,0,0.222222222222,-0.511280908058,-20.5112809081,-0.684771262123,4,15,2,8,0,2,90,-20.5112809081,-0.749907627732,-19.7613732803
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,all,high,339,0.00304539795947,0.0327169520729,102,102,0,0.205882352941,-5.03218932085,-25.0321893209,-0.76120132283,4,20,3,6,0,1,102,-25.0321893209,-16.1236345881,-8.9085547327
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,earlier,baseline,339,0.00304539795947,0.0327169520729,189,189,0,0.243386243386,2.22278163038,-17.7772183696,-0.57043943655,9,34,7,16,0,3,188,-18.2354101221,-13.7640737427,-4.47133637939
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,earlier,low,339,0.00304539795947,0.0327169520729,63,63,0,0.301587301587,6.65629930205,-13.343700698,-0.528627979524,2,11,2,5,0,0,62,-14.661547985,-23.2069599366,8.54541195153
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,earlier,middle,339,0.00304539795947,0.0327169520729,61,61,0,0.245901639344,3.01313110129,-16.9868688987,-0.453617795779,4,11,2,8,0,2,61,-16.9868688987,-9.29596545745,-7.69090344126
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,earlier,high,339,0.00304539795947,0.0327169520729,65,65,0,0.184615384615,-2.81603269332,-22.8160326933,-0.720597003929,3,12,3,3,0,1,65,-22.8160326933,-8.95016084098,-13.8658718523
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,later,baseline,339,0.00304539795947,0.0327169520729,98,98,0,0.255102040816,0.404522459148,-19.5954775409,-0.782210663376,3,23,2,7,0,1,98,-19.5954775409,-9.39031709458,-10.2051604463
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,later,low,339,0.00304539795947,0.0327169520729,32,32,0,0.34375,18.7406457988,-1.25935420122,-0.371693352782,2,11,2,4,0,1,32,-1.25935420122,-11.155094011,9.89573980973
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,later,middle,339,0.00304539795947,0.0327169520729,29,29,0,0.172413793103,-7.92469927254,-27.9246992725,-1.17099062236,0,4,0,0,0,0,29,-27.9246992725,17.2262829796,-45.1509822522
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,1,long,later,high,339,0.00304539795947,0.0327169520729,37,37,0,0.243243243243,-8.92543745029,-28.9254374503,-0.832533234413,1,8,0,3,0,0,37,-28.9254374503,-28.7256830629,-0.199754387379
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,all,baseline,339,0.00304539795947,0.0327169520729,247,247,0,0.206477732794,-3.51680375995,-23.51680376,-0.754403382358,10,45,5,14,0,4,247,-23.51680376,-26.2524580412,2.73565428127
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,all,low,339,0.00304539795947,0.0327169520729,74,74,0,0.216216216216,0.0102285122142,-19.9897714878,-0.702636302714,3,13,3,3,0,3,74,-19.9897714878,-29.272073434,9.28230194624
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,all,middle,339,0.00304539795947,0.0327169520729,92,92,0,0.25,3.59077276113,-16.4092272389,-0.487852265437,4,18,2,7,0,1,92,-16.4092272389,-35.3053736661,18.8961464273
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,all,high,339,0.00304539795947,0.0327169520729,81,81,0,0.148148148148,-14.8118337362,-34.8118337362,-1.10444618051,3,14,0,4,0,0,81,-34.8118337362,-13.2114731454,-21.6003605908
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,earlier,baseline,339,0.00304539795947,0.0327169520729,150,150,0,0.18,-7.35752125835,-27.3575212583,-0.853055502999,5,28,3,7,0,3,150,-27.3575212583,-27.5738576209,0.216336362563
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,earlier,low,339,0.00304539795947,0.0327169520729,50,50,0,0.24,5.17257006757,-14.8274299324,-0.583142513824,3,10,3,3,0,3,50,-14.8274299324,-27.9365962365,13.109166304
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,earlier,middle,339,0.00304539795947,0.0327169520729,52,52,0,0.173076923077,-14.8308055813,-34.8308055813,-0.800586387584,0,10,0,2,0,0,52,-34.8308055813,-33.9587098917,-0.87209568956
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,earlier,high,339,0.00304539795947,0.0327169520729,48,48,0,0.125,-12.3136417064,-32.3136417064,-1.19105640842,2,8,0,2,0,0,48,-32.3136417064,-20.279081603,-12.0345601033
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,later,baseline,339,0.00304539795947,0.0327169520729,97,97,0,0.247422680412,2.42245010355,-17.5775498965,-0.601848556623,5,17,2,7,0,1,97,-17.5775498965,-24.2090566293,6.63150673287
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,later,low,339,0.00304539795947,0.0327169520729,24,24,0,0.166666666667,-10.7446497281,-30.7446497281,-0.951581696234,0,3,0,0,0,0,24,-30.7446497281,-32.0543175956,1.30966786752
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,later,middle,339,0.00304539795947,0.0327169520729,40,40,0,0.35,27.5388246062,7.53882460623,-0.0812979066463,4,8,2,5,0,1,40,7.53882460623,-37.0560365729,44.5948611792
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,-1,short,later,high,339,0.00304539795947,0.0327169520729,33,33,0,0.181818181818,-18.4455675979,-38.4455675979,-0.978467667181,1,6,0,2,0,0,33,-38.4455675979,-2.93131538884,-35.514252209
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,all,baseline,34,-0.00210458220563,0.0238400718713,63,63,0,0.31746031746,23.8930442989,3.8930442989,0.0666984454508,5,19,1,8,1,1,63,3.8930442989,0.176508920073,3.71653537883
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,all,low,34,-0.00210458220563,0.0238400718713,18,18,0,0.222222222222,-13.3111215857,-33.3111215857,-0.114877559159,2,5,0,3,0,0,18,-33.3111215857,-35.6017341512,2.29061256552
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,all,middle,34,-0.00210458220563,0.0238400718713,24,24,0,0.333333333333,11.8509208041,-8.14907919593,-0.0704607245633,1,6,0,3,0,0,24,-8.14907919593,-32.0958442463,23.9467650504
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,all,high,34,-0.00210458220563,0.0238400718713,21,21,0,0.380952380952,69.5447561941,49.5447561941,0.379088357989,2,8,1,2,1,1,21,49.5447561941,67.7262637428,-18.1815075487
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,earlier,baseline,34,-0.00210458220563,0.0238400718713,34,34,0,0.323529411765,21.3802749731,1.38027497314,-0.0938651629117,2,11,0,4,0,0,34,1.38027497314,-11.5377754768,12.9180504499
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,earlier,low,34,-0.00210458220563,0.0238400718713,11,11,0,0.272727272727,0.338885665651,-19.6611143343,0.037657684774,1,4,0,2,0,0,11,-19.6611143343,-43.0264084543,23.3652941199
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,earlier,middle,34,-0.00210458220563,0.0238400718713,11,11,0,0.363636363636,23.1974835708,3.19748357082,-0.118336974157,1,3,0,1,0,0,11,3.19748357082,-39.5708668981,42.7683504689
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,earlier,high,34,-0.00210458220563,0.0238400718713,12,12,0,0.333333333333,39.0024406238,19.0024406238,-0.191995279649,0,4,0,1,0,0,12,19.0024406238,43.0238052221,-24.0213645983
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,later,baseline,34,-0.00210458220563,0.0238400718713,29,29,0,0.310344827586,26.8390497153,6.83904971531,0.254945434565,3,8,1,4,1,1,29,6.83904971531,13.9104975233,-7.07144780798
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,later,low,34,-0.00210458220563,0.0238400718713,7,7,0,0.142857142857,-34.7611329808,-54.7611329808,-0.354575799624,1,1,0,1,0,0,7,-54.7611329808,-23.9343888179,-30.8267441628
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,later,middle,34,-0.00210458220563,0.0238400718713,13,13,0,0.307692307692,2.24998307836,-17.7500169216,-0.0299500518301,0,3,0,2,0,0,13,-17.7500169216,-25.7708250795,8.02080815782
BTC_USDT_SWAP,15,joint,pre12_opp,primary,1,long,later,high,34,-0.00210458220563,0.0238400718713,9,9,0,0.444444444444,110.267843621,90.2678436212,1.14053320817,2,4,1,1,1,1,9,90.2678436212,100.662875104,-10.3950314826
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,all,baseline,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,all,low,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,all,middle,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,all,high,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,earlier,baseline,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,earlier,low,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,earlier,middle,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,earlier,high,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,later,baseline,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,later,low,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,later,middle,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,joint,pre12_opp,primary,-1,short,later,high,34,-0.00210458220563,0.0238400718713,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,all,baseline,76,-6.43148428262e-05,0.0312825365188,66,66,0,0.30303030303,19.0184060353,-0.981593964736,-0.066314081388,5,17,1,7,1,1,66,-0.981593964736,-11.5123731303,10.5307791656
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,all,low,76,-6.43148428262e-05,0.0312825365188,18,18,0,0.277777777778,-1.39450985508,-21.3945098551,-0.110375636274,1,5,0,2,0,0,18,-21.3945098551,-63.0143932928,41.6198834377
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,all,middle,76,-6.43148428262e-05,0.0312825365188,29,29,0,0.275862068966,7.48463397843,-12.5153660216,-0.3286890374,2,5,0,3,0,0,29,-12.5153660216,37.273300408,-49.7886664295
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,all,high,76,-6.43148428262e-05,0.0312825365188,19,19,0,0.368421052632,55.9611363339,35.9611363339,0.375895482416,2,7,1,2,1,1,19,35.9611363339,-37.1833294297,73.1444657636
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,earlier,baseline,76,-6.43148428262e-05,0.0312825365188,39,39,0,0.282051282051,7.70121840523,-12.2987815948,-0.37160250644,1,10,0,3,0,0,39,-12.2987815948,-30.5646130798,18.265831485
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,earlier,low,76,-6.43148428262e-05,0.0312825365188,11,11,0,0.272727272727,-4.42495987061,-24.4249598706,-0.158783345137,0,4,0,1,0,0,11,-24.4249598706,-53.7961446568,29.3711847862
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,earlier,middle,76,-6.43148428262e-05,0.0312825365188,15,15,0,0.333333333333,41.5362540177,21.5362540177,-0.405681774003,1,3,0,1,0,0,15,21.5362540177,6.30822275247,15.2280312652
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,earlier,high,76,-6.43148428262e-05,0.0312825365188,13,13,0,0.230769230769,-21.0785949142,-41.0785949142,-0.512358026508,0,3,0,1,0,0,13,-41.0785949142,-53.4527430904,12.3741481762
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,later,baseline,76,-6.43148428262e-05,0.0312825365188,27,27,0,0.333333333333,35.3654548342,15.3654548342,0.374658088131,4,7,1,4,1,1,27,15.3654548342,16.0075290189,-0.642074184703
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,later,low,76,-6.43148428262e-05,0.0312825365188,7,7,0,0.285714285714,3.36762588361,-16.6323741164,-0.0343063794889,1,1,0,1,0,0,7,-16.6323741164,-77.5002125779,60.8678384615
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,later,middle,76,-6.43148428262e-05,0.0312825365188,14,14,0,0.214285714286,-28.9992446351,-48.9992446351,-0.246196819611,1,2,0,2,0,0,14,-48.9992446351,70.4501693246,-119.44941396
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,1,long,later,high,76,-6.43148428262e-05,0.0312825365188,6,6,0,0.666666666667,222.880554038,202.880554038,2.30044475175,2,4,1,1,1,1,6,202.880554038,-1.93293316479,204.813487203
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,all,baseline,76,-6.43148428262e-05,0.0312825365188,70,70,0,0.3,12.8684352371,-7.1315647629,0.0322753801783,5,18,2,8,1,3,70,-7.1315647629,-19.6904181886,12.5588534258
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,all,low,76,-6.43148428262e-05,0.0312825365188,28,28,0,0.25,18.7230188972,-1.27698110282,0.0538758728565,1,6,1,3,1,1,28,-1.27698110282,-36.2897865516,35.0128054488
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,all,middle,76,-6.43148428262e-05,0.0312825365188,21,21,0,0.380952380952,51.2263679912,31.2263679912,0.398859361305,3,7,1,3,0,1,21,31.2263679912,-2.68671374054,33.9130817317
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,all,high,76,-6.43148428262e-05,0.0312825365188,21,21,0,0.285714285714,-33.2956090638,-53.2956090638,-0.363109257853,1,5,0,2,0,1,21,-53.2956090638,-14.5616314861,-38.7339775776
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,earlier,baseline,76,-6.43148428262e-05,0.0312825365188,37,37,0,0.297297297297,-4.42271897794,-24.4227189779,-0.24686093656,0,9,0,3,0,0,37,-24.4227189779,-39.292336286,14.8696173081
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,earlier,low,76,-6.43148428262e-05,0.0312825365188,14,14,0,0.285714285714,23.4851295871,3.48512958713,-0.00119295938251,0,4,0,2,0,0,14,3.48512958713,-39.9047554402,43.3898850273
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,earlier,middle,76,-6.43148428262e-05,0.0312825365188,10,10,0,0.3,-8.48371356675,-28.4837135668,-0.372203613811,0,2,0,0,0,0,10,-28.4837135668,-0.221551730884,-28.2621618359
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,earlier,high,76,-6.43148428262e-05,0.0312825365188,13,13,0,0.307692307692,-31.3534831335,-51.3534831335,-0.415009006404,0,3,0,1,0,0,13,-51.3534831335,-68.6872576241,17.3337744905
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,later,baseline,76,-6.43148428262e-05,0.0312825365188,33,33,0,0.30303030303,32.2554869328,12.2554869328,0.345246401976,5,9,2,5,1,3,33,12.2554869328,2.28748998116,9.9679969516
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,later,low,76,-6.43148428262e-05,0.0312825365188,14,14,0,0.214285714286,13.9609082072,-6.03909179276,0.108944705096,1,2,1,1,1,1,14,-6.03909179276,-32.6748176631,26.6357258703
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,later,middle,76,-6.43148428262e-05,0.0312825365188,11,11,0,0.454545454545,105.508260317,85.5082603166,1.09982570232,3,5,1,3,0,1,11,85.5082603166,-4.92777011295,90.4360304295
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,-1,short,later,high,76,-6.43148428262e-05,0.0312825365188,8,8,0,0.25,-36.4515637003,-56.4515637003,-0.278772166458,1,2,0,1,0,1,8,-56.4515637003,73.392510988,-129.844074688
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,all,baseline,31,0.000789284444971,0.0173317083104,51,51,0,0.176470588235,-9.9415442284,-29.9415442284,-0.273382743156,3,5,2,3,1,1,51,-29.9415442284,-1.20366099759,-28.7378832308
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,all,low,31,0.000789284444971,0.0173317083104,17,17,0,0.235294117647,26.7179031212,6.71790312121,-0.0156116526177,1,2,1,1,0,0,17,6.71790312121,-21.1407594549,27.8586625761
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,all,middle,31,0.000789284444971,0.0173317083104,13,13,0,0.0769230769231,-49.8137051829,-69.8137051829,-0.857170291418,0,1,0,0,0,0,13,-69.8137051829,-4.08404080484,-65.729664378
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,all,high,31,0.000789284444971,0.0173317083104,21,21,0,0.190476190476,-14.9354733967,-34.9354733967,-0.120662286571,2,2,1,2,1,1,21,-34.9354733967,16.7189871581,-51.6544605548
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,earlier,baseline,31,0.000789284444971,0.0173317083104,31,31,0,0.258064516129,48.4839278789,28.4839278789,0.174642771254,3,5,2,3,1,1,31,28.4839278789,27.6893423152,0.794585563709
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,earlier,low,31,0.000789284444971,0.0173317083104,10,10,0,0.4,116.974109374,96.9741093736,0.561949718697,1,2,1,1,0,0,10,96.9741093736,21.7129349293,75.2611744443
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,earlier,middle,31,0.000789284444971,0.0173317083104,10,10,0,0.1,-31.913330332,-51.913330332,-0.756151939497,0,1,0,0,0,0,10,-51.913330332,-14.1020604209,-37.8112699111
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,earlier,high,31,0.000789284444971,0.0173317083104,11,11,0,0.272727272727,59.3085430756,39.3085430756,0.668722556079,2,2,1,2,1,1,11,39.3085430756,71.1146242444,-31.8060811688
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,later,baseline,31,0.000789284444971,0.0173317083104,20,20,0,0.05,-100.501025995,-120.501025995,-0.96782229049,0,0,0,0,0,0,20,-120.501025995,-45.9878161325,-74.5132098623
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,later,low,31,0.000789284444971,0.0173317083104,7,7,0,0,-102.219534382,-122.219534382,-0.840699325924,0,0,0,0,0,0,7,-122.219534382,-82.360322861,-39.8592115212
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,later,middle,31,0.000789284444971,0.0173317083104,3,3,0,0,-109.481621352,-129.481621352,-1.19389813116,0,0,0,0,0,0,3,-129.481621352,29.3093579155,-158.790979268
BTC_USDT_SWAP,30,joint,pre12_opp,primary,1,long,later,high,31,0.000789284444971,0.0173317083104,10,10,0,0.1,-96.6038915164,-116.603891516,-0.988985613487,0,0,0,0,0,0,10,-116.603891516,-43.1162136369,-73.4876778795
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,all,baseline,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,all,low,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,all,middle,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,all,high,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,earlier,baseline,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,earlier,low,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,earlier,middle,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,earlier,high,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,later,baseline,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,later,low,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,later,middle,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,joint,pre12_opp,primary,-1,short,later,high,31,0.000789284444971,0.0173317083104,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,all,baseline,71,0.000948021741663,0.019260058594,61,61,0,0.180327868852,-12.3014559055,-32.3014559055,-0.337029665398,4,6,2,4,1,1,61,-32.3014559055,-22.2651556772,-10.0363002283
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,all,low,71,0.000948021741663,0.019260058594,19,19,0,0.210526315789,11.4514270785,-8.54857292146,-0.257326439823,1,1,1,1,0,0,19,-8.54857292146,-43.0564410234,34.5078681019
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,all,middle,71,0.000948021741663,0.019260058594,18,18,0,0.222222222222,8.01452820992,-11.9854717901,-0.369597303549,1,3,0,1,0,0,18,-11.9854717901,17.2379559951,-29.2234277852
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,all,high,71,0.000948021741663,0.019260058594,24,24,0,0.125,-46.3428096878,-66.3428096878,-0.3757023237,2,2,1,2,1,1,24,-66.3428096878,-35.4327218657,-30.9100878221
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,earlier,baseline,71,0.000948021741663,0.019260058594,37,37,0,0.243243243243,28.7008312181,8.70083121811,-0.0247992049463,3,5,2,3,1,1,36,12.8107969434,-43.9143195197,56.7251164631
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,earlier,low,71,0.000948021741663,0.019260058594,13,13,0,0.307692307692,60.4559470269,40.4559470269,-0.0154572939818,1,1,1,1,0,0,13,40.4559470269,-28.3697305416,68.8256775684
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,earlier,middle,71,0.000948021741663,0.019260058594,13,13,0,0.230769230769,6.67670114587,-13.3232988541,-0.404919559909,0,2,0,0,0,0,12,-2.82874585095,-33.0216589776,30.1929131266
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,earlier,high,71,0.000948021741663,0.019260058594,11,11,0,0.181818181818,17.2005753477,-2.79942465232,0.413393501597,2,2,1,2,1,1,11,-2.79942465232,-74.1680998125,71.3686751602
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,later,baseline,71,0.000948021741663,0.019260058594,24,24,0,0.0833333333333,-75.5133152211,-95.5133152211,-0.818384958595,1,1,0,1,0,0,24,-95.5133152211,-6.3294328213,-89.1838823998
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,later,low,71,0.000948021741663,0.019260058594,6,6,0,0,-94.7250328095,-114.725032809,-0.781376255811,0,0,0,0,0,0,6,-114.725032809,-74.8776470674,-39.8473857421
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,later,middle,71,0.000948021741663,0.019260058594,5,5,0,0.2,11.4928785764,-8.50712142357,-0.277759437012,1,1,0,1,0,0,5,-8.50712142357,66.3791443063,-74.8862657299
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,1,long,later,high,71,0.000948021741663,0.019260058594,13,13,0,0.0769230769231,-100.110289333,-120.110289333,-1.04339879126,0,0,0,0,0,0,13,-120.110289333,-2.65663283372,-117.453656499
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,-1,short,all,baseline,71,0.000948021741663,0.019260058594,55,55,0,0.218181818182,1.97895081259,-18.0210491874,-0.106594809936,2,12,1,4,1,1,55,-18.0210491874,-7.23820893406,-10.7828402533
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,-1,short,all,low,71,0.000948021741663,0.019260058594,18,18,0,0.277777777778,-17.2401379478,-37.2401379478,-0.329018410944,0,4,0,1,0,0,18,-37.2401379478,-38.2980576432,1.05791969543
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,-1,short,all,middle,71,0.000948021741663,0.019260058594,15,15,0,0.0666666666667,-49.1243323889,-69.1243323889,-0.812408645954,0,2,0,0,0,0,15,-69.1243323889,-86.3222013723,17.1978689834
