symbol,timeframe_min,arm,feature,feature_role,cohort,early_closed_n,q90_top10,n_closed,auc_slope_net_positive,spearman_slope_net_return,top10_n,top10_n_rows,top10_n_closed,top10_n_censored,top10_net_win_rate,top10_mean_gross_bp,top10_mean_net_bp,top10_mean_net_r,top10_net_r_ge_3_count,top10_mfe_known_r_ge_3_count,top10_net_r_ge_5_count,top10_mfe_known_r_ge_5_count,top10_net_r_ge_10_count,top10_mfe_known_r_ge_10_count,top10_matched_control_n,top10_matched_target_net_bp,top10_control_net_bp,top10_paired_excess_bp
BTC_USDT_SWAP,5,joint,pre3_opp,lag_diagnostic,earlier,161,0.150941089885,161,0.471544715447,0.132568438003,17,17,17,0,0.176470588235,17.1676364045,-2.8323635955,-0.234126714916,2,4,2,2,0,1,17,-2.8323635955,-13.8931302436,11.0607666481
BTC_USDT_SWAP,5,joint,pre3_opp,lag_diagnostic,later,161,0.150941089885,90,0.510697032436,0.00382763304112,6,6,6,0,0.333333333333,8.91855199741,-11.0814480026,-0.144259988992,1,3,0,1,0,0,6,-11.0814480026,-27.5150626762,16.4336146737
BTC_USDT_SWAP,5,joint,pre24_opp,lag_diagnostic,all,161,0.148440920101,251,0.478665301246,0.0496733067729,24,24,24,0,0.25,17.2805016768,-2.71949832316,-0.286581568777,2,8,2,2,0,1,24,-2.71949832316,-23.0524521269,20.3329538037
BTC_USDT_SWAP,5,joint,pre24_opp,lag_diagnostic,earlier,161,0.148440920101,161,0.442073170732,0.0245715435933,17,17,17,0,0.235294117647,27.2540991175,7.25409911747,-0.0541918058149,2,5,2,2,0,1,17,7.25409911747,-18.7456256539,25.9997247714
BTC_USDT_SWAP,5,joint,pre24_opp,lag_diagnostic,later,161,0.148440920101,90,0.535541752933,0.0953615672717,7,7,7,0,0.285714285714,-6.94109210753,-26.9410921075,-0.850956707399,0,3,0,0,0,0,7,-26.9410921075,-33.5118878468,6.57079573931
BTC_USDT_SWAP,5,joint,episode12_opp,lag_diagnostic,all,159,0.153152825281,247,0.451787271142,-0.00423174076327,22,22,22,0,0.272727272727,16.4154196747,-3.58458032529,-0.214231381539,2,7,2,2,0,1,22,-3.58458032529,-14.6461702272,11.0615899019
BTC_USDT_SWAP,5,joint,episode12_opp,lag_diagnostic,earlier,159,0.153152825281,159,0.449565936337,0.0378463100072,16,16,16,0,0.25,25.2871292063,5.28712920629,-0.0309379953024,2,4,2,2,0,1,16,5.28712920629,-19.4653558316,24.7524850379
BTC_USDT_SWAP,5,joint,episode12_opp,lag_diagnostic,later,159,0.153152825281,88,0.457000710732,-0.0652671621288,6,6,6,0,0.333333333333,-7.24247240952,-27.2424724095,-0.703013744835,0,3,0,0,0,0,6,-27.2424724095,-1.79500861565,-25.4474637939
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,all,339,0.105925181858,534,0.445229189877,0.00694394670827,58,58,58,0,0.172413793103,-2.00537722171,-22.0053772217,-0.85593946181,4,15,2,5,0,1,58,-22.0053772217,-29.5644133846,7.55903616285
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,earlier,339,0.105925181858,339,0.418014213616,0.0230304113057,34,34,34,0,0.117647058824,1.14506741951,-18.8549325805,-0.984390286815,2,7,2,2,0,1,34,-18.8549325805,-26.1688530032,7.31392042272
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,later,339,0.105925181858,195,0.486301369863,-0.00992085969995,24,24,24,0,0.25,-6.4685071301,-26.4685071301,-0.673967459719,2,8,0,3,0,0,24,-26.4685071301,-34.3747905915,7.90628346138
BTC_USDT_SWAP,5,v9_both,pre12_trend,single_feature,all,339,0.0449754865472,534,0.480980423365,-0.0300747533522,48,48,48,0,0.145833333333,2.20344418559,-17.7965558144,-0.790838152308,4,12,3,4,0,1,48,-17.7965558144,-22.3597551745,4.56319936006
BTC_USDT_SWAP,5,v9_both,pre12_trend,single_feature,earlier,339,0.0449754865472,339,0.435317746421,-0.110160511814,34,34,34,0,0.117647058824,3.18328318067,-16.8167168193,-0.73625087955,3,6,3,3,0,1,34,-16.8167168193,-17.2367663025,0.420049483182
BTC_USDT_SWAP,5,v9_both,pre12_trend,single_feature,later,339,0.0449754865472,195,0.55661168577,0.116862224668,14,14,14,0,0.214285714286,-0.176164802471,-20.1761648025,-0.923407243292,1,6,0,1,0,0,14,-20.1761648025,-34.8012995778,14.6251347753
BTC_USDT_SWAP,5,v9_both,pre12_inward,single_feature,all,339,0.100196788261,534,0.456668788795,0.0618329199633,56,56,56,0,0.178571428571,2.46821691088,-17.5317830891,-0.821313235264,5,15,2,5,0,1,56,-17.5317830891,-28.4620945447,10.9303114556
BTC_USDT_SWAP,5,v9_both,pre12_inward,single_feature,earlier,339,0.100196788261,339,0.459470594294,0.127794325564,34,34,34,0,0.147058823529,10.2465074543,-9.75349254566,-0.87370240326,3,8,2,3,0,1,34,-9.75349254566,-19.9285805751,10.1750880295
BTC_USDT_SWAP,5,v9_both,pre12_inward,single_feature,later,339,0.100196788261,195,0.452753704221,-0.0447539206008,22,22,22,0,0.227272727273,-9.55277756537,-29.5527775654,-0.740348157452,2,7,0,2,0,0,22,-29.5527775654,-41.6502524977,12.0974749323
BTC_USDT_SWAP,5,v9_both,now12_opp,lag_diagnostic,all,339,0.102662140617,534,0.443378959096,0.0114851394639,58,58,58,0,0.172413793103,-2.49722241108,-22.4972224111,-0.845457198214,4,15,2,5,0,1,58,-22.4972224111,-29.6664118468,7.16918943572
BTC_USDT_SWAP,5,v9_both,now12_opp,lag_diagnostic,earlier,339,0.102662140617,339,0.415181790092,0.0354490542093,34,34,34,0,0.117647058824,0.306037390583,-19.6939626094,-0.966508778328,2,7,2,2,0,1,34,-19.6939626094,-26.34285038,6.64888777055
BTC_USDT_SWAP,5,v9_both,now12_opp,lag_diagnostic,later,339,0.102662140617,195,0.484344422701,-0.0214795513765,24,24,24,0,0.25,-6.4685071301,-26.4685071301,-0.673967459719,2,8,0,3,0,0,24,-26.4685071301,-34.3747905915,7.90628346138
BTC_USDT_SWAP,5,v9_both,pre3_opp,lag_diagnostic,all,339,0.126252708978,534,0.468784816171,0.045568239154,54,54,54,0,0.166666666667,3.74932594574,-16.2506740543,-0.69266637469,6,14,3,6,0,1,54,-16.2506740543,-19.9155136777,3.66483962347
BTC_USDT_SWAP,5,v9_both,pre3_opp,lag_diagnostic,earlier,339,0.126252708978,339,0.446132454424,0.0964552485916,34,34,34,0,0.147058823529,8.87252417403,-11.127475826,-0.600077020162,4,8,3,4,0,1,34,-11.127475826,-20.9699966011,9.84252077512
BTC_USDT_SWAP,5,v9_both,pre3_opp,lag_diagnostic,later,339,0.126252708978,195,0.500978473581,-0.0296072116396,20,20,20,0,0.2,-4.96011104236,-24.9601110424,-0.850068277387,2,6,0,2,0,0,20,-24.9601110424,-18.122892708,-6.83721833434
BTC_USDT_SWAP,5,v9_both,pre24_opp,lag_diagnostic,all,339,0.131368842676,534,0.465661308292,0.0242353114086,56,56,56,0,0.160714285714,-1.97780944915,-21.9778094491,-0.780138177675,4,15,2,5,0,1,56,-21.9778094491,-31.137728261,9.15991881187
BTC_USDT_SWAP,5,v9_both,pre24_opp,lag_diagnostic,earlier,339,0.131368842676,339,0.439334637965,0.0242492661305,34,34,34,0,0.117647058824,-1.09157596973,-21.0915759697,-0.819727403799,2,7,2,2,0,1,34,-21.0915759697,-29.8955215665,8.80394559672
BTC_USDT_SWAP,5,v9_both,pre24_opp,lag_diagnostic,later,339,0.131368842676,195,0.505451495667,0.0348006926799,22,22,22,0,0.227272727273,-3.34744300825,-23.3474430082,-0.718954828209,2,8,0,3,0,0,22,-23.3474430082,-33.0575022435,9.71005923529
BTC_USDT_SWAP,5,v9_both,episode12_opp,lag_diagnostic,all,339,0.105925181858,534,0.440116186535,-0.00340934232693,58,58,58,0,0.172413793103,-2.00537722171,-22.0053772217,-0.85593946181,4,15,2,5,0,1,58,-22.0053772217,-29.5644133846,7.55903616285
BTC_USDT_SWAP,5,v9_both,episode12_opp,lag_diagnostic,earlier,339,0.105925181858,339,0.413276341539,0.0141420426368,34,34,34,0,0.117647058824,1.14506741951,-18.8549325805,-0.984390286815,2,7,2,2,0,1,34,-18.8549325805,-26.1688530032,7.31392042272
BTC_USDT_SWAP,5,v9_both,episode12_opp,lag_diagnostic,later,339,0.105925181858,195,0.480570310316,-0.0230138050462,24,24,24,0,0.25,-6.4685071301,-26.4685071301,-0.673967459719,2,8,0,3,0,0,24,-26.4685071301,-34.3747905915,7.90628346138
BTC_USDT_SWAP,15,joint,pre12_opp,primary,all,34,0.090678685663,63,0.546511627907,0.0948060675883,9,9,9,0,0.444444444444,104.47107198,84.4710719802,1.11847425697,1,4,1,2,1,1,9,84.4710719802,47.0413823868,37.4296895934
BTC_USDT_SWAP,15,joint,pre12_opp,primary,earlier,34,0.090678685663,34,0.462450592885,-0.05179526356,4,4,4,0,0.25,-7.14307679516,-27.1430767952,-0.161486040134,0,1,0,1,0,0,4,-27.1430767952,-49.3097629891,22.166686194
BTC_USDT_SWAP,15,joint,pre12_opp,primary,later,34,0.090678685663,29,0.655555555556,0.223645320197,5,5,5,0,0.6,193.762391,173.762391,2.14244249465,1,3,1,1,1,1,5,173.762391,124.122298688,49.6400923129
BTC_USDT_SWAP,15,joint,pre12_trend,single_feature,all,34,0.0423076224415,63,0.482558139535,0.0571716589862,5,5,5,0,0.2,21.7103624286,1.71036242856,1.01169642058,1,1,1,1,1,1,5,1.71036242856,19.8606407364,-18.1502783078
BTC_USDT_SWAP,15,joint,pre12_trend,single_feature,earlier,34,0.0423076224415,34,0.478260869565,0.0493506493506,4,4,4,0,0,-55.7160250881,-75.7160250881,-1.25483568608,0,0,0,0,0,0,4,-75.7160250881,-45.0276113339,-30.6884137542
BTC_USDT_SWAP,15,joint,pre12_trend,single_feature,later,34,0.0423076224415,29,0.472222222222,0.0453201970443,1,1,1,0,1,331.415912495,311.415912495,10.0778248473,1,1,1,1,1,1,1,311.415912495,279.413649018,32.0022634775
BTC_USDT_SWAP,15,joint,pre12_inward,single_feature,all,34,0.052855784451,63,0.582558139535,0.0941340245776,9,9,9,0,0.444444444444,104.47107198,84.4710719802,1.11847425697,1,4,1,2,1,1,9,84.4710719802,47.0413823868,37.4296895934
BTC_USDT_SWAP,15,joint,pre12_inward,single_feature,earlier,34,0.052855784451,34,0.505928853755,-0.0692131398014,4,4,4,0,0.25,-7.14307679516,-27.1430767952,-0.161486040134,0,1,0,1,0,0,4,-27.1430767952,-49.3097629891,22.166686194
BTC_USDT_SWAP,15,joint,pre12_inward,single_feature,later,34,0.052855784451,29,0.694444444444,0.241871921182,5,5,5,0,0.6,193.762391,173.762391,2.14244249465,1,3,1,1,1,1,5,173.762391,124.122298688,49.6400923129
BTC_USDT_SWAP,15,joint,now12_opp,lag_diagnostic,all,34,0.0891865055034,63,0.529069767442,0.071524577573,7,7,7,0,0.428571428571,142.609938129,122.609938129,1.43066042864,1,3,1,2,1,1,7,122.609938129,89.4352952433,33.1746428854
BTC_USDT_SWAP,15,joint,now12_opp,lag_diagnostic,earlier,34,0.0891865055034,34,0.430830039526,-0.10832696715,4,4,4,0,0.25,-3.6983842482,-23.6983842482,-0.194115880231,0,1,0,1,0,0,4,-23.6983842482,-32.0764479412,8.37806369302
BTC_USDT_SWAP,15,joint,now12_opp,lag_diagnostic,later,34,0.0891865055034,29,0.65,0.217733990148,3,3,3,0,0.666666666667,337.687701298,317.687701298,3.59702884047,1,2,1,1,1,1,3,317.687701298,251.450952823,66.2367484753
BTC_USDT_SWAP,15,joint,pre3_opp,lag_diagnostic,all,34,0.0648919135562,63,0.517441860465,0.0751728110599,9,9,9,0,0.333333333333,82.7108188639,62.7108188639,0.633787747644,1,3,1,1,1,1,9,62.7108188639,48.2587170144,14.4521018495
BTC_USDT_SWAP,15,joint,pre3_opp,lag_diagnostic,earlier,34,0.0648919135562,34,0.407114624506,-0.126967150497,4,4,4,0,0,-56.1036463068,-76.1036463068,-1.25203068611,0,0,0,0,0,0,4,-76.1036463068,-46.570760077,-29.5328862297
BTC_USDT_SWAP,15,joint,pre3_opp,lag_diagnostic,later,34,0.0648919135562,29,0.644444444444,0.263054187192,5,5,5,0,0.6,193.762391,173.762391,2.14244249465,1,3,1,1,1,1,5,173.762391,124.122298688,49.6400923129
BTC_USDT_SWAP,15,joint,pre24_opp,lag_diagnostic,all,34,0.120751553999,63,0.6,0.173531105991,6,6,6,0,0.333333333333,33.3543592771,13.3543592771,1.3728619671,1,2,1,2,1,1,6,13.3543592771,0.509437123024,12.8449221541
BTC_USDT_SWAP,15,joint,pre24_opp,lag_diagnostic,earlier,34,0.120751553999,34,0.486166007905,-0.0420168067227,4,4,4,0,0.25,-7.14307679516,-27.1430767952,-0.161486040134,0,1,0,1,0,0,4,-27.1430767952,-49.3097629891,22.166686194
BTC_USDT_SWAP,15,joint,pre24_opp,lag_diagnostic,later,34,0.120751553999,29,0.811111111111,0.412807881773,2,2,2,0,0.5,114.349231422,94.3492314217,4.44155798157,1,1,1,1,1,1,2,94.3492314217,100.147837347,-5.79860592566
BTC_USDT_SWAP,15,joint,episode12_opp,lag_diagnostic,all,32,0.0925793851902,60,0.558408215661,0.106307307585,8,8,8,0,0.5,130.369637184,110.369637184,1.4076221496,1,4,1,2,1,1,8,110.369637184,62.8113019755,47.5583352086
BTC_USDT_SWAP,15,joint,episode12_opp,lag_diagnostic,earlier,32,0.0925793851902,32,0.481818181818,-0.0142961876833,4,4,4,0,0.25,-7.14307679516,-27.1430767952,-0.161486040134,0,1,0,1,0,0,4,-27.1430767952,-49.3097629891,22.166686194
BTC_USDT_SWAP,15,joint,episode12_opp,lag_diagnostic,later,32,0.0925793851902,28,0.637426900585,0.19759168035,4,4,4,0,0.75,267.882351164,247.882351164,2.97673033933,1,3,1,1,1,1,4,247.882351164,174.93236694,72.9499842233
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,all,76,0.0887779861359,136,0.52836970475,0.0529459472353,14,14,14,0,0.285714285714,17.5507959645,-2.44920403548,0.27701963462,1,4,1,2,1,1,14,-2.44920403548,-41.789226331,39.3400222955
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,earlier,76,0.0887779861359,76,0.499158249158,-0.0153383458647,8,8,8,0,0.125,-84.0787043711,-104.078704371,-0.679708976404,0,1,0,1,0,0,8,-104.078704371,-78.3807088199,-25.6979955512
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,later,76,0.0887779861359,60,0.566110397946,0.135370936371,6,6,6,0,0.5,153.056796412,133.056796412,1.55265778265,1,3,1,1,1,1,6,133.056796412,6.99941698751,126.057379425
BTC_USDT_SWAP,15,v9_both,pre12_trend,single_feature,all,76,0.0395934462547,136,0.465468549422,0.0289346882305,11,11,11,0,0.0909090909091,-25.5834052832,-45.5834052832,-0.283967861665,1,1,1,1,1,1,11,-45.5834052832,-8.56980372704,-37.0136015561
BTC_USDT_SWAP,15,v9_both,pre12_trend,single_feature,earlier,76,0.0395934462547,76,0.425084175084,-0.0755160628845,8,8,8,0,0,-66.3025843025,-86.3025843025,-1.27238265786,0,0,0,0,0,0,8,-86.3025843025,-44.3240094888,-41.9785748137
BTC_USDT_SWAP,15,v9_both,pre12_trend,single_feature,later,76,0.0395934462547,60,0.505776636714,0.098082800778,3,3,3,0,0.333333333333,83.0010721016,63.0010721016,2.3518049282,1,1,1,1,1,1,3,63.0010721016,86.7747449709,-23.7736728693
BTC_USDT_SWAP,15,v9_both,pre12_inward,single_feature,all,76,0.0751543774504,136,0.549422336329,0.0111254234054,13,13,13,0,0.384615384615,55.1361383744,35.1361383744,0.46282223846,1,4,1,1,1,1,13,35.1361383744,-40.0450931234,75.1812314977
BTC_USDT_SWAP,15,v9_both,pre12_inward,single_feature,earlier,76,0.0751543774504,76,0.541245791246,-0.0117566643882,8,8,8,0,0.25,-24.9268671925,-44.9268671925,-0.666019512842,0,1,0,0,0,0,8,-44.9268671925,-72.8820744249,27.9552072325
BTC_USDT_SWAP,15,v9_both,pre12_inward,single_feature,later,76,0.0751543774504,60,0.563543003851,0.069185884968,5,5,5,0,0.6,183.236947281,163.236947281,2.26896904054,1,3,1,1,1,1,5,163.236947281,12.4940769591,150.742870322
BTC_USDT_SWAP,15,v9_both,now12_opp,lag_diagnostic,all,76,0.0854382117945,136,0.515532734275,0.0330232336243,14,14,14,0,0.285714285714,18.5349938351,-1.46500616492,0.267696823164,1,4,1,2,1,1,14,-1.46500616492,-38.267089113,36.8020829481
BTC_USDT_SWAP,15,v9_both,now12_opp,lag_diagnostic,earlier,76,0.0854382117945,76,0.48063973064,-0.0461517429938,8,8,8,0,0.125,-82.3563580977,-102.356358098,-0.696023896452,0,1,0,1,0,0,8,-102.356358098,-72.2169686884,-30.1393894092
BTC_USDT_SWAP,15,v9_both,now12_opp,lag_diagnostic,later,76,0.0854382117945,60,0.563543003851,0.129369269241,6,6,6,0,0.5,153.056796412,133.056796412,1.55265778265,1,3,1,1,1,1,6,133.056796412,6.99941698751,126.057379425
BTC_USDT_SWAP,15,v9_both,pre3_opp,lag_diagnostic,all,76,0.0653361295836,136,0.523748395379,-0.0139878822575,17,17,17,0,0.235294117647,-7.95753282405,-27.957532824,0.0857937886704,2,4,1,2,1,2,17,-27.957532824,16.0201647081,-43.9776975321
BTC_USDT_SWAP,15,v9_both,pre3_opp,lag_diagnostic,earlier,76,0.0653361295836,76,0.494107744108,-0.0810936431989,8,8,8,0,0,-118.299297609,-138.299297609,-1.17868047686,0,0,0,0,0,0,8,-138.299297609,-80.0169600003,-58.2823376084
BTC_USDT_SWAP,15,v9_both,pre3_opp,lag_diagnostic,later,76,0.0653361295836,60,0.563543003851,0.090358432898,9,9,9,0,0.444444444444,90.1240358734,70.1240358734,1.20977091358,2,4,1,2,1,2,9,70.1240358734,101.386497782,-31.2624619088
BTC_USDT_SWAP,15,v9_both,pre24_opp,lag_diagnostic,all,76,0.0897188623071,136,0.524775353017,0.0733409665569,15,15,15,0,0.266666666667,24.4905204608,4.4905204608,0.164431533699,1,4,1,2,1,1,15,4.4905204608,-34.3154467509,38.8059672117
BTC_USDT_SWAP,15,v9_both,pre24_opp,lag_diagnostic,earlier,76,0.0897188623071,76,0.483164983165,-0.00623376623377,8,8,8,0,0.25,-48.3412188617,-68.3412188617,-0.333623698058,0,2,0,1,0,0,8,-68.3412188617,-69.2796444226,0.938425560904
BTC_USDT_SWAP,15,v9_both,pre24_opp,lag_diagnostic,later,76,0.0897188623071,60,0.582798459564,0.157210336205,7,7,7,0,0.285714285714,107.726793972,87.7267939723,0.733637512851,1,2,1,1,1,1,7,87.7267939723,5.64363630244,82.0831576698
BTC_USDT_SWAP,15,v9_both,episode12_opp,lag_diagnostic,all,76,0.0887779861359,136,0.528626444159,0.0440532417347,14,14,14,0,0.285714285714,17.5507959645,-2.44920403548,0.27701963462,1,4,1,2,1,1,14,-2.44920403548,-41.789226331,39.3400222955
BTC_USDT_SWAP,15,v9_both,episode12_opp,lag_diagnostic,earlier,76,0.0887779861359,76,0.505892255892,-0.00205058099795,8,8,8,0,0.125,-84.0787043711,-104.078704371,-0.679708976404,0,1,0,1,0,0,8,-104.078704371,-78.3807088199,-25.6979955512
BTC_USDT_SWAP,15,v9_both,episode12_opp,lag_diagnostic,later,76,0.0887779861359,60,0.557124518614,0.100805779383,6,6,6,0,0.5,153.056796412,133.056796412,1.55265778265,1,3,1,1,1,1,6,133.056796412,6.99941698751,126.057379425
BTC_USDT_SWAP,30,joint,pre12_opp,primary,all,31,0.0792907615692,51,0.42328042328,-0.107149321267,6,6,6,0,0.166666666667,63.8126404441,43.8126404441,0.86820956344,1,1,1,1,1,1,6,43.8126404441,147.308027382,-103.495386938
BTC_USDT_SWAP,30,joint,pre12_opp,primary,earlier,31,0.0792907615692,31,0.396739130435,-0.209677419355,4,4,4,0,0.25,115.490189362,95.4901893623,2.00734140734,1,1,1,1,1,1,4,95.4901893623,231.044915292,-135.554725929
BTC_USDT_SWAP,30,joint,pre12_opp,primary,later,31,0.0792907615692,20,0.526315789474,0.0496240601504,2,2,2,0,0,-39.5424573922,-59.5424573922,-1.41005412435,0,0,0,0,0,0,2,-59.5424573922,-20.165748437,-39.3767089552
BTC_USDT_SWAP,30,joint,pre12_trend,single_feature,all,31,0.0290402939183,51,0.497354497354,0.0859728506787,9,9,9,0,0.111111111111,1.70756372244,-18.2924362776,0.249953183932,1,1,1,1,1,1,9,-18.2924362776,69.067847973,-87.3602842506
BTC_USDT_SWAP,30,joint,pre12_trend,single_feature,earlier,31,0.0290402939183,31,0.614130434783,0.173790322581,4,4,4,0,0.25,115.490189362,95.4901893623,2.00734140734,1,1,1,1,1,1,4,95.4901893623,231.044915292,-135.554725929
BTC_USDT_SWAP,30,joint,pre12_trend,single_feature,later,31,0.0290402939183,20,0.263157894737,0.0842105263158,5,5,5,0,0,-89.3185367894,-109.318536789,-1.15595739479,0,0,0,0,0,0,5,-109.318536789,-60.5138058818,-48.8047309076
BTC_USDT_SWAP,30,joint,pre12_inward,single_feature,all,31,0.074297889976,51,0.375661375661,-0.224615384615,6,6,6,0,0,-106.057795011,-126.057795011,-1.24036748802,0,0,0,0,0,0,6,-126.057795011,-29.7179680165,-96.339826995
BTC_USDT_SWAP,30,joint,pre12_inward,single_feature,earlier,31,0.074297889976,31,0.277173913043,-0.472580645161,4,4,4,0,0,-139.315463821,-159.315463821,-1.15552416986,0,0,0,0,0,0,4,-159.315463821,-34.4940778063,-124.821386015
BTC_USDT_SWAP,30,joint,pre12_inward,single_feature,later,31,0.074297889976,20,0.684210526316,0.102255639098,2,2,2,0,0,-39.5424573922,-59.5424573922,-1.41005412435,0,0,0,0,0,0,2,-59.5424573922,-20.165748437,-39.3767089552
BTC_USDT_SWAP,30,joint,now12_opp,lag_diagnostic,all,31,0.0782031695669,51,0.39417989418,-0.156199095023,6,6,6,0,0.166666666667,63.8126404441,43.8126404441,0.86820956344,1,1,1,1,1,1,6,43.8126404441,147.308027382,-103.495386938
BTC_USDT_SWAP,30,joint,now12_opp,lag_diagnostic,earlier,31,0.0782031695669,31,0.353260869565,-0.303629032258,4,4,4,0,0.25,115.490189362,95.4901893623,2.00734140734,1,1,1,1,1,1,4,95.4901893623,231.044915292,-135.554725929
BTC_USDT_SWAP,30,joint,now12_opp,lag_diagnostic,later,31,0.0782031695669,20,0.526315789474,0.0962406015038,2,2,2,0,0,-39.5424573922,-59.5424573922,-1.41005412435,0,0,0,0,0,0,2,-59.5424573922,-20.165748437,-39.3767089552
BTC_USDT_SWAP,30,joint,pre3_opp,lag_diagnostic,all,31,0.0810983123705,51,0.312169312169,-0.293031674208,5,5,5,0,0.2,87.318586045,67.318586045,1.24556867546,1,1,1,1,1,1,5,67.318586045,106.755618551,-39.4370325059
BTC_USDT_SWAP,30,joint,pre3_opp,lag_diagnostic,earlier,31,0.0810983123705,31,0.260869565217,-0.462903225806,4,4,4,0,0.25,115.377493955,95.3774939548,2.00762668897,1,1,1,1,1,1,4,95.3774939548,143.503681148,-48.1261871932
BTC_USDT_SWAP,30,joint,pre3_opp,lag_diagnostic,later,31,0.0810983123705,20,0.473684210526,-0.0240601503759,1,1,1,0,0,-24.9170455942,-44.9170455942,-1.80266337855,0,0,0,0,0,0,1,-44.9170455942,-40.2366318377,-4.68041375646
BTC_USDT_SWAP,30,joint,pre24_opp,lag_diagnostic,all,31,0.100994581971,51,0.415343915344,-0.14814479638,6,6,6,0,0.166666666667,63.8126404441,43.8126404441,0.86820956344,1,1,1,1,1,1,6,43.8126404441,147.308027382,-103.495386938
BTC_USDT_SWAP,30,joint,pre24_opp,lag_diagnostic,earlier,31,0.100994581971,31,0.423913043478,-0.122983870968,4,4,4,0,0.25,115.490189362,95.4901893623,2.00734140734,1,1,1,1,1,1,4,95.4901893623,231.044915292,-135.554725929
BTC_USDT_SWAP,30,joint,pre24_opp,lag_diagnostic,later,31,0.100994581971,20,0.473684210526,-0.117293233083,2,2,2,0,0,-39.5424573922,-59.5424573922,-1.41005412435,0,0,0,0,0,0,2,-59.5424573922,-20.165748437,-39.3767089552
BTC_USDT_SWAP,30,joint,episode12_opp,lag_diagnostic,all,31,0.0792907615692,50,0.409214092141,-0.0950300120048,6,6,6,0,0.166666666667,63.8126404441,43.8126404441,0.86820956344,1,1,1,1,1,1,6,43.8126404441,147.308027382,-103.495386938
BTC_USDT_SWAP,30,joint,episode12_opp,lag_diagnostic,earlier,31,0.0792907615692,31,0.396739130435,-0.209677419355,4,4,4,0,0.25,115.490189362,95.4901893623,2.00734140734,1,1,1,1,1,1,4,95.4901893623,231.044915292,-135.554725929
BTC_USDT_SWAP,30,joint,episode12_opp,lag_diagnostic,later,31,0.0792907615692,19,0.5,0.131578947368,2,2,2,0,0,-39.5424573922,-59.5424573922,-1.41005412435,0,0,0,0,0,0,2,-59.5424573922,-20.165748437,-39.3767089552
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,all,71,0.0792907615692,116,0.476858345021,-0.105362703264,16,16,16,0,0.125,55.7809902846,35.7809902846,0.94838606503,2,2,2,2,2,2,16,35.7809902846,54.8199549323,-19.0389646477
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,earlier,71,0.0792907615692,71,0.511363636364,-0.115962441315,8,8,8,0,0.125,-20.4678159541,-40.4678159541,0.431903528592,1,1,1,1,1,1,8,-40.4678159541,-46.1726862663,5.70487031223
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,later,71,0.0792907615692,45,0.443609022556,-0.071277997365,8,8,8,0,0.125,132.029796523,112.029796523,1.46486860147,1,1,1,1,1,1,8,112.029796523,155.812596131,-43.7827996077
BTC_USDT_SWAP,30,v9_both,pre12_trend,single_feature,all,71,0.0235379524786,116,0.555867227676,0.100011532695,18,18,18,0,0.111111111111,46.7024925885,26.7024925885,0.731232314489,2,2,2,2,2,2,18,26.7024925885,47.5160123354,-20.813519747
BTC_USDT_SWAP,30,v9_both,pre12_trend,single_feature,earlier,71,0.0235379524786,71,0.618181818182,0.114788732394,8,8,8,0,0.125,-5.26703309219,-25.2670330922,0.418294462911,1,1,1,1,1,1,8,-25.2670330922,-43.8061499626,18.5391168704
BTC_USDT_SWAP,30,v9_both,pre12_trend,single_feature,later,71,0.0235379524786,45,0.451127819549,0.0743083003953,10,10,10,0,0.1,88.278113133,68.278113133,0.981582595751,1,1,1,1,1,1,10,68.278113133,120.573742174,-52.2956290409
BTC_USDT_SWAP,30,v9_both,pre12_inward,single_feature,all,71,0.0726145110845,116,0.448340345956,-0.148848652597,14,14,14,0,0.142857142857,33.3628385726,13.3628385726,0.545730903722,1,2,1,1,1,1,14,13.3628385726,37.524670245,-24.1618316724
BTC_USDT_SWAP,30,v9_both,pre12_inward,single_feature,earlier,71,0.0726145110845,71,0.410227272727,-0.252146210597,8,8,8,0,0.125,-92.6522139441,-112.652213944,-0.74615274231,0,1,0,0,0,0,8,-112.652213944,-119.070541889,6.41832794529
BTC_USDT_SWAP,30,v9_both,pre12_inward,single_feature,later,71,0.0726145110845,45,0.533834586466,0.00487483530962,6,6,6,0,0.166666666667,201.382908595,181.382908595,2.26824243177,1,1,1,1,1,1,6,181.382908595,246.318286424,-64.9353778293
BTC_USDT_SWAP,30,v9_both,now12_opp,lag_diagnostic,all,71,0.0782031695669,116,0.47311827957,-0.10228731788,15,15,15,0,0.133333333333,67.4979799996,47.4979799996,1.05425807791,2,2,2,2,2,2,15,47.4979799996,58.1961245293,-10.6981445297
BTC_USDT_SWAP,30,v9_both,now12_opp,lag_diagnostic,earlier,71,0.0782031695669,71,0.497727272727,-0.145405767941,8,8,8,0,0.125,-20.4678159541,-40.4678159541,0.431903528592,1,1,1,1,1,1,8,-40.4678159541,-46.1726862663,5.70487031223
