symbol,timeframe_min,arm,feature,feature_role,early_closed_n,q1_tercile,q2_tercile,q90_top10,threshold_status
BTC_USDT_SWAP,5,joint,pre12_inward,single_feature,161,0.00505528534096,0.0368624836748,0.109903793249,ready
BTC_USDT_SWAP,5,joint,now12_opp,lag_diagnostic,161,0.00324490042199,0.0380799525578,0.128521937838,ready
BTC_USDT_SWAP,5,joint,pre3_opp,lag_diagnostic,161,0.00246017925429,0.026423676875,0.150941089885,ready
BTC_USDT_SWAP,5,joint,pre24_opp,lag_diagnostic,161,0.00790979740903,0.0478549011341,0.148440920101,ready
BTC_USDT_SWAP,5,joint,episode12_opp,lag_diagnostic,159,0.00528779502801,0.0429505967527,0.153152825281,ready
BTC_USDT_SWAP,5,v9_both,pre12_opp,primary,339,0.00304539795947,0.0327169520729,0.105925181858,ready
BTC_USDT_SWAP,5,v9_both,pre12_trend,single_feature,339,-0.00305889573644,0.0156640350768,0.0449754865472,ready
BTC_USDT_SWAP,5,v9_both,pre12_inward,single_feature,339,0.00383635210563,0.0311752618494,0.100196788261,ready
BTC_USDT_SWAP,5,v9_both,now12_opp,lag_diagnostic,339,0.00288180125441,0.0333758774456,0.102662140617,ready
BTC_USDT_SWAP,5,v9_both,pre3_opp,lag_diagnostic,339,0.00125224348422,0.0323732070658,0.126252708978,ready
BTC_USDT_SWAP,5,v9_both,pre24_opp,lag_diagnostic,339,0.0060499620735,0.0396395126898,0.131368842676,ready
BTC_USDT_SWAP,5,v9_both,episode12_opp,lag_diagnostic,339,0.00351436553514,0.0332500297646,0.105925181858,ready
BTC_USDT_SWAP,15,joint,pre12_opp,primary,34,-0.00210458220563,0.0238400718713,0.090678685663,ready
BTC_USDT_SWAP,15,joint,pre12_trend,single_feature,34,0.00310835570404,0.0204499077028,0.0423076224415,ready
BTC_USDT_SWAP,15,joint,pre12_inward,single_feature,34,-0.00504140728342,0.0198569568298,0.052855784451,ready
BTC_USDT_SWAP,15,joint,now12_opp,lag_diagnostic,34,-0.00314334522164,0.0258230648808,0.0891865055034,ready
BTC_USDT_SWAP,15,joint,pre3_opp,lag_diagnostic,34,-0.00425407340464,0.0197439626236,0.0648919135562,ready
BTC_USDT_SWAP,15,joint,pre24_opp,lag_diagnostic,34,0.000151919034533,0.0481620446032,0.120751553999,ready
BTC_USDT_SWAP,15,joint,episode12_opp,lag_diagnostic,32,0.000542565207095,0.0353033412786,0.0925793851902,ready
BTC_USDT_SWAP,15,v9_both,pre12_opp,primary,76,-6.43148428262e-05,0.0312825365188,0.0887779861359,ready
BTC_USDT_SWAP,15,v9_both,pre12_trend,single_feature,76,-0.00333418466742,0.015096397868,0.0395934462547,ready
BTC_USDT_SWAP,15,v9_both,pre12_inward,single_feature,76,0.000669744090751,0.0237641842278,0.0751543774504,ready
BTC_USDT_SWAP,15,v9_both,now12_opp,lag_diagnostic,76,-0.00111301936061,0.0331672365075,0.0854382117945,ready
BTC_USDT_SWAP,15,v9_both,pre3_opp,lag_diagnostic,76,-0.00122344691186,0.024958211688,0.0653361295836,ready
BTC_USDT_SWAP,15,v9_both,pre24_opp,lag_diagnostic,76,0.00157237754337,0.041468974071,0.0897188623071,ready
BTC_USDT_SWAP,15,v9_both,episode12_opp,lag_diagnostic,76,2.86864619862e-05,0.0312825365188,0.0887779861359,ready
BTC_USDT_SWAP,30,joint,pre12_opp,primary,31,0.000789284444971,0.0173317083104,0.0792907615692,ready
BTC_USDT_SWAP,30,joint,pre12_trend,single_feature,31,-0.000401418062812,0.00840616116114,0.0290402939183,ready
BTC_USDT_SWAP,30,joint,pre12_inward,single_feature,31,-0.000115367156996,0.0162704939942,0.074297889976,ready
BTC_USDT_SWAP,30,joint,now12_opp,lag_diagnostic,31,0.000484401105394,0.0148657935047,0.0782031695669,ready
BTC_USDT_SWAP,30,joint,pre3_opp,lag_diagnostic,31,0.000203892354888,0.0205594711968,0.0810983123705,ready
BTC_USDT_SWAP,30,joint,pre24_opp,lag_diagnostic,31,0.00414527946615,0.0317735846716,0.100994581971,ready
BTC_USDT_SWAP,30,joint,episode12_opp,lag_diagnostic,31,0.000789284444971,0.0173317083104,0.0792907615692,ready
BTC_USDT_SWAP,30,v9_both,pre12_opp,primary,71,0.000948021741663,0.019260058594,0.0792907615692,ready
BTC_USDT_SWAP,30,v9_both,pre12_trend,single_feature,71,-0.00299432188746,0.0131923849477,0.0235379524786,ready
BTC_USDT_SWAP,30,v9_both,pre12_inward,single_feature,71,-0.00110361362961,0.0243975626377,0.0726145110845,ready
BTC_USDT_SWAP,30,v9_both,now12_opp,lag_diagnostic,71,0.000712534334506,0.0172627415148,0.0782031695669,ready
BTC_USDT_SWAP,30,v9_both,pre3_opp,lag_diagnostic,71,-0.000853596918653,0.0229097760904,0.0810983123705,ready
BTC_USDT_SWAP,30,v9_both,pre24_opp,lag_diagnostic,71,0.00156188844825,0.0327849399083,0.0898593630758,ready
BTC_USDT_SWAP,30,v9_both,episode12_opp,lag_diagnostic,71,0.000948021741663,0.019260058594,0.0792907615692,ready
BTC_USDT_SWAP,60,joint,pre12_opp,primary,18,0.00181049152276,0.0413779843007,0.1419804048,ready
BTC_USDT_SWAP,60,joint,pre12_trend,single_feature,18,0.00443380695898,0.0214707170013,0.0346859161074,ready
BTC_USDT_SWAP,60,joint,pre12_inward,single_feature,18,0.00200906071522,0.02308591138,0.1050652102,ready
BTC_USDT_SWAP,60,joint,now12_opp,lag_diagnostic,18,0.00129650748599,0.0440575020636,0.108561084262,ready
BTC_USDT_SWAP,60,joint,pre3_opp,lag_diagnostic,18,0.00155518352977,0.0390826680478,0.054515649691,ready
BTC_USDT_SWAP,60,joint,pre24_opp,lag_diagnostic,18,0.00545660587882,0.0476475560534,0.148865473841,ready
BTC_USDT_SWAP,60,joint,episode12_opp,lag_diagnostic,18,0.00181049152276,0.0413779843007,0.1419804048,ready
BTC_USDT_SWAP,60,v9_both,pre12_opp,primary,36,0.00200017469094,0.0202395658001,0.0520983243898,ready
BTC_USDT_SWAP,60,v9_both,pre12_trend,single_feature,36,-0.00460407075228,0.0112303927511,0.0324927178556,ready
BTC_USDT_SWAP,60,v9_both,pre12_inward,single_feature,36,0.00200906071522,0.0256489846291,0.0751746287743,ready
BTC_USDT_SWAP,60,v9_both,now12_opp,lag_diagnostic,36,0.00188632761961,0.0204558267696,0.0507196296812,ready
BTC_USDT_SWAP,60,v9_both,pre3_opp,lag_diagnostic,36,-0.000841111239761,0.035051820208,0.0610884323154,ready
BTC_USDT_SWAP,60,v9_both,pre24_opp,lag_diagnostic,36,0.00274886555543,0.023654042582,0.0700321279527,ready
BTC_USDT_SWAP,60,v9_both,episode12_opp,lag_diagnostic,36,0.00208388917046,0.0224935944055,0.0520983243898,ready
BTC_USDT_SWAP,240,joint,pre12_opp,primary,5,0.00244520463047,0.0515148978486,0.103194559434,ready
BTC_USDT_SWAP,240,joint,pre12_trend,single_feature,5,-0.00248864711739,0.0191892654326,0.0369824919535,ready
BTC_USDT_SWAP,240,joint,pre12_inward,single_feature,5,0.00458007945376,0.03267940471,0.0662120674801,ready
BTC_USDT_SWAP,240,joint,now12_opp,lag_diagnostic,5,0.00419629568243,0.0421610933947,0.0905157276881,ready
BTC_USDT_SWAP,240,joint,pre3_opp,lag_diagnostic,5,-3.32934792825e-05,0.043305762879,0.0844263155377,ready
BTC_USDT_SWAP,240,joint,pre24_opp,lag_diagnostic,5,-0.00115982358383,0.081413209812,0.137582273873,ready
BTC_USDT_SWAP,240,joint,episode12_opp,lag_diagnostic,5,0.00244520463047,0.0515148978486,0.103194559434,ready
BTC_USDT_SWAP,240,v9_both,pre12_opp,primary,7,0.0031892005822,0.00693759388355,0.0940222884496,ready
BTC_USDT_SWAP,240,v9_both,pre12_trend,single_feature,7,-0.00321441738735,0.00363183090587,0.0344224784482,ready
BTC_USDT_SWAP,240,v9_both,pre12_inward,single_feature,7,0.00422630715966,0.0132358227776,0.0595998100014,ready
BTC_USDT_SWAP,240,v9_both,now12_opp,lag_diagnostic,7,0.002595543188,0.0100378980171,0.0797513821532,ready
BTC_USDT_SWAP,240,v9_both,pre3_opp,lag_diagnostic,7,-0.00166929152765,0.00488107439091,0.0769864444049,ready
BTC_USDT_SWAP,240,v9_both,pre24_opp,lag_diagnostic,7,0.00622440481202,0.0164986877378,0.131013335623,ready
BTC_USDT_SWAP,240,v9_both,episode12_opp,lag_diagnostic,7,0.0031892005822,0.00693759388355,0.0940222884496,ready
ETH_USDT_SWAP,1,joint,pre12_opp,primary,900,0.00405017941616,0.0369213024885,0.122408701444,ready
ETH_USDT_SWAP,1,joint,pre12_trend,single_feature,900,-0.00591251766017,0.0177514866511,0.0442336962691,ready
ETH_USDT_SWAP,1,joint,pre12_inward,single_feature,900,0.00338395737413,0.0362752949638,0.102204855487,ready
ETH_USDT_SWAP,1,joint,now12_opp,lag_diagnostic,900,0.00396173444624,0.0349204443459,0.110284466027,ready
ETH_USDT_SWAP,1,joint,pre3_opp,lag_diagnostic,900,0.00209841738986,0.0304607978265,0.105690343392,ready
ETH_USDT_SWAP,1,joint,pre24_opp,lag_diagnostic,900,0.00751747214733,0.0421540600504,0.119937087402,ready
ETH_USDT_SWAP,1,joint,episode12_opp,lag_diagnostic,880,0.00533654937769,0.0382462464643,0.122408701444,ready
ETH_USDT_SWAP,1,v9_both,pre12_opp,primary,2195,0.00353399117098,0.0373068631885,0.104509408178,ready
ETH_USDT_SWAP,1,v9_both,pre12_trend,single_feature,2195,-0.0108391739714,0.0118924649652,0.0391152804657,ready
ETH_USDT_SWAP,1,v9_both,pre12_inward,single_feature,2195,0.00511503181252,0.0368836356791,0.0974704492826,ready
ETH_USDT_SWAP,1,v9_both,now12_opp,lag_diagnostic,2195,0.0032433365692,0.0351077375589,0.101829948424,ready
ETH_USDT_SWAP,1,v9_both,pre3_opp,lag_diagnostic,2195,0.0023807845088,0.0317732490996,0.0982494172848,ready
ETH_USDT_SWAP,1,v9_both,pre24_opp,lag_diagnostic,2195,0.00655495780179,0.0399665842861,0.112633456949,ready
ETH_USDT_SWAP,1,v9_both,episode12_opp,lag_diagnostic,2195,0.00373598230909,0.0378478754146,0.104509408178,ready
ETH_USDT_SWAP,3,joint,pre12_opp,primary,299,0.00340394898843,0.0312889558669,0.113856380382,ready
ETH_USDT_SWAP,3,joint,pre12_trend,single_feature,299,-0.00358284626223,0.0178334493344,0.0392237144483,ready
ETH_USDT_SWAP,3,joint,pre12_inward,single_feature,299,0.00271420820455,0.0271977592132,0.0894169431926,ready
ETH_USDT_SWAP,3,joint,now12_opp,lag_diagnostic,299,0.00233608197912,0.0270564014206,0.109410498825,ready
ETH_USDT_SWAP,3,joint,pre3_opp,lag_diagnostic,299,0.000873868704478,0.0263546428594,0.0885430193757,ready
ETH_USDT_SWAP,3,joint,pre24_opp,lag_diagnostic,299,0.00400205974011,0.0352432125746,0.104867534528,ready
ETH_USDT_SWAP,3,joint,episode12_opp,lag_diagnostic,293,0.00511792261374,0.0326240410668,0.11650229001,ready
ETH_USDT_SWAP,3,v9_both,pre12_opp,primary,722,0.00335663516001,0.0307675541524,0.097831029471,ready
ETH_USDT_SWAP,3,v9_both,pre12_trend,single_feature,722,-0.00762212734505,0.0122321376916,0.0340104415748,ready
ETH_USDT_SWAP,3,v9_both,pre12_inward,single_feature,722,0.00477478736333,0.0302617436745,0.0812175307706,ready
ETH_USDT_SWAP,3,v9_both,now12_opp,lag_diagnostic,722,0.00267890885096,0.0279396578993,0.0879963677995,ready
ETH_USDT_SWAP,3,v9_both,pre3_opp,lag_diagnostic,722,0.00214982601664,0.0287148076387,0.0838439785629,ready
ETH_USDT_SWAP,3,v9_both,pre24_opp,lag_diagnostic,722,0.00594944896562,0.03487095854,0.100964957306,ready
ETH_USDT_SWAP,3,v9_both,episode12_opp,lag_diagnostic,722,0.00335663516001,0.031127109072,0.097831029471,ready
ETH_USDT_SWAP,5,joint,pre12_opp,primary,152,0.00468946410138,0.0386296355225,0.117689264562,ready
ETH_USDT_SWAP,5,joint,pre12_trend,single_feature,152,-0.00108632145267,0.0166473604326,0.0400998302313,ready
ETH_USDT_SWAP,5,joint,pre12_inward,single_feature,152,0.00373330378149,0.0322131362479,0.109137427478,ready
ETH_USDT_SWAP,5,joint,now12_opp,lag_diagnostic,152,0.00404668171064,0.0360383481578,0.105530556927,ready
ETH_USDT_SWAP,5,joint,pre3_opp,lag_diagnostic,152,0.000696658183736,0.0315531261196,0.10110168252,ready
ETH_USDT_SWAP,5,joint,pre24_opp,lag_diagnostic,152,0.00571265232544,0.0416692000468,0.12078559527,ready
ETH_USDT_SWAP,5,joint,episode12_opp,lag_diagnostic,150,0.00540080230468,0.0398047149966,0.120091896461,ready
ETH_USDT_SWAP,5,v9_both,pre12_opp,primary,331,0.00478363551153,0.035506101605,0.108709568355,ready
ETH_USDT_SWAP,5,v9_both,pre12_trend,single_feature,331,-0.00709054424412,0.015028276428,0.0373167020102,ready
ETH_USDT_SWAP,5,v9_both,pre12_inward,single_feature,331,0.00488824235275,0.0302089707411,0.100044974873,ready
ETH_USDT_SWAP,5,v9_both,now12_opp,lag_diagnostic,331,0.00390253451829,0.0302385107458,0.100995464082,ready
ETH_USDT_SWAP,5,v9_both,pre3_opp,lag_diagnostic,331,0.0015229616294,0.0269066663776,0.10280110003,ready
ETH_USDT_SWAP,5,v9_both,pre24_opp,lag_diagnostic,331,0.00614305867624,0.038516141725,0.120762133302,ready
ETH_USDT_SWAP,5,v9_both,episode12_opp,lag_diagnostic,331,0.00478363551153,0.0359374691553,0.108709568355,ready
ETH_USDT_SWAP,15,joint,pre12_opp,primary,39,0.00132845127987,0.0221997602316,0.0567406248019,ready
ETH_USDT_SWAP,15,joint,pre12_trend,single_feature,39,-0.00390634239154,0.0117951752502,0.0205341122987,ready
ETH_USDT_SWAP,15,joint,pre12_inward,single_feature,39,0.00254281680955,0.013898433054,0.0478345770619,ready
ETH_USDT_SWAP,15,joint,now12_opp,lag_diagnostic,39,0.000782861804722,0.0186608792533,0.0532637141052,ready
ETH_USDT_SWAP,15,joint,pre3_opp,lag_diagnostic,39,0.00301605704601,0.0184187579269,0.0460980601639,ready
ETH_USDT_SWAP,15,joint,pre24_opp,lag_diagnostic,39,0.00660698917206,0.0338046304886,0.0682365252582,ready
ETH_USDT_SWAP,15,joint,episode12_opp,lag_diagnostic,39,0.00132845127987,0.0221997602316,0.0567406248019,ready
ETH_USDT_SWAP,15,v9_both,pre12_opp,primary,93,0.000767434269727,0.0262109520955,0.0673633433031,ready
ETH_USDT_SWAP,15,v9_both,pre12_trend,single_feature,93,-0.00511663215888,0.00903720374212,0.0237814767938,ready
ETH_USDT_SWAP,15,v9_both,pre12_inward,single_feature,93,0.00191451992728,0.0197658772599,0.0662624319582,ready
ETH_USDT_SWAP,15,v9_both,now12_opp,lag_diagnostic,93,7.60807708547e-05,0.0237161818092,0.0654352790552,ready
ETH_USDT_SWAP,15,v9_both,pre3_opp,lag_diagnostic,93,0.00144531008291,0.0197397791526,0.0597351460923,ready
ETH_USDT_SWAP,15,v9_both,pre24_opp,lag_diagnostic,93,0.00433637872854,0.0344234225766,0.0762062751626,ready
ETH_USDT_SWAP,15,v9_both,episode12_opp,lag_diagnostic,93,0.000767434269727,0.0262109520955,0.0673633433031,ready
ETH_USDT_SWAP,30,joint,pre12_opp,primary,34,0.00336118744433,0.0271809770841,0.0727571455021,ready
ETH_USDT_SWAP,30,joint,pre12_trend,single_feature,34,-0.0141355857176,0.00843084797258,0.026624983017,ready
ETH_USDT_SWAP,30,joint,pre12_inward,single_feature,34,0.011189513617,0.0252314714585,0.0589615081557,ready
ETH_USDT_SWAP,30,joint,now12_opp,lag_diagnostic,34,0.00198776566724,0.0257754619192,0.064822087499,ready
ETH_USDT_SWAP,30,joint,pre3_opp,lag_diagnostic,34,0.00112423477871,0.0215217551395,0.0704077236455,ready
ETH_USDT_SWAP,30,joint,pre24_opp,lag_diagnostic,34,0.0063552880741,0.0349507760493,0.0569556802313,ready
ETH_USDT_SWAP,30,joint,episode12_opp,lag_diagnostic,34,0.00336118744433,0.0271809770841,0.0727571455021,ready
ETH_USDT_SWAP,30,v9_both,pre12_opp,primary,59,0.00209011859129,0.0246479941854,0.0631759835643,ready
ETH_USDT_SWAP,30,v9_both,pre12_trend,single_feature,59,-0.0138978436261,0.00529407215012,0.0268684219372,ready
ETH_USDT_SWAP,30,v9_both,pre12_inward,single_feature,59,0.00669843667782,0.0321062635401,0.0640032811804,ready
ETH_USDT_SWAP,30,v9_both,now12_opp,lag_diagnostic,59,0.000838518340955,0.0215657347119,0.0561582812419,ready
ETH_USDT_SWAP,30,v9_both,pre3_opp,lag_diagnostic,59,0.000983240872946,0.0275860641459,0.0740880605054,ready
ETH_USDT_SWAP,30,v9_both,pre24_opp,lag_diagnostic,59,0.00413516641601,0.0332990375837,0.0782212693662,ready
ETH_USDT_SWAP,30,v9_both,episode12_opp,lag_diagnostic,59,0.00209011859129,0.0246479941854,0.0631759835643,ready
ETH_USDT_SWAP,60,joint,pre12_opp,primary,19,0.0122757519631,0.0221685553421,0.0513650867598,ready
ETH_USDT_SWAP,60,joint,pre12_trend,single_feature,19,-0.0110665740299,0.00660336516359,0.0210555269009,ready
ETH_USDT_SWAP,60,joint,pre12_inward,single_feature,19,0.0104874059379,0.0358381645757,0.0508423361197,ready
ETH_USDT_SWAP,60,joint,now12_opp,lag_diagnostic,19,0.00989267708724,0.0249099833969,0.0477692959681,ready
ETH_USDT_SWAP,60,joint,pre3_opp,lag_diagnostic,19,0.00352505365814,0.0200648427079,0.0555139963305,ready
ETH_USDT_SWAP,60,joint,pre24_opp,lag_diagnostic,19,0.00574618847491,0.0234368807905,0.0437250894095,ready
ETH_USDT_SWAP,60,joint,episode12_opp,lag_diagnostic,19,0.0122757519631,0.0221685553421,0.0513650867598,ready
ETH_USDT_SWAP,60,v9_both,pre12_opp,primary,40,0.00112718095298,0.0207845448205,0.0525420568909,ready
ETH_USDT_SWAP,60,v9_both,pre12_trend,single_feature,40,-0.0114180015762,0.00253957453287,0.0215798691186,ready
ETH_USDT_SWAP,60,v9_both,pre12_inward,single_feature,40,0.00398856605104,0.0229056722723,0.0492073318651,ready
ETH_USDT_SWAP,60,v9_both,now12_opp,lag_diagnostic,40,0.00289101983272,0.0183252841284,0.0491633311331,ready
ETH_USDT_SWAP,60,v9_both,pre3_opp,lag_diagnostic,40,0.000176788495565,0.0183523492568,0.0605553120411,ready
ETH_USDT_SWAP,60,v9_both,pre24_opp,lag_diagnostic,40,0.00283561623882,0.0207943487524,0.0485917544135,ready
ETH_USDT_SWAP,60,v9_both,episode12_opp,lag_diagnostic,40,0.00112718095298,0.0207845448205,0.0525420568909,ready
ETH_USDT_SWAP,240,joint,pre12_opp,primary,5,0.00764684473194,0.0774820767601,0.260012042077,ready
ETH_USDT_SWAP,240,joint,pre12_trend,single_feature,5,0.00567215866434,0.0413336970874,0.0665123525723,ready
ETH_USDT_SWAP,240,joint,pre12_inward,single_feature,5,0.00985579416267,0.0361483796727,0.193499689505,ready
ETH_USDT_SWAP,240,joint,now12_opp,lag_diagnostic,5,0.00852914284969,0.0724850677529,0.24988463218,ready
ETH_USDT_SWAP,240,joint,pre3_opp,lag_diagnostic,5,0.0105479843707,0.0681072268126,0.281349656297,ready
ETH_USDT_SWAP,240,joint,pre24_opp,lag_diagnostic,5,0.0154916051947,0.0483207888046,0.205152600308,ready
ETH_USDT_SWAP,240,joint,episode12_opp,lag_diagnostic,5,0.00764684473194,0.0774820767601,0.260012042077,ready
ETH_USDT_SWAP,240,v9_both,pre12_opp,primary,9,0.00375180727932,0.0507491477269,0.17508784692,ready
ETH_USDT_SWAP,240,v9_both,pre12_trend,single_feature,9,0.00207589545017,0.0078041143288,0.0626661111256,ready
ETH_USDT_SWAP,240,v9_both,pre12_inward,single_feature,9,0.00384073719758,0.0255411906057,0.174304403514,ready
ETH_USDT_SWAP,240,v9_both,now12_opp,lag_diagnostic,9,0.00317184475493,0.0463215007253,0.151629750302,ready
ETH_USDT_SWAP,240,v9_both,pre3_opp,lag_diagnostic,9,-0.000482545416564,0.0336089872808,0.163345713996,ready
ETH_USDT_SWAP,240,v9_both,pre24_opp,lag_diagnostic,9,0.00498046661585,0.0394514046385,0.181220913835,ready
ETH_USDT_SWAP,240,v9_both,episode12_opp,lag_diagnostic,9,0.00375180727932,0.0507491477269,0.17508784692,ready
