window,arm,trades,win_rate_pct,gross_bp,net_bp,pf_currency,pf_unit,matched_trades,coverage_pct,matched_case_bp,random_control_bp,excess_bp,avg_hold_hours,max_gross_trade_pct,min_gross_trade_pct,largest_5_share_of_positive_pnl_pct,return_pct,dd_pct,close_dd_pct,fees,max_actual_entry_leverage,nonpositive_equity_seen,administrative_exits,ledger_passed
development,S0_immediate_1x,58,13.793103448275861,124.8069599262631,104.77488729309356,1.8035232966989987,2.05871423792248,56,96.55172413793103,114.40357912703402,-92.68534865842672,207.08892778546078,120.41379310344827,27.093880780619283,-3.009530203540265,88.02092796302364,63.90370458371903,34.539706076296234,32.776629999843095,78.07845790502715,1.0010017900183832,False,1,True
development,S1_risk_half_pct,58,13.793103448275861,124.80695992626308,104.77488729309356,2.0057431210059136,2.05871423792248,56,96.55172413793103,114.403579127034,-92.68534865842672,207.08892778546075,120.41379310344827,27.09388078061928,-3.009530203540265,86.82331919450348,10.248628831341211,6.902181558713563,6.432542839256317,10.243659906303654,0.17350502459103512,False,1,True
development,S2_stop_ratchet,58,13.793103448275861,124.80695992626308,104.77488729309356,2.0057431210059136,2.05871423792248,56,96.55172413793103,114.403579127034,-92.68534865842672,207.08892778546075,120.41379310344827,27.09388078061928,-3.009530203540265,86.82331919450348,10.248628831341211,6.902181558713563,6.432542839256317,10.243659906303654,0.17350502459103512,False,1,True
development,S3_isolated_stops,58,13.793103448275861,124.80695992626308,104.77488729309356,2.0057431210059136,2.05871423792248,56,96.55172413793103,114.403579127034,-92.68534865842672,207.08892778546075,120.41379310344827,27.09388078061928,-3.009530203540265,86.82331919450348,10.248628831341211,6.902181558713563,6.432542839256317,10.243659906303654,0.17350502459103512,False,1,True
development,S4_fresh_cooldown,58,13.793103448275861,124.80695992626308,104.77488729309356,2.0057431210059136,2.05871423792248,56,96.55172413793103,114.403579127034,-92.68534865842672,207.08892778546075,120.41379310344827,27.09388078061928,-3.009530203540265,86.82331919450348,10.248628831341211,6.902181558713563,6.432542839256317,10.243659906303654,0.17350502459103512,False,1,True
development,S5_close_only,55,14.545454545454545,136.70552137678652,116.66588114544415,2.1338193373261616,2.1882090419850173,53,96.36363636363636,127.28831002101708,-95.31660304518567,222.60491306620278,126.54545454545455,27.09388078061928,-3.009530203540265,86.79734418128739,10.876235998632634,6.672475138969455,6.1912009236743675,9.728552184321872,0.17350502459103512,False,1,True
development,SMA_comparator,138,13.043478260869565,90.29691821167793,70.23670490396091,1.7100733028770663,1.7302914217819645,133,96.37681159420289,69.11843754611351,-42.66956748901628,111.7880050351298,68.43478260869566,28.66456760410141,-3.0113991513365117,52.452831196792495,16.802247236567048,10.273590881636375,9.98932031893967,24.650744392209138,0.2005754077895146,False,0,True
exposed_replication,S0_immediate_1x,15,13.333333333333334,342.28653671709316,322.33658588690224,3.608447813857991,3.878391026462876,15,100.0,322.33658588690224,13.58494627373084,308.75163961317145,93.33333333333333,34.82585239741277,-3.0004736605660542,100.0,48.15639286877007,20.268976159519898,19.366179529777305,16.118426667697438,1.0010017721070303,False,0,True
exposed_replication,S1_risk_half_pct,15,13.333333333333334,342.28653671709316,322.33658588690224,3.831543505319299,3.878391026462874,15,100.0,322.33658588690224,13.584946273730822,308.7516396131714,93.33333333333333,34.82585239741277,-3.000473660566054,100.0,8.0751838599042,4.161440474602445,3.9291265789085656,2.5317002487976694,0.16670122164976967,False,0,True
exposed_replication,S2_stop_ratchet,15,13.333333333333334,342.28653671709316,322.33658588690224,3.831543505319299,3.878391026462874,15,100.0,322.33658588690224,13.584946273730822,308.7516396131714,93.33333333333333,34.82585239741277,-3.000473660566054,100.0,8.0751838599042,4.161440474602445,3.9291265789085656,2.5317002487976694,0.16670122164976967,False,0,True
