window,arm,trades,win_rate_pct,gross_bp,net_bp,pf_currency,pf_unit,matched_trades,coverage_pct,matched_case_bp,random_control_bp,excess_bp,avg_hold_hours,max_gross_trade_pct,min_gross_trade_pct,largest_5_share_of_positive_pnl_pct,return_pct,dd_pct,close_dd_pct,fees,max_actual_entry_leverage,nonpositive_equity_seen,administrative_exits,ledger_passed
exposed_replication,S3_isolated_stops,15,13.333333333333334,342.28653671709316,322.33658588690224,3.831543505319299,3.878391026462874,15,100.0,322.33658588690224,13.584946273730822,308.7516396131714,93.33333333333333,34.82585239741277,-3.000473660566054,100.0,8.0751838599042,4.161440474602445,3.9291265789085656,2.5317002487976694,0.16670122164976967,False,0,True
exposed_replication,S4_fresh_cooldown,15,13.333333333333334,342.28653671709316,322.33658588690224,3.831543505319299,3.878391026462874,15,100.0,322.33658588690224,13.584946273730822,308.7516396131714,93.33333333333333,34.82585239741277,-3.000473660566054,100.0,8.0751838599042,4.161440474602445,3.9291265789085656,2.5317002487976694,0.16670122164976967,False,0,True
exposed_replication,S5_close_only,14,14.285714285714285,366.0212893397426,346.0741991645382,3.8548918009920565,3.901594690629401,14,100.0,346.0741991645382,15.268871007568697,330.80532815696944,98.0,34.82585239741277,-3.000473660566054,100.0,8.093185106647471,4.14547738764834,3.913124797227234,2.358787410691445,0.1666675312100149,False,0,True
exposed_replication,SMA_comparator,61,8.19672131147541,-45.915728008153344,-65.91800652665417,0.4752556378703358,0.47904276150209996,59,96.72131147540983,-60.77397331517699,-67.98397514139837,7.2100018262214025,40.39344262295082,12.426371849862461,-3.000589626225605,100.0,-6.5551761436629,7.981623730257219,7.780291893530709,9.862441972300084,0.16666767977630542,False,0,True
continuous,S0_immediate_1x,73,12.32876712328767,157.28238255693645,137.2549721052033,2.1438982367205046,2.3485904790395984,71,97.26027397260275,145.76436523653976,-72.08338499383721,217.84775023037696,116.05479452054794,34.825852397412774,-3.009530203540265,81.89164528683676,122.92092213863044,34.539706076296234,32.776629999843095,102.39790148147284,1.0010017900183832,False,0,True
continuous,S1_risk_half_pct,73,12.32876712328767,157.28238255693645,137.2549721052033,2.3080280937779807,2.348590479039598,71,97.26027397260275,145.76436523653973,-72.08338499383721,217.84775023037693,116.05479452054794,34.82585239741277,-3.009530203540265,80.0747183460135,17.404955025866276,6.902181558713563,6.432542839256312,13.001985152592576,0.17350502459103512,False,0,True
continuous,S2_stop_ratchet,73,12.32876712328767,157.28238255693645,137.2549721052033,2.3080280937779807,2.348590479039598,71,97.26027397260275,145.76436523653973,-72.08338499383721,217.84775023037693,116.05479452054794,34.82585239741277,-3.009530203540265,80.0747183460135,17.404955025866276,6.902181558713563,6.432542839256312,13.001985152592576,0.17350502459103512,False,0,True
continuous,S3_isolated_stops,73,12.32876712328767,157.28238255693645,137.2549721052033,2.3080280937779807,2.348590479039598,71,97.26027397260275,145.76436523653973,-72.08338499383721,217.84775023037693,116.05479452054794,34.82585239741277,-3.009530203540265,80.0747183460135,17.404955025866276,6.902181558713563,6.432542839256312,13.001985152592576,0.17350502459103512,False,0,True
continuous,S4_fresh_cooldown,73,12.32876712328767,157.28238255693645,137.2549721052033,2.3080280937779807,2.348590479039598,71,97.26027397260275,145.76436523653973,-72.08338499383721,217.84775023037693,116.05479452054794,34.82585239741277,-3.009530203540265,80.0747183460135,17.404955025866276,6.902181558713563,6.432542839256312,13.001985152592576,0.17350502459103512,False,0,True
continuous,S5_close_only,69,13.043478260869565,170.3132453138603,150.27946324173683,2.4237618323885175,2.4645832740832154,67,97.10144927536231,159.68567062379586,-74.16911598634904,233.85478661014483,122.02898550724638,34.825852397412774,-3.009530203540265,80.06907721619152,18.09296722927911,6.672475138969455,6.191200923674364,12.313670483347849,0.17350502459103512,False,0,True
continuous,SMA_comparator,199,11.557788944723619,48.543292988513564,28.500838586033684,1.239078409276583,1.270197670757689,192,96.4824120603015,29.20358212519613,-50.44847400719619,79.65205613239232,59.8391959798995,28.66456760410141,-3.0113991513365117,44.779025694268555,9.145654190453412,10.273590881636375,9.98932031893967,36.17029824825802,0.2005754077895146,False,0,True
