stream,period,kind,length,first_entry,last_exit_bar,sum_net_r,first_entry_beijing,last_exit_bar_beijing
ETH 5m Binance,development,gross_loss_stop,2,2021-04-30T17:50:00+00:00,2021-04-30T23:30:00+00:00,-2.7738437826787736,2021-05-01T01:50:00+08:00,2021-05-01T07:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-05-06T16:15:00+00:00,2021-05-08T10:40:00+00:00,-2.2509378762365673,2021-05-07T00:15:00+08:00,2021-05-08T18:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-05-18T23:20:00+00:00,2021-05-19T01:00:00+00:00,-2.2381895729676877,2021-05-19T07:20:00+08:00,2021-05-19T09:00:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-05-25T04:25:00+00:00,2021-05-26T18:45:00+00:00,-2.1254147995699206,2021-05-25T12:25:00+08:00,2021-05-27T02:45:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-05-27T21:00:00+00:00,2021-05-28T00:15:00+00:00,-2.2619773768383054,2021-05-28T05:00:00+08:00,2021-05-28T08:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-06-01T22:00:00+00:00,2021-06-02T02:40:00+00:00,-2.20592154083205,2021-06-02T06:00:00+08:00,2021-06-02T10:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-06-09T11:55:00+00:00,2021-06-10T03:00:00+00:00,-2.3711869861177544,2021-06-09T19:55:00+08:00,2021-06-10T11:00:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-07-03T23:45:00+00:00,2021-07-04T02:30:00+00:00,-2.3779339915863202,2021-07-04T07:45:00+08:00,2021-07-04T10:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-07-07T00:10:00+00:00,2021-07-07T04:00:00+00:00,-2.294964074535094,2021-07-07T08:10:00+08:00,2021-07-07T12:00:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-07-12T05:10:00+00:00,2021-07-12T07:45:00+00:00,-2.838528467627416,2021-07-12T13:10:00+08:00,2021-07-12T15:45:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-07-22T07:20:00+00:00,2021-07-22T12:55:00+00:00,-2.2843809204940593,2021-07-22T15:20:00+08:00,2021-07-22T20:55:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-08-23T20:55:00+00:00,2021-08-24T03:05:00+00:00,-2.5184160860303386,2021-08-24T04:55:00+08:00,2021-08-24T11:05:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-09-02T15:10:00+00:00,2021-09-02T23:10:00+00:00,-2.5561751709902594,2021-09-02T23:10:00+08:00,2021-09-03T07:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-09-06T03:45:00+00:00,2021-09-06T14:10:00+00:00,-2.5471454283850647,2021-09-06T11:45:00+08:00,2021-09-06T22:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-10-02T08:40:00+00:00,2021-10-02T10:00:00+00:00,-2.649949811581281,2021-10-02T16:40:00+08:00,2021-10-02T18:00:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-10-15T05:05:00+00:00,2021-10-16T07:10:00+00:00,-2.6926838294561914,2021-10-15T13:05:00+08:00,2021-10-16T15:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-10-26T08:20:00+00:00,2021-10-30T05:45:00+00:00,-2.651033764302152,2021-10-26T16:20:00+08:00,2021-10-30T13:45:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2021-12-21T21:40:00+00:00,2021-12-22T01:45:00+00:00,-2.7562932070563724,2021-12-22T05:40:00+08:00,2021-12-22T09:45:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-01-25T12:40:00+00:00,2022-01-25T17:20:00+00:00,-2.180713602246678,2022-01-25T20:40:00+08:00,2022-01-26T01:20:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-01-28T14:45:00+00:00,2022-01-29T14:55:00+00:00,-2.2608936682951097,2022-01-28T22:45:00+08:00,2022-01-29T22:55:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-02-06T12:15:00+00:00,2022-02-06T14:35:00+00:00,-3.0240855772809647,2022-02-06T20:15:00+08:00,2022-02-06T22:35:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-02-22T23:40:00+00:00,2022-02-23T02:30:00+00:00,-2.383992706547878,2022-02-23T07:40:00+08:00,2022-02-23T10:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-03-02T18:00:00+00:00,2022-03-05T14:20:00+00:00,-2.561966756359375,2022-03-03T02:00:00+08:00,2022-03-05T22:20:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-03-18T04:10:00+00:00,2022-03-18T13:20:00+00:00,-2.7901797561536554,2022-03-18T12:10:00+08:00,2022-03-18T21:20:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-03-26T11:35:00+00:00,2022-03-26T17:10:00+00:00,-3.0536261926850488,2022-03-26T19:35:00+08:00,2022-03-27T01:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-03-27T13:00:00+00:00,2022-03-30T16:20:00+00:00,-2.7317474215445783,2022-03-27T21:00:00+08:00,2022-03-31T00:20:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-04-02T11:05:00+00:00,2022-04-02T15:10:00+00:00,-2.566388106151667,2022-04-02T19:05:00+08:00,2022-04-02T23:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-04-07T21:25:00+00:00,2022-04-09T15:55:00+00:00,-2.511056900478569,2022-04-08T05:25:00+08:00,2022-04-09T23:55:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-04-14T11:00:00+00:00,2022-04-15T13:45:00+00:00,-2.575936935074224,2022-04-14T19:00:00+08:00,2022-04-15T21:45:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-04-20T06:10:00+00:00,2022-04-20T08:25:00+00:00,-2.92405547465625,2022-04-20T14:10:00+08:00,2022-04-20T16:25:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-04-30T08:30:00+00:00,2022-04-30T12:10:00+00:00,-3.2753352401155214,2022-04-30T16:30:00+08:00,2022-04-30T20:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-05-21T11:35:00+00:00,2022-05-21T14:40:00+00:00,-2.9418265239239583,2022-05-21T19:35:00+08:00,2022-05-21T22:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-05-25T23:35:00+00:00,2022-05-26T01:35:00+00:00,-2.4992662075816208,2022-05-26T07:35:00+08:00,2022-05-26T09:35:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-06-08T13:55:00+00:00,2022-06-08T20:35:00+00:00,-2.340661979450281,2022-06-08T21:55:00+08:00,2022-06-09T04:35:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-06-20T10:45:00+00:00,2022-06-20T20:15:00+00:00,-2.142491090994014,2022-06-20T18:45:00+08:00,2022-06-21T04:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-06-26T15:10:00+00:00,2022-06-27T11:50:00+00:00,-2.3882998550560606,2022-06-26T23:10:00+08:00,2022-06-27T19:50:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-07-09T14:15:00+00:00,2022-07-09T22:05:00+00:00,-2.454520643492349,2022-07-09T22:15:00+08:00,2022-07-10T06:05:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-09-14T18:15:00+00:00,2022-09-15T01:05:00+00:00,-2.313916851237006,2022-09-15T02:15:00+08:00,2022-09-15T09:05:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-09-21T10:55:00+00:00,2022-09-21T18:00:00+00:00,-2.325106776654782,2022-09-21T18:55:00+08:00,2022-09-22T02:00:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-09-25T13:10:00+00:00,2022-09-29T09:25:00+00:00,-1.6857986345240534,2022-09-25T21:10:00+08:00,2022-09-29T17:25:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-09-30T07:10:00+00:00,2022-09-30T12:25:00+00:00,-2.6062943916503114,2022-09-30T15:10:00+08:00,2022-09-30T20:25:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-10-31T06:35:00+00:00,2022-11-02T07:10:00+00:00,-2.6837362578506783,2022-10-31T14:35:00+08:00,2022-11-02T15:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-11-05T11:30:00+00:00,2022-11-05T15:30:00+00:00,-2.9809955613800723,2022-11-05T19:30:00+08:00,2022-11-05T23:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2022-12-10T14:30:00+00:00,2022-12-14T10:15:00+00:00,-2.7236422134408222,2022-12-10T22:30:00+08:00,2022-12-14T18:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-01-03T01:25:00+00:00,2023-01-04T01:10:00+00:00,-2.942528019076857,2023-01-03T09:25:00+08:00,2023-01-04T09:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-01-07T13:35:00+00:00,2023-01-07T14:30:00+00:00,-4.979028242424299,2023-01-07T21:35:00+08:00,2023-01-07T22:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-01-23T13:40:00+00:00,2023-01-23T14:55:00+00:00,-2.624580827719574,2023-01-23T21:40:00+08:00,2023-01-23T22:55:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-02-17T14:40:00+00:00,2023-02-17T16:05:00+00:00,-2.2987982509926495,2023-02-17T22:40:00+08:00,2023-02-18T00:05:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-03-12T07:50:00+00:00,2023-03-12T09:55:00+00:00,-3.1112614051324092,2023-03-12T15:50:00+08:00,2023-03-12T17:55:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-04-01T06:30:00+00:00,2023-04-01T10:05:00+00:00,-3.484208697201888,2023-04-01T14:30:00+08:00,2023-04-01T18:05:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-04-07T00:45:00+00:00,2023-04-07T03:20:00+00:00,-3.0840549013899894,2023-04-07T08:45:00+08:00,2023-04-07T11:20:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-04-27T18:35:00+00:00,2023-04-28T08:40:00+00:00,-2.886762643320197,2023-04-28T02:35:00+08:00,2023-04-28T16:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-08-03T04:35:00+00:00,2023-08-03T11:00:00+00:00,-4.0790459660713525,2023-08-03T12:35:00+08:00,2023-08-03T19:00:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-08-27T02:20:00+00:00,2023-08-27T13:40:00+00:00,-6.586916258740992,2023-08-27T10:20:00+08:00,2023-08-27T21:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-09-02T13:35:00+00:00,2023-09-02T21:15:00+00:00,-3.9540523728660855,2023-09-02T21:35:00+08:00,2023-09-03T05:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-09-20T00:55:00+00:00,2023-09-20T02:15:00+00:00,-4.320868364016855,2023-09-20T08:55:00+08:00,2023-09-20T10:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-09-24T01:20:00+00:00,2023-09-24T11:15:00+00:00,-6.113784985221374,2023-09-24T09:20:00+08:00,2023-09-24T19:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-10-13T15:25:00+00:00,2023-10-13T17:30:00+00:00,-3.115991655801813,2023-10-13T23:25:00+08:00,2023-10-14T01:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-11-01T10:35:00+00:00,2023-11-03T08:40:00+00:00,-3.287574608105473,2023-11-01T18:35:00+08:00,2023-11-03T16:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-11-08T14:00:00+00:00,2023-11-08T21:20:00+00:00,-2.7547161151387938,2023-11-08T22:00:00+08:00,2023-11-09T05:20:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-11-16T11:15:00+00:00,2023-11-18T12:25:00+00:00,-2.8342870260415336,2023-11-16T19:15:00+08:00,2023-11-18T20:25:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-11-23T11:15:00+00:00,2023-11-24T07:40:00+00:00,-2.983110071266654,2023-11-23T19:15:00+08:00,2023-11-24T15:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-12-16T09:10:00+00:00,2023-12-16T16:55:00+00:00,-2.803733361797007,2023-12-16T17:10:00+08:00,2023-12-17T00:55:00+08:00
ETH 5m Binance,development,gross_loss_stop,2,2023-12-22T01:40:00+00:00,2023-12-22T07:00:00+00:00,-2.512501710507956,2023-12-22T09:40:00+08:00,2023-12-22T15:00:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-01-12T02:50:00+00:00,2024-01-12T07:15:00+00:00,-2.5938849421429984,2024-01-12T10:50:00+08:00,2024-01-12T15:15:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-01-20T14:25:00+00:00,2024-01-21T03:50:00+00:00,-3.3369152199872163,2024-01-20T22:25:00+08:00,2024-01-21T11:50:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-01-27T07:20:00+00:00,2024-01-27T18:15:00+00:00,-3.3527998338870475,2024-01-27T15:20:00+08:00,2024-01-28T02:15:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-01-30T12:10:00+00:00,2024-01-30T15:40:00+00:00,-2.6924750469305243,2024-01-30T20:10:00+08:00,2024-01-30T23:40:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-02-10T10:50:00+00:00,2024-02-11T18:30:00+00:00,-2.7829722587830386,2024-02-10T18:50:00+08:00,2024-02-12T02:30:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-03-12T06:10:00+00:00,2024-03-14T06:20:00+00:00,-2.5674412257029555,2024-03-12T14:10:00+08:00,2024-03-14T14:20:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-03-18T05:40:00+00:00,2024-03-18T11:35:00+00:00,-1.6595093969077528,2024-03-18T13:40:00+08:00,2024-03-18T19:35:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-03-31T23:30:00+00:00,2024-04-03T01:50:00+00:00,-2.637447551459604,2024-04-01T07:30:00+08:00,2024-04-03T09:50:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-04-04T00:50:00+00:00,2024-04-06T12:45:00+00:00,-2.7839816493988754,2024-04-04T08:50:00+08:00,2024-04-06T20:45:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-04-20T06:45:00+00:00,2024-04-20T12:40:00+00:00,-3.214591885535852,2024-04-20T14:45:00+08:00,2024-04-20T20:40:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-04-21T13:05:00+00:00,2024-04-21T21:05:00+00:00,-2.5261193881771993,2024-04-21T21:05:00+08:00,2024-04-22T05:05:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-05-11T11:10:00+00:00,2024-05-12T07:30:00+00:00,-2.646726281344628,2024-05-11T19:10:00+08:00,2024-05-12T15:30:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-05-25T21:40:00+00:00,2024-05-26T02:20:00+00:00,-3.5636959249191946,2024-05-26T05:40:00+08:00,2024-05-26T10:20:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-06-22T07:15:00+00:00,2024-06-22T21:50:00+00:00,-3.2007196525590063,2024-06-22T15:15:00+08:00,2024-06-23T05:50:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-08-10T07:25:00+00:00,2024-08-11T00:10:00+00:00,-2.6848426336406765,2024-08-10T15:25:00+08:00,2024-08-11T08:10:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-08-22T13:50:00+00:00,2024-08-24T14:25:00+00:00,-2.9468914059082554,2024-08-22T21:50:00+08:00,2024-08-24T22:25:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-08-30T11:15:00+00:00,2024-08-30T13:45:00+00:00,-2.9973878299140715,2024-08-30T19:15:00+08:00,2024-08-30T21:45:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-10-06T14:30:00+00:00,2024-10-08T13:35:00+00:00,-2.9122169609531756,2024-10-06T22:30:00+08:00,2024-10-08T21:35:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-10-22T16:50:00+00:00,2024-10-22T23:10:00+00:00,-2.8940070715249773,2024-10-23T00:50:00+08:00,2024-10-23T07:10:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-11-24T05:40:00+00:00,2024-11-24T08:40:00+00:00,-2.573104595859471,2024-11-24T13:40:00+08:00,2024-11-24T16:40:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-12-14T00:25:00+00:00,2024-12-14T02:25:00+00:00,-2.6599179354005527,2024-12-14T08:25:00+08:00,2024-12-14T10:25:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-12-18T14:55:00+00:00,2024-12-18T19:05:00+00:00,-2.5373568868222423,2024-12-18T22:55:00+08:00,2024-12-19T03:05:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-12-22T05:00:00+00:00,2024-12-22T14:20:00+00:00,-2.5264255202988393,2024-12-22T13:00:00+08:00,2024-12-22T22:20:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2024-12-25T05:20:00+00:00,2024-12-25T11:45:00+00:00,-2.8144621014620146,2024-12-25T13:20:00+08:00,2024-12-25T19:45:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-01-01T13:30:00+00:00,2025-01-01T15:45:00+00:00,-2.6660436269640013,2025-01-01T21:30:00+08:00,2025-01-01T23:45:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-01-22T01:00:00+00:00,2025-01-22T11:50:00+00:00,-2.5155421587545255,2025-01-22T09:00:00+08:00,2025-01-22T19:50:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-01-28T14:15:00+00:00,2025-01-28T16:05:00+00:00,-2.5557505892509766,2025-01-28T22:15:00+08:00,2025-01-29T00:05:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-01-31T06:55:00+00:00,2025-01-31T09:30:00+00:00,-2.7222142255500925,2025-01-31T14:55:00+08:00,2025-01-31T17:30:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-03-04T14:45:00+00:00,2025-03-04T17:00:00+00:00,-2.1244802199110397,2025-03-04T22:45:00+08:00,2025-03-05T01:00:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-04-05T05:00:00+00:00,2025-04-05T11:10:00+00:00,-3.4488989652824276,2025-04-05T13:00:00+08:00,2025-04-05T19:10:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-04-23T19:40:00+00:00,2025-04-23T23:40:00+00:00,-2.698683059704257,2025-04-24T03:40:00+08:00,2025-04-24T07:40:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-06-29T09:30:00+00:00,2025-07-03T14:30:00+00:00,-2.5978177249815126,2025-06-29T17:30:00+08:00,2025-07-03T22:30:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-11-22T04:15:00+00:00,2025-11-22T08:15:00+00:00,-2.4602060922786277,2025-11-22T12:15:00+08:00,2025-11-22T16:15:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2025-12-14T08:05:00+00:00,2025-12-14T10:20:00+00:00,-3.6243921068604306,2025-12-14T16:05:00+08:00,2025-12-14T18:20:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2026-01-01T11:25:00+00:00,2026-01-01T14:50:00+00:00,-4.517592051213647,2026-01-01T19:25:00+08:00,2026-01-01T22:50:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2026-01-11T05:45:00+00:00,2026-01-16T11:30:00+00:00,-4.328434384447077,2026-01-11T13:45:00+08:00,2026-01-16T19:30:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2026-02-15T00:50:00+00:00,2026-02-17T13:10:00+00:00,-2.695417612095274,2026-02-15T08:50:00+08:00,2026-02-17T21:10:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2026-04-03T06:20:00+00:00,2026-04-03T21:10:00+00:00,-2.86579634831464,2026-04-03T14:20:00+08:00,2026-04-04T05:10:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2026-04-11T11:55:00+00:00,2026-04-11T14:05:00+00:00,-3.287534686428326,2026-04-11T19:55:00+08:00,2026-04-11T22:05:00+08:00
ETH 5m Binance,later,gross_loss_stop,2,2026-04-21T01:15:00+00:00,2026-04-21T06:35:00+00:00,-2.96698898189345,2026-04-21T09:15:00+08:00,2026-04-21T14:35:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-01-15T21:00:00+00:00,2020-01-16T00:25:00+00:00,-1.1326454183266932,2020-01-16T05:00:00+08:00,2020-01-16T08:25:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-01-20T04:30:00+00:00,2020-01-20T06:30:00+00:00,-1.2579687500000054,2020-01-20T12:30:00+08:00,2020-01-20T14:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-01-25T16:05:00+00:00,2020-01-26T00:00:00+00:00,-1.252062499999999,2020-01-26T00:05:00+08:00,2020-01-26T08:00:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-01-29T17:30:00+00:00,2020-01-29T19:10:00+00:00,-1.3804946236559084,2020-01-30T01:30:00+08:00,2020-01-30T03:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-02-04T02:00:00+00:00,2020-02-04T02:15:00+00:00,-1.3265172413793012,2020-02-04T10:00:00+08:00,2020-02-04T10:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-02-19T08:40:00+00:00,2020-02-19T19:45:00+00:00,-1.1230698689956349,2020-02-19T16:40:00+08:00,2020-02-20T03:45:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-03-01T01:15:00+00:00,2020-03-01T01:35:00+00:00,-1.1354312500000028,2020-03-01T09:15:00+08:00,2020-03-01T09:35:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-03-13T23:00:00+00:00,2020-03-14T01:15:00+00:00,-1.073805555555555,2020-03-14T07:00:00+08:00,2020-03-14T09:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-03-23T08:50:00+00:00,2020-03-23T11:00:00+00:00,-1.1160380952380928,2020-03-23T16:50:00+08:00,2020-03-23T19:00:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-03-26T21:45:00+00:00,2020-03-26T21:55:00+00:00,-1.261485714285709,2020-03-27T05:45:00+08:00,2020-03-27T05:55:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-03-28T17:30:00+00:00,2020-03-28T18:15:00+00:00,-0.5655824175824117,2020-03-29T01:30:00+08:00,2020-03-29T02:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-04-05T10:05:00+00:00,2020-04-05T11:00:00+00:00,-1.413043478260892,2020-04-05T18:05:00+08:00,2020-04-05T19:00:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-04-26T10:50:00+00:00,2020-04-26T15:05:00+00:00,-1.1999289340101496,2020-04-26T18:50:00+08:00,2020-04-26T23:05:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-05-19T22:55:00+00:00,2020-05-20T02:40:00+00:00,-1.4541276595744763,2020-05-20T06:55:00+08:00,2020-05-20T10:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-05-20T12:35:00+00:00,2020-05-20T15:15:00+00:00,-1.3017323943662038,2020-05-20T20:35:00+08:00,2020-05-20T23:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-05-31T23:10:00+00:00,2020-06-01T01:30:00+00:00,-1.2161767441860352,2020-06-01T07:10:00+08:00,2020-06-01T09:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-06-07T12:00:00+00:00,2020-06-07T19:50:00+00:00,-1.2475854922279774,2020-06-07T20:00:00+08:00,2020-06-08T03:50:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-06-17T09:55:00+00:00,2020-06-17T11:20:00+00:00,-1.6973432835821254,2020-06-17T17:55:00+08:00,2020-06-17T19:20:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-06-25T21:10:00+00:00,2020-06-25T22:10:00+00:00,-1.62477333333335,2020-06-26T05:10:00+08:00,2020-06-26T06:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-07-14T14:15:00+00:00,2020-07-14T15:30:00+00:00,-1.3291034482758497,2020-07-14T22:15:00+08:00,2020-07-14T23:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-07-28T21:10:00+00:00,2020-07-28T21:45:00+00:00,-1.235846153846152,2020-07-29T05:10:00+08:00,2020-07-29T05:45:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-07-29T03:25:00+00:00,2020-07-29T04:25:00+00:00,-1.3378617021276693,2020-07-29T11:25:00+08:00,2020-07-29T12:25:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-08-04T21:50:00+00:00,2020-08-04T23:50:00+00:00,-1.4248152173913045,2020-08-05T05:50:00+08:00,2020-08-05T07:50:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-08-15T08:45:00+00:00,2020-08-15T16:05:00+00:00,-1.15352920353982,2020-08-15T16:45:00+08:00,2020-08-16T00:05:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-08-23T19:45:00+00:00,2020-08-23T22:20:00+00:00,-1.370291079812198,2020-08-24T03:45:00+08:00,2020-08-24T06:20:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-08-26T12:50:00+00:00,2020-08-26T13:40:00+00:00,-1.207797260273976,2020-08-26T20:50:00+08:00,2020-08-26T21:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-09-22T21:15:00+00:00,2020-09-22T21:50:00+00:00,-1.1624038004750574,2020-09-23T05:15:00+08:00,2020-09-23T05:50:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-10-14T10:45:00+00:00,2020-10-14T11:20:00+00:00,-1.315491666666669,2020-10-14T18:45:00+08:00,2020-10-14T19:20:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-11-03T22:15:00+00:00,2020-11-03T22:30:00+00:00,-1.3193389121339043,2020-11-04T06:15:00+08:00,2020-11-04T06:30:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-11-09T11:55:00+00:00,2020-11-09T12:10:00+00:00,-1.1710093457943949,2020-11-09T19:55:00+08:00,2020-11-09T20:10:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-11-12T18:00:00+00:00,2020-11-12T20:15:00+00:00,-1.1518458961474067,2020-11-13T02:00:00+08:00,2020-11-13T04:15:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-11-14T05:10:00+00:00,2020-11-14T06:05:00+00:00,-1.3060393442622962,2020-11-14T13:10:00+08:00,2020-11-14T14:05:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-11-15T08:25:00+00:00,2020-11-15T08:40:00+00:00,-1.492234042553193,2020-11-15T16:25:00+08:00,2020-11-15T16:40:00+08:00
ETH 5m Binance,development,gross_loss_stop,1,2020-12-10T05:25:00+00:00,2020-12-10T09:35:00+00:00,-1.2919173126614922,2020-12-10T13:25:00+08:00,2020-12-10T17:35:00+08:00
