symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars,event_id,raw_detection_count,event_conf_max,event_decision_first,event_decision_last,window_lengths_seen
HUMA_USDT_SWAP,373,2026-05-03T12:15:00+00:00,361,2026-05-03T09:15:00+00:00,13,0.6622384190559387,0.39000412821769714,0.41742822527885437,0.7797364592552185,0.7138438820838928,366,370,368.0,2026-05-03T10:30:00+00:00,2026-05-03T11:30:00+00:00,2026-05-03T11:00:00+00:00,5,3,b7404ea5fc9c0822,38,0.6622384190559387,2026-05-03T12:15:00+00:00,2026-05-03T14:15:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
JUP_USDT_SWAP,373,2026-05-03T12:15:00+00:00,355,2026-05-03T07:45:00+00:00,19,0.47299936413764954,0.31529471278190613,0.42988482117652893,0.6814224123954773,0.5647683143615723,361,367,364.0,2026-05-03T09:15:00+00:00,2026-05-03T10:45:00+00:00,2026-05-03T10:00:00+00:00,7,6,65deef04e27ac231,11,0.5749833583831787,2026-05-03T12:15:00+00:00,2026-05-03T13:15:00+00:00,"[17, 18, 19]"
RESOLV_USDT_SWAP,373,2026-05-03T12:15:00+00:00,362,2026-05-03T09:30:00+00:00,12,0.6996304392814636,0.42563292384147644,0.3951762616634369,0.7536032795906067,0.6205527186393738,367,370,368.5,2026-05-03T10:45:00+00:00,2026-05-03T11:30:00+00:00,2026-05-03T11:00:00+00:00,4,3,6c665736783b66b0,36,0.7231358289718628,2026-05-03T12:15:00+00:00,2026-05-03T13:15:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
TRB_USDT_SWAP,373,2026-05-03T12:15:00+00:00,355,2026-05-03T07:45:00+00:00,19,0.3040888011455536,0.3116539716720581,0.5534196496009827,0.6879836916923523,0.7387710809707642,361,367,364.0,2026-05-03T09:15:00+00:00,2026-05-03T10:45:00+00:00,2026-05-03T10:00:00+00:00,7,6,e7595eeb421d6c3d,7,0.45971423387527466,2026-05-03T12:15:00+00:00,2026-05-03T13:15:00+00:00,"[18, 19]"
YFI_USDT_SWAP,374,2026-05-03T12:30:00+00:00,360,2026-05-03T09:00:00+00:00,15,0.2987554371356964,0.34308210015296936,0.46286508440971375,0.8004439473152161,0.5585664510726929,365,371,368.0,2026-05-03T10:15:00+00:00,2026-05-03T11:45:00+00:00,2026-05-03T11:00:00+00:00,7,3,3c4851148b4f4a29,1,0.2987554371356964,2026-05-03T12:30:00+00:00,2026-05-03T12:30:00+00:00,[15]
API3_USDT_SWAP,375,2026-05-03T12:45:00+00:00,357,2026-05-03T08:15:00+00:00,19,0.41871070861816406,0.381539911031723,0.40327852964401245,0.7300254702568054,0.6166578531265259,364,370,367.0,2026-05-03T10:00:00+00:00,2026-05-03T11:30:00+00:00,2026-05-03T10:45:00+00:00,7,5,cbeff41d7aed3659,1,0.41871070861816406,2026-05-03T12:45:00+00:00,2026-05-03T12:45:00+00:00,[19]
HBAR_USDT_SWAP,375,2026-05-03T12:45:00+00:00,359,2026-05-03T08:45:00+00:00,17,0.27691540122032166,0.3548876643180847,0.4463708996772766,0.7586118578910828,0.5745562314987183,365,371,368.0,2026-05-03T10:15:00+00:00,2026-05-03T11:45:00+00:00,2026-05-03T11:00:00+00:00,7,4,aea8d66a1a7ec22f,6,0.3640976846218109,2026-05-03T12:45:00+00:00,2026-05-03T13:30:00+00:00,"[16, 17, 18, 19]"
MOVE_USDT_SWAP,375,2026-05-03T12:45:00+00:00,360,2026-05-03T09:00:00+00:00,16,0.34387922286987305,0.31235772371292114,0.4413312077522278,0.7429862022399902,0.5721035003662109,365,371,368.0,2026-05-03T10:15:00+00:00,2026-05-03T11:45:00+00:00,2026-05-03T11:00:00+00:00,7,4,cd8d13c9865b2cb2,4,0.346455454826355,2026-05-03T12:45:00+00:00,2026-05-03T13:15:00+00:00,"[16, 18, 19]"
DOT_USDT_SWAP,376,2026-05-03T13:00:00+00:00,359,2026-05-03T08:45:00+00:00,18,0.33631017804145813,0.3782806098461151,0.44736555218696594,0.7817217111587524,0.551390528678894,365,372,368.5,2026-05-03T10:15:00+00:00,2026-05-03T12:00:00+00:00,2026-05-03T11:00:00+00:00,8,4,ed45358acff14e51,8,0.44381943345069885,2026-05-03T13:00:00+00:00,2026-05-03T14:00:00+00:00,"[17, 18, 19]"
ICP_USDT_SWAP,376,2026-05-03T13:00:00+00:00,358,2026-05-03T08:30:00+00:00,19,0.34158506989479065,0.3678421974182129,0.4457370638847351,0.7318940758705139,0.5708891749382019,365,371,368.0,2026-05-03T10:15:00+00:00,2026-05-03T11:45:00+00:00,2026-05-03T11:00:00+00:00,7,5,6c2b5a105f93a983,4,0.34158506989479065,2026-05-03T13:00:00+00:00,2026-05-03T13:15:00+00:00,"[17, 18, 19]"
