symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars
0G_USDT_SWAP,377,2026-05-03T13:15:00+00:00,362,2026-05-03T09:30:00+00:00,16,0.2874002754688263,0.31372982263565063,0.45165225863456726,0.7486640810966492,0.568551778793335,367,373,370.0,2026-05-03T10:45:00+00:00,2026-05-03T12:15:00+00:00,2026-05-03T11:30:00+00:00,7,4
0G_USDT_SWAP,386,2026-05-03T15:30:00+00:00,373,2026-05-03T12:15:00+00:00,14,0.27311256527900696,0.35009056329727173,0.44682636857032776,0.7910722494125366,0.5266975164413452,378,383,380.5,2026-05-03T13:30:00+00:00,2026-05-03T14:45:00+00:00,2026-05-03T14:00:00+00:00,6,3
0G_USDT_SWAP,386,2026-05-03T15:30:00+00:00,372,2026-05-03T12:00:00+00:00,15,0.25890296697616577,0.3429878354072571,0.418567031621933,0.8023017048835754,0.5205298662185669,377,383,380.0,2026-05-03T13:15:00+00:00,2026-05-03T14:45:00+00:00,2026-05-03T14:00:00+00:00,7,3
0G_USDT_SWAP,386,2026-05-03T15:30:00+00:00,371,2026-05-03T11:45:00+00:00,16,0.26239168643951416,0.3103206157684326,0.41340747475624084,0.7507364153862,0.5169452428817749,376,382,379.0,2026-05-03T13:00:00+00:00,2026-05-03T14:30:00+00:00,2026-05-03T13:45:00+00:00,7,4
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,375,2026-05-03T12:45:00+00:00,13,0.25848132371902466,0.38857004046440125,0.4551936089992523,0.766864538192749,0.5392911434173584,380,384,382.0,2026-05-03T14:00:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:30:00+00:00,5,3
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,374,2026-05-03T12:30:00+00:00,14,0.3509371280670166,0.3517167270183563,0.45153436064720154,0.7887752652168274,0.5336485505104065,379,384,381.5,2026-05-03T13:45:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:30:00+00:00,6,3
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,373,2026-05-03T12:15:00+00:00,15,0.3277342915534973,0.3424813449382782,0.44196146726608276,0.8015875816345215,0.5407232046127319,378,384,381.0,2026-05-03T13:30:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:15:00+00:00,7,3
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,372,2026-05-03T12:00:00+00:00,16,0.4025440812110901,0.3116346299648285,0.4128533899784088,0.7508432269096375,0.5208873152732849,377,383,380.0,2026-05-03T13:15:00+00:00,2026-05-03T14:45:00+00:00,2026-05-03T14:00:00+00:00,7,4
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,371,2026-05-03T11:45:00+00:00,17,0.41700318455696106,0.35903701186180115,0.42532435059547424,0.7667163014411926,0.518197774887085,377,383,380.0,2026-05-03T13:15:00+00:00,2026-05-03T14:45:00+00:00,2026-05-03T14:00:00+00:00,7,4
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,375,2026-05-03T12:45:00+00:00,14,0.5614174604415894,0.3429752290248871,0.4544278681278229,0.7901679873466492,0.539357602596283,379,385,382.0,2026-05-03T13:45:00+00:00,2026-05-03T15:15:00+00:00,2026-05-03T14:30:00+00:00,7,3
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,374,2026-05-03T12:30:00+00:00,15,0.5727950930595398,0.34239116311073303,0.4500991404056549,0.80354243516922,0.5434461832046509,379,385,382.0,2026-05-03T13:45:00+00:00,2026-05-03T15:15:00+00:00,2026-05-03T14:30:00+00:00,7,3
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,373,2026-05-03T12:15:00+00:00,16,0.5880221128463745,0.3119018077850342,0.441626638174057,0.7525726556777954,0.5357369184494019,378,384,381.0,2026-05-03T13:30:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:15:00+00:00,7,4
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,372,2026-05-03T12:00:00+00:00,17,0.41186535358428955,0.35322389006614685,0.4437941312789917,0.7674942016601562,0.5423091650009155,378,384,381.0,2026-05-03T13:30:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:15:00+00:00,7,4
