symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars,event_id,raw_detection_count,event_conf_max,event_decision_first,event_decision_last,window_lengths_seen
AAVE_USDT_SWAP,373,2026-05-03T12:15:00+00:00,356,2026-05-03T08:00:00+00:00,18,0.338277667760849,0.32869753241539,0.5343282222747803,0.7202746868133545,0.5923851132392883,362,368,365.0,2026-05-03T09:30:00+00:00,2026-05-03T11:00:00+00:00,2026-05-03T10:15:00+00:00,7,5,628295b261b06d3a,1,0.338277667760849,2026-05-03T12:15:00+00:00,2026-05-03T12:15:00+00:00,[18]
BNB_USDT_SWAP,373,2026-05-03T12:15:00+00:00,357,2026-05-03T08:15:00+00:00,17,0.2835790812969208,0.3598075807094574,0.4780339002609253,0.7660390734672546,0.529245138168335,363,369,366.0,2026-05-03T09:45:00+00:00,2026-05-03T11:15:00+00:00,2026-05-03T10:30:00+00:00,7,4,da62f64c5ad1f11a,1,0.2835790812969208,2026-05-03T12:15:00+00:00,2026-05-03T12:15:00+00:00,[17]
H_USDT_SWAP,373,2026-05-03T12:15:00+00:00,359,2026-05-03T08:45:00+00:00,15,0.5363442301750183,0.28122445940971375,0.1901501715183258,0.7315890192985535,0.450279176235199,363,369,366.0,2026-05-03T09:45:00+00:00,2026-05-03T11:15:00+00:00,2026-05-03T10:30:00+00:00,7,4,26f07482c233ce68,39,0.7556295394897461,2026-05-03T12:15:00+00:00,2026-05-03T13:00:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
IOTA_USDT_SWAP,373,2026-05-03T12:15:00+00:00,356,2026-05-03T08:00:00+00:00,18,0.5894521474838257,0.33528074622154236,0.42469522356987,0.7131842970848083,0.5239899158477783,362,368,365.0,2026-05-03T09:30:00+00:00,2026-05-03T11:00:00+00:00,2026-05-03T10:15:00+00:00,7,5,c6aa5a0895e1f7f6,10,0.5894521474838257,2026-05-03T12:15:00+00:00,2026-05-03T12:30:00+00:00,"[15, 16, 17, 18, 19]"
NIGHT_USDT_SWAP,374,2026-05-03T12:30:00+00:00,360,2026-05-03T09:00:00+00:00,15,0.36115923523902893,0.3419879078865051,0.4116455614566803,0.8046313524246216,0.5487779974937439,365,371,368.0,2026-05-03T10:15:00+00:00,2026-05-03T11:45:00+00:00,2026-05-03T11:00:00+00:00,7,3,796db3d39a1a39c6,5,0.36115923523902893,2026-05-03T12:30:00+00:00,2026-05-03T13:00:00+00:00,"[14, 15, 16]"
SOL_USDT_SWAP,375,2026-05-03T12:45:00+00:00,357,2026-05-03T08:15:00+00:00,19,0.2741358280181885,0.3672446012496948,0.4865363836288452,0.7371994256973267,0.5432533621788025,364,370,367.0,2026-05-03T10:00:00+00:00,2026-05-03T11:30:00+00:00,2026-05-03T10:45:00+00:00,7,5,4c219d2d0253d514,6,0.37627437710762024,2026-05-03T12:45:00+00:00,2026-05-03T13:45:00+00:00,"[16, 17, 18, 19]"
H_USDT_SWAP,376,2026-05-03T13:00:00+00:00,364,2026-05-03T10:00:00+00:00,13,0.26936736702919006,0.39266517758369446,0.2735864520072937,0.7869857549667358,0.8104503750801086,369,374,371.5,2026-05-03T11:15:00+00:00,2026-05-03T12:30:00+00:00,2026-05-03T12:00:00+00:00,6,2,8c1c96f7add3a676,7,0.32022860646247864,2026-05-03T13:00:00+00:00,2026-05-03T13:15:00+00:00,"[13, 14, 17, 18, 19]"
0G_USDT_SWAP,377,2026-05-03T13:15:00+00:00,362,2026-05-03T09:30:00+00:00,16,0.2874002754688263,0.31372982263565063,0.45165225863456726,0.7486640810966492,0.568551778793335,367,373,370.0,2026-05-03T10:45:00+00:00,2026-05-03T12:15:00+00:00,2026-05-03T11:30:00+00:00,7,4,7f67a769e17884b8,1,0.2874002754688263,2026-05-03T13:15:00+00:00,2026-05-03T13:15:00+00:00,[16]
SENT_USDT_SWAP,377,2026-05-03T13:15:00+00:00,361,2026-05-03T09:15:00+00:00,17,0.3193845748901367,0.3587802052497864,0.46463045477867126,0.7634857296943665,0.5489004850387573,367,373,370.0,2026-05-03T10:45:00+00:00,2026-05-03T12:15:00+00:00,2026-05-03T11:30:00+00:00,7,4,d451808f529972bd,24,0.5504226088523865,2026-05-03T13:15:00+00:00,2026-05-03T14:15:00+00:00,"[14, 15, 16, 17, 18, 19]"
AZTEC_USDT_SWAP,378,2026-05-03T13:30:00+00:00,364,2026-05-03T10:00:00+00:00,15,0.2640264332294464,0.34269818663597107,0.38458308577537537,0.7993354201316833,0.5601988434791565,369,375,372.0,2026-05-03T11:15:00+00:00,2026-05-03T12:45:00+00:00,2026-05-03T12:00:00+00:00,7,3,93909731405c8bb7,3,0.30711686611175537,2026-05-03T13:30:00+00:00,2026-05-03T14:30:00+00:00,[15]
