old_win,new_win,n,old_mean_bp,new_mean_bp,delta_mean_bp,delta_event_sum_bp
False,False,207,-62.08790243711866,-62.22511451822545,-0.13721208110680957,-28.40290078910958
False,True,7,-21.345122176292314,56.92507810365994,78.27020027995226,547.8914019596659
True,False,4,26.05487830378008,-25.298007213444254,-51.35288551722434,-205.41154206889735
True,True,68,114.8541070480931,115.93321280493893,1.0791057568458524,73.37919146551796
