fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout
2023H1,180,-1.0681422246479249,-21.06814222464793,-38.02251911322716,0.3333333333333333,0.2835267273921394,-0.8037655047714996,-0.8037655047714996,30,117,32,1
2023H2,114,3.735511648872191,-16.264488351127813,-36.80530001524794,0.37719298245614036,0.3593312274938252,-0.6026238552079882,-0.6174348171098764,22,69,22,1
2024H1,227,3.088091886558168,-16.911908113441832,-37.06970719526524,0.4008810572687225,0.36565745869029626,-0.8118046294170047,-0.8157396702767662,43,133,51,0
2024H2,234,4.659992100504422,-15.34000789949558,-37.31205074415987,0.405982905982906,0.40486383881822285,-0.8031136732659403,-0.8149914713287001,46,135,53,0
