fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout
2023H1,89,12.299660318270371,-7.700339681729633,-37.32970660092037,0.4044943820224719,0.7332842447816269,-0.3060156795925456,-0.36780272254648994,26,52,8,3
2023H2,62,-0.5402288525893956,-20.540228852589394,-38.11323362519213,0.3064516129032258,0.3315673030432574,-0.4256847299684462,-0.4275332049679015,13,42,6,1
2024H1,87,12.088538245957677,-7.9114617540423255,-39.105474889631324,0.3793103448275862,0.7339797154011267,-0.4321844953338212,-0.45241393608858516,18,53,16,0
2024H2,107,1.178342956067242,-18.821657043932763,-39.41351795667013,0.2897196261682243,0.5009408062589172,-0.5478028029107859,-0.564062835163802,22,74,9,2
