bar,setup_id,match_status,matched_control_count,candidate_net_return,control_mean_net_return,paired_excess_return
5m,53fcd5841c0bcbaf,matched_exact,3,-0.004858623215593825,-0.001246905489106942,-0.003611717726486883
5m,0ca78f94b97b4eab,unmatched_insufficient_exact_stratum,0,-0.005508432803363437,,
5m,b90e41205cc8133c,matched_exact,3,-0.004605747093219479,-0.0007023302812985641,-0.0039034168119209153
5m,7c28a1c99c750292,matched_exact,3,-0.0036346093572948695,-0.0036867456212435275,5.2136263948658005e-05
5m,48c9cfa07c15d51e,matched_exact,3,-0.004387222674826051,-0.004685210890293647,0.0002979882154675968
5m,2d44121ab698a65b,matched_exact,3,-0.0037544281285299946,-0.0037855979127393194,3.116978420932481e-05
5m,923b54e8aea4b62f,matched_exact,3,-0.004964037920715645,-0.001477655132252248,-0.0034863827884633975
5m,3139cfb9565d0644,matched_exact,3,0.003940594059405941,-0.0009025432749711614,0.004843137334377102
5m,842f681b332e2580,matched_exact,3,-0.0038383482275772245,-0.0025143121578240116,-0.001324036069753213
5m,d9bcb9ffc6288b9d,matched_exact,3,0.005670394349617319,0.0033736213604752385,0.0022967729891420806
5m,cda67fc6c29c98e5,matched_exact,3,-0.004317508292334347,0.0016327495768831786,-0.005950257869217526
5m,83af799b38c3c3f4,matched_exact,3,0.006035611053300751,-0.0014659289297874357,0.007501539983088186
5m,3e3f64fe07f33e8a,matched_exact,3,-0.003982881597717645,-0.0040203643432710195,3.7482745553374386e-05
5m,e50c90b88b9a3822,matched_exact,3,-0.003930179114888464,-0.002688677036708311,-0.0012415020781801531
5m,ada92ddfb530aaa0,unmatched_insufficient_exact_stratum,0,-0.004901787677074941,,
5m,46d992b0905eb5d8,matched_exact,3,-0.00537903361362657,0.004002030297828653,-0.009381063911455222
5m,3a0989096181e3e5,matched_exact,3,-0.004503462467723705,0.0016087858383890766,-0.006112248306112782
5m,cd74522778dbd633,matched_exact,3,-0.003658222821509847,0.003161021245401571,-0.006819244066911418
5m,0cd167d73748513b,matched_exact,3,-0.004488301919797209,-0.0047701118382715455,0.00028180991847433657
5m,cc74b2494a868616,matched_exact,3,1.734723475976807e-18,-0.003076232659237878,0.00307623265923788
5m,e9c2af97afeda080,matched_exact,3,-0.0036781627990034576,-0.0034692729857531673,-0.00020888981325029032
5m,aa6bd040b6347e8a,matched_exact,3,0.0028798521256933503,-0.004428114281675923,0.007307966407369274
5m,6a3d799b4c3c06d6,matched_exact,3,-0.005035324901875303,-0.004753530684766951,-0.0002817942171083514
5m,eefac836c4eff6aa,matched_exact,3,1.734723475976807e-18,0.003734815299850782,-0.0037348152998507803
5m,b2d50dc85669d999,unmatched_insufficient_exact_stratum,0,0.010152041825632143,,
5m,b3ad87eab50905b1,matched_exact,3,-0.004436100858887236,0.004301121538621501,-0.008737222397508737
5m,b3eaf6cd70eb3a4e,matched_exact,3,-0.005126970779903204,-0.005027982668009965,-9.898811189323897e-05
5m,de9a7ad8ac3f9bdb,matched_exact,3,-0.003918346844038021,-0.001317544686066602,-0.002600802157971419
5m,601a9d3993d076c7,matched_exact,3,-0.003800918251330108,-0.003624329507325051,-0.0001765887440050573
5m,31c19d8a1d86f24b,matched_exact,3,0.006074045727694396,-0.0008789451294775799,0.006952990857171976
5m,fe5328c542a52dd0,matched_exact,3,-1.0928757898653885e-16,-0.0012174386396659436,0.0012174386396658343
5m,f7b37cb1779aa49e,matched_exact,3,-0.0036255188988421044,-0.002438918166648502,-0.0011866007321936025
5m,5fd16bf16e3a13a5,matched_exact,3,-0.0040132973287936285,-0.0034286346204197553,-0.0005846627083738731
5m,b248674531af6636,matched_exact,3,1.734723475976807e-18,-0.0022222223916076663,0.002222222391607668
5m,bd8d62401f6d51f4,matched_exact,3,0.0034979339113436333,-0.0039738284178392185,0.007471762329182852
5m,25a2c49c3f05baf0,matched_exact,3,0.003075225235147889,0.0019564038954907343,0.0011188213396571547
5m,40a744b013161396,matched_exact,3,-0.003701686550254933,-0.002340047077806068,-0.0013616394724488647
5m,3bdaf24276489e1f,matched_exact,3,-0.0039493177387914784,-0.0038454130873589345,-0.00010390465143254391
5m,bf24bcd781e3c431,matched_exact,3,0.0024841825689907466,-0.006376327958163524,0.00886051052715427
5m,635533e65e9cbb7a,matched_exact,3,0.002873337138341309,-0.0033416486629969083,0.006214985801338217
5m,8eb4843b98f60df7,matched_exact,3,-0.0038898915137381956,0.0009088956702030696,-0.0047987871839412655
5m,a47146c1db2803d6,matched_exact,3,1.734723475976807e-18,-0.004083998171587664,0.004083998171587666
5m,0937dae4202f6f4f,unmatched_insufficient_exact_stratum,0,1.734723475976807e-18,,
5m,cf1681d7a1b790ea,matched_exact,3,-0.0049059238381510255,-0.003733025735131233,-0.0011728981030197927
5m,fa657aabc6b1d27f,matched_exact,3,1.1275702593849246e-16,-0.0021265798540444805,0.0021265798540445933
5m,bbc9d1ad58124dcd,matched_exact,3,-0.004321872034565575,-0.0013843724712941541,-0.0029374995632714214
5m,43dcdd69d5e603ab,matched_exact,3,-0.0045905363958145245,0.001974911092674977,-0.006565447488489501
5m,a02f020c1a12c2ab,unmatched_insufficient_exact_stratum,0,0.006614825646519244,,
5m,d3162fa695260e78,matched_exact,3,1.734723475976807e-18,-0.003775215459180727,0.0037752154591807288
5m,d783f33861640fd4,matched_exact,3,1.734723475976807e-18,-0.002683867585383672,0.0026838675853836738
5m,6a5cfd224b442005,matched_exact,3,-0.007763246170634062,-0.008917860869629162,0.0011546146989950996
5m,ff230dc8a2324803,matched_exact,3,-0.004694932053308841,0.0019892649210954843,-0.0066841969744043245
5m,d01daf4e9d25ab12,unmatched_insufficient_exact_stratum,0,0.0032741649238871417,,
5m,43f0add96c8cc521,matched_exact,3,-0.005120838881491395,-0.00398874275738925,-0.0011320961241021443
5m,93802a7a4ecbcc83,matched_exact,3,-0.003894796854301939,-0.0013005266325029907,-0.002594270221798948
5m,b8076a411b036c66,matched_exact,3,-0.00668705514407497,-0.006821327438962722,0.00013427229488775262
5m,330eacc85c0c4c7e,matched_exact,3,-0.004170098018233979,-0.002912512127374976,-0.0012575858908590032
5m,34908f4efe78c180,matched_exact,3,1.734723475976807e-18,-0.0043095856712028,0.004309585671202802
5m,375af5cbf0034457,matched_exact,3,-0.003659670838953131,-0.003219031615251535,-0.00044063922370159636
5m,1e201b422c6d6e86,matched_exact,3,0.003242101772450933,-0.0035425715565672662,0.0067846733290182
5m,407070b10986fb39,matched_exact,3,1.734723475976807e-18,-0.0030085379504879053,0.003008537950487907
5m,ecee7ae27aedd1be,matched_exact,3,0.004587125629557671,-0.0025812769703394208,0.007168402599897091
5m,bebbd578c978dbd1,matched_exact,3,1.734723475976807e-18,-0.0035335450259486017,0.0035335450259486034
5m,5273cb356cc0f3ef,matched_exact,3,0.003238711982492771,-0.002558121501431345,0.0057968334839241156
