symbol,timeframe_min,fold,variant,raw_events,admitted,actual_positions,censored_positions,a0_to_a_warmup_excluded,trades,win_rate,profit_factor,net_r,gross_return,net_return,max_drawdown_closed_trade
BTC,60,validation,C,124,23,18,0,0,18,0.3333333333333333,1.1700360065774895,8.21315242313002,0.06326724835886366,0.025704323264975182,0.1970294188654056
BTC,60,validation,D,124,23,18,0,0,18,0.3333333333333333,1.1700360065774895,8.21315242313002,0.06326724835886366,0.025704323264975182,0.1970294188654056
BTC,240,development,A0,32,32,24,1,0,23,0.21739130434782608,1.0291069837640585,0.8175724242175628,-0.021445522489630497,-0.0656741865945234,0.3721105285135049
BTC,240,development,A,32,32,24,1,0,23,0.21739130434782608,1.0291069837640585,0.8175724242175628,-0.021445522489630497,-0.0656741865945234,0.3721105285135049
BTC,240,development,B,32,9,8,0,0,8,0.375,2.3336879235380983,4.410366780988999,0.22958778352215004,0.21047213604240533,0.09511454033917544
BTC,240,development,C,32,6,6,0,0,6,0.3333333333333333,2.076862974896737,3.1929370943462216,0.1390585708275307,0.12570351808796287,0.05787146548291511
BTC,240,development,D,32,6,6,0,0,6,0.3333333333333333,2.076862974896737,3.1929370943462216,0.1390585708275307,0.12570351808796287,0.05787146548291511
BTC,240,validation,A0,31,31,25,1,0,24,0.20833333333333334,0.5170359883992398,-11.09334650501124,-0.24526624140746578,-0.28111060009669364,0.2911843607447375
BTC,240,validation,A,31,31,25,1,0,24,0.20833333333333334,0.5170359883992398,-11.09334650501124,-0.24526624140746578,-0.28111060009669364,0.2911843607447375
BTC,240,validation,B,31,6,5,1,0,4,0.0,0.0,-3.522489340900933,-0.0893934836855309,-0.0968284796266673,0.0968284796266673
BTC,240,validation,C,31,4,4,1,0,3,0.0,0.0,-3.210936162375441,-0.08463685209892668,-0.09028174488830676,0.09028174488830676
BTC,240,validation,D,31,4,4,1,0,3,0.0,0.0,-3.210936162375441,-0.08463685209892668,-0.09028174488830676,0.09028174488830676
ETH,15,development,A0,458,458,327,1,0,326,0.25153374233128833,0.769468313189296,-71.03191969229096,-0.32641971929868696,-0.6496741743727319,0.6874366985143936
ETH,15,development,A,458,458,327,1,0,326,0.25153374233128833,0.769468313189296,-71.03191969229096,-0.32641971929868696,-0.6496741743727319,0.6874366985143936
ETH,15,development,B,458,137,112,0,0,112,0.21428571428571427,0.5926038699053494,-31.465660274630213,-0.26658694875162625,-0.4143030188721575,0.49639264390019255
ETH,15,development,C,458,85,71,0,0,71,0.2112676056338028,0.575058943535061,-16.594519494538503,-0.209563668799718,-0.31465146340102856,0.35605799894433976
ETH,15,development,D,458,85,71,0,0,71,0.2112676056338028,0.575058943535061,-16.594519494538503,-0.209563668799718,-0.31465146340102856,0.35605799894433976
ETH,15,validation,A0,460,460,309,1,0,308,0.29545454545454547,1.033619899019572,7.255056308974467,0.8015785938332365,-0.026653015537647873,0.39047402020967514
ETH,15,validation,A,460,460,309,1,0,308,0.29545454545454547,1.033619899019572,7.255056308974467,0.8015785938332365,-0.026653015537647873,0.39047402020967514
ETH,15,validation,B,460,150,119,0,0,119,0.3025210084033613,1.1798322687407305,-5.102517230229155,0.4408401248513374,0.13615891787748602,0.22701920813152943
ETH,15,validation,C,460,87,74,0,0,74,0.2972972972972973,1.29266745614869,9.992030994586848,0.348682693136833,0.16360928620630677,0.21324716493012352
ETH,15,validation,D,460,87,74,0,0,74,0.2972972972972973,1.29266745614869,9.992030994586848,0.348682693136833,0.16360928620630677,0.21324716493012352
ETH,30,development,A0,233,233,159,0,0,159,0.3081761006289308,1.004252301436247,19.459852368158025,0.1552598140139998,-0.1597505912696282,0.549430882970041
ETH,30,development,A,233,233,159,0,0,159,0.3081761006289308,1.004252301436247,19.459852368158025,0.1552598140139998,-0.1597505912696282,0.549430882970041
ETH,30,development,B,233,68,57,0,0,57,0.21052631578947367,0.4982869606128148,-21.053184470724386,-0.3002477903773465,-0.37619030986025814,0.37619030986025814
ETH,30,development,C,233,40,38,0,0,38,0.18421052631578946,0.4423943484722499,-16.08343570154955,-0.28246121061814333,-0.33549416269852306,0.3472661379401182
ETH,30,development,D,233,40,38,0,0,38,0.18421052631578946,0.4423943484722499,-16.08343570154955,-0.28246121061814333,-0.33549416269852306,0.3472661379401182
ETH,30,validation,A0,234,234,160,1,0,159,0.2893081761006289,0.9483592979639227,-11.146715374566426,0.09272451615398092,-0.20521861341334957,0.4829933126275937
ETH,30,validation,A,234,234,160,1,0,159,0.2893081761006289,0.9483592979639227,-11.146715374566426,0.09272451615398092,-0.20521861341334957,0.4829933126275937
ETH,30,validation,B,234,71,56,1,0,55,0.3090909090909091,1.349612104125954,11.233349758319363,0.31638809313129945,0.17966765361639525,0.1914248689900364
ETH,30,validation,C,234,39,34,1,0,33,0.30303030303030304,1.290029973446553,14.124356291506293,0.17002430701481175,0.09547534580963668,0.18736827549392798
ETH,30,validation,D,234,39,34,1,0,33,0.30303030303030304,1.290029973446553,14.124356291506293,0.17002430701481175,0.09547534580963668,0.18736827549392798
ETH,60,development,A0,119,119,79,0,0,79,0.24050632911392406,0.9201297662293385,-5.035260901619898,-0.16352597377105105,-0.28637610843077876,0.5050765271415154
ETH,60,development,A,119,119,79,0,0,79,0.24050632911392406,0.9201297662293385,-5.035260901619898,-0.16352597377105105,-0.28637610843077876,0.5050765271415154
ETH,60,development,B,119,35,32,0,0,32,0.21875,0.9365650768528606,-11.167574596836413,-0.052363296489747135,-0.11137619567454937,0.3806374944014277
ETH,60,development,C,119,23,21,0,0,21,0.3333333333333333,1.526152355730825,1.2252993014899847,0.24895868266300747,0.1979361684055465,0.26713158640562873
ETH,60,development,D,119,23,21,0,0,21,0.3333333333333333,1.526152355730825,1.2252993014899847,0.24895868266300747,0.1979361684055465,0.26713158640562873
ETH,60,validation,A0,127,127,82,0,0,82,0.2073170731707317,0.8126400041656496,-5.778456730666494,-0.23327346828857187,-0.3498350506333714,0.5381389120812594
ETH,60,validation,A,127,127,82,0,0,82,0.2073170731707317,0.8126400041656496,-5.778456730666494,-0.23327346828857187,-0.3498350506333714,0.5381389120812594
ETH,60,validation,B,127,34,28,0,0,28,0.21428571428571427,1.3218765988754664,14.130169542689218,0.17514153753785688,0.11130687888212565,0.23206530271212678
ETH,60,validation,C,127,23,21,0,0,21,0.2857142857142857,1.5340349042027477,2.9197266608453023,0.21355801814842246,0.16395881161221815,0.13123484225683246
ETH,60,validation,D,127,23,21,0,0,21,0.2857142857142857,1.5340349042027477,2.9197266608453023,0.21355801814842246,0.16395881161221815,0.13123484225683246
ETH,240,development,A0,30,30,17,1,0,16,0.5625,2.9879639834327216,10.28865987136168,1.191924069989752,1.1255805901672828,0.17516810282670858
ETH,240,development,A,30,30,17,1,0,16,0.5625,2.9879639834327216,10.28865987136168,1.191924069989752,1.1255805901672828,0.17516810282670858
ETH,240,development,B,30,9,7,0,0,7,0.42857142857142855,1.1633888073877263,0.574533315663472,0.02476963589902481,0.010477667151997716,0.1345303891257511
ETH,240,development,C,30,7,5,0,0,5,0.6,2.091607780941139,2.6335442373680777,0.183046582805233,0.171577308023124,0.10046704088871738
ETH,240,development,D,30,7,5,0,0,5,0.6,2.091607780941139,2.6335442373680777,0.183046582805233,0.171577308023124,0.10046704088871738
ETH,240,validation,A0,30,30,21,0,0,21,0.38095238095238093,1.1589441899449373,13.48227181937818,0.07189781037968124,0.027772757052360708,0.29676113663224823
ETH,240,validation,A,30,30,21,0,0,21,0.38095238095238093,1.1589441899449373,13.48227181937818,0.07189781037968124,0.027772757052360708,0.29676113663224823
ETH,240,validation,B,30,10,9,0,0,9,0.3333333333333333,1.649598406841129,15.556899927314428,0.16153318896611224,0.14102419216188977,0.22487725899351185
ETH,240,validation,C,30,5,4,0,0,4,0.25,1.8315771081366372,12.981920990728154,0.09379684127568022,0.08521261350763676,0.1269760568613898
ETH,240,validation,D,30,5,4,0,0,4,0.25,1.8315771081366372,12.981920990728154,0.09379684127568022,0.08521261350763676,0.1269760568613898
SOL,15,development,A0,476,476,317,0,0,317,0.3217665615141956,0.8882905442374922,20.535218643865054,-0.024192396534690408,-0.4829037161088132,0.5949662280961936
SOL,15,development,A,476,476,317,0,0,317,0.3217665615141956,0.8882905442374922,20.535218643865054,-0.024192396534690408,-0.4829037161088132,0.5949662280961936
SOL,15,development,B,476,130,103,0,0,103,0.2815533980582524,0.5831048358534202,-21.02893786576251,-0.34980829600162455,-0.47145961206000886,0.4899045313147854
SOL,15,development,C,476,74,64,0,0,64,0.296875,0.5091751393245129,-16.187298843094936,-0.32502702040744436,-0.40669954574472156,0.45366905048526507
SOL,15,development,D,476,74,64,0,0,64,0.296875,0.5091751393245129,-16.187298843094936,-0.32502702040744436,-0.40669954574472156,0.45366905048526507
SOL,15,validation,A0,429,429,295,1,0,294,0.2687074829931973,0.8586279743925838,-15.571098851339775,-0.05627438333401247,-0.4763408584708485,0.6463508057941829
SOL,15,validation,A,429,429,295,1,0,294,0.2687074829931973,0.8586279743925838,-15.571098851339775,-0.05627438333401247,-0.4763408584708485,0.6463508057941829
SOL,15,validation,B,429,131,104,1,0,103,0.2524271844660194,0.9730667594854454,-15.448514644344357,0.1448412179901435,-0.06830687154864767,0.22935951422616174
SOL,15,validation,C,429,67,62,1,0,61,0.2786885245901639,0.8529330747672035,-10.956871469531634,0.011498327955153487,-0.10479523930192247,0.21385856854723828
SOL,15,validation,D,429,67,62,1,0,61,0.2786885245901639,0.8529330747672035,-10.956871469531634,0.011498327955153487,-0.10479523930192247,0.21385856854723828
SOL,30,development,A0,214,214,158,0,0,158,0.27848101265822783,0.7840272296125683,7.110452750008724,-0.41287738334587665,-0.5726812065406461,0.6158526088897793
SOL,30,development,A,214,214,158,0,0,158,0.27848101265822783,0.7840272296125683,7.110452750008724,-0.41287738334587665,-0.5726812065406461,0.6158526088897793
SOL,30,development,B,214,55,47,0,0,47,0.5319148936170213,2.6846517162689953,41.22212156132194,1.432509523800439,1.2177637086533037,0.09811923217549623
SOL,30,development,C,214,37,33,1,0,32,0.59375,3.056218181076228,33.50780830430751,1.179359816740285,1.0471145766879504,0.09811923217549601
SOL,30,development,D,214,37,33,1,0,32,0.59375,3.056218181076228,33.50780830430751,1.179359816740285,1.0471145766879504,0.09811923217549601
SOL,30,validation,A0,230,230,162,1,0,161,0.2546583850931677,0.8714424435017014,-18.25993071663014,-0.1009319651255971,-0.3489476590209847,0.544152546999622
SOL,30,validation,A,230,230,162,1,0,161,0.2546583850931677,0.8714424435017014,-18.25993071663014,-0.1009319651255971,-0.3489476590209847,0.544152546999622
SOL,30,validation,B,230,67,55,1,0,54,0.3333333333333333,1.2022897688395395,7.031533985402073,0.21508590633958646,0.09091333914781141,0.21302391503143203
SOL,30,validation,C,230,38,34,1,0,33,0.42424242424242425,2.0762754514168567,17.2373485282839,0.5149944431528044,0.4192045190984126,0.1263839404898638
SOL,30,validation,D,230,38,34,1,0,33,0.42424242424242425,2.0762754514168567,17.2373485282839,0.5149944431528044,0.4192045190984126,0.1263839404898638
SOL,60,development,A0,134,134,88,1,0,87,0.3448275862068966,0.9464927275859025,-0.9080718671355251,-0.06655397289329423,-0.21607593254044077,0.42053351218066126
SOL,60,development,A,134,134,88,1,0,87,0.3448275862068966,0.9464927275859025,-0.9080718671355251,-0.06655397289329423,-0.21607593254044077,0.42053351218066126
SOL,60,development,B,134,38,29,1,0,28,0.35714285714285715,0.8795260161992062,-0.6427281091300301,-0.04455835075426817,-0.09677497693069004,0.20779092590089698
SOL,60,development,C,134,21,19,1,0,18,0.2777777777777778,0.5900516386509421,-7.8027967283460224,-0.14480441595913363,-0.17535906334914053,0.20640800181079222
SOL,60,development,D,134,21,19,1,0,18,0.2777777777777778,0.5900516386509421,-7.8027967283460224,-0.14480441595913363,-0.17535906334914053,0.20640800181079222
SOL,60,validation,A0,116,116,78,1,0,77,0.3246753246753247,0.8302642372278186,6.694250766476477,-0.26371570453964566,-0.3694491004085999,0.6112239911510211
SOL,60,validation,A,116,116,78,1,0,77,0.3246753246753247,0.8302642372278186,6.694250766476477,-0.26371570453964566,-0.3694491004085999,0.6112239911510211
SOL,60,validation,B,116,31,23,0,0,23,0.391304347826087,0.8550042368896639,-2.0058510905613,-0.03021156090700472,-0.07394509013972128,0.2237737318003613
SOL,60,validation,C,116,22,18,0,0,18,0.3888888888888889,0.8325039451341332,-2.312299256431236,-0.03448116144072655,-0.06875014428359949,0.20374444379786205
SOL,60,validation,D,116,22,18,0,0,18,0.3888888888888889,0.8325039451341332,-2.312299256431236,-0.03448116144072655,-0.06875014428359949,0.20374444379786205
SOL,240,development,A0,32,32,21,1,0,20,0.45,1.4849073697292205,2.60477677655639,0.3185457262186395,0.26724281222871027,0.21628117297757132
SOL,240,development,A,32,32,21,1,0,20,0.45,1.4849073697292205,2.60477677655639,0.3185457262186395,0.26724281222871027,0.21628117297757132
SOL,240,development,B,32,7,6,0,0,6,0.5,0.9719762232277023,1.8575988638944136,-0.01969847744721087,-0.03148998042503126,0.2226420324018482
SOL,240,development,C,32,6,5,0,0,5,0.6,1.2924291003893222,2.8923095349615195,0.040239242603941516,0.029912549241162267,0.17335834436355135
SOL,240,development,D,32,6,5,0,0,5,0.6,1.2924291003893222,2.8923095349615195,0.040239242603941516,0.029912549241162267,0.17335834436355135
SOL,240,validation,A0,28,28,18,0,0,18,0.3333333333333333,0.7272480015015355,-4.6452295942080255,-0.17916474867936738,-0.20860887571697695,0.3822733370635082
SOL,240,validation,A,28,28,18,0,0,18,0.3333333333333333,0.7272480015015355,-4.6452295942080255,-0.17916474867936738,-0.20860887571697695,0.3822733370635082
SOL,240,validation,B,28,12,7,0,0,7,0.42857142857142855,1.9187772561879946,-1.344523385764112,0.15456741918550843,0.1387595938807651,0.16676829545672822
SOL,240,validation,C,28,8,6,0,0,6,0.3333333333333333,1.1542586165656097,-1.7829854595439278,0.01569721529534074,0.0035283596996935618,0.2496948025589929
SOL,240,validation,D,28,8,6,0,0,6,0.3333333333333333,1.1542586165656097,-1.7829854595439278,0.01569721529534074,0.0035283596996935618,0.2496948025589929
XRP,15,development,A0,465,465,304,0,0,304,0.32894736842105265,1.0956845471419134,-7.836447921856745,1.1155343463494711,0.1523806022681391,0.4547111527343455
XRP,15,development,A,465,465,304,0,0,304,0.32894736842105265,1.0956845471419134,-7.836447921856745,1.1155343463494711,0.1523806022681391,0.4547111527343455
XRP,15,development,B,465,149,118,0,0,118,0.3813559322033898,1.435696136365832,12.114402820076949,0.9676874364278072,0.5555356677143111,0.2649057089206379
XRP,15,development,C,465,90,78,0,0,78,0.4230769230769231,1.7629053639893288,19.953809030184534,1.0183682010339346,0.7287618059687504,0.20865478586559472
XRP,15,development,D,465,90,78,0,0,78,0.4230769230769231,1.7629053639893288,19.953809030184534,1.0183682010339346,0.7287618059687504,0.20865478586559472
XRP,15,validation,A0,450,450,311,1,0,310,0.27741935483870966,0.8339815135059768,-49.30016418359217,0.01073540795346184,-0.45671438512948626,0.5077752482841089
XRP,15,validation,A,450,450,311,1,0,310,0.27741935483870966,0.8339815135059768,-49.30016418359217,0.01073540795346184,-0.45671438512948626,0.5077752482841089
XRP,15,validation,B,450,132,104,0,0,104,0.27884615384615385,1.163774395181869,-1.2854841534394978,0.3650728940415009,0.1090697632528812,0.20848352693360872
XRP,15,validation,C,450,77,66,0,0,66,0.3333333333333333,1.356916468860631,15.918769288038487,0.3718312124816252,0.20269806820029834,0.12844509016886796
XRP,15,validation,D,450,77,66,0,0,66,0.3333333333333333,1.356916468860631,15.918769288038487,0.3718312124816252,0.20269806820029834,0.12844509016886796
XRP,30,development,A0,220,220,143,0,0,143,0.38461538461538464,1.508683705064261,64.88859689717125,2.2419878024893496,1.439313484993379,0.3248121335655354
XRP,30,development,A,220,220,143,0,0,143,0.38461538461538464,1.508683705064261,64.88859689717125,2.2419878024893496,1.439313484993379,0.3248121335655354
XRP,30,development,B,220,59,45,0,0,45,0.3333333333333333,1.6562162648520449,15.88704039446009,0.5206908311539735,0.39066782859902593,0.1585758719872019
XRP,30,development,C,220,37,32,0,0,32,0.375,1.3876262840721674,5.6201916609836715,0.23435348399697986,0.15814472955464143,0.1871810460639608
XRP,30,development,D,220,37,32,0,0,32,0.375,1.3876262840721674,5.6201916609836715,0.23435348399697986,0.15814472955464143,0.1871810460639608
XRP,30,validation,A0,227,227,157,1,0,156,0.28846153846153844,0.8708798641577974,6.565166900609405,-0.06328461655226703,-0.31477902812194536,0.47363269022584553
XRP,30,validation,A,227,227,157,1,0,156,0.28846153846153844,0.8708798641577974,6.565166900609405,-0.06328461655226703,-0.31477902812194536,0.47363269022584553
XRP,30,validation,B,227,65,47,0,0,47,0.3617021276595745,1.3892362851748086,30.64775267984935,0.29633062296344814,0.18043134095210323,0.16809313678599858
XRP,30,validation,C,227,38,34,0,0,34,0.3235294117647059,1.391851820160504,22.200463235090613,0.22533585754020158,0.14508195866020457,0.21290777781872905
XRP,30,validation,D,227,38,34,0,0,34,0.3235294117647059,1.391851820160504,22.200463235090613,0.22533585754020158,0.14508195866020457,0.21290777781872905
XRP,60,development,A0,112,112,73,1,0,72,0.3472222222222222,1.4193419071253908,26.31366841376913,0.7736134401726567,0.5364166198668008,0.4311709415748125
XRP,60,development,A,112,112,73,1,0,72,0.3472222222222222,1.4193419071253908,26.31366841376913,0.7736134401726567,0.5364166198668008,0.4311709415748125
XRP,60,development,B,112,37,28,1,0,27,0.48148148148148145,1.8299265892359933,7.998063779385312,0.4238660313062772,0.34976788966841,0.13956696261796486
XRP,60,development,C,112,24,21,1,0,20,0.4,0.5706488533847806,-4.305778998892815,-0.21240385842548193,-0.24373330024559747,0.35659627080705514
XRP,60,development,D,112,24,21,1,0,20,0.4,0.5706488533847806,-4.305778998892815,-0.21240385842548193,-0.24373330024559747,0.35659627080705514
XRP,60,validation,A0,117,117,79,0,0,79,0.2911392405063291,0.9860959429369927,35.384608679736246,-0.02412713880463746,-0.16715674567650296,0.3798833148876065
XRP,60,validation,A,117,117,79,0,0,79,0.2911392405063291,0.9860959429369927,35.384608679736246,-0.02412713880463746,-0.16715674567650296,0.3798833148876065
XRP,60,validation,B,117,32,25,0,0,25,0.36,1.8786730754965297,50.73445972510499,0.4328141003862376,0.36360429721357046,0.1635590936178316
XRP,60,validation,C,117,17,14,0,0,14,0.5,2.9052577315623336,10.905802154203617,0.48376318794556417,0.44372718797909094,0.1533985243717252
XRP,60,validation,D,117,17,14,0,0,14,0.5,2.9052577315623336,10.905802154203617,0.48376318794556417,0.44372718797909094,0.1533985243717252
XRP,240,development,A0,37,37,18,1,0,17,0.47058823529411764,5.118119294160928,52.34595716730348,3.1626359352857625,3.028296454209821,0.34520246479539296
XRP,240,development,A,37,37,18,1,0,17,0.47058823529411764,5.118119294160928,52.34595716730348,3.1626359352857625,3.028296454209821,0.34520246479539296
XRP,240,development,B,37,13,9,0,0,9,0.3333333333333333,10.495941972605818,49.63556499692848,3.381135823410874,3.309377024372809,0.2718236207797696
XRP,240,development,C,37,8,8,0,0,8,0.25,8.0272369647829,30.880697497811678,1.7214555171198906,1.6803857550805255,0.27459973552005723
XRP,240,development,D,37,8,8,0,0,8,0.25,8.0272369647829,30.880697497811678,1.7214555171198906,1.6803857550805255,0.27459973552005723
XRP,240,validation,A0,26,26,20,1,0,19,0.21052631578947367,0.44168779804819663,-7.450834874391447,-0.41343669574467834,-0.43600327258224625,0.43600327258224625
XRP,240,validation,A,26,26,20,1,0,19,0.21052631578947367,0.44168779804819663,-7.450834874391447,-0.41343669574467834,-0.43600327258224625,0.43600327258224625
XRP,240,validation,B,26,5,4,0,0,4,0.5,1.3101174651693108,0.564679789551521,0.0330425473807634,0.024852221453129264,0.10446806737435488
XRP,240,validation,C,26,3,3,0,0,3,0.6666666666666666,1.4573771468358974,1.3806338408040986,0.03342818451158358,0.027296856938252567,0.07022676334871458
XRP,240,validation,D,26,3,3,0,0,3,0.6666666666666666,1.4573771468358974,1.3806338408040986,0.03342818451158358,0.027296856938252567,0.07022676334871458
DOGE,15,development,A0,453,453,288,0,0,288,0.3298611111111111,1.117964801280527,27.678343161358843,1.185549855871196,0.22912434775909984,0.4489853221758957
DOGE,15,development,A,453,453,288,0,0,288,0.3298611111111111,1.117964801280527,27.678343161358843,1.185549855871196,0.22912434775909984,0.4489853221758957
DOGE,15,development,B,453,134,99,0,0,99,0.37373737373737376,1.3635695569382666,37.2097808810313,0.7175714181090458,0.4099979185424547,0.1740979442094156
DOGE,15,development,C,453,79,69,0,0,69,0.391304347826087,1.2973508540399268,26.951818142831193,0.39869360913969487,0.21884011658696934,0.2619806276134994
DOGE,15,development,D,453,79,69,0,0,69,0.391304347826087,1.2973508540399268,26.951818142831193,0.39869360913969487,0.21884011658696934,0.2619806276134994
DOGE,15,validation,A0,469,469,325,1,0,324,0.2623456790123457,0.741158968059808,-74.76517989342072,-0.3690480851051321,-0.6705619698537284,0.7461284988451835
DOGE,15,validation,A,469,469,325,1,0,324,0.2623456790123457,0.741158968059808,-74.76517989342072,-0.3690480851051321,-0.6705619698537284,0.7461284988451835
DOGE,15,validation,B,469,133,110,0,0,110,0.2,0.4426910682224281,-58.502107811012486,-0.39808477936287345,-0.5175771758338072,0.5713431694461761
DOGE,15,validation,C,469,74,63,0,0,63,0.2222222222222222,0.5143409039268649,-31.862138754047972,-0.25279625724274557,-0.34174901544302494,0.37596852243866075
DOGE,15,validation,D,469,74,63,0,0,63,0.2222222222222222,0.5143409039268649,-31.862138754047972,-0.25279625724274557,-0.34174901544302494,0.37596852243866075
DOGE,30,development,A0,230,230,156,0,0,156,0.32051282051282054,1.4007853867345788,63.442007752600844,2.027583016563692,1.2189395108666412,0.3777257373687858
DOGE,30,development,A,230,230,156,0,0,156,0.32051282051282054,1.4007853867345788,63.442007752600844,2.027583016563692,1.2189395108666412,0.3777257373687858
DOGE,30,development,B,230,68,52,0,0,52,0.36538461538461536,2.3962956567521867,49.312302499643906,1.9700076148467867,1.6815403320417404,0.17521745324724636
DOGE,30,development,C,230,41,39,0,0,39,0.3076923076923077,1.4601493018153815,14.574030048311933,0.42132462625112455,0.3152863020569119,0.15741154730472118
DOGE,30,development,D,230,41,39,0,0,39,0.3076923076923077,1.4601493018153815,14.574030048311933,0.42132462625112455,0.3152863020569119,0.15741154730472118
DOGE,30,validation,A0,239,239,147,1,0,146,0.363013698630137,1.2185738613410566,3.71181167003866,0.7976131957152894,0.3433010376485204,0.2861499717983591
DOGE,30,validation,A,239,239,147,1,0,146,0.363013698630137,1.2185738613410566,3.71181167003866,0.7976131957152894,0.3433010376485204,0.2861499717983591
DOGE,30,validation,B,239,71,53,1,0,52,0.4230769230769231,1.5897318283499267,9.763436856043691,0.4453430311831932,0.3033220789953961,0.11904482147448292
DOGE,30,validation,C,239,44,35,0,0,35,0.5142857142857142,2.285605688625496,18.436755531920397,0.5575660269380056,0.4533706289457857,0.10536316910183119
DOGE,30,validation,D,239,44,35,0,0,35,0.5142857142857142,2.285605688625496,18.436755531920397,0.5575660269380056,0.4533706289457857,0.10536316910183119
DOGE,60,development,A0,120,120,75,1,0,74,0.32432432432432434,1.5019873746393573,31.78531647699938,1.0490220531213788,0.7677317670358457,0.4155335948975464
