bar,setup_id,match_status,matched_control_count,candidate_net_return,control_mean_net_return,paired_excess_return
15m,b6bc95e1cc0ad856,matched_exact,3,0.00980186747197065,0.006524291851502423,0.0032775756204682276
15m,fc77719f0b286467,matched_exact,3,1.734723475976807e-18,0.002227969527561141,-0.002227969527561139
15m,c930cc82c706deed,matched_exact,3,-0.004475690228083471,0.0002633521207958695,-0.004739042348879341
15m,825f5249411242cb,matched_exact,3,-0.008463111486328055,0.00028971351109245355,-0.008752824997420508
15m,680d9f7912d29a6a,matched_exact,3,-0.004298409347184727,-0.004047110697221817,-0.0002512986499629095
15m,5349c8e1b11eb847,matched_exact,3,-0.0037961324156013925,-0.004278139180317347,0.0004820067647159547
15m,f5bc707448fc4b27,matched_exact,3,-0.006006736215908746,-4.078203551375533e-05,-0.0059659541803949905
15m,189d8545274899d6,matched_exact,3,0.011276309920499774,-0.004615893970299339,0.015892203890799112
15m,9f4e4f51df4bc4f1,matched_exact,3,-0.003918194886852742,-0.004134857059318855,0.00021666217246611285
15m,8fe41975117332e6,matched_exact,3,0.004909161231342775,-0.004585876090503462,0.009495037321846238
15m,ab881d1c8a00c72c,matched_exact,3,-0.003912369991437846,0.0015010048082326033,-0.005413374799670449
15m,78b29d61b2c46c02,matched_exact,3,-0.003909794893260708,-0.003932459342732784,2.2664449472076242e-05
15m,78fed4a6d5f30d0e,matched_exact,3,-0.004518171140285075,-0.004261893452632502,-0.00025627768765257297
15m,2a4e5a7692b84d2f,matched_exact,3,-0.008351104295010068,-0.0028549902279918107,-0.005496114067018257
15m,3b7f52c8e4046cde,matched_exact,3,-0.004948531648136243,-0.004764258327989322,-0.00018427332014692155
15m,ffefad6e29eecb24,matched_exact,3,-0.004290398665853455,-0.0013749023928368096,-0.002915496273016645
15m,ee3b0451d9d4d688,matched_exact,3,-0.00394756106415428,-0.002836714480499897,-0.0011108465836543826
15m,8049f5f0594e8f9e,matched_exact,3,1.734723475976807e-18,-3.90141256218299e-05,3.901412562183163e-05
15m,7b66b33617221ba1,matched_exact,3,0.0032041003591747347,-0.003598555194624781,0.006802655553799516
15m,8899c30c8f00c432,matched_exact,3,0.00677426216431787,0.002424098270378337,0.004350163893939532
15m,f830fffd863c04e0,matched_exact,3,0.008241395015941235,0.004376231051578252,0.003865163964362983
15m,27df8ef8b075bd0d,matched_exact,3,-0.004635796318150696,-0.003100011980636695,-0.0015357843375140012
15m,c1b682988aaa2f3f,matched_exact,3,-0.00821431944916262,-0.0077804542221959,-0.00043386522696672
15m,7d9d267cf3824d50,matched_exact,3,0.006803625500437007,-0.0030966136027690255,0.009900239103206032
15m,51aea083eb425465,matched_exact,3,0.006963732664860835,-0.005125414798080521,0.012089147462941357
15m,1dfba40251fc25b3,matched_exact,3,1.734723475976807e-18,-0.0012212027612215053,0.001221202761221507
15m,7aca09bcd5106985,matched_exact,3,0.006002188632788676,-0.004541482799922464,0.010543671432711139
15m,a244965f3fc98f28,matched_exact,3,-0.0038758118547890224,-0.003913104567727346,3.729271293832336e-05
15m,85725e6d71ebfa0a,matched_exact,3,0.0047218617520128365,0.0019930555291355363,0.0027288062228773002
15m,06d1c60ac3e598fd,matched_exact,3,-0.003798169369615632,0.0009274542839624976,-0.00472562365357813
15m,687eef50774250cd,matched_exact,3,-0.003732970660092037,-0.005728340577341245,0.0019953699172492083
15m,f3b17b2d5914366e,matched_exact,3,0.005493331069397202,-0.00103423151458511,0.006527562583982312
15m,8b9430a06541e1b5,matched_exact,3,-0.004224689145389314,-0.004321190446586037,9.650130119672352e-05
15m,edece6d3f80f4e94,matched_exact,3,0.0035729043696739477,-0.005076733039194572,0.00864963740886852
15m,f9c9c7eab96b87fe,matched_exact,3,-0.006153211783993194,-0.005117177601235792,-0.001036034182757402
15m,878e0f9d02e129eb,matched_exact,3,0.005014217068424422,-0.0026869631743114204,0.007701180242735842
15m,ae3c91f6489454a2,matched_exact,3,-0.010049741403070687,-0.0009492489280523321,-0.009100492475018354
15m,90ab1a4898190511,matched_exact,3,-0.0054616645950662495,-0.00562079341385139,0.00015912881878514008
15m,cd97c5d561c11e30,matched_exact,3,-0.006699994385672257,0.0008796903514067088,-0.007579684737078966
15m,ad17141d5d7e0de7,matched_exact,3,0.014013024072583759,-0.0006950696051009787,0.014708093677684738
15m,cb97922e1a40573e,matched_exact,3,0.004462180295905284,-0.0015702033522759027,0.006032383648181187
15m,50bf2e91b687a015,matched_exact,3,-0.004727784329398686,0.0029029983738174687,-0.007630782703216155
15m,ae5e816a4809c756,matched_exact,3,0.008027556096339207,-0.0022933758753485006,0.010320931971687708
