trade_id,policy,signal_i,entry_i,entry_time,side,entry_price,entry_equity,entry_atr,initial_stop,initial_risk,exit_i,exit_time,exit_timing,exit_price_weighted,exit_reason,gross_return,net_return,cost_return,gross_r,net_r
1,wide_tp2_no_arrow,20336,20337,2026-03-01 00:45:00+00:00,1,1955.11,1000.0,5.313660339500034,1923.22,31.889999999999873,20350,2026-03-01 01:55:00+00:00,intrabar,2018.89,target,0.03262220540020766,0.030622205400207658,0.002,2.000000000000008,1.877384132957047
2,wide_tp2_no_arrow,20400,20401,2026-03-01 06:05:00+00:00,1,2005.32,1030.6222054002076,5.618020544338502,1971.6100000000001,33.70999999999981,20449,2026-03-01 10:10:00+00:00,intrabar,1971.6100000000001,stop,-0.01681028464284995,-0.01881028464284995,0.002,-1.0000000000000016,-1.11897478493029
3,wide_tp2_no_arrow,20728,20729,2026-03-02 09:25:00+00:00,-1,1961.16,1011.2359083573879,7.561004704910283,2006.53,45.36999999999989,20797,2026-03-02 15:10:00+00:00,intrabar,2006.53,stop,-0.023134267474351766,-0.025134267474351768,0.002,-0.9999999999999961,-1.0864518404231833
4,wide_tp2_no_arrow,20900,20901,2026-03-02 23:45:00+00:00,1,2026.43,985.8192345570642,6.52006090631991,1987.3,39.13000000000011,20973,2026-03-03 05:50:00+00:00,intrabar,1987.3,stop,-0.019309820719195847,-0.02130982071919585,0.002,-0.9999999999999982,-1.1035742397137727
5,wide_tp2_no_arrow,21075,21076,2026-03-03 14:20:00+00:00,-1,1961.41,964.8116034071182,6.95181828516611,2003.13,41.72000000000003,21100,2026-03-03 16:25:00+00:00,intrabar,2003.13,stop,-0.021270412611335665,-0.023270412611335667,0.002,-0.9999999999999966,-1.094027325023966
6,wide_tp2_no_arrow,21252,21253,2026-03-04 05:05:00+00:00,-1,1959.31,942.3600393036303,6.609500175816916,1998.97,39.66000000000008,21285,2026-03-04 07:50:00+00:00,intrabar,1998.97,stop,-0.020241819824325935,-0.022241819824325937,0.002,-0.9999999999999991,-1.0988053454362068
7,wide_tp2_no_arrow,21321,21322,2026-03-04 10:50:00+00:00,1,2068.24,921.4002370997943,9.103951893649922,2013.6100000000001,54.629999999999654,21421,2026-03-04 19:10:00+00:00,intrabar,2177.5,target,0.052827524852048224,0.05082752485204822,0.002,2.0000000000000164,1.9242818963939385
8,wide_tp2_no_arrow,21446,21447,2026-03-04 21:15:00+00:00,1,2144.5,968.2327305496672,8.565044689356203,2093.1,51.40000000000009,21577,2026-03-05 08:10:00+00:00,intrabar,2093.1,stop,-0.023968290976917772,-0.025968290976917774,0.002,-1.0000000000000013,-1.0834435797665383
9,wide_tp2_no_arrow,21599,21600,2026-03-05 10:00:00+00:00,1,2124.65,943.0893812693778,7.086695645992528,2082.12,42.5300000000002,21663,2026-03-05 15:20:00+00:00,intrabar,2082.12,stop,-0.020017414632998443,-0.022017414632998444,0.002,-0.9999999999999987,-1.099913002586408
10,wide_tp2_no_arrow,21726,21727,2026-03-05 20:35:00+00:00,-1,2090.32,922.324991325992,7.464884104114652,2135.11,44.789999999999964,21938,2026-03-06 14:15:00+00:00,intrabar,2000.74,target,0.04285468253664515,0.04085468253664515,0.002,2.000000000000004,1.9066613083277553
11,wide_tp2_no_arrow,21988,21989,2026-03-06 18:25:00+00:00,-1,1975.75,960.0062860422294,7.316668248765593,2019.66,43.91000000000008,22747,2026-03-09 09:40:00+00:00,intrabar,2019.66,stop,-0.02222447171960029,-0.024224471719600293,0.002,-1.0000000000000044,-1.0899908904577587
12,wide_tp2_no_arrow,22928,22929,2026-03-10 00:45:00+00:00,-1,2017.46,936.7506409153609,5.7561936039325685,2052.0,34.539999999999964,22952,2026-03-10 02:45:00+00:00,intrabar,2052.0,stop,-0.01712053770582811,-0.01912053770582811,0.002,-1.0000000000000004,-1.1168187608569782
13,wide_tp2_no_arrow,23098,23099,2026-03-10 14:55:00+00:00,-1,2064.6,918.8394649647801,9.849888273799754,2123.7,59.09999999999991,23788,2026-03-13 00:25:00+00:00,intrabar,2123.7,stop,-0.028625399593141587,-0.03062539959314159,0.002,-1.0000000000000036,-1.0698680203045723
14,wide_tp2_no_arrow,23816,23817,2026-03-13 02:45:00+00:00,1,2107.54,890.6996391882852,7.156383769541134,2064.6,42.940000000000055,23943,2026-03-13 13:20:00+00:00,intrabar,2193.42,target,0.04074893003217017,0.03874893003217017,0.002,1.9999999999999958,1.9018379133674854
15,wide_tp2_no_arrow,23963,23964,2026-03-13 15:00:00+00:00,1,2150.64,925.2132971868713,11.788653996317866,2079.9,70.73999999999978,24054,2026-03-13 22:35:00+00:00,intrabar,2079.9,stop,-0.03289253431536654,-0.03489253431536654,0.002,-1.0000000000000016,-1.0608040712468212
16,wide_tp2_no_arrow,24061,24062,2026-03-13 23:10:00+00:00,-1,2088.21,892.9302604657449,4.900289658675123,2117.62,29.409999999999854,24468,2026-03-15 09:05:00+00:00,intrabar,2117.62,stop,-0.014083832564732335,-0.016083832564732337,0.002,-0.999999999999995,-1.1420068004080204
17,wide_tp2_no_arrow,24615,24616,2026-03-15 21:20:00+00:00,1,2125.65,878.568519664431,4.98725911612628,2095.7200000000003,29.929999999999836,24634,2026-03-15 22:55:00+00:00,intrabar,2185.51,target,0.028160797873591603,0.0261607978735916,0.002,2.0000000000000107,1.8579585699966688
18,wide_tp2_no_arrow,24654,24655,2026-03-16 00:35:00+00:00,1,2169.99,901.5525731254728,8.307541232775446,2120.14,49.84999999999991,24703,2026-03-16 04:40:00+00:00,intrabar,2269.69,target,0.04594491218853558,0.04394491218853558,0.002,2.0000000000000098,1.9129392176529685
19,wide_tp2_no_arrow,24742,24743,2026-03-16 07:55:00+00:00,1,2247.31,941.17122178482,6.296484559868268,2209.53,37.779999999999745,24861,2026-03-16 17:50:00+00:00,intrabar,2322.87,target,0.03362241969287716,0.03162241969287716,0.002,2.000000000000007,1.8810317628374866
20,wide_tp2_no_arrow,24926,24927,2026-03-16 23:15:00+00:00,1,2338.64,970.9333331629575,9.391029568728163,2282.29,56.34999999999991,25362,2026-03-18 11:35:00+00:00,intrabar,2282.29,stop,-0.024095200629425606,-0.026095200629425608,0.002,-0.9999999999999998,-1.083004081632653
21,wide_tp2_no_arrow,25427,25428,2026-03-18 17:00:00+00:00,-1,2180.23,945.5966330362733,8.262555093623556,2229.81,49.57999999999993,25552,2026-03-19 03:25:00+00:00,intrabar,2229.81,stop,-0.022740720015778093,-0.024740720015778095,0.002,-0.9999999999999989,-1.0879479628882605
22,wide_tp2_no_arrow,25680,25681,2026-03-19 14:05:00+00:00,-1,2134.26,922.2018914904604,10.129976553960294,2195.04,60.779999999999745,26798,2026-03-23 11:15:00+00:00,intrabar,2195.04,stop,-0.028478254758089294,-0.030478254758089296,0.002,-0.9999999999999986,-1.070229022704836
23,wide_tp2_no_arrow,26852,26853,2026-03-23 15:45:00+00:00,1,2149.0,894.0947873032223,9.718102476087713,2090.69,58.309999999999945,27642,2026-03-26 09:35:00+00:00,intrabar,2090.69,stop,-0.027133550488599334,-0.029133550488599336,0.002,-1.0000000000000004,-1.073709483793518
24,wide_tp2_no_arrow,27739,27740,2026-03-26 17:40:00+00:00,-1,2066.62,868.0466316757304,4.569140133323197,2094.04,27.420000000000073,27943,2026-03-27 10:40:00+00:00,intrabar,2011.78,target,0.026536083072843497,0.024536083072843495,0.002,1.9999999999999882,1.849261852662279
25,wide_tp2_no_arrow,28051,28052,2026-03-27 19:40:00+00:00,-1,1992.34,889.3450959416282,5.022230561877662,2022.48,30.1400000000001,28268,2026-03-28 13:45:00+00:00,intrabar,2022.48,stop,-0.015127940010239316,-0.017127940010239318,0.002,-1.000000000000003,-1.13220570670206
26,wide_tp2_no_arrow,28353,28354,2026-03-28 20:50:00+00:00,1,2022.18,874.1124464899394,2.028995997457516,2010.0,12.180000000000064,28366,2026-03-28 21:55:00+00:00,intrabar,2010.0,stop,-0.00602320268225387,-0.00802320268225387,0.002,-1.0000000000000056,-1.3320492610837478
27,wide_tp2_no_arrow,28462,28463,2026-03-29 05:55:00+00:00,-1,2004.82,867.0992651646699,2.723236644209339,2021.16,16.340000000000146,28664,2026-03-29 22:45:00+00:00,intrabar,1972.14,target,0.016300715276184263,0.014300715276184262,0.002,1.999999999999966,1.754611995104007
28,wide_tp2_no_arrow,28791,28792,2026-03-30 09:20:00+00:00,1,2058.42,879.4994048719784,4.74368795099715,2029.95,28.470000000000027,28902,2026-03-30 18:35:00+00:00,intrabar,2029.95,stop,-0.013830996589617284,-0.015830996589617286,0.002,-0.9999999999999993,-1.1446027397260268
29,wide_tp2_no_arrow,28920,28921,2026-03-30 20:05:00+00:00,-1,2023.49,865.5760527928796,5.807025907190524,2058.34,34.850000000000136,28985,2026-03-31 01:30:00+00:00,intrabar,2058.34,stop,-0.01722271916342555,-0.01922271916342555,0.002,-0.9999999999999951,-1.1161256814921037
30,wide_tp2_no_arrow,29044,29045,2026-03-31 06:25:00+00:00,1,2058.03,848.9373274154557,4.267504143103011,2032.42,25.610000000000127,29078,2026-03-31 09:15:00+00:00,intrabar,2032.42,stop,-0.012443939106815849,-0.01444393910681585,0.002,-1.0000000000000038,-1.1607208121827441
31,wide_tp2_no_arrow,29147,29148,2026-03-31 15:00:00+00:00,1,2045.01,836.6753283527638,9.518862001813156,1987.89,57.11999999999989,29460,2026-04-01 17:05:00+00:00,intrabar,2159.25,target,0.0558628075168337,0.0538628075168337,0.002,2.0000000000000053,1.9283960084033664
32,wide_tp2_no_arrow,29467,29468,2026-04-01 17:40:00+00:00,1,2140.86,881.7410105179124,7.758412442296652,2094.3,46.559999999999945,29562,2026-04-02 01:35:00+00:00,intrabar,2094.3,stop,-0.021748269387068753,-0.023748269387068754,0.002,-1.0000000000000013,-1.0919613402061872
33,wide_tp2_no_arrow,29639,29640,2026-04-02 08:00:00+00:00,-1,2054.85,860.8011874705068,3.4693812536993636,2075.67,20.820000000000164,29982,2026-04-03 12:35:00+00:00,intrabar,2075.67,stop,-0.01013212643258643,-0.012132126432586432,0.002,-1.0000000000000029,-1.1973919308357364
34,wide_tp2_no_arrow,29986,29987,2026-04-03 12:55:00+00:00,1,2049.7,850.357838630794,5.174743617340198,2018.65,31.049999999999727,30687,2026-04-05 23:20:00+00:00,intrabar,2111.8,target,0.03029711665121737,0.02829711665121737,0.002,2.0000000000000253,1.8679742351046937
35,wide_tp2_no_arrow,30711,30712,2026-04-06 01:20:00+00:00,1,2114.17,874.4205135858067,6.909318691349583,2072.71,41.460000000000036,31129,2026-04-07 12:10:00+00:00,intrabar,2072.71,stop,-0.019610532738616127,-0.02161053273861613,0.002,-1.0000000000000004,-1.1019860106126391
36,wide_tp2_no_arrow,31274,31275,2026-04-08 00:15:00+00:00,1,2242.45,855.5238204496432,12.951142334513118,2164.7400000000002,77.70999999999958,31573,2026-04-09 01:10:00+00:00,intrabar,2164.7400000000002,stop,-0.034654061406051206,-0.03665406140605121,0.002,-0.9999999999999992,-1.0577132930124817
37,wide_tp2_no_arrow,31646,31647,2026-04-09 07:15:00+00:00,-1,2183.5,824.1653978005425,2.7979344150459595,2200.29,16.789999999999964,31746,2026-04-09 15:35:00+00:00,intrabar,2200.29,stop,-0.007689489351957901,-0.009689489351957903,0.002,-1.0000000000000067,-1.260095294818352
38,wide_tp2_no_arrow,31760,31761,2026-04-09 16:45:00+00:00,1,2202.18,816.1796559543019,9.073341358018155,2147.73,54.44999999999982,32359,2026-04-11 18:40:00+00:00,intrabar,2311.08,target,0.049450998555976344,0.04745099855597634,0.002,2.000000000000006,1.9191118457300336
39,wide_tp2_no_arrow,32383,32384,2026-04-11 20:40:00+00:00,1,2292.01,854.9081956304068,7.132357711998707,2249.21,42.80000000000018,32443,2026-04-12 01:40:00+00:00,intrabar,2249.21,stop,-0.018673565996658037,-0.02067356599665804,0.002,-1.0000000000000002,-1.1071032710280373
40,wide_tp2_no_arrow,32518,32519,2026-04-12 07:55:00+00:00,-1,2218.99,837.2341946269578,2.238376592404579,2232.43,13.440000000000055,32554,2026-04-12 10:55:00+00:00,intrabar,2192.11,target,0.012113619259212394,0.010113619259212392,0.002,1.99999999999997,1.669793154761876
41,wide_tp2_no_arrow,32615,32616,2026-04-12 16:00:00+00:00,-1,2185.5,845.7016625022081,4.236181897913915,2210.92,25.420000000000073,32672,2026-04-12 20:45:00+00:00,intrabar,2210.92,stop,-0.01163120567375886,-0.013631205673758862,0.002,-0.9999999999999967,-1.1719512195121915
42,wide_tp2_no_arrow,32739,32740,2026-04-13 02:20:00+00:00,1,2195.87,834.1737292020007,4.287157796517759,2170.14,25.730000000000018,32946,2026-04-13 19:35:00+00:00,intrabar,2247.33,target,0.02343490279479199,0.021434902794791988,0.002,1.9999999999999942,1.8293144189661814
43,wide_tp2_no_arrow,33093,33094,2026-04-14 07:50:00+00:00,1,2371.69,852.0541620014147,4.838477149921451,2342.65,29.039999999999964,33181,2026-04-14 15:10:00+00:00,intrabar,2342.65,stop,-0.012244433294401835,-0.014244433294401837,0.002,-0.9999999999999974,-1.1633395316804387
