trade_id,entry_time,side,entry_price,remaining,marked_time,marked_price,marked_net_return
61,2026-04-29 20:45:00+00:00,-1,2244.49,1.0,2026-05-01 00:00:00+00:00,2256.74,-0.007457810014747322
