target_trade_id,event,day,vol_bin,side,signal_i,target_net_return,target_gross_return,choices,matched,control_signal_i,control_entry_time,reason,control_net_return,control_gross_return,control_exit_time,excess_net_return
1,2026-03-01T00:45:00+00:00|1,2026-03-01,2,1,20336,0.030622205400207658,0.03262220540020766,161,True,20460,2026-03-01 11:05:00+00:00,matched,-0.019338362448823254,-0.017338362448823252,2026-03-01 19:45:00+00:00,0.04996056784903091
2,2026-03-01T06:05:00+00:00|1,2026-03-01,2,1,20400,-0.01881028464284995,-0.01681028464284995,161,True,20408,2026-03-01 06:45:00+00:00,matched,-0.021127382146439277,-0.019127382146439276,2026-03-01 17:20:00+00:00,0.002317097503589327
3,2026-03-02T09:25:00+00:00|-1,2026-03-02,2,-1,20728,-0.025134267474351768,-0.023134267474351766,164,True,20667,2026-03-02 04:20:00+00:00,matched,-0.022309826401758936,-0.020309826401758935,2026-03-02 15:10:00+00:00,-0.0028244410725928315
4,2026-03-02T23:45:00+00:00|1,2026-03-02,2,1,20900,-0.02130982071919585,-0.019309820719195847,164,True,20719,2026-03-02 08:40:00+00:00,matched,0.043491453543999414,0.045491453543999416,2026-03-02 15:15:00+00:00,-0.06480127426319526
5,2026-03-03T14:20:00+00:00|-1,2026-03-03,2,-1,21075,-0.023270412611335667,-0.021270412611335665,204,True,21029,2026-03-03 10:30:00+00:00,matched,-0.023103129810159162,-0.02110312981015916,2026-03-03 16:10:00+00:00,-0.00016728280117650485
6,2026-03-04T05:05:00+00:00|-1,2026-03-04,2,-1,21252,-0.022241819824325937,-0.020241819824325935,173,True,21472,2026-03-04 23:25:00+00:00,matched,0.03387983639697223,0.03587983639697223,2026-03-06 09:35:00+00:00,-0.056121656221298166
7,2026-03-04T10:50:00+00:00|1,2026-03-04,3,1,21321,0.05082752485204822,0.052827524852048224,109,True,21370,2026-03-04 14:55:00+00:00,matched,-0.03644397987283543,-0.03444397987283543,2026-03-06 14:10:00+00:00,0.08727150472488365
8,2026-03-04T21:15:00+00:00|1,2026-03-04,2,1,21446,-0.025968290976917774,-0.023968290976917772,173,True,21461,2026-03-04 22:30:00+00:00,matched,-0.02002676828701555,-0.01802676828701555,2026-03-05 01:45:00+00:00,-0.005941522689902223
9,2026-03-05T10:00:00+00:00|1,2026-03-05,2,1,21599,-0.022017414632998444,-0.020017414632998443,226,True,21523,2026-03-05 03:40:00+00:00,matched,-0.01952982010862614,-0.017529820108626137,2026-03-05 15:30:00+00:00,-0.002487594524372305
10,2026-03-05T20:35:00+00:00|-1,2026-03-05,2,-1,21726,0.04085468253664515,0.04285468253664515,226,True,21714,2026-03-05 19:35:00+00:00,matched,0.044476898842413015,0.04647689884241302,2026-03-06 14:50:00+00:00,-0.003622216305767867
