symbol,n,mean_gross_bp,mean_net10_bp,mean_net20_bp,win_rate_net20,profit_factor_net20,total_net20_units
0G_USDT_SWAP,21,-44.94827505975325,-54.94827505975338,-64.94827505975324,0.19047619047619047,0.3119980740324334,-0.1363913776254818
1INCH_USDT_SWAP,15,20.407927329917268,10.40792732991713,0.40792732991726716,0.4,1.007967435267069,0.0006118909948759008
2Z_USDT_SWAP,13,33.242759170744385,23.242759170744467,13.242759170744385,0.46153846153846156,1.2112492328126552,0.0172155869219677
AAVE_USDT_SWAP,16,-62.287342048589,-72.28734204858856,-82.28734204858901,0.25,0.26281180362696327,-0.1316597472777424
ACH_USDT_SWAP,20,38.57660081957565,28.576600819575503,18.57660081957565,0.45,1.3272914897546633,0.0371532016391513
ACT_USDT_SWAP,19,-2.5077953595233713,-12.507795359523582,-22.507795359523367,0.21052631578947367,0.7435963121928353,-0.0427648111830944
ACU_USDT_SWAP,17,-69.93950973467382,-79.9395097346737,-89.93950973467383,0.29411764705882354,0.34308295604946204,-0.15289716654894553
ADA_USDT_SWAP,18,10.875627736775163,0.8756277367751152,-9.124372263224837,0.3888888888888889,0.8560274887939018,-0.016423870073804706
AERO_USDT_SWAP,17,-29.20402717937288,-39.20402717937271,-49.204027179372886,0.23529411764705882,0.488142010805282,-0.0836468462049339
AEVO_USDT_SWAP,18,-75.89541881424007,-85.89541881424,-95.89541881424005,0.1111111111111111,0.13784374678569025,-0.1726117538656321
AGLD_USDT_SWAP,17,15.882399782223354,5.882399782223591,-4.11760021777665,0.35294117647058826,0.9475558006918866,-0.0069999203702203056
AIXBT_USDT_SWAP,10,137.55783113384473,127.5578311338447,117.5578311338447,0.6,2.7335916506119893,0.11755783113384471
ALGO_USDT_SWAP,17,14.926261560512943,4.926261560513001,-5.073738439487063,0.35294117647058826,0.9319488389878965,-0.008625355347128008
ALLO_USDT_SWAP,15,70.57995626556954,60.57995626556941,50.57995626556953,0.4666666666666667,1.6386971165487378,0.0758699343983543
ANIME_USDT_SWAP,11,32.84043758698199,22.840437586981995,12.840437586981992,0.45454545454545453,1.2508863267496217,0.01412448134568019
APE_USDT_SWAP,19,-31.68289426897679,-41.682894268976895,-51.68289426897679,0.2631578947368421,0.4870272275148147,-0.09819749911105591
API3_USDT_SWAP,20,-46.336491432262854,-56.3364914322628,-66.33649143226283,0.15,0.2600531242077743,-0.13267298286452567
APR_USDT_SWAP,27,-87.76763289688367,-97.76763289688365,-107.76763289688367,0.1111111111111111,0.43219437360935115,-0.29097260882158593
APT_USDT_SWAP,9,2.649858830275999,-7.35014116972389,-17.350141169724,0.3333333333333333,0.7912793637825747,-0.015615127052751601
ARB_USDT_SWAP,24,-37.91316243168867,-47.91316243168854,-57.913162431688676,0.2916666666666667,0.39313101115451815,-0.1389915898360528
ARKM_USDT_SWAP,24,0.950198731637959,-9.049801268362085,-19.049801268362028,0.3333333333333333,0.783844504322892,-0.04571952304406887
AR_USDT_SWAP,13,49.39954635917015,39.39954635917031,29.399546359170152,0.46153846153846156,1.4014412131834584,0.038219410266921196
ATH_USDT_SWAP,21,-26.707329188309,-36.707329188309096,-46.707329188309004,0.14285714285714285,0.5482762104164696,-0.09808539129544891
ATOM_USDT_SWAP,20,-0.30746335263069896,-10.307463352630696,-20.3074633526307,0.3,0.6930438672717457,-0.0406149267052614
AT_USDT_SWAP,28,-58.215068281467495,-68.2150682814674,-78.2150682814675,0.14285714285714285,0.1883400249492902,-0.219002191188109
AUCTION_USDT_SWAP,19,15.916548331644316,5.9165483316445275,-4.08345166835569,0.3684210526315789,0.9224341917794838,-0.00775855816987581
AVNT_USDT_SWAP,18,14.791226246541555,4.791226246541394,-5.208773753458449,0.4444444444444444,0.9328702020125667,-0.009375792756225208
AXS_USDT_SWAP,19,59.06114738580689,49.061147385806905,39.06114738580689,0.47368421052631576,1.602728343055093,0.0742161800330331
AZTEC_USDT_SWAP,9,97.69917493675301,87.69917493675311,77.69917493675301,0.4444444444444444,2.047396824977006,0.06992925744307771
BABY_USDT_SWAP,28,-72.66738352436117,-82.667383524361,-92.66738352436118,0.14285714285714285,0.25869355841184694,-0.2594686738682113
BAND_USDT_SWAP,11,38.03229255040737,28.032292550407195,18.032292550407362,0.45454545454545453,1.3247827561672503,0.0198355218054481
BARD_USDT_SWAP,10,-7.840895005521997,-17.840895005522196,-27.840895005521997,0.3,0.7088249514694641,-0.027840895005521997
BASED_USDT_SWAP,6,161.86437766671182,151.8643776667122,141.86437766671182,0.5,1.9127968283900176,0.08511862660002709
BCH_USDT_SWAP,23,0.7774051487666934,-9.222594851233213,-19.222594851233307,0.34782608695652173,0.6443909717633634,-0.04421196815783661
BEAT_USDT_SWAP,20,-180.970502687579,-190.970502687579,-200.97050268757903,0.15,0.4014823309546997,-0.40194100537515803
BERA_USDT_SWAP,13,26.24083935564724,16.240839355647076,6.240839355647231,0.3076923076923077,1.0845246600167224,0.0081130911623414
BICO_USDT_SWAP,20,35.197582120013955,25.197582120013898,15.197582120013939,0.4,1.1781760986463636,0.030395164240027875
BIO_USDT_SWAP,19,-1.6544579821576832,-11.654457982158055,-21.654457982157687,0.3157894736842105,0.7908436096268818,-0.04114347016609961
