utc_date,n,mean_gross_bp,mean_net10_bp,mean_net20_bp,win_rate_net20,profit_factor_net20,total_net20_units,cumulative_net20_units,drawdown_net20_units
2026-03-20,68,-69.21950448491347,-79.21950448491363,-89.21950448491349,0.14705882352941177,0.18902659796640336,-0.6066926304974116,-0.6066926304974116,-0.6066926304974116
2026-03-21,154,20.017360547200198,10.017360547200296,0.017360547200200187,0.44155844155844154,1.0002907180043217,0.0002673524268830829,-0.6064252780705286,-0.6064252780705286
2026-03-22,93,-44.421557092495355,-54.421557092495426,-64.42155709249536,0.24731182795698925,0.5088194525572468,-0.5991204809602069,-1.2055457590307355,-1.2055457590307355
2026-03-23,52,-71.3247246164509,-81.32472461645095,-91.3247246164509,0.1346153846153846,0.2795049745857957,-0.47488856800554463,-1.68043432703628,-1.68043432703628
2026-03-24,107,-64.96816082003903,-74.96816082003915,-84.96816082003905,0.1308411214953271,0.2746768506418197,-0.9091593207744179,-2.589593647810698,-2.589593647810698
2026-03-25,98,-7.406692160049828,-17.406692160049815,-27.406692160049833,0.24489795918367346,0.6618662758831959,-0.26858558316848835,-2.8581792309791862,-2.8581792309791862
2026-03-26,104,151.38170189683834,141.3817018968383,131.38170189683834,0.8076923076923077,5.510987745620427,1.3663696997271186,-1.4918095312520676,-1.4918095312520676
2026-03-27,65,174.8079882635612,164.8079882635613,154.80798826356124,0.7384615384615385,4.938983763271319,1.006251923713148,-0.48555760753891963,-0.48555760753891963
2026-03-28,61,25.83245832919227,15.832458329192196,5.832458329192274,0.4918032786885246,1.0840683642160815,0.035577995808072874,-0.4499796117308468,-0.4499796117308468
2026-03-29,111,-11.763888253824064,-21.763888253824017,-31.76388825382406,0.35135135135135137,0.6701917044530299,-0.35257915961744707,-0.8025587713482938,-0.8025587713482938
2026-03-30,88,-36.91429891534957,-46.914298915349654,-56.914298915349576,0.18181818181818182,0.4322291423489791,-0.5008458304550762,-1.30340460180337,-1.30340460180337
2026-03-31,124,-72.99883407513339,-82.99883407513339,-92.99883407513336,0.08870967741935484,0.17685424624886845,-1.1531855425316537,-2.4565901443350238,-2.4565901443350238
2026-04-01,104,5.799248126115108,-4.200751873884946,-14.200751873884897,0.3173076923076923,0.8343084851949271,-0.14768781948840293,-2.6042779638234266,-2.6042779638234266
2026-04-02,77,102.3649712876357,92.3649712876358,82.3649712876357,0.6103896103896104,2.252817562416734,0.6342102789147949,-1.9700676849086318,-1.9700676849086318
2026-04-03,43,21.076992382555684,11.076992382555643,1.0769923825556902,0.18604651162790697,1.0097528635546447,0.004631067244989468,-1.9654366176636424,-1.9654366176636424
2026-04-04,72,-21.28819206548739,-31.28819206548735,-41.28819206548739,0.2361111111111111,0.4749815195411166,-0.2972749828715092,-2.2627116005351517,-2.2627116005351517
2026-04-05,123,27.496273054230745,17.496273054230734,7.496273054230748,0.5284552845528455,1.1307708647852264,0.0922041585670382,-2.1705074419681134,-2.1705074419681134
2026-04-06,74,104.10697378764286,94.10697378764273,84.10697378764289,0.5405405405405406,2.406715393087906,0.6223916060285574,-1.548115835939556,-1.548115835939556
2026-04-07,43,-67.14845122441035,-77.14845122441045,-87.14845122441035,0.20930232558139536,0.34601625322463325,-0.3747383402649645,-1.9228541762045204,-1.9228541762045204
2026-04-08,73,0.15982821476809808,-9.840171785231833,-19.8401717852319,0.2876712328767123,0.7926959824319262,-0.14483325403219288,-2.067687430236713,-2.067687430236713
2026-04-09,50,-18.519250914550447,-28.519250914550526,-38.51925091455043,0.2,0.6601970086077591,-0.19259625457275217,-2.2602836848094654,-2.2602836848094654
2026-04-10,112,-49.09297710722029,-59.092977107220385,-69.09297710722029,0.125,0.30982678969327365,-0.7738413436008673,-3.0341250284103327,-3.0341250284103327
2026-04-11,147,-34.26129642587218,-44.26129642587216,-54.26129642587218,0.22448979591836735,0.40874702497686793,-0.797641057460321,-3.8317660858706537,-3.8317660858706537
2026-04-12,129,59.729917146554435,49.72991714655445,39.72991714655442,0.5503875968992248,1.6333194229223582,0.512515931190552,-3.319250154680102,-3.319250154680102
2026-04-13,38,-3.84177668548456,-13.841776685484419,-23.84177668548456,0.23684210526315788,0.8096570370559424,-0.09059875140484133,-3.4098489060849433,-3.4098489060849433
2026-04-14,96,-61.28948936658104,-71.28948936658111,-81.28948936658104,0.15625,0.30953459333729405,-0.7803790979191779,-4.190228004004121,-4.190228004004121
2026-04-15,38,-63.27575847599056,-73.2757584759906,-83.27575847599057,0.13157894736842105,0.4579429256840521,-0.3164478822087642,-4.506675886212885,-4.506675886212885
2026-04-16,39,-0.8716003795127614,-10.87160037951285,-20.87160037951277,0.20512820512820512,0.8498440565488496,-0.0813992414800998,-4.588075127692985,-4.588075127692985
2026-04-17,43,-70.68178868203293,-80.68178868203307,-90.68178868203296,0.23255813953488372,0.4851324876582221,-0.3899316913327417,-4.978006819025727,-4.978006819025727
2026-04-18,121,237.1303863870671,227.1303863870671,217.13038638706706,0.6694214876033058,4.601012899057309,2.6272776752835116,-2.3507291437422153,-2.3507291437422153
2026-04-19,69,4.754452090599077,-5.245547909400908,-15.245547909400916,0.2608695652173913,0.8690938852652496,-0.10519428057486632,-2.4559234243170818,-2.4559234243170818
2026-04-20,25,-75.89167615304751,-85.89167615304744,-95.89167615304753,0.16,0.22688993819097783,-0.2397291903826188,-2.6956526146997004,-2.6956526146997004
2026-04-21,180,-88.80808336958293,-98.80808336958304,-108.80808336958295,0.044444444444444446,0.11776753965679326,-1.9585455006524932,-4.654198115352194,-4.654198115352194
2026-04-22,88,119.14438795427141,109.1443879542715,99.14438795427141,0.6818181818181818,3.423771554455732,0.8724706139975884,-3.781727501354605,-3.781727501354605
2026-04-23,74,-108.71431094570455,-118.71431094570441,-128.71431094570457,0.16216216216216217,0.17306738003317104,-0.9524859009982137,-4.734213402352819,-4.734213402352819
2026-04-24,105,-30.071582933805804,-40.0715829338059,-50.071582933805814,0.19047619047619047,0.47270398489415866,-0.5257516208049611,-5.25996502315778,-5.25996502315778
2026-04-25,107,2.078732478762448,-7.921267521237593,-17.92126752123755,0.27102803738317754,0.7859324167471914,-0.19175756247724177,-5.4517225856350215,-5.4517225856350215
2026-04-26,58,-94.56272884030766,-104.56272884030766,-114.56272884030764,0.06896551724137931,0.1414842904530961,-0.6644638272737843,-6.116186412908806,-6.116186412908806
2026-04-27,115,38.972552202439196,28.972552202439278,18.972552202439207,0.4782608695652174,1.196260926550138,0.21818435032805086,-5.898002062580755,-5.898002062580755
2026-04-28,70,-46.38054982874141,-56.380549828741394,-66.38054982874141,0.21428571428571427,0.37352865262078366,-0.4646638488011898,-6.362665911381945,-6.362665911381945
2026-04-29,127,93.99946320966109,83.99946320966113,73.99946320966107,0.5669291338582677,2.1865052312015014,0.9397931827626956,-5.422872728619249,-5.422872728619249
2026-04-30,60,-103.15734649851203,-113.15734649851207,-123.15734649851203,0.15,0.15418397595444047,-0.7389440789910722,-6.161816807610322,-6.161816807610322
2026-05-01,106,-47.29478762981209,-57.29478762981202,-67.29478762981209,0.16037735849056603,0.21533371080107566,-0.7133247488760082,-6.87514155648633,-6.87514155648633
