period,group,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
full,0-1%,10,6,1,9,10.0,-0.8397664088456306,-1.2262595853669298,-8.397664088456306,-0.5419647634899445,-55.787631635287596,-87.45382621564049,-557.876316352876,-35.787631635287696,2.2418773461808534,1.1821712705152398,1.8964065546980762,34.52553987553867,0.21071183941089733,200.665392134313,84.2824120541321,2.380869118997586,0.264541013221954,21.6,14.0,0.81165542480196,18.5,4,3,6,3,2,1,0,10,100.0,-0.8397664088456306,-0.11702459595228194,-0.7227418128933486,-55.787631635287596,-2.8188954660768,-52.9687361692108,8,-1.7059648230839262,-0.013950212990284427,0.9515242378810594
full,1-2%,238,156,76,162,31.932773109243694,0.10030915672074005,-1.1040355855855868,23.873579299536132,0.2219513625230069,17.278062554990434,-168.5837686735415,4112.178888087723,37.27806255499041,2.516469017346299,1.033197938387547,2.435611729223549,29.10689795048525,1.1426326630925292,425.0292404784246,174.01261350785518,2.442519722624809,1.145873450120281,35.911764705882355,21.0,1.71585559604726,9.0,134,98,104,58,22,9,0,236,99.15966386554622,0.1051330190099547,0.008629460562993017,0.09650355844696167,18.135583355779662,6.025851715641051,12.109731640138623,16,-0.280330616804945,0.6994963461858169,0.3408295852073963
full,2-4%,1056,454,302,754,28.59848484848485,-0.06043166627478716,-1.0578130014136236,-63.815839586175244,0.010023631824784876,-22.918813807640426,-269.204698816089,-24202.26738086829,-2.918813807640405,2.3635646097839085,1.031316116367262,2.2917945063337104,30.378567011880893,0.9179336086376398,683.9388253442379,306.0368602583928,2.234824997115626,0.8951155823990968,43.46685606060606,28.0,2.93764555478634,7.0,568,375,488,266,75,12,1,1048,99.24242424242425,-0.07226384620433517,-0.048751157184068986,-0.023512689020266195,-26.022671060335533,-23.64523381855438,-2.377437241781154,20,-0.1585490667067464,0.09894972031919791,0.6581709145427287
full,4-8%,708,392,190,518,26.836158192090398,-0.14416650310582305,-1.0305331992089126,-102.06988419892271,-0.10580949781052977,-79.46099697164587,-457.134666019403,-56258.38585592528,-59.46099697164587,2.034521851333437,0.9432992972051656,2.1568147642655697,31.677500096609222,0.7911096625684523,1087.8842035184116,507.63780796220755,2.143032269179214,0.7860543072278968,56.89124293785311,40.0,5.164286533868825,2.0,333,214,374,144,31,7,1,706,99.71751412429379,-0.14352561543969097,-0.2529768107982726,0.1094511953585816,-79.23586517338704,-93.08462601895606,13.848760845569,20,-0.08125821879460185,0.2981437243251891,0.14492753623188406
full,>8%,187,152,43,144,22.994652406417114,-0.27924791789822334,-1.0104386724386722,-52.219360646967765,-0.26014528903001805,-324.34489351910224,-861.917319049581,-60652.495088072115,-304.3448935191022,1.6005369314398081,0.8405725604088856,1.9041032348965183,34.43403760526553,0.5685863826427103,1769.5496514325214,949.6050701366011,1.8634585124718963,0.5564494169186913,83.88235294117646,61.0,10.295237668563221,3.0,73,42,114,30,5,0,0,185,98.93048128342245,-0.27119589350701606,-0.05124624236371564,-0.21994965114330045,-318.64834013307717,-18.857307261715523,-299.7910328713616,20,-0.6626561983644039,0.32432595047097695,0.775112443778111
earlier,0-1%,5,4,0,5,0.0,-1.3658313636816892,-1.332891665040026,-6.829156818408446,-0.9999999999999947,-82.1788359335844,-80.07960577082999,-410.894179667922,-62.1788359335844,,1.3658313636816892,,,0.0,,82.1788359335844,,0.0,6.8,7.0,0.6007960577083,1.0,0,0,5,0,0,0,0,4,80.0,-1.3904693392822471,-0.7008327961585823,-0.6896365431236647,-79.01653325186776,-38.7620516518145,-40.25448160005325,4,-2.1481462024112727,0.12628900741307958,0.6806596701649176
earlier,1-2%,97,77,35,62,36.08247422680412,0.37197776277188105,-1.100480836236936,36.08184298887246,0.49270666505900196,61.829273387551545,-158.83217639852802,5997.4395185925,81.82927338755148,2.72013511076873,0.9535949336779533,2.852505833139598,25.95713136623729,1.6102855509659022,458.8181510131035,162.27735107848588,2.827370227353507,1.596096096086657,36.876288659793815,29.0,1.72727272727272,8.0,63,48,34,28,13,5,0,97,100.0,0.37197776277188105,-0.04366801792509119,0.4156457806969722,61.829273387551545,8.600125021786015,53.22914836576552,9,-0.02547744087488847,1.0225957404603996,0.07596201899050475
earlier,2-4%,514,284,154,360,29.961089494163424,-0.0700502709343278,-1.0558136533605276,-36.005839260244485,-0.0013610945394713747,-33.68721287367225,-280.442219142504,-17315.227417067537,-13.687212873672243,2.161626284274381,1.0247119084402754,2.109496597501843,32.15954636526684,0.9023957667091217,619.6339508674305,313.1634884740329,1.9786276934349891,0.8464129577471898,42.036964980544745,29.0,3.036301530672785,9.0,271,184,243,117,30,4,1,508,98.83268482490273,-0.06133913785995388,-0.07576370090545222,0.01442456304549833,-31.179937695829906,-28.710906300606446,-2.469031395223469,13,-0.24539451162249795,0.20685694282929878,0.43228385807096453
earlier,4-8%,358,236,111,247,31.00558659217877,-0.05928235602144233,-1.0305331992089126,-21.223083455676353,-0.020600244582625677,-33.64365367791604,-457.1273712007675,-12044.428016693942,-13.643653677916033,1.9526473384265672,0.9634288988705478,2.026768493986121,33.03853604882228,0.9108149912245321,1037.4282545749168,514.9755638644117,2.0145193818323817,0.9053103294874264,54.40502793296089,38.5,5.101271223721305,4.0,175,120,183,64,11,0,0,357,99.72067039106145,-0.05653068743406555,-0.1880188266593602,0.13148813922529465,-32.33608583862893,-83.81929302062242,51.483207181993485,13,-0.15531900766361048,0.40296094110653097,0.20589705147426288
earlier,>8%,100,88,24,76,24.0,-0.299938320722498,-0.9513996638034761,-29.9938320722498,-0.2809202824342101,-328.1168817084828,-864.994611974775,-32811.68817084828,-308.1168817084828,1.4378961981889802,0.848728168799807,1.6941775365159852,37.11707882818905,0.5350034325839953,1612.8861362311302,941.0652031630975,1.7138941391201332,0.5412297281431999,81.54,64.0,10.34291955669758,2.5,33,21,67,9,1,0,0,99,99.0,-0.2927382593891786,0.23939048907381422,-0.5321287484629929,-315.3774803539617,211.34764348642648,-526.7251238403882,13,-0.9779453910393332,0.31408053211162223,0.8800599700149925
