币种,信号K时间(北京),入场时间(北京),退出时间(北京),突破来源,距V9根数,入场价,初始止损,初始风险距离(%),退出价,退出原因,持仓小时,最大记录浮盈R,净R,净价格收益(%),较原V9入场追价(%),原V9净R(事后关联),交易标识
KOMAUSDT,2025-02-25 19:00:00+08:00,2025-02-25 20:00:00+08:00,2025-02-26 00:00:00+08:00,本周期1h,74,0.0667,0.0573059999999999,14.0839580209895,0.0573059999999999,初始止损,4.0,0.1511603150947418,-1.0142005535448158,-14.283958020989502,5.404551201011376,-1.0136940056264876,binance_um:KOMAUSDT:1h:box_any:1847
ARCUSDT,2025-02-26 04:00:00+08:00,2025-02-26 05:00:00+08:00,2025-02-26 22:00:00+08:00,本周期1h,0,0.23195,0.2075,10.541064884673409,0.2075,初始止损,17.0,0.5910020449897765,-1.0189734151329246,-10.74106488467341,0.0,-1.0189734151329246,binance_um:ARCUSDT:1h:box_any:943
POPCATUSDT,2025-02-27 05:00:00+08:00,2025-02-27 06:00:00+08:00,2025-03-02 14:00:00+08:00,本周期1h,0,0.2522,0.2244,11.02299762093575,0.2244,初始止损,80.0,1.5935251798561174,-1.018143884892086,-11.22299762093574,0.0,-1.018143884892086,binance_um:POPCATUSDT:1h:box_any:4520
AIXBTUSDT,2025-02-27 06:00:00+08:00,2025-02-27 07:00:00+08:00,2025-02-28 11:00:00+08:00,本周期1h,1,0.21011,0.18737,10.82290228927703,0.18737,初始止损,28.0,0.7238346525945477,-1.0184793315743184,-11.02290228927703,-1.5786022109799513,-1.016346094946401,binance_um:AIXBTUSDT:1h:box_any:1636
LOKAUSDT,2025-03-03 01:00:00+08:00,2025-03-03 02:00:00+08:00,2025-03-04 02:00:00+08:00,本周期1h,53,0.138,0.12523,9.25362318840579,0.12523,初始止损,24.0,0.274079874706341,-1.0216131558339865,-9.4536231884058,9.350237717908083,-0.5147905282331511,binance_um:LOKAUSDT:1h:box_any:3822
RUNEUSDT,2025-03-09 04:00:00+08:00,2025-03-09 05:00:00+08:00,2025-03-10 16:00:00+08:00,本周期1h,0,1.266,1.1538000000000002,8.86255924170615,1.1538000000000002,初始止损,35.0,0.5080213903743317,-1.0225668449197858,-9.06255924170614,0.0,-1.0225668449197858,binance_um:RUNEUSDT:1h:box_any:5816
LUMIAUSDT,2025-03-12 21:00:00+08:00,2025-03-12 22:00:00+08:00,2025-03-26 02:00:00+08:00,本周期1h,0,0.44,0.42028,4.48181818181817,0.4806,追踪止损,316.0,4.310344827586217,2.0141987829614645,9.02727272727272,0.0,2.0141987829614645,binance_um:LUMIAUSDT:1h:box_any:2018
SOLVUSDT,2025-03-13 07:00:00+08:00,2025-03-13 08:00:00+08:00,2025-03-14 01:00:00+08:00,本周期1h,60,0.0426,0.040191,5.65492957746479,0.045689,追踪止损,17.0,4.690743046907429,1.2469074304690737,7.051173708920181,-1.1600928074245953,-1.0131542804822218,binance_um:SOLVUSDT:1h:box_any:1307
1000CHEEMSUSDT,2025-03-14 08:00:00+08:00,2025-03-14 09:00:00+08:00,2025-03-14 11:00:00+08:00,本周期1h,0,0.0009643,0.0009291,3.65031629161049,0.0009291,初始止损,2.0,0.1392045454545473,-1.0547897727272717,-3.8503162916104796,0.0,-1.0547897727272717,binance_um:1000CHEEMSUSDT:1h:box_any:2605
COWUSDT,2025-03-15 04:00:00+08:00,2025-03-15 05:00:00+08:00,2025-03-15 17:00:00+08:00,上级4h,12,0.2924,0.2839,2.9069767441860304,0.2919,追踪止损,12.0,2.447058823529424,-0.1276235294117653,-0.37099863201094,3.0666196686640834,0.6057619047619031,binance_um:COWUSDT:1h:box_any:3079
MASKUSDT,2025-03-16 06:00:00+08:00,2025-03-16 07:00:00+08:00,2025-03-16 16:00:00+08:00,本周期1h,0,2.1814,2.1725000000000003,0.40799486568257,2.1725000000000003,初始止损,9.0,0.842696629213495,-1.490202247191018,-0.60799486568257,0.0,-1.490202247191018,binance_um:MASKUSDT:1h:box_any:5986
LISTAUSDT,2025-03-17 12:00:00+08:00,2025-03-17 13:00:00+08:00,2025-03-28 15:00:00+08:00,本周期1h,0,0.1798,0.16339,9.126807563959941,0.182,反向确认,266.0,1.4625228519195643,0.1121511273613649,1.0235817575083401,0.0,0.1121511273613649,binance_um:LISTAUSDT:1h:box_any:6016
SAFEUSDT,2025-03-17 13:00:00+08:00,2025-03-17 14:00:00+08:00,2025-03-19 10:00:00+08:00,本周期1h,1,0.4462,0.40965,8.19139399372478,0.40965,初始止损,44.0,0.6976744186046523,-1.024415868673051,-8.39139399372478,4.39868975198876,4.507221476510068,binance_um:SAFEUSDT:1h:box_any:3425
BSWUSDT,2025-03-17 16:00:00+08:00,2025-03-17 17:00:00+08:00,2025-03-27 03:00:00+08:00,本周期1h,4,0.03859,0.03559,7.7740347240217496,0.03681,反向确认,226.0,0.7800000000000017,-0.6190599999999997,-4.8125939362529,5.92917924787264,0.1137555555555584,binance_um:BSWUSDT:1h:box_any:4634
DODOXUSDT,2025-03-17 16:00:00+08:00,2025-03-17 17:00:00+08:00,2025-03-18 23:00:00+08:00,上级4h,1,0.073544,0.071035,3.4115631458718503,0.071035,初始止损,30.0,1.4563571143882057,-1.0586241530490232,-3.6115631458718505,0.25355107827365053,-1.060701696317749,binance_um:DODOXUSDT:1h:box_any:6020
TOKENUSDT,2025-03-17 17:00:00+08:00,2025-03-17 18:00:00+08:00,2025-03-18 11:00:00+08:00,本周期1h,1,0.0141,0.0136859999999999,2.93617021276596,0.0136859999999999,初始止损,17.0,1.1352657004830884,-1.0681159420289852,-3.1361702127659603,0.3558718861209842,-1.0706030150753751,binance_um:TOKENUSDT:1h:box_any:6021
APTUSDT,2025-03-18 00:00:00+08:00,2025-03-18 01:00:00+08:00,2025-03-19 02:00:00+08:00,上级4h,5,5.3526,5.2109000000000005,2.64731158689233,5.2109000000000005,初始止损,25.0,0.8285109386026857,-1.0755483415666924,-2.84731158689234,-0.3091708261938497,-1.0775895953757215,binance_um:APTUSDT:1h:box_any:6028
CTSIUSDT,2025-03-18 00:00:00+08:00,2025-03-18 01:00:00+08:00,2025-03-19 00:00:00+08:00,上级4h,1,0.0748,0.07272,2.7807486631016,0.07272,初始止损,23.0,1.3461538461538456,-1.0719230769230788,-2.9807486631016,0.1338688085676054,-1.0739603960396056,binance_um:CTSIUSDT:1h:box_any:6028
ARKUSDT,2025-03-18 02:00:00+08:00,2025-03-18 03:00:00+08:00,2025-03-19 01:00:00+08:00,本周期1h,0,0.3529,0.3355,4.93057523377726,0.3355,初始止损,22.0,1.425287356321841,-1.0405632183908051,-5.13057523377726,0.0,-1.0405632183908051,binance_um:ARKUSDT:1h:box_any:6030
RSRUSDT,2025-03-18 02:00:00+08:00,2025-03-18 03:00:00+08:00,2025-03-18 14:00:00+08:00,本周期1h,0,0.005853,0.005562,4.97180932854945,0.005562,初始止损,11.0,0.0618556701030951,-1.0402268041237124,-5.17180932854945,0.0,-1.0402268041237124,binance_um:RSRUSDT:1h:box_any:6030
SAGAUSDT,2025-03-18 02:00:00+08:00,2025-03-18 03:00:00+08:00,2025-03-18 09:00:00+08:00,本周期1h,0,0.387,0.36764,5.00258397932816,0.36764,初始止损,6.0,0.0103305785123955,-1.039979338842974,-5.20258397932815,0.0,-1.039979338842974,binance_um:SAGAUSDT:1h:box_any:6030
ALCHUSDT,2025-03-18 04:00:00+08:00,2025-03-18 05:00:00+08:00,2025-03-19 20:00:00+08:00,上级4h,12,0.06681,0.06129,8.26223619218678,0.06129,初始止损,39.0,0.4528985507246389,-1.0242065217391312,-8.46223619218679,12.247983870967726,-0.48301686746988,binance_um:ALCHUSDT:1h:box_any:1665
FILUSDT,2025-03-18 04:00:00+08:00,2025-03-18 05:00:00+08:00,2025-03-18 14:00:00+08:00,上级4h,2,3.043,2.9348,3.5557016102530397,2.9348,初始止损,9.0,0.3512014787430664,-1.0562476894639543,-3.75570161025303,0.8283631544069081,-1.047490165224232,binance_um:FILUSDT:1h:box_any:6032
SWELLUSDT,2025-03-18 08:00:00+08:00,2025-03-18 09:00:00+08:00,2025-03-18 14:00:00+08:00,上级4h,0,0.01166,0.011089,4.89708404802744,0.011089,初始止损,5.0,0.2276707530647983,-1.040840630472854,-5.09708404802744,0.0,-1.040840630472854,binance_um:SWELLUSDT:1h:box_any:3104
UXLINKUSDT,2025-03-18 08:00:00+08:00,2025-03-18 09:00:00+08:00,2025-03-19 02:00:00+08:00,上级4h,16,0.5629,0.4984,11.45851838692484,0.4984,初始止损,17.0,0.1736434108527148,-1.0174542635658914,-11.65851838692484,14.924458962841957,-0.1959081632653074,binance_um:UXLINKUSDT:1h:box_any:4401
NTRNUSDT,2025-03-18 18:00:00+08:00,2025-03-18 19:00:00+08:00,2025-03-21 17:00:00+08:00,本周期1h,0,0.1468,0.13865,5.5517711171662,0.1398,反向确认,70.0,0.8343558282208565,-0.8949202453987738,-4.9683923705722,0.0,-0.8949202453987738,binance_um:NTRNUSDT:1h:box_any:6046
DEXEUSDT,2025-03-19 04:00:00+08:00,2025-03-19 05:00:00+08:00,2025-03-22 22:00:00+08:00,上级4h,15,18.161,17.582,3.1881504322449197,17.582,初始止损,89.0,2.2780656303972324,-1.0627322970639017,-3.38815043224491,4.295641187618449,1.0886606942889128,binance_um:DEXEUSDT:1h:box_any:2025
RDNTUSDT,2025-03-19 08:00:00+08:00,2025-03-19 09:00:00+08:00,2025-03-19 11:00:00+08:00,上级4h,6,0.02911,0.026882,7.653727241497769,0.026882,初始止损,2.0,0.0673249551166969,-1.02613105924596,-7.85372724149776,11.918492887351029,0.0507725321888418,binance_um:RDNTUSDT:1h:box_any:6060
QTUMUSDT,2025-03-19 09:00:00+08:00,2025-03-19 10:00:00+08:00,2025-03-21 16:00:00+08:00,本周期1h,0,2.276,2.1593,5.12741652021088,2.1593,初始止损,54.0,1.0197086546700975,-1.0390059982862048,-5.32741652021089,0.0,-1.0390059982862048,binance_um:QTUMUSDT:1h:box_any:6061
CHZUSDT,2025-03-19 12:00:00+08:00,2025-03-19 13:00:00+08:00,2025-03-21 00:00:00+08:00,上级4h,0,0.04596,0.04499,2.11053089643167,0.04499,初始止损,35.0,0.9175257731958796,-1.0947628865979364,-2.31053089643167,0.0,-1.0947628865979364,binance_um:CHZUSDT:1h:box_any:6064
DYDXUSDT,2025-03-19 12:00:00+08:00,2025-03-19 13:00:00+08:00,2025-03-28 08:00:00+08:00,上级4h,0,0.65,0.6313000000000001,2.87692307692306,0.7187,追踪止损,211.0,6.577540106951893,3.604278074866324,10.36923076923077,0.0,3.604278074866324,binance_um:DYDXUSDT:1h:box_any:6064
IOTAUSDT,2025-03-19 12:00:00+08:00,2025-03-19 13:00:00+08:00,2025-03-21 15:00:00+08:00,本周期1h,4,0.1853,0.1802,2.75229357798163,0.1802,初始止损,50.0,1.8235294117647187,-1.072666666666668,-2.9522935779816297,0.3248511099079421,1.482016985138008,binance_um:IOTAUSDT:1h:box_any:6064
ONTUSDT,2025-03-19 12:00:00+08:00,2025-03-19 13:00:00+08:00,2025-03-21 18:00:00+08:00,上级4h,4,0.1524,0.14876,2.38845144356955,0.14876,初始止损,53.0,1.01648351648351,-1.0837362637362655,-2.58845144356956,-0.3270111183780289,-0.7360695187165798,binance_um:ONTUSDT:1h:box_any:6064
TRBUSDT,2025-03-19 16:00:00+08:00,2025-03-19 17:00:00+08:00,2025-03-21 00:00:00+08:00,上级4h,35,30.726,29.282,4.69960294213369,29.282,初始止损,31.0,0.4120498614958468,-1.0425567867036014,-4.89960294213369,0.42817453832326713,-1.040019620667103,binance_um:TRBUSDT:1h:box_any:6068
CTSIUSDT,2025-03-19 19:00:00+08:00,2025-03-19 20:00:00+08:00,2025-03-21 00:00:00+08:00,本周期1h,0,0.0776,0.07469,3.7499999999999902,0.07469,初始止损,28.0,0.4467353951890025,-1.0533333333333343,-3.9499999999999904,0.0,-1.0533333333333343,binance_um:CTSIUSDT:1h:box_any:6071
MELANIAUSDT,2025-03-19 19:00:00+08:00,2025-03-19 20:00:00+08:00,2025-03-20 00:00:00+08:00,本周期1h,25,0.744,0.7020400000000001,5.63978494623654,0.7020400000000001,初始止损,4.0,1.5729265967588235,-1.0354623450905631,-5.83978494623654,2.4793388429751984,-0.6881777777777778,binance_um:MELANIAUSDT:1h:box_any:1394
1INCHUSDT,2025-03-19 20:00:00+08:00,2025-03-19 21:00:00+08:00,2025-03-21 18:00:00+08:00,本周期1h,1,0.2081,0.20271,2.59010091302257,0.20271,初始止损,45.0,1.0204081632653113,-1.0772170686456406,-2.79010091302257,-0.9047619047618971,-1.0576923076923093,binance_um:1INCHUSDT:1h:box_any:6072
AXSUSDT,2025-03-19 20:00:00+08:00,2025-03-19 21:00:00+08:00,2025-03-21 16:00:00+08:00,本周期1h,1,3.46,3.3604000000000003,2.8786127167629902,3.3604000000000003,初始止损,43.0,0.5421686746987951,-1.0694779116465865,-3.07861271676299,-0.631820792647908,-1.055980707395498,binance_um:AXSUSDT:1h:box_any:6072
COMPUSDT,2025-03-19 20:00:00+08:00,2025-03-19 21:00:00+08:00,2025-03-21 00:00:00+08:00,本周期1h,1,43.47,42.4,2.46146767885898,42.4,初始止损,27.0,0.7850467289719656,-1.081252336448599,-2.66146767885898,-1.4732547597461454,-1.0604383561643835,binance_um:COMPUSDT:1h:box_any:6072
EIGENUSDT,2025-03-19 20:00:00+08:00,2025-03-19 21:00:00+08:00,2025-03-21 00:00:00+08:00,本周期1h,0,1.1931,1.124,5.79163523593998,1.124,初始止损,27.0,0.3950795947901578,-1.0345325615050656,-5.99163523593998,0.0,-1.0345325615050656,binance_um:EIGENUSDT:1h:box_any:4062
RENDERUSDT,2025-03-19 20:00:00+08:00,2025-03-19 21:00:00+08:00,2025-03-21 20:00:00+08:00,本周期1h,1,3.317,3.203,3.43684051854085,3.203,初始止损,47.0,1.3421052631578911,-1.0581929824561411,-3.63684051854086,-0.6886227544910084,-1.0484057971014495,binance_um:RENDERUSDT:1h:box_any:5666
SUSHIUSDT,2025-03-19 20:00:00+08:00,2025-03-19 21:00:00+08:00,2025-03-28 13:00:00+08:00,本周期1h,48,0.6748,0.6435000000000001,4.638411381149949,0.6565,反向确认,208.0,1.7699680511182176,-0.6277827476038366,-2.91191464137522,3.8633215330152293,0.0333583333333301,binance_um:SUSHIUSDT:1h:box_any:6072
JUPUSDT,2025-03-19 22:00:00+08:00,2025-03-19 23:00:00+08:00,2025-03-21 18:00:00+08:00,本周期1h,1,0.5352,0.5141,3.94245142002989,0.5141,初始止损,43.0,0.6161137440758298,-1.050729857819907,-4.1424514200299,0.35627226701668846,-1.048262443438913,binance_um:JUPUSDT:1h:box_any:6074
RUNEUSDT,2025-03-19 23:00:00+08:00,2025-03-20 00:00:00+08:00,2025-03-21 16:00:00+08:00,本周期1h,0,1.243,1.1812,4.97184231697506,1.1812,初始止损,40.0,0.5339805825242698,-1.0402265372168276,-5.17184231697506,0.0,-1.0402265372168276,binance_um:RUNEUSDT:1h:box_any:6075
SNXUSDT,2025-03-19 23:00:00+08:00,2025-03-20 00:00:00+08:00,2025-03-21 18:00:00+08:00,本周期1h,0,0.881,0.8454,4.0408626560726395,0.8454,初始止损,42.0,0.5337078651685403,-1.0494943820224722,-4.24086265607264,0.0,-1.0494943820224722,binance_um:SNXUSDT:1h:box_any:6075
AVAXUSDT,2025-03-20 00:00:00+08:00,2025-03-20 01:00:00+08:00,2025-03-20 12:00:00+08:00,上级4h,11,19.738,19.153,2.96382612220083,19.153,初始止损,11.0,0.6068376068376067,-1.06748034188034,-3.16382612220083,2.7967293370136925,-1.0693176895306846,binance_um:AVAXUSDT:1h:box_any:6076
BEAMXUSDT,2025-03-20 00:00:00+08:00,2025-03-20 01:00:00+08:00,2025-03-21 18:00:00+08:00,上级4h,1,0.006657,0.006405,3.78548895899053,0.0066619999999999,追踪止损,41.0,2.8888888888888946,-0.032992063492067,-0.12489109208353,-1.6255356878971505,7.359824104234527,binance_um:BEAMXUSDT:1h:box_any:6076
BSVUSDT,2025-03-20 00:00:00+08:00,2025-03-20 01:00:00+08:00,2025-03-20 18:00:00+08:00,上级4h,8,34.93,34.29,1.83223590037217,34.29,初始止损,17.0,0.8125000000000041,-1.1091562499999976,-2.03223590037217,1.6293279022403295,-1.1374800000000007,binance_um:BSVUSDT:1h:box_any:6076
METISUSDT,2025-03-20 00:00:00+08:00,2025-03-20 01:00:00+08:00,2025-03-20 18:00:00+08:00,上级4h,4,18.06,17.527,2.95127353266886,17.527,初始止损,17.0,0.4315196998123854,-1.067767354596625,-3.1512735326688697,1.0632344711807296,-1.0462953367875636,binance_um:METISUSDT:1h:box_any:6076
POLYXUSDT,2025-03-20 00:00:00+08:00,2025-03-20 01:00:00+08:00,2025-03-21 07:00:00+08:00,上级4h,8,0.13818,0.13343,3.43754523085828,0.13343,初始止损,30.0,0.6589473684210546,-1.0581810526315796,-3.6375452308582803,-0.5899280575539678,-1.0557114228456903,binance_um:POLYXUSDT:1h:box_any:6076
TAOUSDT,2025-03-20 00:00:00+08:00,2025-03-20 01:00:00+08:00,2025-03-20 02:00:00+08:00,本周期1h,0,258.06,250.1,3.0845539796946397,250.1,初始止损,1.0,0.023869346733668,-1.0648391959798995,-3.28455397969464,0.0,-1.0648391959798995,binance_um:TAOUSDT:1h:box_any:6076
KMNOUSDT,2025-03-20 02:00:00+08:00,2025-03-20 03:00:00+08:00,2025-03-24 21:00:00+08:00,本周期1h,48,0.05327,0.05128,3.73568612727612,0.05871,追踪止损,114.0,4.66331658291459,2.6801306532663483,10.01212690069459,1.2737642585551212,1.691492957746482,binance_um:KMNOUSDT:1h:box_any:2135
KOMAUSDT,2025-03-20 02:00:00+08:00,2025-03-20 03:00:00+08:00,2025-03-23 13:00:00+08:00,本周期1h,46,0.04513,0.034925,22.61245291380457,0.034925,初始止损,82.0,0.4566389024987746,-1.0088446839784415,-22.81245291380457,29.312320916905456,4.2654962862930335,binance_um:KOMAUSDT:1h:box_any:2382
ACXUSDT,2025-03-20 03:00:00+08:00,2025-03-20 04:00:00+08:00,2025-03-22 17:00:00+08:00,本周期1h,26,0.2662,0.25493,4.23365890308037,0.35526,追踪止损,61.0,15.412599822537786,7.855155279503143,33.25604808414726,4.106374657802125,6.849834024896282,binance_um:ACXUSDT:1h:box_any:2476
COTIUSDT,2025-03-20 03:00:00+08:00,2025-03-20 04:00:00+08:00,2025-03-21 16:00:00+08:00,本周期1h,0,0.07344,0.0680969999999999,7.27532679738564,0.0680969999999999,初始止损,36.0,0.1160396780834725,-1.027490174059517,-7.475326797385639,0.0,-1.027490174059517,binance_um:COTIUSDT:1h:box_any:6079
ZKUSDT,2025-03-20 03:00:00+08:00,2025-03-20 04:00:00+08:00,2025-03-21 18:00:00+08:00,本周期1h,2,0.07282,0.070091,3.7475968140620597,0.070091,初始止损,38.0,0.5679736167094219,-1.0533675338951984,-3.94759681406206,1.6045765313241311,2.514585592563905,binance_um:ZKUSDT:1h:box_any:6079
INJUSDT,2025-03-20 04:00:00+08:00,2025-03-20 05:00:00+08:00,2025-03-20 18:00:00+08:00,上级4h,8,10.163,9.793,3.64065728623437,9.793,初始止损,13.0,0.5054054054054048,-1.0549351351351357,-3.84065728623437,2.5529767911200762,-1.0503045685279198,binance_um:INJUSDT:1h:box_any:6080
1000BONKUSDT,2025-03-20 07:00:00+08:00,2025-03-20 08:00:00+08:00,2025-03-27 00:00:00+08:00,本周期1h,23,0.011926,0.010874,8.8210632232098,0.01422,追踪止损,160.0,3.3536121673003776,2.157935361216727,19.03528425289282,8.684953977945863,5.210103392568661,binance_um:1000BONKUSDT:1h:box_any:6083
MEUSDT,2025-03-20 08:00:00+08:00,2025-03-20 09:00:00+08:00,2025-03-21 00:00:00+08:00,本周期1h,66,1.136,1.1032000000000002,2.88732394366194,1.1032000000000002,初始止损,15.0,0.1829268292682944,-1.0692682926829271,-3.08732394366194,0.35335689045936647,0.4426300819809316,binance_um:MEUSDT:1h:box_any:2383
IPUSDT,2025-03-20 16:00:00+08:00,2025-03-20 17:00:00+08:00,2025-03-20 23:00:00+08:00,本周期1h,12,5.56282,5.3834,3.22534254209196,5.3834,初始止损,6.0,0.1667595585776372,-1.062008917623454,-3.4253425420919603,0.07951928612550674,0.5640039933444262,binance_um:IPUSDT:1h:box_any:831
NEIROUSDT,2025-03-20 17:00:00+08:00,2025-03-20 18:00:00+08:00,2025-03-21 17:00:00+08:00,本周期1h,2,0.0002676,0.00025845,3.41928251121075,0.00025845,初始止损,23.0,0.7213114754098375,-1.0584918032786883,-3.6192825112107503,0.8669430833019298,-1.0598871331828457,binance_um:NEIROUSDT:1h:box_any:4438
1000PEPEUSDT,2025-03-20 20:00:00+08:00,2025-03-20 21:00:00+08:00,2025-03-21 18:00:00+08:00,上级4h,31,0.0075906,0.0072587,4.37251337180197,0.0072587,初始止损,21.0,0.8752636336245845,-1.0457402832178355,-4.572513371801961,4.85123076498053,-0.3044833141542036,binance_um:1000PEPEUSDT:1h:box_any:6096
MEMEUSDT,2025-03-21 12:00:00+08:00,2025-03-21 13:00:00+08:00,2025-03-21 16:00:00+08:00,上级4h,52,0.002398,0.0023238,3.09424520433694,0.0023238,初始止损,3.0,0.0539083557951495,-1.064636118598382,-3.2942452043369403,-2.8756581611988574,-1.0417766497461936,binance_um:MEMEUSDT:1h:box_any:6112
BBUSDT,2025-03-22 06:00:00+08:00,2025-03-22 07:00:00+08:00,2025-03-26 22:00:00+08:00,本周期1h,1,0.12998,0.12211,6.054777658101241,0.15386,追踪止损,111.0,4.660736975857685,3.001275730622619,18.172057239575327,0.17726396917148168,3.101495448634597,binance_um:BBUSDT:1h:box_any:6130
MOCAUSDT,2025-03-22 07:00:00+08:00,2025-03-22 08:00:00+08:00,2025-03-23 09:00:00+08:00,本周期1h,1,0.0988,0.095413,3.42813765182186,0.1016659999999999,追踪止损,25.0,4.635370534396221,0.7878358429288435,2.70080971659918,-0.20202020202020332,0.6525647805393925,binance_um:MOCAUSDT:1h:box_any:2292
COTIUSDT,2025-03-22 08:00:00+08:00,2025-03-22 09:00:00+08:00,2025-03-27 07:00:00+08:00,上级4h,5,0.07583,0.071605,5.57167348015296,0.084322,追踪止损,118.0,4.146745562130187,1.9740449704142051,10.998734010286169,3.156033192762875,1.695006357279082,binance_um:COTIUSDT:1h:box_any:6132
1MBABYDOGEUSDT,2025-03-22 12:00:00+08:00,2025-03-22 13:00:00+08:00,2025-03-26 22:00:00+08:00,本周期1h,120,0.0013715,0.0013116999999999,4.3601895734597305,0.0014142999999999,追踪止损,105.0,2.4030100334448035,0.6698494983277543,2.9206707983959,6.706605461759896,1.6355679172056867,binance_um:1MBABYDOGEUSDT:1h:box_any:4481
AVAAIUSDT,2025-03-22 12:00:00+08:00,2025-03-22 13:00:00+08:00,2025-03-23 04:00:00+08:00,本周期1h,6,0.041,0.038512,6.06829268292683,0.038512,初始止损,15.0,0.4461414790996776,-1.0329581993569126,-6.26829268292683,-0.07311723129416192,-0.578043035107588,binance_um:AVAAIUSDT:1h:box_any:1527
AXLUSDT,2025-03-22 12:00:00+08:00,2025-03-22 13:00:00+08:00,2025-03-27 03:00:00+08:00,本周期1h,0,0.4128,0.39765,3.6700581395348597,0.42427,追踪止损,110.0,2.363036303630372,0.7026006600660138,2.57858527131784,0.0,0.7026006600660138,binance_um:AXLUSDT:1h:box_any:6136
POPCATUSDT,2025-03-22 12:00:00+08:00,2025-03-22 13:00:00+08:00,2025-03-27 21:00:00+08:00,本周期1h,7,0.2018,0.19001,5.8424182358770995,0.23021,追踪止损,128.0,5.301102629346904,2.3754368108566615,13.8782953419227,0.09920634920634885,1.644711370262392,binance_um:POPCATUSDT:1h:box_any:5079
MANTAUSDT,2025-03-22 14:00:00+08:00,2025-03-22 15:00:00+08:00,2025-03-28 13:00:00+08:00,本周期1h,89,0.2755,0.25905,5.97096188747732,0.2624,反向确认,142.0,1.1671732522796334,-0.8298480243161093,-4.95499092558984,1.3612950699043447,-0.4672744360902253,binance_um:MANTAUSDT:1h:box_any:6138
BOMEUSDT,2025-03-22 15:00:00+08:00,2025-03-22 16:00:00+08:00,2025-03-25 01:00:00+08:00,本周期1h,0,0.001436,0.0013419,6.5529247910863395,0.0015676,追踪止损,57.0,4.2933049946865065,1.3679914984059516,8.96434540389972,0.0,1.3679914984059516,binance_um:BOMEUSDT:1h:box_any:6139
NEARUSDT,2025-03-22 15:00:00+08:00,2025-03-22 16:00:00+08:00,2025-03-28 12:00:00+08:00,本周期1h,67,2.756,2.699,2.06821480406385,2.926,追踪止损,140.0,5.859649122807025,2.8857543859649244,5.968359941944859,1.4354066985645897,1.272287499999998,binance_um:NEARUSDT:1h:box_any:6139
ASTRUSDT,2025-03-22 16:00:00+08:00,2025-03-22 17:00:00+08:00,2025-03-24 01:00:00+08:00,上级4h,9,0.032828,0.03214,2.09577190203485,0.03214,初始止损,32.0,0.4287790697674363,-1.0954302325581382,-2.29577190203484,1.2803504766606189,-0.2747516629711705,binance_um:ASTRUSDT:1h:box_any:6140
BANDUSDT,2025-03-22 16:00:00+08:00,2025-03-22 17:00:00+08:00,2025-03-24 01:00:00+08:00,上级4h,2,0.8026,0.7767000000000001,3.22701221031646,0.7767000000000001,初始止损,32.0,0.9227799227799268,-1.0619768339768336,-3.42701221031646,0.5512402906539648,0.9326257668711688,binance_um:BANDUSDT:1h:box_any:6140
GHSTUSDT,2025-03-22 16:00:00+08:00,2025-03-22 17:00:00+08:00,2025-03-26 10:00:00+08:00,上级4h,0,0.4274,0.4196,1.8249883013570298,0.4787,追踪止损,89.0,12.500000000000046,6.46733333333336,11.80280767430979,0.0,6.46733333333336,binance_um:GHSTUSDT:1h:box_any:4315
TWTUSDT,2025-03-22 16:00:00+08:00,2025-03-22 17:00:00+08:00,2025-03-24 02:00:00+08:00,本周期1h,65,0.903,0.89,1.43964562569213,0.89,初始止损,33.0,0.2230769230769239,-1.13892307692308,-1.6396456256921401,0.7138077180459668,0.546898305084747,binance_um:TWTUSDT:1h:box_any:6140
ZETAUSDT,2025-03-22 16:00:00+08:00,2025-03-22 17:00:00+08:00,2025-03-23 19:00:00+08:00,上级4h,11,0.2954,0.24909,15.67704807041298,0.3065,追踪止损,26.0,2.3126754480673744,0.2269315482617157,3.5576167907921596,36.5064695009242,15.19783050847461,binance_um:ZETAUSDT:1h:box_any:6140
CHILLGUYUSDT,2025-03-22 19:00:00+08:00,2025-03-22 20:00:00+08:00,2025-03-23 08:00:00+08:00,本周期1h,61,0.0307,0.028473,7.2540716612377905,0.028473,初始止损,12.0,0.0898069151324645,-1.0275707229456663,-7.454071661237791,4.067796610169494,1.6716021260440386,binance_um:CHILLGUYUSDT:1h:box_any:2757
APEUSDT,2025-03-22 20:00:00+08:00,2025-03-22 21:00:00+08:00,2025-03-26 22:00:00+08:00,上级4h,6,0.5357,0.5227,2.42673137950343,0.5518000000000001,追踪止损,97.0,3.7615384615384944,1.1560461538461733,2.80541347769276,0.6576475009394844,0.7820928270042251,binance_um:APEUSDT:1h:box_any:6144
ONGUSDT,2025-03-22 20:00:00+08:00,2025-03-22 21:00:00+08:00,2025-03-23 13:00:00+08:00,上级4h,85,0.22041,0.21735,1.38832176398529,0.21735,初始止损,16.0,0.4901960784313763,-1.144058823529412,-1.58832176398528,-0.5010834236186312,-0.6803768400392558,binance_um:ONGUSDT:1h:box_any:6144
PYTHUSDT,2025-03-22 20:00:00+08:00,2025-03-22 21:00:00+08:00,2025-03-27 03:00:00+08:00,上级4h,3,0.15542,0.1514,2.58653969888045,0.16668,追踪止损,102.0,5.268656716417917,2.7236716417910496,7.04488482820744,-1.4332825976661523,1.7906474226804348,binance_um:PYTHUSDT:1h:box_any:6144
