period,group,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
full,<0.5,719,388,0,719,0.0,-1.0460492122029499,-1.0533333333333343,-752.1093835739209,-0.9862184466535916,-462.8858982845541,-388.064118372378,-332814.9608665944,-442.885898284554,,1.0460492122029499,,,0.0,,462.8858982845541,,0.0,17.005563282336578,10.0,3.74609781477628,7.0,0,0,719,0,0,0,0,714,99.30458970792768,-1.0459811554090095,-0.29617261509981196,-0.7498085403091977,-462.467303331791,-75.40622563174574,-387.0610777000453,20,-0.9078486018901663,-0.5865837785923212,1.0
full,0.5-1,368,251,1,367,0.2717391304347826,-0.9875691341134918,-1.0518285403050107,-363.425441353765,-0.9275531590551299,-430.16655126539814,-363.086206336764,-158301.29086566652,-410.1665512653981,0.0047982708933717,0.9902731324922571,0.004845401471506869,99.51779632325419,1.320272880519583e-05,3.769100169779,431.34893723661116,0.008737937767797273,2.3809094735142435e-05,38.11684782608695,28.0,3.82124383256405,5.0,0,0,367,0,0,0,0,367,99.72826086956522,-0.9884480291308132,-0.39247356888293305,-0.5959744602478799,-430.64322330641664,-136.2727728405091,-294.3704504659075,20,-0.8021383662066476,-0.41516847116908917,1.0
full,1-2,380,272,14,366,3.684210526315789,-0.934721570117801,-1.0543468523732906,-355.19419664476436,-0.873313663503212,-356.5921337525755,-332.2226726108815,-135505.01082597868,-336.5921337525754,0.17338956913300238,0.977108335007176,0.17745173479840287,84.92917123020884,0.00678777127644164,169.0975826028136,376.70048355851924,0.44889133405252135,0.017170706767036335,60.165789473684214,45.5,3.57974628715038,5.0,380,0,0,366,0,0,0,377,99.21052631578947,-0.9353457683957387,-0.21905860804153743,-0.7162871603542011,-356.90007865708446,-80.17563652087813,-276.72444213620633,20,-0.8621957259826061,-0.5612524614295941,1.0
full,2-3,271,210,165,106,60.88560885608856,0.12628336053783062,0.2458554216867402,34.2227907057521,0.18496101205946644,110.97508683528301,77.579520973258,30074.248532361697,130.975086835283,0.6787409920296101,0.7336742733880526,0.9251257903527614,51.94465759127144,1.440054296303827,338.5058016496484,243.20008245122915,1.3918819362141115,2.166608674295551,77.83025830258302,64.0,3.69553020385262,4.0,271,271,0,106,106,0,0,269,99.2619926199262,0.12285797416386737,-0.18507266499798056,0.30793063916184793,110.04259265457452,-75.85162713771075,185.89421979228527,20,0.014971699886935958,0.582812430627946,0.03948025987006497
full,3-5,235,195,208,27,88.51063829787233,1.038242194729999,1.0771830985915545,243.98691576154977,1.1101448782008485,399.47051556258316,326.29728289824396,93875.57115720704,419.47051556258316,1.238011271350826,0.5007195807193359,2.4724642674694164,28.79799251984117,19.047132134579208,472.6661025474889,164.40659898780135,2.8749825460628853,22.148013688188154,76.51063829787235,62.0,3.0082644628099,5.0,235,235,0,27,27,27,0,234,99.57446808510639,1.0419390125998416,0.03171427199864906,1.0102247406011926,401.0393579525776,-8.124052876290918,409.16341082886845,20,0.6415139305553962,1.4825005636400947,0.0004997501249375312
full,>=5,226,188,224,2,99.11504424778761,4.380044893292754,3.3698250287818405,989.8901458841624,4.45004767927525,1615.5424651130086,1080.12408057226,365112.59711553995,1635.5424651130086,4.42295274223166,0.4256341878646641,10.391441449806646,8.778520298824638,1163.8414423783445,1630.8120747494293,94.6538141661125,17.229227254249253,1929.6734524759163,99.29203539823008,88.0,3.197274059357065,7.0,226,226,0,2,2,2,2,224,99.11504424778761,4.350601317483577,1.081010982916545,3.2695903345670323,1611.2244569126776,284.7805489758295,1326.4439079368483,18,2.9299269578883673,3.8462674356185422,0.0004997501249375312
earlier,<0.5,336,230,0,336,0.0,-1.041721685961069,-1.0515069613295571,-350.0184864829192,-0.9846357117399394,-474.8568916839601,-399.883775744122,-159551.9156058106,-454.8568916839601,,1.041721685961069,,,0.0,,474.8568916839601,,0.0,15.889880952380953,10.0,3.8779326216011554,9.0,0,0,336,0,0,0,0,331,98.51190476190477,-1.0413090552140054,-0.2510966274837512,-0.7902124277302545,-477.11634268241244,-30.17961802000011,-446.93672466241225,13,-1.073937639935875,-0.5486732962938082,1.0
earlier,0.5-1,196,159,0,196,0.0,-0.998508427003756,-1.0508115520036347,-195.70765169273616,-0.9400372822209553,-459.34213889649743,-387.438860306017,-90031.0592237135,-439.34213889649743,,0.998508427003756,,,0.0,,459.34213889649743,,0.0,36.77040816326531,27.0,3.9214974675865544,6.5,0,0,196,0,0,0,0,193,98.46938775510205,-0.9968186517980344,-0.387225969373636,-0.6095926824243981,-455.16304761110655,-141.81928363806466,-313.34376397304186,13,-0.9815233771806021,-0.3390654070889967,0.9995002498750625
earlier,1-2,169,138,6,163,3.5502958579881656,-0.9496020108481089,-1.0540389725420731,-160.4827398333304,-0.8897777264201288,-357.95945198504586,-351.24094640270295,-60495.14738547275,-337.9594519850459,0.20373854053058013,0.9920562642730912,0.20536994510070994,82.96208181268773,0.007559629881007728,287.50637336500404,381.71893021879004,0.7531886699991899,0.027724736318988582,58.28402366863905,44.0,3.65217391304347,5.0,169,0,0,163,0,0,0,169,100.0,-0.9496020108481089,-0.05918228806675665,-0.890419722781352,-357.95945198504586,-26.072149887927935,-331.887302097118,13,-1.0555175036053015,-0.6627807808978714,1.0
earlier,2-3,146,126,100,46,68.4931506849315,0.3011611971023046,0.3714948410911113,43.96953477693647,0.3562492957859223,191.89136033311343,163.3171160618615,28016.13860863456,211.89136033311343,0.7090326996516748,0.585515982352848,1.2109536221410815,45.22935216667289,2.6325078742197427,374.3225933970452,204.69827676239058,1.8286553229344031,3.975337658553051,75.16438356164383,65.5,3.971300364943395,4.5,146,146,0,46,46,0,0,146,100.0,0.3011611971023046,-0.28076386206689663,0.5819250591692012,191.89136033311343,-93.3244574506337,285.2158177837472,13,0.1806072678390545,0.890213418397669,0.017991004497751123
