period,group,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
earlier,3-5,118,105,110,8,93.22033898305084,1.2057447255189817,1.214099197955228,142.27787761123983,1.273967050841003,485.3379759753748,395.194611653676,57269.88116509422,505.33797597537466,1.3130818541331433,0.2701407929257424,4.860731472325579,17.062716569117832,66.83505774447671,525.6021570469156,68.294513758313,7.69611097762502,105.82152594234402,75.51694915254237,59.5,3.209865754382165,4.0,118,118,0,8,8,8,0,117,99.15254237288136,1.2117798771926873,0.03865111464480264,1.1731287625478848,488.19909448502636,26.329401377028216,461.869693107998,13,0.7428793134998578,1.7705728115660095,0.0009995002498750624
earlier,>=5,109,99,108,1,99.08256880733946,4.238453183514704,3.688908707124013,461.99139700310275,4.309567533526417,1543.1862768402102,1127.941026944585,168207.30417558292,1563.18627684021,4.285035507537482,0.7924378109452782,5.407409197733733,15.606932055372628,584.0001933552431,1559.004929549542,165.228215767636,9.435464289840208,1019.0301433027424,96.95412844036697,87.0,3.05525313010343,10.0,109,109,0,1,1,1,1,109,100.0,4.238453183514704,1.05842747004971,3.180025713464994,1543.1862768402102,269.7757071660412,1273.4105696741688,11,2.8022602121213223,3.6955049757604197,0.0009995002498750624
later,<0.5,383,271,0,383,0.0,-1.0498456843107096,-1.0556977777777792,-402.09089709100175,-0.9876069556117827,-452.3839301848141,-375.086372360844,-173263.0452607838,-432.38393018481406,,1.0498456843107096,,,0.0,,452.3839301848141,,0.0,17.98433420365535,10.0,3.578431372549,6.0,0,0,383,0,0,0,0,378,98.69451697127938,-1.0497673504738458,-0.3594949549834429,-0.6902723954904029,-451.4543359076407,-120.74191215129945,-330.7124237563413,8,-0.8452238506951363,-0.4685646156480017,1.0
later,0.5-1,172,145,1,171,0.5813953488372093,-0.9751034282617954,-1.0539250624639638,-167.7177896610288,-0.9133270652150031,-396.9199514067035,-336.897727314986,-68270.231641953,-376.9199514067035,0.0047982708933717,0.9808338475551005,0.004892032330788979,99.51317831434665,2.8608376203444317e-05,3.769100169779,399.26316223463624,0.009440140053702228,5.520549739007151e-05,39.651162790697676,28.5,3.697291061778575,4.5,0,0,171,0,0,0,0,171,99.4186046511628,-0.9769168128553932,-0.3883497862015141,-0.5885670266538789,-397.74855982304916,-127.75377471107602,-269.9947851119732,8,-0.8057541858992089,-0.3767099653760192,1.0
later,1-2,206,172,7,199,3.3980582524271843,-0.9253334184011438,-1.0555957940453728,-190.61868419063563,-0.8624350473504707,-352.1152072454016,-317.496907776673,-72535.73269255273,-332.1152072454016,0.15785726667929323,0.9634356033034709,0.163848280194364,85.92185227382035,0.0057635073435203426,87.94270632667846,367.59463134090197,0.23923827724546298,0.008415416787528848,60.96601941747573,46.0,3.48079080717773,5.0,206,0,0,199,0,0,0,203,98.54368932038835,-0.9263539026160824,-0.3321208477976729,-0.5942330548184095,-352.6209434497286,-118.34999900038108,-234.27094444934752,8,-0.724050964961777,-0.4334392235020332,1.0
later,2-3,117,104,60,57,51.28205128205128,-0.12224702981094525,0.0519552609776307,-14.302902487880594,-0.05841902794426494,2.7884279132125136,12.890132960112,326.2460658458641,22.78842791321253,0.5938901192672891,0.8760756077880338,0.6778982475802254,59.59836965335331,0.7135771027160268,265.59341030168633,273.8483956536021,0.9698556373419193,1.020900670886231,77.83760683760684,60.0,3.37169939065672,3.0,117,117,0,57,57,0,0,115,98.29059829059828,-0.1345817229874119,-0.11947851949512925,-0.015103203492282676,-1.274304716828565,-59.78091715252263,58.506612435694045,8,-0.36957412316914434,0.272635167058814,0.5422288855572214
later,3-5,101,91,82,19,81.1881188118812,0.7613074719948713,0.8269473684210568,76.892054671482,0.8323949242944888,305.65092557890483,251.07438016529,30870.74348346939,325.6509255789048,1.0762238659450991,0.597805386106112,1.800291350593597,35.71056989437986,7.769678460456576,423.9434822691894,204.87484540021745,2.06928030349957,8.930578151945511,70.96039603960396,60.0,3.0082644628099,7.0,101,101,0,19,19,19,0,100,99.00990099009901,0.7671886785829517,-0.2800646022008022,1.047253280783754,308.3838208716549,-110.09250845540411,418.476329327059,8,0.4509007186054603,1.5376831149115417,0.010494752623688156
later,>=5,98,88,97,1,98.9795918367347,4.616842035760619,3.0310814050527264,452.45051950454064,4.681254109931193,1829.1840886844295,1259.4133283297365,179260.0406910741,1849.1840886844295,4.665044846075513,0.05883056478405,79.29627844300907,1.2453877307772836,7691.73900897188,1848.2898979756565,24.079412564589,76.75809752492623,7445.5354599178445,96.03061224489795,81.5,3.3172312781843654,6.0,98,98,0,1,1,1,1,96,97.95918367346938,4.553073632673954,0.961076773459817,3.5919968592141367,1823.5596033747288,289.35987832793194,1534.1997250467969,8,3.0835855712935802,4.793628159760478,0.004997501249375313
cross_split,1-2,5,5,1,4,20.0,-0.8185545241596698,-1.0418439716312051,-4.092772620798349,-0.7650273224043703,-494.826149590636,-475.519828510181,-2474.13074795318,-474.826149590636,0.1000218579235,1.0481986196804622,0.0954226193829478,91.28896759164063,0.02385565484573695,26.728971962617,625.2149299789493,0.042751653361056095,0.010687913340264024,90.8,84.0,4.5551982851018105,3.0,5,0,0,4,0,0,0,5,100.0,-0.8185545241596698,-1.032551289090027,0.2139967649303573,-494.826149590636,-358.9943680467738,-135.83178154386218,1,,,
cross_split,2-3,8,8,5,3,62.5,0.569519802087027,0.8384618541261062,4.556158416696216,0.6183829191062183,216.48298223515923,281.80806287229353,1731.8638578812738,236.48298223515934,1.09111731273617,0.29980938232821125,3.6393701366613262,21.554650104284185,6.065616894435544,497.11866287725513,251.24315216833398,1.9786356706119637,3.297726117686606,126.375,129.5,4.235463541371905,14.5,8,8,0,3,3,0,0,8,100.0,0.569519802087027,0.6183758399062483,-0.048856037819221154,216.48298223515923,12.011070036054118,204.47191219910513,1,,,
cross_split,3-5,16,16,16,0,100.0,1.5510614674267467,1.549520467836262,24.816983478827947,1.6552529390136055,358.4341567902148,357.603100150415,5734.946508643437,378.4341567902148,1.5510614674267467,,,,,358.4341567902148,,,,118.875,126.0,2.1233100813288246,3.0,16,16,0,0,0,0,0,16,100.0,1.5510614674267467,1.741124827006248,-0.19006335957950127,358.4341567902148,338.9119116308065,19.522245159408264,1,,,
cross_split,>=5,19,19,19,0,100.0,3.9709594408694207,3.538186046511653,75.448229376519,4.0634216625563235,928.6974867833145,749.837358304583,17645.252248882975,948.6974867833145,3.9709594408694207,,,,,928.6974867833145,,,,129.52631578947367,139.0,2.11927057663872,3.0,19,19,0,0,0,0,0,19,100.0,3.9709594408694207,1.8165524045129084,2.1544070363565124,928.6974867833145,347.72329315820264,580.9741936251118,1,,,
