month,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
2024-09,76,72,38,38,50.0,0.3060567644678897,0.01119900513567925,23.26031409955962,0.36807169709368637,199.64465976647168,6.5513961434845,15172.994142251848,219.64465976647165,1.5859212791507762,0.9738077502149973,1.6285773848078704,38.04339205608331,1.6285773848078702,730.8287593449292,331.53943981198563,2.2043493822616655,2.2043493822616655,80.60526315789474,57.0,3.407073537196735,4.5,51,40,25,13,3,1,0,76,100.0,0.3060567644678897,-0.26905548197020884,0.5751122464380983,199.64465976647168,-41.31261439549865,240.95727416197033,1,,,
2024-10,41,38,5,36,12.195121951219512,-0.6877768533090954,-1.0469485229081916,-28.198850985672912,-0.6222061954970265,-302.7946531877008,-336.229116945108,-12414.580780695733,-282.7946531877007,1.3814466291155336,0.9751690036458494,1.4166227843078896,41.380061732985595,0.1967531644872069,285.6200395397442,384.51891606651253,0.7427984101836457,0.10316644585883966,35.48780487804878,25.0,3.54813962408898,8.0,17,9,24,12,4,0,0,41,100.0,-0.6877768533090954,-0.5387973943168769,-0.14897945899221854,-302.7946531877008,-187.33310960034936,-115.46154358735139,1,,,
2024-11,37,36,19,18,51.35135135135135,0.05328654771863897,0.0521658374792738,1.971602265589642,0.09130571602954765,202.90380614273516,24.628875665519,7507.440827281201,222.90380614273516,1.0592920218224189,1.0086081193909067,1.0502513329578587,48.774507979825046,1.1085986292332952,851.9018421016495,482.1496762583413,1.7668825347197596,1.8650426755375242,54.91891891891892,31.0,5.68445475638051,11.0,24,17,13,5,0,0,0,37,100.0,0.05328654771863897,-0.06320604949810066,0.1164925972167396,202.90380614273516,-94.79852613675028,297.7023322794854,1,,,
2024-12,49,48,4,45,8.16326530612245,-0.8759719644010606,-1.0388057784911715,-42.92262625565197,-0.8292141459109167,-410.2001524811579,-421.324503311257,-20099.807471576736,-390.2001524811579,0.7418656479693658,1.0197797521673209,0.7274763461352229,57.88791274839964,0.0646645641009087,425.64001184864424,484.4970559771401,0.8785192945913939,0.07809060396367945,37.795918367346935,23.0,4.60734257233162,7.0,9,4,40,5,1,0,0,49,100.0,-0.8759719644010606,-0.45239738603382706,-0.4235745783672336,-410.2001524811579,-174.62672873860117,-235.57342374255674,1,,,
2025-01,95,93,22,73,23.157894736842106,-0.25653277076527486,-1.0442928452579028,-24.370613222701113,-0.20192742972423705,-167.42534097124695,-376.892693841812,-15905.40739226846,-147.42534097124692,2.155278915100261,0.9833801281494089,2.191704767469941,31.331218670099563,0.6605137655388863,703.7598606961287,429.97430585730535,1.636748640812235,0.49326671366944064,58.8,41.0,3.8547758284600198,9.0,49,30,46,27,8,0,0,95,100.0,-0.25653277076527486,-0.3797296265260085,0.12319685576073368,-167.42534097124695,-129.88281972251292,-37.542521248734,1,,,
2025-02,79,72,9,70,11.39240506329114,-0.7965153852143938,-1.0457662337662348,-62.92471543193711,-0.7472163921945029,-391.843013371142,-405.900174791222,-30955.598056320217,-371.84301337114204,0.9098693219288331,1.0159077047042373,0.895622031130992,52.753132406008504,0.11515140400255612,454.75989714006334,500.691959008297,0.9082628329817606,0.11677664995479779,29.582278481012658,15.0,4.14422501496109,8.0,20,11,59,11,3,0,0,79,100.0,-0.7965153852143938,-0.559946358720013,-0.2365690264943809,-391.843013371142,-212.33738344856363,-179.50562992257844,1,,,
2025-03,155,141,32,123,20.64516129032258,-0.2519607219860901,-1.0405632183908051,-39.05391190784396,-0.18730441735630096,-134.0846480273605,-298.07486631016,-20783.120444240874,-114.0846480273605,2.561589476340985,0.983941261388256,2.603396744158085,27.751593038463625,0.6773064700248677,903.8895636981031,404.1267193705706,2.2366488538691915,0.5818923847464563,51.10322580645161,35.0,3.5557016102530397,6.0,73,39,82,41,8,1,0,155,100.0,-0.2519607219860901,-0.16702924728578677,-0.08493147470030331,-134.0846480273605,-52.62808043391233,-81.45656759344818,1,,,
2025-04,139,131,72,67,51.798561151079134,0.7857976049530396,0.1015565610859774,109.22586708847251,0.8501831501687885,338.4106052366553,39.970014992505,47039.07412789508,358.4106052366553,2.4222118645011275,0.9727371217255023,2.4900991340851224,28.65248124999565,2.6759274276735643,1031.5034976139304,406.4056373180286,2.538113163048321,2.7275245931265544,59.47482014388489,46.0,3.4166241713411503,9.0,97,79,42,25,7,3,0,139,100.0,0.7857976049530396,0.491987606765722,0.29380999818731784,338.4106052366553,221.94303824421505,116.46756699244013,1,,,
2025-05,33,32,8,25,24.242424242424242,-0.09634249070064219,-1.0350930626057533,-3.179302193121192,-0.05277468846709257,3.050914694305923,-387.49292962901296,100.68018491209546,23.050914694305924,2.743146037338366,1.0049788196731249,2.729556069878756,26.812842634981727,0.873457942361202,1607.2255954237944,510.2849831391305,3.149662734608791,1.007892075074813,40.60606060606061,25.0,4.86399604352125,2.0,16,9,17,8,1,0,0,33,100.0,-0.09634249070064219,0.5954099828371514,-0.6917524735377938,3.050914694305923,152.5066898600887,-149.45577516578282,1,,,
2025-06,50,47,6,44,12.0,-0.7322902904603984,-1.0466337129038958,-36.61451452301992,-0.6727177527136456,-355.1320489229059,-359.4851563990625,-17756.602446145294,-335.1320489229059,1.3137355862212312,1.0112938190988028,1.2990641902587166,43.49595823540137,0.17714511685346135,308.240543752501,445.5919479240978,0.691755192589357,0.09433025353491233,30.58,23.5,3.6631081909778,3.5,14,10,36,8,4,1,0,50,100.0,-0.7322902904603984,-0.533765785322317,-0.19852450513808154,-355.1320489229059,-122.62112084652139,-232.51092807638452,1,,,
